Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Layout PCB Footprint,Allegro PCB Footprint,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
0402 (1005 Metric),TC33X-1-104E,resistors\0402_1005Metric,100 kOhms,±25%,,,"R0402N,R0402L,R0402M",,,,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,TRIMMER 100K OHM 0.1W J LEAD TOP,Surface Mount,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),2,±250ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
