"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Output","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Switching","Function","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Outputs","Operating Temperature","Output Configuration","Output Type","Package / Case","Packaging","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Synchronous Rectifier","Topology","Type","Value","Voltage - Input (Max)","Voltage - Input (Min)","Voltage - Output (Max)","Voltage - Output (Min/Fixed)"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm5161-q1,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM5161QPWPRQ1/296-47791-2-ND/6207347,"","","","","","","","","1A",IC REG BCK FLYBCK ADJ 14HTSSOP,"14-TSSOP (0.173, 4.40mm Width) Exposed Pad",footprints/Leaded - SOP/PCB - LEADED - SOP - TI HTSSOP-14 PWP.PCBLIB,"","",TI HTSSOP-14 PWP,"","","50kHz ~ 1MHz",Step-Down,"2019-12-12 10:20:14.707000","0",Texas Instruments,LM5161QPWPRQ1,"1",Surface Mount,"1",-40°C ~ 150°C (TJ),"Positive, Isolation Capable",Adjustable,"14-TSSOP (0.173, 4.40mm Width) Exposed Pad",TapeAndReel,Active,"2.39","Automotive, AEC-Q100",DigiKey,"296-47791-2-ND","","","","","","","","","","","14-HTSSOP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM5161.SCHLIB,TI LM5161,Yes,"Buck, Flyback","","","100V","4.5V","92V","2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm5008a,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM5008AMM-NOPB/296-LM5008AMM-NOPBTR-ND/2075629,"","","","","","","","","350mA",IC REG BUCK ADJ 350MA 8VSSOP,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - TI VSSOP-8 DGK.PCBLIB,"","",TI VSSOP-8 DGK,"","","50kHz ~ 1.1MHz",Step-Down,"2019-12-12 10:27:20.553000","0",Texas Instruments,LM5008AMM/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",TapeAndReel,Active,"1.40",-,DigiKey,"296-LM5008AMM/NOPBTR-ND","","","","","","","","","","","8-VSSOP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM5008.SCHLIB,TI LM5008,No,Buck,"","","95V","6V","75V","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm5008,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM5008MMX-NOPB/296-35288-2-ND/1871803,"","","","","","","","","350mA",IC REG BUCK ADJ 350MA 8VSSOP,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - TI VSSOP-8 DGK.PCBLIB,"","",TI VSSOP-8 DGK,"","","50kHz ~ 600kHz",Step-Down,"2019-12-12 10:27:35.973000","0",Texas Instruments,LM5008MMX/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",TapeAndReel,Active,"1.30",-,DigiKey,"296-35288-2-ND","","","","","","","","","","","8-VSSOP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM5008.SCHLIB,TI LM5008,No,Buck,"","","95V","9.5V","75V","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm5008a,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM5008ASDX-NOPB/LM5008ASDX-NOPBCT-ND/3526996,"","","","","","","","","350mA",IC REG BUCK ADJ 350MA 8WSON,"8-WDFN Exposed Pad",footprints/Leadless - DFN/PCB - LEADLESS - DFN - TI WSON-8 NGT.PCBLIB,"","",TI WSON-8 NGT,"","","50kHz ~ 1.1MHz",Step-Down,"2019-12-12 10:28:01.403000","0",Texas Instruments,LM5008ASDX/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-WDFN Exposed Pad",CutTape,Active,"2.88",-,DigiKey,LM5008ASDX/NOPBCT-ND,"","","","","","","","","","","8-WSON (4x4)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM5008.SCHLIB,TI LM5008,No,Buck,"","","95V","6V","75V","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm5008,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM5008SDC-NOPB/LM5008SDC-NOPBTR-ND/1243868,"","","","","","","","","350mA",IC REG BUCK ADJ 350MA 8WSON,"8-WDFN Exposed Pad",footprints/Leadless - DFN/PCB - LEADLESS - DFN - TI WSON-8 NGT.PCBLIB,"","",TI WSON-8 NGT,"","","50kHz ~ 600kHz",Step-Down,"2019-12-12 10:28:24.713000","0",Texas Instruments,LM5008SDC/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-WDFN Exposed Pad",TapeAndReel,Active,"1.35",-,DigiKey,LM5008SDC/NOPBTR-ND,"","","","","","","","","","","8-WSON (4x4)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM5008.SCHLIB,TI LM5008,No,Buck,"","","95V","9.5V","75V","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2733,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM2733YMF-NOPB/LM2733YMF-NOPBTR-ND/565165,"","","","","","","","","1A (Switch)",IC REG BOOST ADJ 1A SOT23-5,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","600kHz",Step-Up,"2019-12-12 11:29:03.987000","0",Texas Instruments,LM2733YMF/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.85",-,DigiKey,LM2733YMF/NOPBTR-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM2733.SCHLIB,TI LM2733,No,Boost,"","","14V","2.7V","40V (Switch)","2.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2733,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM2733XMF-NOPB/LM2733XMF-NOPBTR-ND/565164,"","","","","","","","","1A (Switch)",IC REG BOOST ADJ 1A SOT23-5,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","1.6MHz",Step-Up,"2019-12-12 11:29:18.583000","0",Texas Instruments,LM2733XMF/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.85",-,DigiKey,LM2733XMF/NOPBTR-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM2733.SCHLIB,TI LM2733,No,Boost,"","","14V","2.7V","40V (Switch)","2.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2731,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM2731YMF-NOPB/LM2731YMF-NOPBTR-ND/565163,"","","","","","","","","1.8A (Switch)",IC REG BOOST ADJ 1.8A SOT23-5,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","600kHz",Step-Up,"2019-12-12 11:33:38.550000","0",Texas Instruments,LM2731YMF/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.92",-,DigiKey,LM2731YMF/NOPBTR-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM2731.SCHLIB,TI LM2731,No,Boost,"","","14V","2.7V","22V (Switch)","2.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2731,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM2731XMF-NOPB/LM2731XMF-NOPBTR-ND/565162,"","","","","","","","","1.8A (Switch)",IC REG BOOST ADJ 1.8A SOT23-5,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","1.6MHz",Step-Up,"2019-12-12 11:33:51.883000","0",Texas Instruments,LM2731XMF/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.92",-,DigiKey,LM2731XMF/NOPBTR-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM2731.SCHLIB,TI LM2731,No,Boost,"","","14V","2.7V","22V (Switch)","2.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps63021,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS63021DSJR/296-27259-2-ND/2271632,"","","","","","","","","3.5A (Switch)",IC REG BCK BST 3.3V 3.5A 14VSON,"14-VFDFN Exposed Pad",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PVSON-14 DSJ.PCBLIB,"","",TI PVSON-14 DSJ,"","","2.4MHz",Step-Up/Step-Down,"2019-12-12 11:34:59.433000","0",Texas Instruments,TPS63021DSJR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Fixed,"14-VFDFN Exposed Pad",TapeAndReel,Active,"1.26",-,DigiKey,"296-27259-2-ND","","","","","","","","","","","14-VSON (4x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS63021.SCHLIB,TI TPS63021,Yes,Buck-Boost,"","","5.5V","1.8V","","3.3V"
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/LT8619-8619-5.pdf,DigiKey Link,//digikey.com/product-detail/en/linear-technology-analog-devices/LT8619EMSE-PBF/LT8619EMSE-PBF-ND/8275872,"","","","","","","","","1.2A",IC REG BUCK 0.8V 1.2A 16MSOP,"16-TFSOP (0.118, 3.00mm Width) Exposed Pad",footprints/Leaded - SOP/PCB - LEADED - SOP - LTC MSOP-16 MSE16.PCBLIB,"","",LTC MSOP-16 MSE16,"","","300kHz ~ 2.2MHz",Step-Down,"2019-12-22 05:29:41.823000","0",Linear Technology/Analog Devices,LT8619EMSE#PBF,"1",Surface Mount,"1","0°C ~ 125°C (TJ)",Positive,Fixed,"16-TFSOP (0.118, 3.00mm Width) Exposed Pad",Tube,Active,"6.66",-,DigiKey,LT8619EMSE#PBF-ND,"","","","","","","","","","","16-MSOP-EP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LT8619 MSE.SCHLIB,ANALOG LT8619 MSE,Yes,Buck,"","","60V","3V","59.4V","0.8V"
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/LT8619-8619-5.pdf,DigiKey Link,//digikey.com/product-detail/en/linear-technology-analog-devices/LT8619EMSE-5-PBF/LT8619EMSE-5-PBF-ND/8275873,"","","","","","","","","1.2A",IC REG BUCK 5V 1.2A 16MSOP,"16-TFSOP (0.118, 3.00mm Width) Exposed Pad",footprints/Leaded - SOP/PCB - LEADED - SOP - LTC MSOP-16 MSE16.PCBLIB,"","",LTC MSOP-16 MSE16,"","","300kHz ~ 2.2MHz",Step-Down,"2019-12-22 05:30:00.087000","0",Linear Technology/Analog Devices,LT8619EMSE-5#PBF,"1",Surface Mount,"1","0°C ~ 125°C (TJ)",Positive,Fixed,"16-TFSOP (0.118, 3.00mm Width) Exposed Pad",Tube,Active,"6.66",-,DigiKey,LT8619EMSE-5#PBF-ND,"","","","","","","","","","","16-MSOP-EP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LT8619 MSE.SCHLIB,ANALOG LT8619 MSE,Yes,Buck,"","","60V","3V","","5V"
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/LT8619-8619-5.pdf,DigiKey Link,//digikey.com/product-detail/en/linear-technology-analog-devices/LT8619IMSE-5-PBF/LT8619IMSE-5-PBF-ND/8275875,"","","","","","","","","1.2A",IC REG BUCK 5V 1.2A 16MSOP,"16-TFSOP (0.118, 3.00mm Width) Exposed Pad",footprints/Leaded - SOP/PCB - LEADED - SOP - LTC MSOP-16 MSE16.PCBLIB,"","",LTC MSOP-16 MSE16,"","","300kHz ~ 2.2MHz",Step-Down,"2019-12-22 05:30:13.420000","0",Linear Technology/Analog Devices,LT8619IMSE-5#PBF,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"16-TFSOP (0.118, 3.00mm Width) Exposed Pad",Tube,Active,"7.34",-,DigiKey,LT8619IMSE-5#PBF-ND,"","","","","","","","","","","16-MSOP-EP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LT8619 MSE.SCHLIB,ANALOG LT8619 MSE,Yes,Buck,"","","60V","3V","","5V"
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/LT8619-8619-5.pdf,DigiKey Link,//digikey.com/product-detail/en/linear-technology-analog-devices/LT8619IDD-PBF/LT8619IDD-PBF-ND/8275877,"","","","","","","","","1.2A",IC REG BUCK 0.8V 1.2A 10DFN,"10-WFDFN Exposed Pad",footprints/Leadless - DFN/ANALOG DFN-10 3x3MM DD.PCBLIB,"","",ANALOG DFN-10 3x3MM DD,"","","300kHz ~ 2.2MHz",Step-Down,"2019-12-22 05:56:12.240000","0",Linear Technology/Analog Devices,LT8619IDD#PBF,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"10-WFDFN Exposed Pad",Tube,Active,"7.06",-,DigiKey,LT8619IDD#PBF-ND,"","","","","","","","","","","10-DFN (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LT8619 DD.SCHLIB,ANALOG LT8619 DD,Yes,Buck,"","","60V","3V","59.4V","0.8V"
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/LT8619-8619-5.pdf,DigiKey Link,//digikey.com/product-detail/en/linear-technology-analog-devices/LT8619EDD-PBF/LT8619EDD-PBF-ND/8275876,"","","","","","","","","1.2A",IC REG BUCK 0.8V 1.2A 10DFN,"10-WFDFN Exposed Pad",footprints/Leadless - DFN/ANALOG DFN-10 3x3MM DD.PCBLIB,"","",ANALOG DFN-10 3x3MM DD,"","","300kHz ~ 2.2MHz",Step-Down,"2019-12-22 05:56:32.883000","0",Linear Technology/Analog Devices,LT8619EDD#PBF,"1",Surface Mount,"1","0°C ~ 125°C (TJ)",Positive,Fixed,"10-WFDFN Exposed Pad",Tube,Active,"6.43",-,DigiKey,LT8619EDD#PBF-ND,"","","","","","","","","","","10-DFN (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LT8619 DD.SCHLIB,ANALOG LT8619 DD,Yes,Buck,"","","60V","3V","59.4V","0.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps60400,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS60403DBVR/296-27005-1-ND/2255295,"","","","","","","","","60mA",IC REG CHARG PUMP INV 60MA SOT23,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","250kHz",Ratiometric,"2020-01-18 19:41:56.593000",Active,Texas Instruments,TPS60403DBVR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.41",-,DigiKey,"296-27005-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS60403.SCHLIB,TI TPS60403,No,Charge Pump,"","","5.25V","1.8V","","-Vin, 2Vin, Vin/2"
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/8362fa.pdf,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LT8362IDD-PBF/LT8362IDD-PBF-ND/7599739,"","","","","","","","","2A (Switch)",IC REG BST SEPIC 2A 10DFN,"10-WFDFN Exposed Pad",footprints/Leadless - DFN/ANALOG DFN-10 3x3MM DD.PCBLIB,"","",ANALOG DFN-10 3x3MM DD,"","","300kHz ~ 2MHz",Step-Up,"2020-02-02 10:11:09.557000",Active,Linear Technology/Analog Devices,LT8362IDD#PBF,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"10-WFDFN Exposed Pad",Tube,Active,"4.97",-,DigiKey,LT8362IDD#PBF-ND,"","","","","","","","","","","10-DFN (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG DEV LT8362 DFN.SchLib,ANALOG DEV LT8362 DFN,"","Boost, SEPIC","","","60V","2.8V","60V (Switch)",""
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/8362fa.pdf,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LT8362HDD-PBF/LT8362HDD-PBF-ND/7599738,"","","","","","","","","2A (Switch)",IC REG BST SEPIC 2A 10DFN,"10-WFDFN Exposed Pad",footprints/Leadless - DFN/PCB - LEADLESS - DFN - ANALOG DEV DFN-10 3X3MM DD.PCBLIB,"","",ANALOG DEV DFN-10 3X3MM DD,"","","300kHz ~ 2MHz",Step-Up,"2020-02-02 10:12:42.347000",Active,Linear Technology/Analog Devices,LT8362HDD#PBF,"1",Surface Mount,"1",-40°C ~ 150°C (TJ),Positive,Fixed,"10-WFDFN Exposed Pad",Tube,Active,"5.58",-,DigiKey,LT8362HDD#PBF-ND,"","","","","","","","","","","10-DFN (3x3)",symbols/Video/SCH - VIDEO - MAXIM MAX7456.SCHLIB,MAXIM MAX7456,"","Boost, SEPIC","","","60V","2.8V","60V (Switch)",""
=Part Number,Datasheet,http://www.analog.com/media/en/technical-documentation/data-sheets/8362fa.pdf,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LT8362EDD-PBF/LT8362EDD-PBF-ND/7599737,"","","","","","","","","2A (Switch)",IC REG BST SEPIC 2A 10DFN,"10-WFDFN Exposed Pad",footprints/Leadless - DFN/PCB - LEADLESS - DFN - ANALOG DEV DFN-10 3X3MM DD.PCBLIB,"","",ANALOG DEV DFN-10 3X3MM DD,"","","300kHz ~ 2MHz",Step-Up,"2020-02-02 10:12:51.260000",Active,Linear Technology/Analog Devices,LT8362EDD#PBF,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"10-WFDFN Exposed Pad",Tube,Active,"4.49",-,DigiKey,LT8362EDD#PBF-ND,"","","","","","","","","","","10-DFN (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG DEV LT8362 DFN.SchLib,ANALOG DEV LT8362 DFN,"","Boost, SEPIC","","","60V","2.8V","60V (Switch)",""
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps54302,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS54302DDCT/296-44542-1-ND/6128450,"","","","","","","","","3A",IC REG BUCK ADJ 3A TSOT23-6,"SOT-23-6 Thin, TSOT-23-6",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-6 DDC.PCBLIB,"","",TI SOT-23-6 DDC,"","","400kHz",Step-Down,"2020-02-04 14:31:42.543000",Active,Texas Instruments,TPS54302DDCT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SOT-23-6 Thin, TSOT-23-6",TapeAndReel,Active,"1.06",-,DigiKey,"296-44542-1-ND","","","","","","","","","","",TSOT-23-6,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS54302.SCHLIB,TI TPS54302,Yes,Buck,"","","28V","4.5V","28V","0.596V"
=Part Number,Datasheet,https://www.analog.com/media/en/technical-documentation/data-sheets/LTC7151S.pdf,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LTC7151SIV-PBF/LTC7151SIV-PBF-ND/9739215,"","","","","","","","","15A",IC REG BUCK ADJ 15A 28LQFN,"28-VFQFN Exposed Pad",footprints/Leadless - QFN/PCB - LEADLESS - QFN - ANALOG LQFN-28 5x4MM.PCBLIB,"","",ANALOG LQFN-28 5x4MM,"","","1MHz",Step-Down,"2020-03-19 22:59:47.510000",Active,Linear Technology/Analog Devices,LTC7151SIV#PBF,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"28-VFQFN Exposed Pad",Tray,Active,"10.47",-,DigiKey,LTC7151SIV#PBF-ND,"","","","","","","","","","","28-LQFN (5x4)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LTC7151S.SCHLIB,ANALOG LTC7151S,Yes,Buck,"","","20V","3.1V","5.5V","0.5V"
=Part Number,Datasheet,https://www.analog.com/media/en/technical-documentation/data-sheets/LTC7151S.pdf,DigiKey Link,http://digikey.com/product-detail/en/linear-technology-analog-devices/LTC7151SEV-PBF/LTC7151SEV-PBF-ND/9739214,"","","","","","","","","15A",IC REG BUCK ADJ 15A 28LQFN,"28-VFQFN Exposed Pad",footprints/Leadless - QFN/PCB - LEADLESS - QFN - ANALOG LQFN-28 5x4MM.PCBLIB,"","",ANALOG LQFN-28 5x4MM,"","","1MHz",Step-Down,"2020-03-19 23:05:24.653000",Active,Linear Technology/Analog Devices,LTC7151SEV#PBF,"1",Surface Mount,"1","0°C ~ 85°C (TJ)",Positive,Adjustable,"28-VFQFN Exposed Pad",Tray,Active,"9.34",-,DigiKey,LTC7151SEV#PBF-ND,"","","","","","","","","","","28-LQFN (5x4)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ANALOG LTC7151S.SCHLIB,ANALOG LTC7151S,Yes,Buck,"","","20V","3.1V","5.5V","0.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps54541,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS54541DPRR/296-40802-1-ND/5178679,"","","","","","","","","5A",IC REG BCK SPLIT RAIL ADJ 10WSON,"10-WDFN Exposed Pad",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PWSON-10 DPR.PCBLIB,"","",TI PWSON-10 DPR,"","","100kHz ~ 2.5MHz",Step-Down,"2020-03-30 16:34:40.567000",Active,Texas Instruments,TPS54541DPRR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Adjustable,"10-WDFN Exposed Pad",TapeAndReel,Active,"2.14",Eco-Mode™,DigiKey,"296-40802-1-ND","","","","","","","","","","","10-WSON (4x4)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS54541.SCHLIB,TI TPS54541,No,"Buck, Split Rail","","","42V","4.5V","41V","0.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61089,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61089RNRR/296-47295-1-ND/7688305,"","","","","","","","","7A",IC REG BOOST ADJ 7A 11VQFN,"11-VFQFN",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-11 2.5x2.1 RNR.PCBLIB,"","",TI VQFN-11 2.5x2.1 RNR,"","","200kHz ~ 2.2MHz",Step-Up,"2020-04-05 02:30:27.563000",Active,Texas Instruments,TPS61089RNRR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"11-VFQFN",TapeAndReel,Active,"1.26",-,DigiKey,"296-47295-1-ND","","","","","","","","","","","11-VQFN-HR (2.5x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61089.SCHLIB,TI TPS61089,Yes,Boost,"","","12V","2.7V","12.6V","4.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61089,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS61089RNRT/296-46242-1-ND/7033417,"","","","","","","","","7A",IC REG BOOST ADJ 7A 11VQFN,"11-VFQFN",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-11 2.5x2.1 RNR.PCBLIB,"","",TI VQFN-11 2.5x2.1 RNR,"","","200kHz ~ 2.2MHz",Step-Up,"2020-04-05 02:30:35.107000",Active,Texas Instruments,TPS61089RNRT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"11-VFQFN",TapeAndReel,Active,"1.85",-,DigiKey,"296-46242-1-ND","","","","","","","","","","","11-VQFN-HR (2.5x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61089.SCHLIB,TI TPS61089,Yes,Boost,"","","12V","2.7V","12.6V","4.5V"
