"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Output","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Switching","Function","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Outputs","Operating Temperature","Output Configuration","Output Type","Package / Case","Packaging","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Synchronous Rectifier","Topology","Type","Value","Voltage - Input (Max)","Voltage - Input (Min)","Voltage - Output (Max)","Voltage - Output (Min/Fixed)"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm5166,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM5166DRCR/296-47266-1-ND/7688276,"","","","","","","","","500mA",IC REG BUCK ADJ 500MA 10VSON,"10-VFDFN Exposed Pad",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PVSON-10 3X3MM DRC.PCBLIB,"","",TI PVSON-10 3X3MM DRC,"","","50kHz ~ 600kHz",Step-Down,"2019-12-09 02:03:34.657000","0",Texas Instruments,LM5166DRCR,"1",Surface Mount,"1",-40°C ~ 150°C (TJ),Positive,Adjustable,"10-VFDFN Exposed Pad",CutTape,Active,"3.38",-,DigiKey,"296-47266-1-ND","","","","","","","","","","","10-VSON (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM5166.SCHLIB,TI LM5166,Yes,Buck,"","","65V","3V","65V","1.23V"
=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580253,DigiKey Link,//digikey.com/product-detail/en/microchip-technology/MIC2296YD5-TR/576-2659-2-ND/1028518,"","","","","","","","","1.2A (Switch)",IC REG BOOST ADJ 1.2A TSOT23-5,"SOT-23-5 Thin, TSOT-23-5",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - MICREL SOT-23-5 DB5.PCBLIB,"","",MICREL SOT-23-5 DB5,"","","600kHz",Step-Up,"2019-12-12 08:21:57.320000","0",Microchip Technology,MIC2296YD5-TR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SOT-23-5 Thin, TSOT-23-5",TapeAndReel,Active,"0.68",-,DigiKey,"576-2659-2-ND","","","","","","","","","","",TSOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - MICREL MIC2296 5PIN.SCHLIB,MICREL MIC2296 5PIN,No,Boost,"","","10V","2.5V","34V (Switch)","2.5V"
=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580253,DigiKey Link,//digikey.com/product-detail/en/microchip-technology/MIC2296YML-TR/576-2660-2-ND/1028519,"","","","","","","","","1.2A (Switch)",IC REG BOOST ADJ 1.2A 8MLF,"8-VFDFN Exposed Pad, 8-MLF®",footprints/Leadless - Misc/PCB - LEADLESS - MISC - MICREL MLF-8 2X2MM ML.PCBLIB,"","",MICREL MLF-8 2X2MM ML,"","","600kHz",Step-Up,"2019-12-12 08:22:24.677000","0",Microchip Technology,MIC2296YML-TR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-VFDFN Exposed Pad, 8-MLF®",TapeAndReel,Active,"0.72",-,DigiKey,"576-2660-2-ND","","","","","","","","","","","8-MLF® (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - MICREL MIC2296 8PIN.SCHLIB,MICREL MIC2296 8PIN,No,Boost,"","","10V","2.5V","34V (Switch)","2.5V"
=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580235,DigiKey Link,//digikey.com/product-detail/en/microchip-technology/MIC2295YD5-TR/576-1080-2-ND/771549,"","","","","","","","","1.2A (Switch)",IC REG BOOST ADJ 1.2A TSOT23-5,"SOT-23-5 Thin, TSOT-23-5",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - MICREL SOT-23-5 DB5.PCBLIB,"","",MICREL SOT-23-5 DB5,"","","1.2MHz",Step-Up,"2019-12-12 08:23:24.080000","0",Microchip Technology,MIC2295YD5-TR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"SOT-23-5 Thin, TSOT-23-5",TapeAndReel,Active,"0.71",-,DigiKey,"576-1080-2-ND","","","","","","","","","","",TSOT-23-5,symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - MICREL MIC2295 5PIN.SCHLIB,MICREL MIC2295 5PIN,No,Boost,"","","10V","2.5V","34V (Switch)","2.5V"
=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580235,DigiKey Link,//digikey.com/product-detail/en/microchip-technology/MIC2295YML-TR/576-2658-2-ND/1028515,"","","","","","","","","1.2A (Switch)",IC REG BOOST ADJ 1.2A 8MLF,"8-VFDFN Exposed Pad, 8-MLF®",footprints/Leadless - Misc/PCB - LEADLESS - MISC - MICREL MLF-8 2X2MM ML.PCBLIB,"","",MICREL MLF-8 2X2MM ML,"","","1.2MHz",Step-Up,"2019-12-12 08:23:42.890000","0",Microchip Technology,MIC2295YML-TR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-VFDFN Exposed Pad, 8-MLF®",TapeAndReel,Active,"0.74",-,DigiKey,"576-2658-2-ND","","","","","","","","","","","8-MLF® (2x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - MICREL MIC2295 8PIN.SCHLIB,MICREL MIC2295 8PIN,No,Boost,"","","10V","2.5V","34V (Switch)","2.5V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/CS5171-D.PDF,DigiKey Link,//digikey.com/product-detail/en/on-semiconductor/CS5171GDR8G/CS5171GDR8GOSTR-ND/918423,"","","","","","","","","1.5A (Switch)",IC REG MULT CONFG ADJ 1.5A 8SOIC,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - ON SEMI SO-8.PCBLIB,"","",ON SEMI SO-8,"","","280kHz","Step-Up, Step-Down, Step-Up/Step-Down","2019-12-12 08:27:00.483000","0",ON Semiconductor,CS5171GDR8G,"1",Surface Mount,"1","0°C ~ 125°C (TJ)",Positive or Negative,Adjustable,"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,Active,"0.95",-,DigiKey,CS5171GDR8GOSTR-ND,"","","","","","","","","","","8-SOIC",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ON SEMI CS5171_3.SCHLIB,ON SEMI CS5171_3,No,"Buck, Boost, Flyback, Forward Converter, SEPIC","","","30V","2.7V","40V (Switch)","1.28V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/CS5171-D.PDF,DigiKey Link,//digikey.com/product-detail/en/on-semiconductor/CS5171EDR8G/CS5171EDR8GOSTR-ND/918422,"","","","","","","","","1.5A (Switch)",IC REG MULT CONFG ADJ 1.5A 8SOIC,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - ON SEMI SO-8.PCBLIB,"","",ON SEMI SO-8,"","","280kHz","Step-Up, Step-Down, Step-Up/Step-Down","2019-12-12 08:27:17.610000","0",ON Semiconductor,CS5171EDR8G,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Adjustable,"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,Active,"0.97",-,DigiKey,CS5171EDR8GOSTR-ND,"","","","","","","","","","","8-SOIC",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ON SEMI CS5171_3.SCHLIB,ON SEMI CS5171_3,No,"Buck, Boost, Flyback, Forward Converter, SEPIC","","","30V","2.7V","40V (Switch)","1.28V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/CS5171-D.PDF,DigiKey Link,//digikey.com/product-detail/en/on-semiconductor/CS5172EDR8G/CS5172EDR8GOSTR-ND/918424,"","","","","","","","","1.5A (Switch)",IC REG MULT CONFG ADJ 1.5A 8SOIC,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - ON SEMI SO-8.PCBLIB,"","",ON SEMI SO-8,"","","280kHz","Step-Up, Step-Down, Step-Up/Step-Down","2019-12-12 08:28:12.280000","0",ON Semiconductor,CS5172EDR8G,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive or Negative,Adjustable,"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,Active,"0.97",-,DigiKey,CS5172EDR8GOSTR-ND,"","","","","","","","","","","8-SOIC",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ON SEMI CS5172_4.SCHLIB,ON SEMI CS5172_4,No,"Buck, Boost, Flyback, Forward Converter, SEPIC","","","30V","2.7V",-40V (Switch),-2.45V
=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/6f/4b/d8/05/91/b0/4d/d7/DM00103512.pdf/files/DM00103512.pdf/jcr:content/translations/en.DM00103512.pdf,DigiKey Link,//digikey.com/product-detail/en/stmicroelectronics/ST1S50PUR/497-14667-2-ND/4841794,"","","","","","","","","4A",IC REG BUCK ADJ 4A 8VFDFPN,"10-VFDFN Exposed Pad",footprints/Leadless - DFN/PCB - LEADLESS - DFN - ST VFPDFN-10.PCBLIB,"","",ST VFPDFN-10,"","","500kHz",Step-Down,"2019-12-12 08:30:06.180000","0",STMicroelectronics,ST1S50PUR,"1",Surface Mount,"1",-40°C ~ 150°C (TJ),Positive,Adjustable,"10-VFDFN Exposed Pad",TapeAndReel,Active,"0.93",-,DigiKey,"497-14667-2-ND","","","","","","","","","","","8-VFDFPN (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - ST ST1S50PUR.SCHLIB,ST ST1S50PUR,Yes,Buck,"","","18V","4V","15.84V","0.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2622,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM2622MM-ADJ-NOPB/LM2622MM-ADJ-NOPBTR-ND/355385,"","","","","","","","","1A (Switch)",IC REG BOOST ADJ 1A 8VSSOP,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - TI VSSOP-8 DGK.PCBLIB,"","",TI VSSOP-8 DGK,"","","600kHz, 1.3MHz",Step-Up,"2019-12-12 08:32:11.247000","0",Texas Instruments,LM2622MM-ADJ/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",TapeAndReel,Active,"0.93",-,DigiKey,LM2622MM-ADJ/NOPBTR-ND,"","","","","","","","","","","8-VSSOP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM2622.SCHLIB,TI LM2622,No,Boost,"","","12V","2V","12V","1.26V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2622,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM2622MMX-ADJ-NOPB/296-35404-2-ND/366855,"","","","","","","","","1A (Switch)",IC REG BOOST ADJ 1A 8VSSOP,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",footprints/Leaded - SOP/PCB - LEADED - SOP - TI VSSOP-8 DGK.PCBLIB,"","",TI VSSOP-8 DGK,"","","600kHz, 1.3MHz",Step-Up,"2019-12-12 08:32:28.520000","0",Texas Instruments,LM2622MMX-ADJ/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width)",TapeAndReel,Active,"0.89",-,DigiKey,"296-35404-2-ND","","","","","","","","","","","8-VSSOP",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI LM2622.SCHLIB,TI LM2622,No,Boost,"","","12V","2V","12V","1.26V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps63020-q1,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS63020QDSJRQ1/296-43286-1-ND/5801559,"","","","","","","","","3.5A (Switch)",IC REG BCK BST ADJ 3.5A 14VSON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PVSON-14 DSJ.PCBLIB,"","",TI PVSON-14 DSJ,"","","2.4MHz",Step-Up/Step-Down,"2020-08-06 23:12:48.487000",Active,Texas Instruments,TPS63020QDSJRQ1,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"14-VFDFN Exposed Pad",TapeAndReel,Active,"1.55","Automotive, AEC-Q100",DigiKey,"296-43286-1-ND","","","","","","","","","","","14-VSON (4x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS63020QDSJ.SchLib,TI TPS63020QDSJ,Yes,Buck-Boost,"","","5.5V","1.8V","5.5V","1.2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps63020,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS63020DSJR/296-36491-2-ND/2353761,"","","","","","","","","3.5A (Switch)",IC REG BCK BST ADJ 3.5A 14VSON,"14-VFDFN Exposed Pad",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PVSON-14 DSJ.PCBLIB,"","",TI PVSON-14 DSJ,"","","2.4MHz",Step-Up/Step-Down,"2019-12-12 08:35:39.460000","0",Texas Instruments,TPS63020DSJR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Adjustable,"14-VFDFN Exposed Pad",TapeAndReel,Active,"1.26",-,DigiKey,"296-36491-2-ND","","","","","","","","","","","14-VSON (4x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS63020.SCHLIB,TI TPS63020,Yes,Buck-Boost,"","","5.5V","1.8V","5.5V","1.2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps62177,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS62177DQCT/296-35097-1-ND/3726984,"","","","","","","","","500mA",IC REG BUCK 3.3V 500MA 10WSON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-10 DQC.PCBLIB,"","",TI WSON-10 DQC,"","","1MHz",Step-Down,"2020-09-02 01:24:51.793000",Active,Texas Instruments,TPS62177DQCT,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Fixed,"10-WFDFN Exposed Pad",TapeAndReel,Active,"0.97",DCS-Control™,DigiKey,"296-35097-1-ND","","","","","","","","","","","10-WSON (3x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6217X.SCHLIB,TI TPS6217X,Yes,Buck,"","","28V","4.75V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps62175,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS62175DQCT/296-35096-1-ND/3726983,"","","","","","","","","500mA",IC REG BUCK BST ADJ 500MA 10WSON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-10 DQC.PCBLIB,"","",TI WSON-10 DQC,"","","1MHz","Step-Down, Step-Up/Step-Down","2020-09-02 01:24:51.790000",Active,Texas Instruments,TPS62175DQCT,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive or Negative,Adjustable,"10-WFDFN Exposed Pad",TapeAndReel,Active,"0.97",DCS-Control™,DigiKey,"296-35096-1-ND","","","","","","","","","","","10-WSON (3x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6217X.SCHLIB,TI TPS6217X,Yes,"Buck, Buck-Boost","","","28V","4.75V","6V","1V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps62177,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS62177DQCR/296-41856-1-ND/5224532,"","","","","","","","","500mA",IC REG BUCK 3.3V 500MA 10WSON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-10 DQC.PCBLIB,"","",TI WSON-10 DQC,"","","1MHz",Step-Down,"2020-09-02 01:24:51.770000",Active,Texas Instruments,TPS62177DQCR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Fixed,"10-WFDFN Exposed Pad",TapeAndReel,Active,"0.64",DCS-Control™,DigiKey,"296-41856-1-ND","","","","","","","","","","","10-WSON (3x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6217X.SCHLIB,TI TPS6217X,Yes,Buck,"","","28V","4.75V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps62175,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS62175DQCR/296-39451-1-ND/5143399,"","","","","","","","","500mA",IC REG BUCK BST ADJ 500MA 10WSON,"",footprints/Leadless - SON/PCB - LEADLESS - SON - TI WSON-10 DQC.PCBLIB,"","",TI WSON-10 DQC,"","","1MHz","Step-Down, Step-Up/Step-Down","2020-09-02 01:24:51.747000",Active,Texas Instruments,TPS62175DQCR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive or Negative,Adjustable,"10-WFDFN Exposed Pad",TapeAndReel,Active,"0.64",DCS-Control™,DigiKey,"296-39451-1-ND","","","","","","","","","","","10-WSON (3x2)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6217X.SCHLIB,TI TPS6217X,Yes,"Buck, Buck-Boost","","","28V","4.75V","6V","1V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61230,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS61230DRCR/296-37761-2-ND/4840668,"","","","","","","","","4A (Switch)",IC REG BOOST ADJ 4A 10VSON,"10-VFDFN Exposed Pad",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PVSON-10 3X3MM DRC.PCBLIB,"","",TI PVSON-10 3X3MM DRC,"","","2MHz",Step-Up,"2019-12-12 09:00:10.507000","0",Texas Instruments,TPS61230DRCR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"10-VFDFN Exposed Pad",TapeAndReel,Active,"1.09",-,DigiKey,"296-37761-2-ND","","","","","","","","","","","10-VSON (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6123X.SCHLIB,TI TPS6123X,Yes,Boost,"","","5.5V","2.3V","5.5V","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61232,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS61232DRCR/296-44498-1-ND/6110782,"","","","","","","","","4A (Switch)",IC REG BOOST 5V 4A 10VSON,"10-VFDFN Exposed Pad",footprints/Leadless - SON/PCB - LEADLESS - SON - TI PVSON-10 3X3MM DRC.PCBLIB,"","",TI PVSON-10 3X3MM DRC,"","","2MHz",Step-Up,"2019-12-12 09:00:40.577000","0",Texas Instruments,TPS61232DRCR,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"10-VFDFN Exposed Pad",CutTape,Active,"2.54",-,DigiKey,"296-44498-1-ND","","","","","","","","","","","10-VSON (3x3)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS6123X.SCHLIB,TI TPS6123X,Yes,Boost,"","","5.5V","2.3V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61235p,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS61235PRWLT/296-44628-2-ND/6163790,"","","","","","","","","6.5A (Switch)",IC REG BOOST 5.1V 6.5A 9VQFN,"9-VFQFN",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-9 3X3MM RWL.PCBLIB,"","",TI VQFN-9 3X3MM RWL,"","","1MHz",Step-Up,"2019-12-12 09:02:23.207000","0",Texas Instruments,TPS61235PRWLT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Fixed,"9-VFQFN",TapeAndReel,Active,"1.38",-,DigiKey,"296-44628-2-ND","","","","","","","","","","","9-VQFN-HR (2.5x2.5)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61235_6.SCHLIB,TI TPS61235_6,Yes,Boost,"","","4.5V","2.3V","","5.1V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61235p,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS61236PRWLT/296-44629-2-ND/6163792,"","","","","","","","","6.5A (Switch)",IC REG BOOST ADJ 6.5A 9VQFN,"9-WDFN Exposed Pad",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-9 3X3MM RWL.PCBLIB,"","",TI VQFN-9 3X3MM RWL,"","","1MHz",Step-Up,"2019-12-12 09:02:32.187000","0",Texas Instruments,TPS61236PRWLT,"1",Surface Mount,"1",-40°C ~ 125°C (TJ),Positive,Adjustable,"9-WDFN Exposed Pad",TapeAndReel,Active,"1.38",-,DigiKey,"296-44629-2-ND","","","","","","","","","","","9-VQFN-HR (2.5x2.5)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61235_6.SCHLIB,TI TPS61235_6,Yes,Boost,"","","4.5V","2.3V","5.5V","2.9V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61090,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS61090RSAR/296-15259-2-ND/566911,"","","","","","","","","2A (Switch)",IC REG BOOST ADJUSTABLE 2A 16QFN,"16-VQFN Exposed Pad",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-16 4X4MM RSA.PCBLIB,"","",TI VQFN-16 4X4MM RSA,"","","600kHz",Step-Up,"2019-12-12 09:54:38.660000","0",Texas Instruments,TPS61090RSAR,"1",Surface Mount,"1",-40°C ~ 85°C (TA),Positive,Adjustable,"16-VQFN Exposed Pad",TapeAndReel,Active,"1.03",-,DigiKey,"296-15259-2-ND","","","","","","","","","","","16-QFN (4x4)",symbols/Power - Switchmode/SCH - POWER - SWITCHMODE - TI TPS61090_1_2.SCHLIB,TI TPS61090_1_2,Yes,Boost,"","","5.5V","1.8V","5.5V","1.8V"
