"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Contact Finish","Contact Material","Current Rating (Amps)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","For Use With/Related Products","Fuseholder Type","Fuse Size","Fuse Type","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Circuits","Orientation","Packaging","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Termination Style","Type","Value","Voltage"
=Part Number,Datasheet,http://keyelco.com/userAssets/file/M65p42.pdf,DigiKey Link,http://digikey.com/product-detail/en/keystone-electronics/3568/36-3568-ND/2137306,"","","","","","","","",Tin,Brass,"30A",FUSE HOLDER BLADE 500V 30A PCB,"",footprints/Fuse/PCB - FUSE - KEYSTONE 3568.PCBLIB,"","",KEYSTONE 3568,"","","MINI ATC, MINI ATO",Holder,"0.43 L x 0.15 W x 0.347 H (10.92mm x 3.81mm x 8.81mm)",Blade,"2020-04-05 19:02:48.833000",Active,Keystone Electronics,"3568","1",Through Hole,"1",Vertical,Unknown,Active,"1.03",MINI® 297,DigiKey,"36-3568-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - FUSE HOLDER.SchLib,FUSE HOLDER,PC Pin,"","","500V"
