"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"470pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B471KBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31B471KBCNNNC/1276-2778-1-ND/3890864,"","","","","","","","",CAP CER 470PF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.230000","","",Active,Samsung Electro-Mechanics,CL31B471KBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18952",Active,"0.02","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-2778-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.039 (1.00mm)",±10%,"","470pF","50V"
General Purpose,"82pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C820JBGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C820JBGAC7800/399-15139-1-ND/7382688,"","","","","","","","",CAP CER 82PF 630V C0G/NP0 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.680000","","",Active,KEMET,C1206C820JBGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18953",Active,"0.29","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15139-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.043 (1.10mm)",±5%,"","82pF","630V"
General Purpose,"0.022uF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B223KBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31B223KBCNNNC/1276-1142-1-ND/3889228,"","","","","","","","",CAP CER 0.022UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.227000","","",Active,Samsung Electro-Mechanics,CL31B223KBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18954",Active,"0.02","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-1142-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.039 (1.00mm)",±10%,"","0.022uF","50V"
General Purpose,"120pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C121JBGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C121JBGAC7800/399-15078-1-ND/7382627,"","","","","","","","",CAP CER 120PF 630V C0G/NP0 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.677000","","",Active,KEMET,C1206C121JBGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18955",Active,"0.29","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15078-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.043 (1.10mm)",±5%,"","120pF","630V"
General Purpose,"2200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C222KBRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C222KBRAC7800/399-15095-1-ND/7382644,"","","","","","","","",CAP CER 2200PF 630V X7R 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.673000","","",Active,KEMET,C1206C222KBRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18956",Active,"0.29","",SMD Comm X7R HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15095-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.043 (1.10mm)",±10%,"","2200pF","630V"
General Purpose,"15pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31C150JBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31C150JBCNNNC/1276-2809-1-ND/3890895,"","","","","","","","",CAP CER 15PF 50V C0G/NP0 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.223000","","",Active,Samsung Electro-Mechanics,CL31C150JBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18957",Active,"0.04","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-2809-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.039 (1.00mm)",±5%,"","15pF","50V"
General Purpose,"180pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C181JBGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C181JBGAC7800/399-15087-1-ND/7382636,"","","","","","","","",CAP CER 180PF 630V C0G/NP0 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.670000","","",Active,KEMET,C1206C181JBGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18958",Active,"0.29","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15087-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.043 (1.10mm)",±5%,"","180pF","630V"
General Purpose,"0.047uF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B473KBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31B473KBCNNNC/1276-1149-1-ND/3889235,"","","","","","","","",CAP CER 0.047UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.220000","","",Active,Samsung Electro-Mechanics,CL31B473KBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18959",Active,"0.03","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-1149-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.039 (1.00mm)",±10%,"","0.047uF","50V"
General Purpose,"3300pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B332KBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31B332KBCNNNC/1276-2772-1-ND/3890858,"","","","","","","","",CAP CER 3300PF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.217000","","",Active,Samsung Electro-Mechanics,CL31B332KBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18960",Active,"0.03","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-2772-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.039 (1.00mm)",±10%,"","3300pF","50V"
General Purpose,"180pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C181JDGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C181JDGAC7800/399-15088-1-ND/7382637,"","","","","","","","",CAP CER 180PF 1KV C0G/NP0 1206,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.667000","","",Active,KEMET,C1206C181JDGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18961",Active,"0.29","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15088-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.043 (1.10mm)",±5%,"","180pF","1000V (1kV)"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/LD-Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/LD065C104KAB2A/478-4932-1-ND/1858878,"","","","","","","","",CAP CER 0.1UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.203000","","",Active,AVX Corporation,LD065C104KAB2A,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18962",Active,"0.15","",LD,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-4932-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.037 (0.94mm)",±10%,"","0.1uF","50V"
Automotive,"5100pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C512J1GACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C512J1GACAUTO/399-15775-1-ND/7516275,"","","","","","","","",CAP CER 5100PF 100V C0G/NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.663000","","",Active,KEMET,C1206C512J1GACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18963",Active,"0.30",AEC-Q200,SMD Auto C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15775-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.043 (1.10mm)",±5%,"","5100pF","100V"
General Purpose,"22uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK316BJ226MD-T/587-2233-1-ND/2002931,"","","","","","","","",CAP CER 22UF 10V X5R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.190000","","",Active,Taiyo Yuden,LMK316BJ226MD-T,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"18964",Active,"0.16","",M,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"587-2233-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.037 (0.95mm)",±20%,"","22uF","10V"
General Purpose,"680pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C681FCGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C681FCGAC7800/399-17666-1-ND/8572666,"","","","","","","","",CAP CER SMD 1206 680PF 1% 500V C,"1206 (3216 Metric)","","Low ESL, High Voltage",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.643000","","",Active,KEMET,C1206C681FCGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18965",Active,"0.33","",SMD Comm C0G HV,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-17666-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.043 (1.10mm)",±1%,"","680pF","500V"
General Purpose,"22uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1206ZD226KAT2A/478-12252-1-ND/9565659,"","","","","","","","",CAP CER 22UF 10V X5R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.173000","","",Active,AVX Corporation,"1206ZD226KAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"18966",Active,"0.18","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-12252-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.037 (0.94mm)",±10%,"","22uF","10V"
General Purpose,"1uF",=Value,Datasheet,http://www.kemet.com/Lists/ProductCatalog/Attachments/71/KEM_C1008_X8L_150C_SMD.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C105K3NACTU/399-5733-1-ND/2209382,"","","","","","","","",CAP CER 1UF 25V X8L 1206,"1206 (3216 Metric)","",High Temperature,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.623000","","",Active,KEMET,C1206C105K3NACTU,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1206 (3216 Metric)",TapeAndReel,"18967",Active,"0.10","",SMD Comm X8L HT150C,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-5733-1-ND","","","","","","","","","","",,capacitors\capacitor,X8L,"0.043 (1.10mm)",±10%,"","1uF","25V"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/LD-Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/LD061C104KAB2A/478-6059-1-ND/2208973,"","","","","","","","",CAP CER 0.1UF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.150000","","",Active,AVX Corporation,LD061C104KAB2A,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18968",Active,"0.17","",LD,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-6059-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.037 (0.94mm)",±10%,"","0.1uF","100V"
General Purpose,"3300pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C332J1GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C332J1GACTU/399-9348-1-ND/3522866,"","","","","","","","",CAP CER 3300PF 100V C0G/NP0 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.620000","","",Active,KEMET,C1206C332J1GACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18969",Active,"0.10","",SMD Comm C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-9348-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.047 (1.20mm)",±5%,"","3300pF","100V"
General Purpose,"1200pF",=Value,Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12061A122FAT2A/478-10846-1-ND/7536381,"","","","","","","","",CAP CER 1200PF 100V NP0 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.137000","","",Active,AVX Corporation,"12061A122FAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18970",Active,"0.15","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-10846-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.037 (0.94mm)",±1%,"","1200pF","100V"
"Automotive, Boardflex Sensitive","1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206X105K5RACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206X105K5RACAUTO/399-7037-1-ND/3314577,"","","","","","","","",CAP CER 1UF 50V X7R 1206,"1206 (3216 Metric)","",Soft Termination,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.600000","","",Active,KEMET,C1206X105K5RACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18971",Active,"0.39",AEC-Q200,SMD Auto X7R Flex,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-7037-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.043 (1.10mm)",±10%,"","1uF","50V"
General Purpose,"220pF",=Value,Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12065A221FAT2A/478-10879-1-ND/7536404,"","","","","","","","",CAP CER 220PF 50V C0G/NP0 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.133000","","",Active,AVX Corporation,"12065A221FAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18972",Active,"0.23","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-10879-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.037 (0.94mm)",±1%,"","220pF","50V"
Boardflex Sensitive,"2.2uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/specsheet/C1206X225K4RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206X225K4RACTU/399-5613-1-ND/2057827,"","","","","","","","",CAP CER 2.2UF 16V X7R 1206,"1206 (3216 Metric)","",Soft Termination,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.597000","","",Active,KEMET,C1206X225K4RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18973",Active,"0.40","",SMD Comm X7R Flex,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"399-5613-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.043 (1.10mm)",±10%,"","2.2uF","16V"
Boardflex Sensitive,"0.68uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206X684K5RAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206X684K5RAC7800/399-20346-1-ND/9925788,"","","","","","","","",CAP CER 0.68UF 50V X7R 1206,"1206 (3216 Metric)","",Soft Termination,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.590000","","",Active,KEMET,C1206X684K5RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18974",Active,"0.40","",SMD Comm X7R Flex,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"399-20346-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.047 (1.20mm)",±10%,"","0.68uF","50V"
General Purpose,"10000pF",=Value,Datasheet,http://www.passivecomponent.com/wp-content/uploads/2018/10/MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/walsin-technology-corporation/1206B103J500CT/1292-1599-1-ND/9355603,"","","","","","","","",CAP CER 10000PF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.110000","","",Active,Walsin Technology Corporation,"1206B103J500CT","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18975",Active,"0.03","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1292-1599-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.90mm)",±5%,"","10000pF","50V"
"Bypass, Decoupling","1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C105K5RALTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C105K5RALTU/399-6371-1-ND/2855154,"","","","","","","","",CAP CER 1UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.570000","","",Active,KEMET,C1206C105K5RALTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18976",Active,"0.32","",SMD Comm X7R SnPb,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-6371-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.043 (1.10mm)",±10%,"","1uF","50V"
General Purpose,"680pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31C681JBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31C681JBCNNNC/1276-2849-1-ND/3890935,"","","","","","","","",CAP CER 680PF 50V C0G/NP0 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.107000","","",Active,Samsung Electro-Mechanics,CL31C681JBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18977",Active,"0.04","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-2849-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.039 (1.00mm)",±5%,"","680pF","50V"
"Bypass, Decoupling","1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C105J5RAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C105J5RAC7800/399-17461-1-ND/8570428,"","","","","","","","",CAP CER 1UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.557000","","",Active,KEMET,C1206C105J5RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18978",Active,"0.43","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-17461-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.043 (1.10mm)",±5%,"","1uF","50V"
General Purpose,"1000pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31B102KDCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31B102KDCNNNC/1276-2734-1-ND/3890820,"","","","","","","","",CAP CER 1000PF 200V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.103000","","",Active,Samsung Electro-Mechanics,CL31B102KDCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18979",Active,"0.04","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-2734-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.037 (0.95mm)",±10%,"","1000pF","200V"
General Purpose,"68pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL31C680JBCNNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL31C680JBCNNNC/1276-1847-1-ND/3889933,"","","","","","","","",CAP CER 68PF 50V C0G/NP0 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.100000","","",Active,Samsung Electro-Mechanics,CL31C680JBCNNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18980",Active,"0.04","",CL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"1276-1847-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.039 (1.00mm)",±5%,"","68pF","50V"
"Bypass, Decoupling","0.33uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C334K4RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C334K4RACTU/399-1253-1-ND/411528,"","","","","","","","",CAP CER 0.33UF 16V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.093000","","",Active,KEMET,C1206C334K4RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18981",Active,"0.05","",SMD Comm X7R,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-1253-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.035 (0.88mm)",±10%,"","0.33uF","16V"
General Purpose,"0.033uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1206C333J1GAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1206C333J1GAC7800/399-15111-1-ND/7382660,"","","","","","","","",CAP CER 0.033UF 100V C0G 1206,"1206 (3216 Metric)","",Low ESL,,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.550000","","",Active,KEMET,C1206C333J1GAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18982",Active,"0.44","",SMD Comm C0G,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"399-15111-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.047 (1.20mm)",±5%,"","0.033uF","100V"
General Purpose,"0.033uF",=Value,Datasheet,http://datasheets.avx.com/X7RDielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12061C333KAT2A/478-1526-1-ND/564558,"","","","","","","","",CAP CER 0.033UF 100V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.090000","","",Active,AVX Corporation,"12061C333KAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18983",Active,"0.05","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-1526-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.037 (0.94mm)",±10%,"","0.033uF","100V"
General Purpose,"2.2uF",=Value,Datasheet,http://datasheets.avx.com/Y5V.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12063G225ZAT4A/478-12479-1-ND/9749331,"","","","","","","","",CAP CER 2.2UF 25V Y5V 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:09.533000","","",Active,AVX Corporation,"12063G225ZAT4A","1","Surface Mount, MLCC",-30°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,"18984",Active,"0.09","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-12479-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.040 (1.02mm)","-20%, +80%","","2.2uF","25V"
General Purpose,"0.018uF",=Value,Datasheet,http://datasheets.avx.com/X7RDielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12065C183KAT2A/478-1545-1-ND/564577,"","","","","","","","",CAP CER 0.018UF 50V X7R 1206,"1206 (3216 Metric)","","",,,,"C1206N,C1206L,C1206M",,,"","2020-09-02 01:05:06.087000","","",Active,AVX Corporation,"12065C183KAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"18985",Active,"0.05","",-,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-1545-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.037 (0.94mm)",±10%,"","0.018uF","50V"
