"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Interface","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Series","Standards","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - Supply"
=Part Number,Datasheet,https://www.st.com/resource/en/datasheet/st25r3916.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/ST25R3916-AQWT/497-18366-1-ND/9826054,"","","","","","","","",IC RFID READER/TRANSP 32VFQFN,"32-VFQFN Exposed Pad",footprints/Leadless - QFN/PCB - LEADLESS - QFN - ST VFQFPN32 EP 5x5MM.PcbLib,"","",ST VFQFPN32 EP 5x5MM,"","","","I²C, SPI","2020-05-26 12:34:24.497000",Active,STMicroelectronics,ST25R3916-AQWT,"1",Surface Mount,-40°C ~ 125°C,"32-VFQFN Exposed Pad",TapeAndReel,Active,"3.25",ST25R,"FeliCa, ISO 14443, ISO 15693, MIFARE, NFC",DigiKey,"497-18366-1-ND","","","","","","","","","","","32-VFQFN (5x5)",symbols/RF - IC/SCH - RF - IC - ST ST25R3916-AQWT.SCHLIB,ST ST25R3916-AQWT,RFID Reader/Transponder,"","2.4V ~ 5.5V"
