"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Dielectric Material","ESR (Equivalent Series Resistance)","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Termination","Tolerance","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
General Purpose,"0.012uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C123JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C123JX5/PCF1197CT-ND/353744,"","","","","","","","",CAP FILM 0.012UF 5% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:44.093000","",Active,Panasonic Electronic Components,ECH-U1C123JX5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.14","",ECH-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1197CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.012uF","","16V"
General Purpose,"0.027uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C273JB5/PCF1081CT-ND/248414,"","","","","","","","",CAP FILM 0.027UF 5% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.047 (1.20mm)","2020-09-02 01:24:44.090000","",Active,Panasonic Electronic Components,ECH-U1C273JB5,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.15","",ECH-U(B),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1081CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.027uF","","16V"
General Purpose,"1800pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1182JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1182JX5/PCF1351CT-ND/353836,"","","","","","","","",CAP FILM 1800PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.087000","",Active,Panasonic Electronic Components,ECW-U1182JX5,"1",Surface Mount,-55°C ~ 105°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.18","",ECW-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1351CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","1800pF","","100V"
General Purpose,"2700pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1272JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1272JX5/PCF1353CT-ND/353838,"","","","","","","","",CAP FILM 2700PF 5% 100VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.063000","",Active,Panasonic Electronic Components,ECW-U1272JX5,"1",Surface Mount,-55°C ~ 105°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.18","",ECW-U(X),"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,PCF1353CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","2700pF","","100V"
"High Frequency, Switching","0.033uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP1206C333J-H2/338-4082-1-ND/5700237,"","","","","","","","",CAP FILM 0.033UF 5% 16VDC 1206,"1206 (3216 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.057000","",Active,Cornell Dubilier Electronics (CDE),FCP1206C333J-H2,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.20","",FCP,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"338-4082-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.033uF","","16V"
"High Frequency, Switching","0.047uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP1206C473J-H3/338-4083-1-ND/5700238,"","","","","","","","",CAP FILM 0.047UF 5% 16VDC 1206,"1206 (3216 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.067 (1.70mm)","2020-09-02 01:24:44.053000","",Active,Cornell Dubilier Electronics (CDE),FCP1206C473J-H3,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.22","",FCP,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"338-4083-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.047uF","","16V"
General Purpose,"0.047uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDBAA2470GC5N0.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDBAA2470GC5N0/399-6387-1-ND/3028745,"","","","","","","","",CAP FILM 0.047UF 2% 16VDC 1206,"1206 (3216 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.051 (1.30mm)","2020-09-02 01:24:44.037000","",Active,KEMET,LDBAA2470GC5N0,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26","",LDB,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-6387-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.047uF","","16V"
General Purpose,"10000pF",=Value,Datasheet,http://datasheets.avx.com/cb-pen.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/CB017D0103JBA/478-4533-1-ND/1645884,"","","","","","","","",CAP FILM 10000PF 5% 63VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.045 (1.15mm)","2020-09-02 01:24:44.013000","",Active,AVX Corporation,CB017D0103JBA,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26","",CB,"0.130 L x 0.063 W (3.30mm x 1.60mm)",DigiKey,"478-4533-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","10000pF","40V","63V"
Automotive,"0.033uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA2330KA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA2330KA0N00/399-12855-1-ND/5731529,"","","","","","","","",CAP FILM 0.033UF 10% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:43.990000","",Active,KEMET,LDECA2330KA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-12855-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±10%,"","0.033uF","40V","50V"
General Purpose,"0.68uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCA.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCA1206C684M-H3/338-2777-1-ND/2614426,"","","","","","","","",CAP FILM 0.68UF 20% 16VDC 1206,"1206 (3216 Metric)","Acrylic, Metallized","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.063 (1.60mm)","2020-09-02 01:24:43.970000","",Active,Cornell Dubilier Electronics (CDE),FCA1206C684M-H3,"1",Surface Mount,-40°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31","",FCA,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"338-2777-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.68uF","12V","16V"
Automotive,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA2100JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA2100JA0N00/399-6411-1-ND/3028769,"","","","","","","","",CAP FILM 10000PF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:43.967000","",Active,KEMET,LDECA2100JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.35",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-6411-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","10000pF","40V","50V"
Automotive,"0.022uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECA2220JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECA2220JA0N00/399-6412-1-ND/3028770,"","","","","","","","",CAP FILM 0.022UF 5% 50VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:43.957000","",Active,KEMET,LDECA2220JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.35",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-6412-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","40V","50V"
Automotive,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEIA1100KA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEIA1100KA0N00/399-12879-1-ND/5731505,"","","","","","","","",CAP FILM 1000PF 10% 250VDC 1206,"1206 (3216 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1206.PCBLIB,"","",CAP FILM 1206,"","","0.043 (1.10mm)","2020-09-02 01:24:43.933000","",Active,KEMET,LDEIA1100KA0N00,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.40",AEC-Q200,LDE,"0.130 L x 0.067 W (3.30mm x 1.70mm)",DigiKey,"399-12879-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±10%,"","1000pF","120V","250V"
Automotive,"0.033uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECB2330JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECB2330JA0N00/399-18514-1-ND/9486490,"","","","","","","","",CAP FILM 0.033UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.079 (2.00mm)","2020-09-02 01:24:46.400000","",Active,KEMET,LDECB2330JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.46",AEC-Q200,LDE,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-18514-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.033uF","40V","50V"
"DC Link, DC Filtering","0.47uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/50MU474MB13225/1189-2546-1-ND/4969604,"","","","","","","","",CAP FILM 0.47UF 20% 50VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:46.397000","",Active,Rubycon,"50MU474MB13225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"3.13","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2546-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.47uF","","50V"
"DC Link, DC Filtering","2.2uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/16MU225MB23225/1189-2515-1-ND/4969573,"","","","","","","","",CAP FILM 2.2UF 20% 16VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.079 (2.00mm)","2020-09-02 01:24:46.393000","",Active,Rubycon,"16MU225MB23225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"3.57","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2515-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","2.2uF","","16V"
"EMI, RFI Suppression","1uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0012+ECPU1C105MA5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECP-U1C105MA5/PCF1132CT-ND/285459,"","","","","","","","",CAP FILM 1UF 20% 16VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized - Stacked","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:46.373000","",Active,Panasonic Electronic Components,ECP-U1C105MA5,"1",Surface Mount,-40°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.20","",ECP-U(A),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1132CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","1uF","","16V"
General Purpose,"0.033uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H333JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H333JX5/PCF1346CT-ND/353818,"","","","","","","","",CAP FILM 0.033UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:46.370000","",Active,Panasonic Electronic Components,ECH-U1H333JX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.15","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1346CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.033uF","","50V"
General Purpose,"0.1uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C104JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C104JX5/PCF1208CT-ND/353755,"","","","","","","","",CAP FILM 0.1UF 5% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:46.363000","",Active,Panasonic Electronic Components,ECH-U1C104JX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.20","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1208CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.1uF","","16V"
General Purpose,"0.068uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C683GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C683GX5/PCF1187CT-ND/353734,"","","","","","","","",CAP FILM 0.068UF 2% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.067 (1.70mm)","2020-09-02 01:24:46.360000","",Active,Panasonic Electronic Components,ECH-U1C683GX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.20","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1187CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.068uF","","16V"
General Purpose,"10000pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1103JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1103JX5/PCF1360CT-ND/353845,"","","","","","","","",CAP FILM 10000PF 5% 100VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:46.340000","",Active,Panasonic Electronic Components,ECW-U1103JX5,"1",Surface Mount,-55°C ~ 105°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.21","",ECW-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1360CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","10000pF","","100V"
General Purpose,"0.1uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C104GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C104GX5/PCF1189CT-ND/353736,"","","","","","","","",CAP FILM 0.1UF 2% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:46.337000","",Active,Panasonic Electronic Components,ECH-U1C104GX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.23","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1189CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.1uF","","16V"
General Purpose,"1uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCA.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCA1210C105M-G2/338-2778-1-ND/2614427,"","","","","","","","",CAP FILM 1UF 20% 16VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","",Low ESR,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:46.333000","",Active,Cornell Dubilier Electronics (CDE),FCA1210C105M-G2,"1",Surface Mount,-40°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.28","",FCA,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"338-2778-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","1uF","12V","16V"
General Purpose,"0.1uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C104JB5/PCF1088CT-ND/248421,"","","","","","","","",CAP FILM 0.1UF 5% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:46.330000","",Active,Panasonic Electronic Components,ECH-U1C104JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.32","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1088CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.1uF","","16V"
Automotive,"0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDECB3100KA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDECB3100KA0N00/399-5476-1-ND/1930850,"","","","","","","","",CAP FILM 0.1UF 10% 50VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.083 (2.10mm)","2020-09-02 01:24:46.307000","",Active,KEMET,LDECB3100KA0N00,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.33",AEC-Q200,LDE,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-5476-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±10%,"","0.1uF","40V","50V"
Automotive,"0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEDB3100JA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEDB3100JA0N00/399-6417-1-ND/3028775,"","","","","","","","",CAP FILM 0.1UF 5% 63VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.083 (2.10mm)","2020-09-02 01:24:46.303000","",Active,KEMET,LDEDB3100JA0N00,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.36",AEC-Q200,LDE,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-6417-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.1uF","40V","63V"
"DC Link, DC Filtering","3.3uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/16MU335MB33225/1189-2517-1-ND/4969575,"","","","","","","","",CAP FILM 3.3UF 20% 16VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:46.300000","",Active,Rubycon,"16MU335MB33225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"4.01","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2517-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","3.3uF","","16V"
General Purpose,"0.022uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H223JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H223JX5/PCF1344CT-ND/353816,"","","","","","","","",CAP FILM 0.022UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.067 (1.70mm)","2020-09-02 01:24:46.297000","",Active,Panasonic Electronic Components,ECH-U1H223JX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.15","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1344CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","","50V"
