"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Frequency Stability","Frequency Tolerance","Height - Seated (Max)","LastUpdated","Lifecycle Status","Load Capacitance","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Mode","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX5032GA-10.000M-STD-CSK-3/644-1272-1-ND/5023004,"","","","","","","","",CRYSTAL 10.0000MHZ 8PF SMD,"","100 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX5032GA.PCBLIB,"","",NDK NX5032GA,"","","10MHz",±30ppm,±20ppm,"0.059 (1.50mm)","2020-09-02 01:21:59.457000",Active,"8pF","NDK America, Inc.",NX5032GA-10.000M-STD-CSK-3,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"637",Active,"0.37","",NX5032GA,"0.197 L x 0.126 W (5.00mm x 3.20mm)",DigiKey,"644-1272-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX5032GA.SCHLIB,NDK CRYSTAL NX5032GA,MHz Crystal,"10MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA-24MHz-EXS00A-CG07040.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX5032GA-24MHZ-EXS00A-CG07040/644-1319-1-ND/8275437,"","","","","","","","",CRYSTAL 24MHZ 18PF SMD,"","70 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX5032GA.PCBLIB,"","",NDK NX5032GA,"","","24MHz",±30ppm,±30ppm,"0.059 (1.50mm)","2020-09-02 01:21:59.453000",Active,"18pF","NDK America, Inc.",NX5032GA-24MHZ-EXS00A-CG07040,"",Surface Mount,Fundamental,-20°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"638",Active,"0.48","",NX5032GA,"0.197 L x 0.126 W (5.00mm x 3.20mm)",DigiKey,"644-1319-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX5032GA.SCHLIB,NDK CRYSTAL NX5032GA,MHz Crystal,"24MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-8.000M-STD-CSF-4/644-1279-1-ND/5023011,"","","","","","","","",CRYSTAL 8.0000MHZ 8PF SMD,"","200 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","8MHz",±30ppm,±20ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.307000",Active,"8pF","NDK America, Inc.",NX8045GB-8.000M-STD-CSF-4,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"639",Active,"0.40","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1279-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"8MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-18.432000MHZ/644-1025-1-ND/1128897,"","","","","","","","",CRYSTAL 18.4320MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","18.432MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.303000",Active,"8pF","NDK America, Inc.",NX8045GB-18.432000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"640",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1025-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"18.432MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-30.000000MHZ/644-1030-1-ND/1128902,"","","","","","","","",CRYSTAL 30.0000MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","30MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.300000",Active,"8pF","NDK America, Inc.",NX8045GB-30.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"641",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1030-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"30MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-40.000000MHZ/644-1032-1-ND/1128904,"","","","","","","","",CRYSTAL 40.0000MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","40MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.297000",Active,"8pF","NDK America, Inc.",NX8045GB-40.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"642",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1032-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"40MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-7.5MHZ-STD-CSF-4/644-1205-1-ND/3894068,"","","","","","","","",CRYSTAL 7.5000MHZ 8PF SMD,"","250 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","7.5MHz",±30ppm,±20ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.277000",Active,"8pF","NDK America, Inc.",NX8045GB-7.5MHZ-STD-CSF-4,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"643",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1205-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"7.5MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-12M-STD-CSF-4/644-1248-1-ND/4914491,"","","","","","","","",CRYSTAL 12.0000MHZ 8PF SMD,"","80 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","12MHz",±30ppm,±20ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.270000",Active,"8pF","NDK America, Inc.",NX8045GB-12M-STD-CSF-4,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"644",Active,"0.34","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1248-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"12MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-6_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-8.000M-STD-CSF-6/644-1280-1-ND/5023012,"","","","","","","","",CRYSTAL 8.0000MHZ 8PF SMD,"","200 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","8MHz",±50ppm,±30ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.250000",Active,"8pF","NDK America, Inc.",NX8045GB-8.000M-STD-CSF-6,"1",Surface Mount,Fundamental,-40°C ~ 85°C,"2-SMD, No Lead",TapeAndReel,"645",Active,"0.40","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1280-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"8MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-20.000000MHZ/644-1026-1-ND/1128898,"","","","","","","","",CRYSTAL 20.0000MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","20MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.247000",Active,"8pF","NDK America, Inc.",NX8045GB-20.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"646",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1026-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"20MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-12.288000MHZ/644-1021-1-ND/1128893,"","","","","","","","",CRYSTAL 12.2880MHZ 8PF SMD,"","80 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","12.288MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.227000",Active,"8pF","NDK America, Inc.",NX8045GB-12.288000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"647",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1021-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"12.288MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-10.000000MHZ/644-1019-1-ND/1128891,"","","","","","","","",CRYSTAL 10.0000MHZ 8PF SMD,"","100 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","10MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.210000",Active,"8pF","NDK America, Inc.",NX8045GB-10.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"648",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1019-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"10MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-14.318180MHZ/644-1023-1-ND/1128895,"","","","","","","","",CRYSTAL 14.31818MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","14.31818MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.193000",Active,"8pF","NDK America, Inc.",NX8045GB-14.318180MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"649",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1023-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"14.31818MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSJ-1_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-8.000M-STD-CSJ-1/644-1206-1-ND/3894067,"","","","","","","","",CRYSTAL 8.0000MHZ 8PF SMD,"","220 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","8MHz",±150ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.173000",Active,"8pF","NDK America, Inc.",NX8045GB-8.000M-STD-CSJ-1,"1",Surface Mount,Fundamental,-40°C ~ 150°C,"2-SMD, No Lead",TapeAndReel,"650",Active,"0.39",AEC-Q200,NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1206-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"8MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-12.000000MHZ/644-1020-1-ND/1128892,"","","","","","","","",CRYSTAL 12.0000MHZ 8PF SMD,"","80 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","12MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.170000",Active,"8pF","NDK America, Inc.",NX8045GB-12.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"651",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1020-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"12MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-25.000000MHZ/644-1028-1-ND/1128900,"","","","","","","","",CRYSTAL 25.0000MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","25MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.167000",Active,"8pF","NDK America, Inc.",NX8045GB-25.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"652",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1028-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"25MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-8.000000MHZ/644-1018-1-ND/1128890,"","","","","","","","",CRYSTAL 8.0000MHZ 8PF SMD,"","200 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","8MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.147000",Active,"8pF","NDK America, Inc.",NX8045GB-8.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"653",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1018-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"8MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-16.934400MHZ/644-1024-1-ND/1128896,"","","","","","","","",CRYSTAL 16.9344MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","16.9344MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.133000",Active,"8pF","NDK America, Inc.",NX8045GB-16.934400MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"654",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1024-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"16.9344MHz"
=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-24.000000MHZ/644-1027-1-ND/1128899,"","","","","","","","",CRYSTAL 24.0000MHZ 8PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","24MHz",±50ppm,±50ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.117000",Active,"8pF","NDK America, Inc.",NX8045GB-24.000000MHZ,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"655",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1027-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"24MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-6MHZ-STD-CSF-3/644-1203-1-ND/3894080,"","","","","","","","",CRYSTAL 6.0000MHZ 8PF SMD,"","250 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","6MHz",±30ppm,±20ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.113000",Active,"8pF","NDK America, Inc.",NX8045GB-6MHZ-STD-CSF-3,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"656",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1203-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"6MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-7.3728MHZ-STD-CSF-3/644-1204-1-ND/3894079,"","","","","","","","",CRYSTAL 7.3728MHZ 8PF SMD,"","250 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","7.3728MHz",±30ppm,±20ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.100000",Active,"8pF","NDK America, Inc.",NX8045GB-7.3728MHZ-STD-CSF-3,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"657",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1204-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"7.3728MHz"
=Value,Datasheet,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/ndk-america-inc/NX8045GB-5MHZ-STD-CSF-3/644-1202-1-ND/3894081,"","","","","","","","",CRYSTAL 5.0000MHZ 8PF SMD,"","250 Ohms",footprints/Crystals/PCB - CRYSTALS - NDK NX8045GB.PCBLIB,"","",NDK NX8045GB,"","","5MHz",±30ppm,±20ppm,"0.079 (2.00mm)","2020-09-02 01:22:00.080000",Active,"8pF","NDK America, Inc.",NX8045GB-5MHZ-STD-CSF-3,"1",Surface Mount,Fundamental,-10°C ~ 70°C,"2-SMD, No Lead",TapeAndReel,"658",Active,"0.30","",NX8045GB,"0.315 L x 0.177 W (8.00mm x 4.50mm)",DigiKey,"644-1202-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - NDK CRYSTAL NX8045GB.SCHLIB,NDK CRYSTAL NX8045GB,MHz Crystal,"5MHz"
=Value,Datasheet,http://www.txccrystal.com/images/pdf/9c-accuracy.pdf,DigiKey Link,http://digikey.com/product-detail/en/txc-corporation/9C-16.000MEEJ-T/887-1274-1-ND/2207856,"","","","","","","","",CRYSTAL 16.0000MHZ 18PF SMD,"","30 Ohms",footprints/Crystals/PCB - CRYSTALS - TXC 9C.PCBLIB,"","",TXC 9C,"","","16MHz",±10ppm,±10ppm,"0.161 (4.10mm)","2020-09-02 01:22:01.700000",Active,"18pF",TXC CORPORATION,"9C-16.000MEEJ-T","1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"659",Active,"0.29","","9C","0.449 L x 0.189 W (11.40mm x 4.80mm)",DigiKey,"887-1274-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - TXC CRYSTAL 9C.SCHLIB,TXC CRYSTAL 9C,MHz Crystal,"16MHz"
=Value,Datasheet,http://www.txccorp.com/download/products/quartz_crystals/2015TXC_9C_32.pdf,DigiKey Link,http://digikey.com/product-detail/en/txc-corporation/9C-4.000MAAE-T/887-2462-1-ND/4475447,"","","","","","","","",CRYSTAL 4.0000MHZ 12PF SMD,"","150 Ohms",footprints/Crystals/PCB - CRYSTALS - TXC 9C.PCBLIB,"","",TXC 9C,"","","4MHz",±30ppm,±30ppm,"0.161 (4.10mm)","2020-09-02 01:22:01.697000",Active,"12pF",TXC CORPORATION,"9C-4.000MAAE-T","1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49S,TapeAndReel,"660",Active,"0.19","","9C","0.449 L x 0.189 W (11.40mm x 4.80mm)",DigiKey,"887-2462-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - TXC CRYSTAL 9C.SCHLIB,TXC CRYSTAL 9C,MHz Crystal,"4MHz"
=Value,Datasheet,http://www.txccrystal.com/images/pdf/9c-accuracy.pdf,DigiKey Link,http://digikey.com/product-detail/en/txc-corporation/9C-20.000MEEJ-T/887-1278-1-ND/2207860,"","","","","","","","",CRYSTAL 20.0000MHZ 18PF SMD,"","30 Ohms",footprints/Crystals/PCB - CRYSTALS - TXC 9C.PCBLIB,"","",TXC 9C,"","","20MHz",±10ppm,±10ppm,"0.161 (4.10mm)","2020-09-02 01:22:01.693000",Active,"18pF",TXC CORPORATION,"9C-20.000MEEJ-T","1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"661",Active,"0.29","","9C","0.449 L x 0.189 W (11.40mm x 4.80mm)",DigiKey,"887-1278-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - TXC CRYSTAL 9C.SCHLIB,TXC CRYSTAL 9C,MHz Crystal,"20MHz"
=Value,Datasheet,http://www.txccorp.com/download/products/quartz_crystals/2015TXC_9C_32.pdf,DigiKey Link,http://digikey.com/product-detail/en/txc-corporation/9C-18.432MBBK-T/887-1945-1-ND/3679677,"","","","","","","","",CRYSTAL 18.4320MHZ 20PF SMD,"","30 Ohms",footprints/Crystals/PCB - CRYSTALS - TXC 9C.PCBLIB,"","",TXC 9C,"","","18.432MHz",±50ppm,±50ppm,"0.161 (4.10mm)","2020-09-02 01:22:01.690000",Active,"20pF",TXC CORPORATION,"9C-18.432MBBK-T","1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49S,TapeAndReel,"662",Active,"0.18","","9C","0.449 L x 0.189 W (11.40mm x 4.80mm)",DigiKey,"887-1945-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - TXC CRYSTAL 9C.SCHLIB,TXC CRYSTAL 9C,MHz Crystal,"18.432MHz"
=Value,Datasheet,http://www.txccorp.com/download/products/quartz_crystals/2015TXC_9C_32.pdf,DigiKey Link,http://digikey.com/product-detail/en/txc-corporation/9C-12.000MBBK-T/887-2414-1-ND/4475426,"","","","","","","","",CRYSTAL 12.0000MHZ 20PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - TXC 9C.PCBLIB,"","",TXC 9C,"","","12MHz",±50ppm,±50ppm,"0.161 (4.10mm)","2020-09-02 01:22:01.683000",Active,"20pF",TXC CORPORATION,"9C-12.000MBBK-T","1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49S,TapeAndReel,"663",Active,"0.18","","9C","0.449 L x 0.189 W (11.40mm x 4.80mm)",DigiKey,"887-2414-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - TXC CRYSTAL 9C.SCHLIB,TXC CRYSTAL 9C,MHz Crystal,"12MHz"
