"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"180pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C181JHGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C181JHGAC7800/399-15198-1-ND/7382747,"","","","","","","","",CAP CER 180PF 3KV C0G/NP0 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:02.090000","","",Active,KEMET,C1812C181JHGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.92","",SMD Comm C0G HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-15198-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","180pF","3000V (3kV)"
Downhole,"0.15uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812H154J1GAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812H154J1GAC7800/399-11967-1-ND/5267646,"","","","","","","","",CAP CER 0.15UF 100V C0G/NP0 1812,"1812 (4532 Metric)","","Low ESL, High Temperature",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:02.070000","","",Active,KEMET,C1812H154J1GAC7800,"1","Surface Mount, MLCC",-55°C ~ 200°C,"1812 (4532 Metric)",TapeAndReel,Active,"6.34","",SMD Indust C0G HT200C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-11967-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.075 (1.90mm)",±5%,"","0.15uF","100V"
General Purpose,"220pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C221MGRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C221MGRACTU/399-9426-1-ND/3522944,"","","","","","","","",CAP CER 220PF 2KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.597000","","",Active,KEMET,C1812C221MGRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.59","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-9426-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±20%,"","220pF","2000V (2kV)"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C102JCGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C102JCGACTU/399-7117-1-ND/3439507,"","","","","","","","",CAP CER 1000PF 500V C0G/NP0 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.593000","","",Active,KEMET,C1812C102JCGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.61","",SMD Comm C0G HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-7117-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.061 (1.55mm)",±5%,"","1000pF","500V"
General Purpose,"0.022uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C223KCRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C223KCRAC7800/399-15626-1-ND/7387024,"","","","","","","","",CAP CER 0.022UF 500V X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.590000","","",Active,KEMET,C1812C223KCRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.62","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-15626-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","0.022uF","500V"
General Purpose,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C103KDRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C103KDRACTU/399-3450-1-ND/721321,"","","","","","","","",CAP CER 10000PF 1KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.580000","","",Active,KEMET,C1812C103KDRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.22","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-3450-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","10000pF","1000V (1kV)"
"Automotive, Bypass, Decoupling","4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C472KGRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C472KGRACAUTO/399-16791-1-ND/8110157,"","","","","","","","",CAP CER 1812 4.7NF 2000V X7R 10%,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.577000","","",Active,KEMET,C1812C472KGRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.23",AEC-Q200,SMD Auto X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16791-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","4700pF","2000V (2kV)"
General Purpose,"4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C472KGRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C472KGRAC7800/399-13489-1-ND/6126225,"","","","","","","","",CAP CER 4700PF 2KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.560000","","",Active,KEMET,C1812C472KGRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.23","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-13489-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","4700pF","2000V (2kV)"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C102FBGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C102FBGACTU/399-5554-1-ND/2033916,"","","","","","","","",CAP CER 1000PF 630V C0G/NP0 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.540000","","",Active,KEMET,C1812C102FBGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.89","",SMD Comm C0G HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-5554-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.061 (1.55mm)",±1%,"","1000pF","630V"
General Purpose,"6800pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C682KDRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C682KDRACTU/399-7295-1-ND/3439486,"","","","","","","","",CAP CER 6800PF 1KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.537000","","",Active,KEMET,C1812C682KDRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.59","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-7295-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","6800pF","1000V (1kV)"
Automotive,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA8L3C0G2E223J160KA/445-7896-1-ND/2781400,"","","","","","","","",CAP CER 0.022UF 250V C0G 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.533000","","",Active,TDK Corporation,CGA8L3C0G2E223J160KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.67",AEC-Q200,CGA,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-7896-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.063 (1.60mm)",±5%,"","0.022uF","250V"
General Purpose,"220pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C221KDRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C221KDRACTU/399-7276-1-ND/3439459,"","","","","","","","",CAP CER 220PF 1KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.513000","","",Active,KEMET,C1812C221KDRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.63","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-7276-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","220pF","1000V (1kV)"
General Purpose,"680pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C681JBGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C681JBGACTU/399-5553-1-ND/2033915,"","","","","","","","",CAP CER 680PF 630V C0G/NP0 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.500000","","",Active,KEMET,C1812C681JBGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.73","",SMD Comm C0G HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-5553-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.061 (1.55mm)",±5%,"","680pF","630V"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C102KDRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C102KDRACTU/399-3446-1-ND/721317,"","","","","","","","",CAP CER 1000PF 1KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.497000","","",Active,KEMET,C1812C102KDRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.21","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-3446-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","1000pF","1000V (1kV)"
"Automotive, Bypass, Decoupling","10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C103KDRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C103KDRACAUTO/399-16776-1-ND/8110142,"","","","","","","","",CAP CER 1812 10NF 1000V X7R 10%,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.483000","","",Active,KEMET,C1812C103KDRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.21",AEC-Q200,SMD Auto X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16776-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","10000pF","1000V (1kV)"
Boardflex Sensitive,"4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812X472KGRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812X472KGRAC7800/399-16422-1-ND/7803614,"","","","","","","","",CAP CER 4700PF 2KV X7R 1812 FLEX,"1812 (4532 Metric)","","Low ESL, Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.470000","","",Active,KEMET,C1812X472KGRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.65","",SMD Comm X7R HV Flex,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16422-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","4700pF","2000V (2kV)"
Boardflex Sensitive,"0.047uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812X473KCRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812X473KCRAC7800/399-16560-1-ND/7917373,"","","","","","","","",CAP CER 0.047UF 500V X7R 1812,"1812 (4532 Metric)","","Low ESL, Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.450000","","",Active,KEMET,C1812X473KCRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.76","",SMD Comm X7R HV Flex,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16560-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","0.047uF","500V"
Boardflex Sensitive,"0.47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812X474K1RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812X474K1RAC7800/399-13242-1-ND/5879396,"","","","","","","","",CAP CER 0.47UF 100V X7R 1812,"1812 (4532 Metric)","",Soft Termination,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.437000","","",Active,KEMET,C1812X474K1RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.77","",SMD Comm X7R Flex,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-13242-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.47uF","100V"
"Automotive, Boardflex Sensitive","10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812X103KDRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812X103KDRACAUTO/399-16793-1-ND/8110159,"","","","","","","","",CAP CER 1812 10NF 1000V X7R 10%,"1812 (4532 Metric)","","Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.433000","","",Active,KEMET,C1812X103KDRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.75",AEC-Q200,SMD Auto X7R HV Flex,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16793-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","10000pF","1000V (1kV)"
Boardflex Sensitive,"2.2uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812X225K1RAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812X225K1RAC7800/399-16352-1-ND/7652880,"","","","","","","","",CAP CER 2.2UF 100V X7R 1812 10%,"1812 (4532 Metric)","",Soft Termination,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.427000","","",Active,KEMET,C1812X225K1RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.41","",SMD Comm X7R Flex,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16352-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","2.2uF","100V"
Automotive,"0.33uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA8L4X7T2W334K160KA/445-7926-1-ND/2781430,"","","","","","","","",CAP CER 0.33UF 450V X7T 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.423000","","",Active,TDK Corporation,CGA8L4X7T2W334K160KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.43",AEC-Q200,CGA,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-7926-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.063 (1.60mm)",±10%,"","0.33uF","450V"
Automotive,"0.68uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA8L3X7T2E684K160KA/445-7924-1-ND/2781428,"","","","","","","","",CAP CER 0.68UF 250V X7T 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.413000","","",Active,TDK Corporation,CGA8L3X7T2E684K160KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.45",AEC-Q200,CGA,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-7924-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.063 (1.60mm)",±10%,"","0.68uF","250V"
General Purpose,"0.33uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C334JARACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C334JARACTU/399-4681-1-ND/992206,"","","","","","","","",CAP CER 0.33UF 250V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.407000","","",Active,KEMET,C1812C334JARACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.52","",SMD Comm X7R Tip-Ring,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-4681-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±5%,"","0.33uF","250V"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C102KCRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C102KCRACTU/399-7263-1-ND/3439464,"","","","","","","","",CAP CER 1000PF 500V X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.397000","","",Active,KEMET,C1812C102KCRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.55","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-7263-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","1000pF","500V"
"Bypass, Decoupling","0.27uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C274K1RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C274K1RACTU/399-9431-1-ND/3522949,"","","","","","","","",CAP CER 0.27UF 100V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.393000","","",Active,KEMET,C1812C274K1RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.31","",SMD Comm X7R,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-9431-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.27uF","100V"
General Purpose,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C103KBRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C103KBRAC7800/399-15190-1-ND/7382739,"","","","","","","","",CAP CER 10000PF 630V X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.383000","","",Active,KEMET,C1812C103KBRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.32","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-15190-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","10000pF","630V"
General Purpose,"0.047uF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/ddd08fe0-16c1-4f86-944e-edc3fc04fb57/X7R.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-novacap/1812B473K102NX080T/1763-1128-1-ND/7304524,"","","","","","","","",CAP CER 0.047UF 1KV X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.370000","","",Active,Knowles Novacap,"1812B473K102NX080T","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"1.50","",-,"0.180 L x 0.125 W (4.57mm x 3.18mm)",DigiKey,"1763-1128-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.047uF","1000V (1kV)"
"Automotive, Bypass, Decoupling","1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C102KDRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C102KDRACAUTO/399-16773-1-ND/8110139,"","","","","","","","",CAP CER 1812 1NF 1000V X7R 10%,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.367000","","",Active,KEMET,C1812C102KDRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.21",AEC-Q200,SMD Auto X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-16773-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","1000pF","1000V (1kV)"
General Purpose,"2200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C222KGRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C222KGRACTU/399-7120-1-ND/3439360,"","","","","","","","",CAP CER 2200PF 2KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.360000","","",Active,KEMET,C1812C222KGRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.40","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-7120-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","2200pF","2000V (2kV)"
General Purpose,"0.33uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C334KARACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C334KARACTU/399-4682-1-ND/992207,"","","","","","","","",CAP CER 0.33UF 250V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.357000","","",Active,KEMET,C1812C334KARACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.40","",SMD Comm X7R Tip-Ring,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-4682-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.33uF","250V"
General Purpose,"0.22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C224KARACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C224KARACTU/399-4680-1-ND/992205,"","","","","","","","",CAP CER 0.22UF 250V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.343000","","",Active,KEMET,C1812C224KARACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.40","",SMD Comm X7R Tip-Ring,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-4680-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.22uF","250V"
"Bypass, Decoupling","0.22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C224K2RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C224K2RAC7800/399-15627-1-ND/7387025,"","","","","","","","",CAP CER 0.22UF 200V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.340000","","",Active,KEMET,C1812C224K2RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.41","",SMD Comm X7R,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-15627-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.22uF","200V"
"Bypass, Decoupling","0.18uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C184K2RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C184K2RAC7800/399-19264-1-ND/9682250,"","","","","","","","",CAP CER 0.18UF 200V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:00.337000","","",Active,KEMET,C1812C184K2RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.41","",SMD Comm X7R,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-19264-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","0.18uF","200V"
