"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Continuous Drain (Id) @ 25°C","Description","Device Package","Drain to Source Voltage (Vdss)","FET Feature","FET Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Gate Charge (Qg) (Max) @ Vgs","Input Capacitance (Ciss) (Max) @ Vds","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Power - Max","Price","Rds On (Max) @ Id, Vgs","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Vgs(th) (Max) @ Id"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20180326/C99824_FFB735370D7D00507C48A0EA161AAA26.pdf,SZLCSC,https://item.szlcsc.com/101038.html,"","","","","","","","","750mA, -660mA",MOSFET 1N-CH 1P-CH ±20V 0.75A -0.66A SOT-363,"",±20V,"","1 N-Channel, 1 P-Channel",footprints/Leaded - SOT/PCB - LEADED - SOT - CJ SOT-363.PCBLIB,"","",SOT65P228X110-6N,"","","","120pF @ 16V (N Channel), 170pF @ -16V (P Channel)","","",CJ(江苏长电/长晶),CJ3439KDW,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-363,"","","","","450 mOhm @ 550mA, 2.5V (N Channel), 700 mOhm @ 800mA, -2.5V (P Channel)","",SZLCSC,C99824,"","","","","","","","","","","",symbols/FET - Combination/SCH - FET - COMBINATION - CJ CJ3439.SchLib,CJ CJ3439,"","",±12V
