"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Collector Cutoff (Max)","Current - Collector (Ic) (Max)","DC Current Gain (hFE) (Min) @ Ic, Vce","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Transition","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Transistor Type","Type","Value","Vce Saturation (Max) @ Ib, Ic","Voltage - Collector Emitter Breakdown (Max)"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr523mt2l-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SCR523MT2L/2SCR523MT2LCT-ND/5019152,"","","","","","","","","100nA (ICBO)","100mA","120 @ 1mA, 6V",TRANS NPN 50V 0.1A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","350MHz","2020-09-02 01:30:02.103000",Active,Rohm Semiconductor,"2SCR523MT2L","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"1",Active,"150mW","0.04",-,DigiKey,"2SCR523MT2LCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","300mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2696t2l-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SD2696T2L/2SD2696T2LCT-ND/5719904,"","","","","","","","","100nA (ICBO)","400mA","270 @ 100mA, 2V",TRANS NPN 30V 0.4A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","400MHz","2020-09-02 01:30:02.127000",Active,Rohm Semiconductor,"2SD2696T2L","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"2",Active,"150mW","0.08",-,DigiKey,"2SD2696T2LCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","300mV @ 2mA, 100mA","30V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc5585tl-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5663T2L/2SC5663T2LCT-ND/1158621,"","","","","","","","","100nA (ICBO)","500mA","270 @ 10mA, 2V",TRANS NPN 12V 0.5A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","320MHz","2020-09-02 01:30:02.147000",Active,Rohm Semiconductor,"2SC5663T2L","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"3",Active,"150mW","0.12",-,DigiKey,"2SC5663T2LCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","250mV @ 10mA, 200mA","12V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/2SC2412K/2sc4081u3t106r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5658T2LR/2SC5658T2LRCT-ND/1158619,"","","","","","","","","100µA (ICBO)","150mA","120 @ 1mA, 6V",TRANS NPN 50V 0.15A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","180MHz","2020-09-02 01:30:02.160000",Active,Rohm Semiconductor,"2SC5658T2LR","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"4",Active,"150mW","0.07",-,DigiKey,"2SC5658T2LRCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","400mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2scr522ubtl-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SCR522MT2L/2SCR522MT2LCT-ND/5019150,"","","","","","","","","100nA (ICBO)","200mA","120 @ 1mA, 2V",TRANS NPN 20V 0.2A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","400MHz","2020-09-02 01:30:02.173000",Active,Rohm Semiconductor,"2SCR522MT2L","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"5",Active,"150mW","0.04",-,DigiKey,"2SCR522MT2LCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","300mV @ 10mA, 100mA","20V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/2SC2412K/2sc4081u3t106r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5658T2LS/2SC5658T2LSCT-ND/3769174,"","","","","","","","","100nA (ICBO)","150mA","120 @ 1mA, 6V",TRANS NPN 50V 0.15A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","180MHz","2020-09-02 01:30:02.183000",Active,Rohm Semiconductor,"2SC5658T2LS","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"6",Active,"150mW","0.04",-,DigiKey,"2SC5658T2LSCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","400mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc4725.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5661T2LP/2SC5661T2LPCT-ND/1158620,"","","","","","","","","500nA (ICBO)","50mA","82 @ 10mA, 10V",TRANS NPN 20V 0.05A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","1.5GHz","2020-09-02 01:30:02.183000",Active,Rohm Semiconductor,"2SC5661T2LP","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"7",Active,"150mW","0.14",-,DigiKey,"2SC5661T2LPCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","500mV @ 4mA, 20mA","20V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc5662t2lp-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5662T2LP/2SC5662T2LPCT-ND/1144016,"","","","","","","","","500nA (ICBO)","50mA","82 @ 5mA, 10V",TRANS NPN 11V 0.05A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","3.2GHz","2020-09-02 01:30:02.193000",Active,Rohm Semiconductor,"2SC5662T2LP","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"8",Active,"150mW","0.10",-,DigiKey,"2SC5662T2LPCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","500mV @ 5mA, 10mA","11V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/2SC2412K/2sc4081u3t106r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5658T2LQ/2SC5658T2LQCT-ND/650659,"","","","","","","","","100nA (ICBO)","150mA","120 @ 1mA, 6V",TRANS NPN 50V 0.15A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","180MHz","2020-09-02 01:30:02.203000",Active,Rohm Semiconductor,"2SC5658T2LQ","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"9",Active,"150mW","0.07",-,DigiKey,"2SC5658T2LQCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","400mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc5659-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5659T2LP/2SC5659T2LPCT-ND/1144015,"","","","","","","","","500nA (ICBO)","50mA","82 @ 1mA, 6V",TRANS NPN 25V 0.05A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","300MHz","2020-09-02 01:30:02.213000",Active,Rohm Semiconductor,"2SC5659T2LP","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"10",Active,"150mW","0.08",-,DigiKey,"2SC5659T2LPCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","300mV @ 1mA, 10mA","25V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2707t2lv-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SD2707T2LV/2SD2707T2LVCT-ND/1144028,"","","","","","","","","300nA (ICBO)","150mA","820 @ 1mA, 5V",TRANS NPN 50V 0.15A VMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SOT-723.PCBLIB,"","",ROHM SOT-723,"","","250MHz","2020-09-02 01:30:02.223000",Active,Rohm Semiconductor,"2SD2707T2LV","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"11",Active,"150mW","0.10",-,DigiKey,"2SD2707T2LVCT-ND","","","","","","","","","","",VMT3,symbols/BJT/SCH - BJT - ROHM NPN SOT723 BEC.SchLib,ROHM NPN SOT723 BEC,NPN,"","","300mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,https://toshiba.semicon-storage.com/info/docget.jsp?did=6106&prodName=2SC6026MFV,DigiKey Link,http://digikey.com/product-detail/en/toshiba-semiconductor-and-storage/2SC6026MFVGRL3F/2SC6026MFVGRL3FCT-ND/4880074,"","","","","","","","","100nA (ICBO)","150mA","200 @ 2mA, 6V",TRANS NPN 50V 0.15A VESM,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TOSHIBA SOT-723.PCBLIB,"","",TOSHIBA SOT-723,"","","60MHz","2020-09-02 01:30:02.667000",Active,Toshiba Semiconductor and Storage,"2SC6026MFVGR,L3F","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"12",Active,"150mW","0.03",-,DigiKey,"2SC6026MFVGRL3FCT-ND","","","","","","","","","","",VESM,symbols/BJT/SCH - BJT - TOSHIBA NPN SOT723.SchLib,TOSHIBA NPN SOT723,NPN,"","","250mV @ 10mA, 100mA","50V"
=Part Number,Datasheet,https://toshiba.semicon-storage.com/info/docget.jsp?did=6106&prodName=2SC6026MFV,DigiKey Link,http://digikey.com/product-detail/en/toshiba-semiconductor-and-storage/2SC6026MFV-YL3F/2SC6026MFV-YL3FCT-ND/10380114,"","","","","","","","","100nA (ICBO)","150mA","120 @ 2mA, 6V",NPN TRANSISTOR VCEO50V IC0.15A H,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TOSHIBA SOT-723.PCBLIB,"","",TOSHIBA SOT-723,"","","60MHz","2020-09-02 01:30:02.687000",Active,Toshiba Semiconductor and Storage,"2SC6026MFV-Y,L3F","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"13",Active,"150mW","0.03",-,DigiKey,"2SC6026MFV-YL3FCT-ND","","","","","","","","","","",VESM,symbols/BJT/SCH - BJT - TOSHIBA NPN SOT723.SchLib,TOSHIBA NPN SOT723,NPN,"","","250mV @ 10mA, 100mA","50V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT4401M3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT4401M3T5G/MMBT4401M3T5GOSCT-ND/9086859,"","","","","","","","","","600mA","100 @ 150mA, 1V",TRANS NPN 40V 0.6A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","250MHz","2020-09-02 01:30:03.110000",Active,ON Semiconductor,MMBT4401M3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,CutTape,"14",Active,"265mW","0.27",-,DigiKey,MMBT4401M3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","750mV @ 50mA, 500mA","40V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT5551M3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT5551M3T5G/MMBT5551M3T5GOSCT-ND/5213283,"","","","","","","","","50nA","60mA","80 @ 10mA, 5V",TRANS NPN 160V 0.06A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","","2020-09-02 01:30:03.130000",Active,ON Semiconductor,MMBT5551M3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,CutTape,"15",Active,"265mW","0.26",-,DigiKey,MMBT5551M3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","200mV @ 5mA, 50mA","160V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/2SC5658M3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/2SC5658RM3T5G/2SC5658RM3T5GOSCT-ND/2409636,"","","","","","","","","500nA (ICBO)","100mA","215 @ 1mA, 6V",TRANS NPN 50V 0.1A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","180MHz","2020-09-02 01:30:03.143000",Active,ON Semiconductor,"2SC5658RM3T5G","1",Surface Mount,"150°C (TJ)",SOT-723,CutTape,"16",Active,"260mW","0.24",-,DigiKey,"2SC5658RM3T5GOSCT-ND","","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","400mV @ 5mA, 60mA","50V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT2222AM3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NSVMMBT2222AM3T5G/NSVMMBT2222AM3T5GOSCT-ND/8538778,"","","","","","","","","10nA (ICBO)","600mA","100 @ 150mA, 10V",SS SOT-723 GP TRANSISTOR,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","300MHz","2020-09-02 01:30:03.160000",Active,ON Semiconductor,NSVMMBT2222AM3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,TapeAndReel,"17",Active,"640mW","0.06","Automotive, AEC-Q101",DigiKey,NSVMMBT2222AM3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","1V @ 50mA, 500mA","40V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC847BM3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BC847BM3T5G/BC847BM3T5GOSCT-ND/3487296,"","","","","","","","","15nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 45V 0.1A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","100MHz","2020-09-02 01:30:03.177000",Active,ON Semiconductor,BC847BM3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,TapeAndReel,"18",Active,"260mW","0.04",-,DigiKey,BC847BM3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","600mV @ 5mA, 100mA","45V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/2SC5658M3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/2SC5658M3T5G/2SC5658M3T5GOSCT-ND/2120537,"","","","","","","","","500nA (ICBO)","100mA","120 @ 1mA, 6V",TRANS NPN 50V 0.1A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","180MHz","2020-09-02 01:30:03.190000",Active,ON Semiconductor,"2SC5658M3T5G","1",Surface Mount,"150°C (TJ)",SOT-723,TapeAndReel,"19",Active,"260mW","0.06",-,DigiKey,"2SC5658M3T5GOSCT-ND","","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","400mV @ 5mA, 60mA","50V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC846BM3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NSVBC846BM3T5G/NSVBC846BM3T5GOSCT-ND/8538760,"","","","","","","","","15nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 65V 0.1A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","100MHz","2020-09-02 01:30:03.207000",Active,ON Semiconductor,NSVBC846BM3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,TapeAndReel,"20",Active,"265mW","0.06",-,DigiKey,NSVBC846BM3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","600mV @ 5mA, 100mA","65V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC846BM3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BC846BM3T5G/BC846BM3T5GOSCT-ND/3487502,"","","","","","","","","15nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 65V 0.1A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","100MHz","2020-09-02 01:30:03.217000",Active,ON Semiconductor,BC846BM3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,TapeAndReel,"21",Active,"265mW","0.03",-,DigiKey,BC846BM3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","600mV @ 5mA, 100mA","65V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT2222AM3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT2222AM3T5G/MMBT2222AM3T5GOSCT-ND/3487571,"","","","","","","","","10nA (ICBO)","600mA","100 @ 150mA, 10V",TRANS NPN 40V 0.6A SOT-723,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMI SOT-723.PCBLIB,"","",ON SEMI SOT-723,"","","300MHz","2020-09-02 01:30:03.220000",Active,ON Semiconductor,MMBT2222AM3T5G,"1",Surface Mount,-55°C ~ 150°C (TJ),SOT-723,TapeAndReel,"22",Active,"640mW","0.03",-,DigiKey,MMBT2222AM3T5GOSCT-ND,"","","","","","","","","","",SOT-723,symbols/BJT/SCH - BJT - ON SEMI NPN SOT723.SchLib,ON SEMI NPN SOT723,NPN,"","","1V @ 50mA, 500mA","40V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc5585tl-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC5585TL/2SC5585TLCT-ND/1158618,"","","","","","","","","100nA (ICBO)","500mA","270 @ 10mA, 2V",TRANS NPN 12V 0.5A SOT-416,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","320MHz","2020-09-02 01:30:04.747000",Active,Rohm Semiconductor,"2SC5585TL","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"23",Active,"150mW","0.10",-,DigiKey,"2SC5585TLCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","250mV @ 10mA, 200mA","12V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc4726tlp-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC4726TLP/2SC4726TLPCT-ND/1158613,"","","","","","","","","500nA (ICBO)","50mA","56 @ 5mA, 10V",TRANS NPN 11V 0.05A SOT-416,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","3.2GHz","2020-09-02 01:30:04.767000",Active,Rohm Semiconductor,"2SC4726TLP","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"24",Active,"150mW","0.15",-,DigiKey,"2SC4726TLPCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","500mV @ 5mA, 10mA","11V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/2SC2412K/2sc4081u3t106r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC4617TLR/2SC4617TLRCT-ND/650657,"","","","","","","","","100nA (ICBO)","150mA","180 @ 1mA, 6V",TRANS NPN 50V 0.15A SOT-416,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","180MHz","2020-09-02 01:30:04.793000",Active,Rohm Semiconductor,"2SC4617TLR","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"25",Active,"150mW","0.05",-,DigiKey,"2SC4617TLRCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","400mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/2SC2412K/2sc4081u3t106r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC4617TLQ/2SC4617TLQCT-ND/650656,"","","","","","","","","100nA (ICBO)","150mA","120 @ 1mA, 6V",TRANS NPN 50V 0.15A SOT-416,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","180MHz","2020-09-02 01:30:04.813000",Active,Rohm Semiconductor,"2SC4617TLQ","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"26",Active,"150mW","0.05",-,DigiKey,"2SC4617TLQCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","400mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sc4725.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SC4725TLP/2SC4725TLPCT-ND/1158612,"","","","","","","","","500nA (ICBO)","50mA","82 @ 10mA, 10V",TRANS NPN 20V 0.05A SOT-416,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","1.5GHz","2020-09-02 01:30:04.817000",Active,Rohm Semiconductor,"2SC4725TLP","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"27",Active,"150mW","0.14",-,DigiKey,"2SC4725TLPCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","500mV @ 4mA, 20mA","20V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2654tlv-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SD2654TLV/2SD2654TLVCT-ND/1158670,"","","","","","","","","300nA (ICBO)","150mA","820 @ 1mA, 5V",TRANS NPN 50V 0.15A SOT-416,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","250MHz","2020-09-02 01:30:04.833000",Active,Rohm Semiconductor,"2SD2654TLV","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"28",Active,"150mW","0.11",-,DigiKey,"2SD2654TLVCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","300mV @ 5mA, 50mA","50V"
=Part Number,Datasheet,http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sd2654tlv-e.pdf,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/2SD2654TLW/846-2SD2654TLWCT-ND/10408311,"","","","","","","","","300nA (ICBO)","150mA","820 @ 1mA, 5V",TRANS NPN 50V 0.15A EMT3,"",footprints/Leaded - SOT/PCB - LEADED - SOT - ROHM SC-75.PCBLIB,"","",ROHM SC-75,"","","250MHz","2020-09-02 01:30:04.850000",Active,Rohm Semiconductor,"2SD2654TLW","1",Surface Mount,"150°C (TJ)","SC-75, SOT-416",TapeAndReel,"29",Active,"150mW","0.09",-,DigiKey,"846-2SD2654TLWCT-ND","","","","","","","","","","",EMT3,symbols/BJT/SCH - BJT - ROHM NPN SC-75.SchLib,ROHM NPN SC-75,NPN,"","","300mV @ 5mA, 50mA","50V"
