"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Collector Cutoff (Max)","Current - Collector (Ic) (Max)","DC Current Gain (hFE) (Min) @ Ic, Vce","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Transition","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Transistor Type","Type","Value","Vce Saturation (Max) @ Ib, Ic","Voltage - Collector Emitter Breakdown (Max)"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC846ALT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SBC847BLT1G/SBC847BLT1GOSCT-ND/5969299,"","","","","","","","","15nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 45V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.560000",Active,ON Semiconductor,SBC847BLT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"201",Active,"300mW","0.06","Automotive, AEC-Q101",DigiKey,SBC847BLT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","45V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/FJV42MTF-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/FJV42MTF/FJV42MTFCT-ND/4553174,"","","","","","","","","100nA (ICBO)","500mA","40 @ 30mA, 10V",TRANS NPN 350V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","50MHz","2020-09-02 01:30:08.560000",Active,ON Semiconductor,FJV42MTF,"1",Surface Mount,"","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"202",Active,"350mW","0.06",-,DigiKey,FJV42MTFCT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","500mV @ 2mA, 20mA","350V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT4401LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SMMBT4401LT1G/SMMBT4401LT1GOSCT-ND/5969298,"","","","","","","","","","600mA","100 @ 150mA, 1V",TRANS NPN 40V 0.6A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","250MHz","2020-09-02 01:30:08.570000",Active,ON Semiconductor,SMMBT4401LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"203",Active,"300mW","0.06",-,DigiKey,SMMBT4401LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","750mV @ 50mA, 500mA","40V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC846ALT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SBC846ALT1G/SBC846ALT1GOSCT-ND/5213395,"","","","","","","","","15nA (ICBO)","100mA","110 @ 2mA, 5V",TRANS NPN 65V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.580000",Active,ON Semiconductor,SBC846ALT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"204",Active,"300mW","0.05","Automotive, AEC-Q101",DigiKey,SBC846ALT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","65V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC846ALT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SBC846BLT1G/SBC846BLT1GOSCT-ND/5213396,"","","","","","","","","15nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 65V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.583000",Active,ON Semiconductor,SBC846BLT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"205",Active,"300mW","0.05","Automotive, AEC-Q101",DigiKey,SBC846BLT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","65V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/BCW71-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BCW71/BCW71CT-ND/3042768,"","","","","","","","","100µA (ICBO)","500mA","110 @ 2mA, 5V",TRANS NPN 45V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","330MHz","2020-09-02 01:30:08.583000",Active,ON Semiconductor,BCW71,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"206",Active,"350mW","0.05",-,DigiKey,BCW71CT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","250mV @ 500µA, 10mA","45V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/BSR17A-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BSR17A/BSR17ACT-ND/2094410,"","","","","","","","","5µA (ICBO)","200mA","100 @ 10mA, 1V",TRANS NPN 40V 0.2A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","300MHz","2020-09-02 01:30:08.593000",Active,ON Semiconductor,BSR17A,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"207",Active,"350mW","0.05",-,DigiKey,BSR17ACT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","300mV @ 5mA, 50mA","40V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/BC817-16LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SBC817-25LT1G/SBC817-25LT1GOSCT-ND/5969301,"","","","","","","","","100nA (ICBO)","500mA","160 @ 100mA, 1V",TRANS NPN 45V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.607000",Active,ON Semiconductor,SBC817-25LT1G,"1",Surface Mount,-65°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"208",Active,"300mW","0.05","Automotive, AEC-Q101",DigiKey,SBC817-25LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","700mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/BC817-16LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SBC817-40LT1G/SBC817-40LT1GOSCT-ND/3462466,"","","","","","","","","100nA (ICBO)","500mA","250 @ 100mA, 1V",TRANS NPN 45V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.610000",Active,ON Semiconductor,SBC817-40LT1G,"1",Surface Mount,-65°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"209",Active,"300mW","0.05","Automotive, AEC-Q101",DigiKey,SBC817-40LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","700mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MMBT5962-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT5962/MMBT5962CT-ND/4213632,"","","","","","","","","2nA (ICBO)","100mA","600 @ 10mA, 5V",TRANS NPN 45V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","","2020-09-02 01:30:08.623000",Active,ON Semiconductor,MMBT5962,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"210",Active,"350mW","0.05",-,DigiKey,MMBT5962CT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","200mV @ 500µA, 10mA","45V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BSV52LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BSV52LT1G/BSV52LT1GOSCT-ND/2120569,"","","","","","","","","100nA (ICBO)","100mA","40 @ 10mA, 1V",TRANS NPN 12V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","400MHz","2020-09-02 01:30:08.633000",Active,ON Semiconductor,BSV52LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"211",Active,"225mW","0.05",-,DigiKey,BSV52LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","400mV @ 5mA, 50mA","12V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT2222LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SMMBT2222ALT1G/SMMBT2222ALT1GOSCT-ND/5213404,"","","","","","","","","10nA (ICBO)","600mA","100 @ 150mA, 10V",TRANS NPN 40V 0.6A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","300MHz","2020-09-02 01:30:08.653000",Active,ON Semiconductor,SMMBT2222ALT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"212",Active,"225mW","0.04","Automotive, AEC-Q101",DigiKey,SMMBT2222ALT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","1V @ 50mA, 500mA","40V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/BSR14-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BSR14/BSR14CT-ND/965560,"","","","","","","","","10nA (ICBO)","800mA","100 @ 150mA, 10V",TRANS NPN 40V 0.8A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","300MHz","2020-09-02 01:30:08.673000",Active,ON Semiconductor,BSR14,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"213",Active,"350mW","0.04",-,DigiKey,BSR14CT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","1V @ 50mA, 500mA","40V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/PN100A-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT100/MMBT100CT-ND/3504512,"","","","","","","","","50nA","500mA","100 @ 150mA, 5V",TRANS NPN 45V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","250MHz","2020-09-02 01:30:08.693000",Active,ON Semiconductor,MMBT100,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"214",Active,"350mW","0.04",-,DigiKey,MMBT100CT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","400mV @ 20mA, 200mA","45V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/KSC3265-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/KSC3265YMTF/KSC3265YMTFCT-ND/3504502,"","","","","","","","","100nA (ICBO)","800mA","160 @ 100mA, 1V",TRANS NPN 25V 0.8A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","120MHz","2020-09-02 01:30:08.713000",Active,ON Semiconductor,KSC3265YMTF,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"215",Active,"200mW","0.04",-,DigiKey,KSC3265YMTFCT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","400mV @ 20mA, 500mA","25V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT3904LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SMMBT3904LT3G/SMMBT3904LT3GOSCT-ND/8538914,"","","","","","","","","","200mA","100 @ 10mA, 1V",TRANS NPN 40V 0.2A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","300MHz","2020-09-02 01:30:08.727000",Active,ON Semiconductor,SMMBT3904LT3G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"216",Active,"300mW","0.04","Automotive, AEC-Q101",DigiKey,SMMBT3904LT3GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","300mV @ 5mA, 50mA","40V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/FJV1845-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/FJV1845FMTF/FJV1845FMTFCT-ND/3504558,"","","","","","","","","50nA (ICBO)","50mA","300 @ 1mA, 6V",TRANS NPN 120V 0.05A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","110MHz","2020-09-02 01:30:08.730000",Active,ON Semiconductor,FJV1845FMTF,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"217",Active,"300mW","0.04",-,DigiKey,FJV1845FMTFCT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","300mV @ 1mA, 10mA","120V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT6428LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT6428LT1G/MMBT6428LT1GOSCT-ND/1139828,"","","","","","","","","100nA","200mA","250 @ 100µA, 5V",TRANS NPN 50V 0.2A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","700MHz","2020-09-02 01:30:08.743000",Active,ON Semiconductor,MMBT6428LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"218",Active,"225mW","0.04",-,DigiKey,MMBT6428LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","50V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BSS64LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BSS64LT1G/BSS64LT1GOSCT-ND/2120568,"","","","","","","","","100nA (ICBO)","100mA","20 @ 10mA, 1V",TRANS NPN 80V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","60MHz","2020-09-02 01:30:08.757000",Active,ON Semiconductor,BSS64LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"219",Active,"225mW","0.04",-,DigiKey,BSS64LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","200mV @ 15mA, 50mA","80V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT6428LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT6429LT1G/MMBT6429LT1GOSCT-ND/1139829,"","","","","","","","","100nA","200mA","500 @ 100µA, 5V",TRANS NPN 45V 0.2A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","700MHz","2020-09-02 01:30:08.770000",Active,ON Semiconductor,MMBT6429LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"220",Active,"225mW","0.04",-,DigiKey,MMBT6429LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","45V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BCX17LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/BCX19LT1G/BCX19LT1GOSCT-ND/917852,"","","","","","","","","100nA (ICBO)","500mA","100 @ 100mA, 1V",TRANS NPN 45V 0.5A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","","2020-09-02 01:30:08.773000",Active,ON Semiconductor,BCX19LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"221",Active,"300mW","0.04",-,DigiKey,BCX19LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","620mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBT5088LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBT5089LT1G/MMBT5089LT1GOSCT-ND/1139823,"","","","","","","","","50nA (ICBO)","50mA","400 @ 100µA, 5V",TRANS NPN 25V 0.05A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","50MHz","2020-09-02 01:30:08.787000",Active,ON Semiconductor,MMBT5089LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"222",Active,"300mW","0.04",-,DigiKey,MMBT5089LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","500mV @ 1mA, 10mA","25V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBTA05LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MMBTA05LT1G/MMBTA05LT1GOSCT-ND/1139831,"","","","","","","","","100nA","500mA","100 @ 100mA, 1V",TRANS NPN 60V 0.5A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.800000",Active,ON Semiconductor,MMBTA05LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"223",Active,"225mW","0.04",-,DigiKey,MMBTA05LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","250mV @ 10mA, 100mA","60V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBTA42LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SMMBTA42LT3G/SMMBTA42LT3GOSCT-ND/8538922,"","","","","","","","","100nA (ICBO)","500mA","40 @ 30mA, 10V",TRANS NPN 300V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","50MHz","2020-09-02 01:30:08.803000",Active,ON Semiconductor,SMMBTA42LT3G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"224",Active,"225mW","0.06",-,DigiKey,SMMBTA42LT3GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","500mV @ 2mA, 20mA","300V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/NSS30101LT1G-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NSS30101LT1G/NSS30101LT1GOSCT-ND/2121958,"","","","","","","","","100nA","1A","300 @ 500mA, 5V",TRANS NPN 30V 1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.817000",Active,ON Semiconductor,NSS30101LT1G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",CutTape,"225",Active,"310mW","0.41",-,DigiKey,NSS30101LT1GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","200mV @ 100mA, 1A","30V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BC846ALT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NSVBC847BLT3G/NSVBC847BLT3GOSCT-ND/8538761,"","","","","","","","","15nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 45V 0.1A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.827000",Active,ON Semiconductor,NSVBC847BLT3G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"226",Active,"225mW","0.06",-,DigiKey,NSVBC847BLT3GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","45V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMBTA05LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SMMBTA06LT3G/SMMBTA06LT3GOSCT-ND/5969074,"","","","","","","","","100nA","500mA","100 @ 100mA, 1V",TRANS NPN 80V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.843000",Active,ON Semiconductor,SMMBTA06LT3G,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"227",Active,"225mW","0.06",-,DigiKey,SMMBTA06LT3GOSCT-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","250mV @ 10mA, 100mA","80V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/BC817-16LT1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SBC817-40LT3G/SBC817-40LT3GOSCT-ND/3487487,"","","","","","","","","100nA (ICBO)","500mA","250 @ 100mA, 1V",TRANS NPN 45V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","100MHz","2020-09-02 01:30:08.860000",Active,ON Semiconductor,SBC817-40LT3G,"1",Surface Mount,-65°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"228",Active,"300mW","0.03","Automotive, AEC-Q101",DigiKey,SBC817-40LT3GOSCT-ND,"","","","","","","","","","",SOT-23-3,symbols/BJT/SCH - BJT - ON SEMI NPN SOT-23-3.SchLib,ON SEMI NPN SOT-23-3,NPN,"","","700mV @ 50mA, 500mA","45V"
