"Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Manufacturer Size Code","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
"10uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T499D106M035ATE1K0.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T499D106M035ATE1K0/399-18869-1-ND/9642404,"","","","","","","","",CAP TANT 10UF 20% 35V 2917,"2917 (7343 Metric)","1Ohm @ 100kHz","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.740000","",Active,"2000 Hrs @ 175°C",KEMET,T499D106M035ATE1K0,D,"1",Surface Mount,-55°C ~ 175°C,"2917 (7343 Metric)",TapeAndReel,"2690",Active,"0.81",AEC-Q200,T499,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-18869-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"10uF","35V"
"15uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494D156K025AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494D156K025AT/399-18800-1-ND/9642335,"","","","","","","","",CAP TANT 15UF 10% 25V 2917,"2917 (7343 Metric)","350mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.737000","",Active,"2000 Hrs @ 125°C",KEMET,T494D156K025AT,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2691",Active,"0.81","",T494,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-18800-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"15uF","25V"
"6.8uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494D685K035AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494D685K035AT/399-8479-1-ND/3472202,"","","","","","","","",CAP TANT 6.8UF 10% 35V 2917,"2917 (7343 Metric)","500mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.733000","",Active,"2000 Hrs @ 125°C",KEMET,T494D685K035AT,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2692",Active,"0.81","",T494,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-8479-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"6.8uF","35V"
"22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494D226K020AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494D226K020AT/399-18801-1-ND/9642336,"","","","","","","","",CAP TANT 22UF 10% 20V 2917,"2917 (7343 Metric)","300mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.730000","",Active,"2000 Hrs @ 125°C",KEMET,T494D226K020AT,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2693",Active,"0.81","",T494,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-18801-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","20V"
"150uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931C157KNC/478-8247-1-ND/4006076,"","","","","","","","",CAP TANT 150UF 10% 16V 2917,"2917 (7343 Metric)","600mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.118 (3.00mm)","2020-09-02 01:16:14.727000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931C157KNC,N,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2694",Active,"0.81","",F93,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-8247-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"150uF","16V"
"22uF",=Value,Datasheet,http://datasheets.avx.com/f91.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F911V226MNC/478-8111-1-ND/4005576,"","","","","","","","",CAP TANT 22UF 20% 35V 2917,"2917 (7343 Metric)","300mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.118 (3.00mm)","2020-09-02 01:16:14.723000","",Active,"",AVX Corporation,F911V226MNC,N,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2695",Active,"0.81","",F91,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-8111-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"22uF","35V"
"100uF",=Value,Datasheet,http://datasheets.avx.com/TPS_AUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD107M016T0080V/478-12125-1-ND/8605698,"","","","","","","","",CAP TANT 100UF 20% 16V 2917,"2917 (7343 Metric)","80mOhm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.713000","",Active,"2000 Hrs @ 125°C",AVX Corporation,TPSD107M016T0080V,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2696",Active,"0.73",AEC-Q200,TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-12125-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"100uF","16V"
"10uF",=Value,Datasheet,http://datasheets.avx.com/THJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/THJD106K035RJNV/478-13153-1-ND/9948668,"","","","","","","","",CAP TANT 10UF 10% 35V 2917,"2917 (7343 Metric)","1Ohm @ 100kHz","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.697000","",Active,"2000 Hrs @ 175°C",AVX Corporation,THJD106K035RJNV,D,"1",Surface Mount,-55°C ~ 175°C,"2917 (7343 Metric)",TapeAndReel,"2697",Active,"0.82",AEC-Q200,THJ,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-13153-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","35V"
"33uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJE336M025RNJ/478-12953-1-ND/9949120,"","","","","","","","",CAP TANT 33UF 20% 25V 2917,"2917 (7343 Metric)","900mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.680000","",Active,"",AVX Corporation,TAJE336M025RNJ,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2698",Active,"0.96","",TAJ,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-12953-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"33uF","25V"
"150uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F931A157KNC/478-8204-1-ND/4005911,"","","","","","","","",CAP TANT 150UF 10% 10V 2917,"2917 (7343 Metric)","600mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.118 (3.00mm)","2020-09-02 01:16:14.677000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F931A157KNC,N,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2699",Active,"0.74","",F93,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-8204-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"150uF","10V"
"10uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3D106K035C0125/718-1534-1-ND/1860009,"","","","","","","","",CAP TANT 10UF 10% 35V 2917,"2917 (7343 Metric)","125mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.670000","",Active,"",Vishay Sprague,TR3D106K035C0125,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2700",Active,"0.83","","TANTAMOUNT®, TR3","0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"718-1534-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","35V"
"150uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD157K016R0100/478-3326-1-ND/930118,"","","","","","","","",CAP TANT 150UF 10% 16V 2917,"2917 (7343 Metric)","100mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.667000","",Active,"",AVX Corporation,TPSD157K016R0100,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2701",Active,"2.58","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-3326-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"150uF","16V"
"1000uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPMD108K004R0025/478-4951-1-ND/1879548,"","","","","","","","",CAP TANT 1000UF 10% 4V 2917,"2917 (7343 Metric)","25mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.663000","",Active,"",AVX Corporation,TPMD108K004R0025,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2702",Active,"2.62","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-4951-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1000uF","4V"
"100uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME107K020R0045/478-3637-1-ND/1026352,"","","","","","","","",CAP TANT 100UF 10% 20V 2917,"2917 (7343 Metric)","45mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.660000","",Active,"",AVX Corporation,TPME107K020R0045,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2703",Active,"2.76","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-3637-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"100uF","20V"
"330uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD337M010R0150/478-4117-1-ND/1164453,"","","","","","","","",CAP TANT 330UF 20% 10V 2917,"2917 (7343 Metric)","150mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.657000","",Active,"",AVX Corporation,TPSD337M010R0150,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2704",Active,"2.68","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-4117-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"330uF","10V"
"330uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494D337M010AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494D337M010AT/399-3857-1-ND/819182,"","","","","","","","",CAP TANT 330UF 20% 10V 2917,"2917 (7343 Metric)","150mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.653000","",Active,"2000 Hrs @ 125°C",KEMET,T494D337M010AT,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2705",Active,"2.85","",T494,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-3857-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"330uF","10V"
"220uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSE227K010R0100/478-1799-1-ND/564831,"","","","","","","","",CAP TANT 220UF 10% 10V 2917,"2917 (7343 Metric)","100mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.650000","",Active,"",AVX Corporation,TPSE227K010R0100,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2706",Active,"2.85","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-1799-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"220uF","10V"
"220uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME227M016R0040/478-3635-1-ND/1026350,"","","","","","","","",CAP TANT 220UF 20% 16V 2917,"2917 (7343 Metric)","40mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.647000","",Active,"",AVX Corporation,TPME227M016R0040,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2707",Active,"3.10","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-3635-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"220uF","16V"
"22uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD226M035R0125/478-9176-1-ND/4562041,"","","","","","","","",CAP TANT 22UF 20% 35V 2917,"2917 (7343 Metric)","125mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.643000","",Active,"",AVX Corporation,TPSD226M035R0125,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2708",Active,"3.08","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9176-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"22uF","35V"
"680uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD687K004R0045/478-3078-1-ND/809591,"","","","","","","","",CAP TANT 680UF 10% 4V 2917,"2917 (7343 Metric)","45mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.637000","",Active,"",AVX Corporation,TPSD687K004R0045,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2709",Active,"3.43","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-3078-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"680uF","4V"
"470uF",=Value,Datasheet,http://www.vishay.com/docs/40047/597d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/597D477X9004V2T/718-1398-1-ND/1788630,"","","","","","","","",CAP TANT 470UF 10% 4V 2917,"2917 (7343 Metric)","30mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.079 (2.00mm)","2020-09-02 01:16:14.620000","",Active,"",Vishay Sprague,"597D477X9004V2T",V,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2710",Active,"3.38","","TANTAMOUNT®, 597D","0.299 L x 0.173 W (7.60mm x 4.40mm)",DigiKey,"718-1398-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Conformal Coated,"470uF","4V"
"220uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSE227K010R0060/478-9230-1-ND/4562095,"","","","","","","","",CAP TANT 220UF 10% 10V 2917,"2917 (7343 Metric)","60mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.617000","",Active,"",AVX Corporation,TPSE227K010R0060,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2711",Active,"3.70","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9230-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"220uF","10V"
"1000uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T495X108K004ATE030.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T495X108K004ATE030/399-5224-1-ND/1830036,"","","","","","","","",CAP TANT 1000UF 10% 4V 2917,"2917 (7343 Metric)","30mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.600000","",Active,"2000 Hrs @ 85°C",KEMET,T495X108K004ATE030,X,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2712",Active,"3.85","",T495,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-5224-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1000uF","4V"
"1500uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME158M004R0015/478-3626-1-ND/1026341,"","","","","","","","",CAP TANT 1500UF 20% 4V 2917,"2917 (7343 Metric)","15mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.597000","",Active,"",AVX Corporation,TPME158M004R0015,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2713",Active,"4.35","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-3626-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"1500uF","4V"
"100uF",=Value,Datasheet,http://datasheets.avx.com/catalogue_TRM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TRME107K020R0035/478-11130-1-ND/7536292,"","","","","","","","",CAP TANT 100UF 10% 20V 2917,"2917 (7343 Metric)","35mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.580000","",Active,"",AVX Corporation,TRME107K020R0035,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2714",Active,"4.49","",TRM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-11130-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"100uF","20V"
"220uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME227K016H0040/478-9021-1-ND/4561887,"","","","","","","","",CAP TANT 220UF 10% 16V 2917,"2917 (7343 Metric)","40mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.577000","",Active,"",AVX Corporation,TPME227K016H0040,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2715",Active,"4.49","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9021-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"220uF","16V"
"22uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPMD226M035R0070/478-9015-1-ND/4561881,"","","","","","","","",CAP TANT 22UF 20% 35V 2917,"2917 (7343 Metric)","70mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:14.573000","",Active,"",AVX Corporation,TPMD226M035R0070,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2716",Active,"4.47","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9015-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"22uF","35V"
"47uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME476M035R0055/478-9023-1-ND/4561889,"","","","","","","","",CAP TANT 47UF 20% 35V 2917,"2917 (7343 Metric)","55mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.570000","",Active,"",AVX Corporation,TPME476M035R0055,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2717",Active,"5.08","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9023-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"47uF","35V"
"220uF",=Value,Datasheet,https://content.kemet.com/datasheets/KEM_T2063_T500.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T500X227K010AG61107505/399-10453-1-ND/3945625,"","","","","","","","",CAP TANT 220UF 10% 10V 2917,"2917 (7343 Metric)","250mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.553000","",Active,"1000 Hrs @ 200°C",KEMET,T500X227K010AG61107505,X,"1",Surface Mount,-55°C ~ 200°C,"2917 (7343 Metric)",TapeAndReel,"2718",Active,"5.27","",T500,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-10453-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"220uF","10V"
"1000uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSE108M006R0100/478-6138-1-ND/2297223,"","","","","","","","",CAP TANT 1000UF 20% 6.3V 2917,"2917 (7343 Metric)","100mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.533000","",Active,"",AVX Corporation,TPSE108M006R0100,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2719",Active,"5.51","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-6138-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"1000uF","6.3V"
"33uF",=Value,Datasheet,http://datasheets.avx.com/catalogue_TRM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TRME336K035R0050/478-6259-1-ND/2499601,"","","","","","","","",CAP TANT 33UF 10% 35V 2917,"2917 (7343 Metric)","50mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:14.530000","",Active,"",AVX Corporation,TRME336K035R0050,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"2720",Active,"5.58","",TRM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-6259-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","35V"
