"Capacitance @ Vr, F","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Average Rectified (Io)","Current - Reverse Leakage @ Vr","Description","Device Package","Diode Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature - Junction","Package / Case","Packaging","PartId","Part Status","Price","Reverse Recovery Time (trr)","Series","Speed","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - DC Reverse (Vr) (Max)","Voltage - Forward (Vf) (Max) @ If"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/SK22-L~SK220-L(DO-214AA).pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/SK210-LTP/SK210-LTPMSCT-ND/4071509,"","","","","","","","","2A","1mA @ 100V",DIODE SCHOTTKY 100V 2A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.117000",Active,Micro Commercial Co,SK210-LTP,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1382",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK210-LTPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","850mV @ 2A"
"30pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/SK12-L~SK110-L(DO-214AA)-V1.pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/SK110-LTP/SK110-LTPMSCT-ND/2642059,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.110000",Active,Micro Commercial Co,SK110-LTP,"1",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1383",Active,"0.07","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK110-LTPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","850mV @ 1A"
"",=Part Number,Datasheet,http://www.vishay.com/docs/89122/b360b.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/B360B-E3-5BT/B360B-E3-5BTGICT-ND/9600410,"","","","","","","","","3A","100µA @ 60V",DIODE SCHOTTKY 60V 3A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.107000",Active,Vishay Semiconductor Diodes Division,B360B-E3/5BT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1384",Active,"0.14","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B360B-E3/5BTGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","660mV @ 3A"
"80pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/B170BQ-B180BQ-B190BQ-B1100BQ.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B170BQ-13-F/B170BQ-13-FDICT-ND/6003954,"","","","","","","","","1A","500µA @ 70V",DIODE SCHOTTKY 70V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.103000",Active,Diodes Incorporated,B170BQ-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1385",Active,"0.11","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B170BQ-13-FDICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","70V","790mV @ 1A"
"42pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/95744/vsmbrs190m3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-MBRS1100-M3-5BT/VS-MBRS1100-M3-5BTGICT-ND/8284183,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.090000",Active,Vishay Semiconductor Diodes Division,VS-MBRS1100-M3/5BT,"1",Surface Mount,-55°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"1386",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,VS-MBRS1100-M3/5BTGICT-ND,"","","","","","","","","","",SMB (DO-214AA),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","780mV @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS140T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS140T3G/MBRS140T3GOSCT-ND/918002,"","","","","","","","","1A","1mA @ 40V",DIODE SCHOTTKY 40V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.080000",Active,ON Semiconductor,MBRS140T3G,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1387",Active,"0.08","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS140T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","600mV @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS130LT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS130LT3G/MBRS130LT3GOSCT-ND/918000,"","","","","","","","","2A","1mA @ 30V",DIODE SCHOTTKY 30V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.077000",Active,ON Semiconductor,MBRS130LT3G,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1388",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS130LT3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","445mV @ 2A"
"200pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds13004.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B260-13-F/B260-FDICT-ND/815329,"","","","","","","","","2A","500µA @ 60V",DIODE SCHOTTKY 60V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.073000",Active,Diodes Incorporated,B260-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1389",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B260-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","700mV @ 2A"
"200pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds13004.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B240-13-F/B240-FDICT-ND/717809,"","","","","","","","","2A","500µA @ 40V",DIODE SCHOTTKY 40V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.070000",Active,Diodes Incorporated,B240-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1390",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B240-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","500mV @ 2A"
"",=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/SS26-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SS26T3G/SS26T3GOSCT-ND/964639,"","","","","","","","","2A","200µA @ 60V",DIODE SCHOTTKY 60V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.060000",Active,ON Semiconductor,SS26T3G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1391",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SS26T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","630mV @ 2A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS260T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS260T3G/MBRS260T3GOSCT-ND/920613,"","","","","","","","","2A","200µA @ 60V",DIODE SCHOTTKY 60V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.057000",Active,ON Semiconductor,MBRS260T3G,"1",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1392",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS260T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","630mV @ 2A"
"80pF @ 5V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30128.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B140HB-13-F/B140HB-FDICT-ND/815320,"","","","","","","","","1A","100µA @ 40V",DIODE SCHOTTKY 40V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.050000",Active,Diodes Incorporated,B140HB-13-F,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1393",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B140HB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","530mV @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/SS29-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SS24/SS24FSCT-ND/1626273,"","","","","","","","","2A","400µA @ 40V",DIODE SCHOTTKY 40V 2A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.047000",Active,ON Semiconductor,SS24,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1394",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SS24FSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","500mV @ 2A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS2040LT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS2040LT3G/MBRS2040LT3GOSCT-ND/918004,"","","","","","","","","2A","800µA @ 40V",DIODE SCHOTTKY 40V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.043000",Active,ON Semiconductor,MBRS2040LT3G,"1",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1395",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS2040LT3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","430mV @ 2A"
"250pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/SK32B-L~SK310B-L%28DO-214AA%29.pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/SK310B-LTP/SK310B-LTPMSCT-ND/2642067,"","","","","","","","","3A","500µA @ 100V",DIODE SCHOTTKY 100V 3A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.040000",Active,Micro Commercial Co,SK310B-LTP,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1396",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK310B-LTPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","850mV @ 3A"
"45pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/SK32B-SK310B(HSMB).PDF,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/SK310B-TP/SK310B-TPTR-ND/950449,"","","","","","","","","3A","500µA @ 100V",DIODE SCHOTTKY 100V 3A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.037000",Active,Micro Commercial Co,SK310B-TP,"",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1397",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK310B-TPTR-ND,"","","","","","","","","","","DO-214AA, HSMB",symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","850mV @ 3A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS1100T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS1100T3G/MBRS1100T3GOSCT-ND/917998,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.033000",Active,ON Semiconductor,MBRS1100T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"1398",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS1100T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","750mV @ 1A"
"390pF @ 5V, 1MHz",=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/VS-10BQ015-M3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-10BQ015-M3-5BT/VS-10BQ015-M3-5BTGICT-ND/4810669,"","","","","","","","","1A","500µA @ 15V",DIODE SCHOTTKY 15V 1A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.030000",Active,Vishay Semiconductor Diodes Division,VS-10BQ015-M3/5BT,"1",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1399",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,VS-10BQ015-M3/5BTGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","15V","390mV @ 2A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MBRS240LT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MBRS240LT3G/MBRS240LT3GOSCT-ND/918005,"","","","","","","","","2A","2mA @ 40V",DIODE SCHOTTKY 40V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.027000",Active,ON Semiconductor,MBRS240LT3G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1400",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MBRS240LT3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","430mV @ 2A"
"80pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30018.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B1100B-13-F/B1100B-FDICT-ND/768809,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.017000",Active,Diodes Incorporated,B1100B-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1401",Active,"0.12","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B1100B-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","790mV @ 1A"
"",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/9d/f4/fa/9f/2c/39/45/91/CD00270569.pdf/files/CD00270569.pdf/jcr:content/translations/en.CD00270569.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/STPS340UY/497-13432-1-ND/3770079,"","","","","","","","","3A","20µA @ 40V",DIODE SCHOTTKY 40V 3A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.010000",Active,STMicroelectronics,STPS340UY,"1",Surface Mount,-40°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1402",Active,"0.30","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"497-13432-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","630mV @ 3A"
"120pF @ 4V, 1MHz",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSH2-20_40_60_100.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMSH2-60-TR13-PBFREE/1514-CMSH2-60TR13PBFREECT-ND/4807115,"","","","","","","","","2A","500µA @ 60V",DIODE SCHOTTKY 60V 2A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.003000",Active,Central Semiconductor Corp,CMSH2-60 TR13 PBFREE,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1403",Active,"0.47","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"1514-CMSH2-60TR13PBFREECT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","700mV @ 2A"
"",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/SK12-L~SK110-L(DO-214AA)-V1.pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/SK18-LTP/SK18-LTPMSCT-ND/2642065,"","","","","","","","","1A","500µA @ 80V",DIODE SCHOTTKY 80V 1A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53",Active,Micro Commercial Co,SK18-LTP,"1",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1404",Active,"0.07","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK18-LTPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","80V","850mV @ 1A"
"",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/SS22%20SERIES_L1705.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/SS210-R5G/SS210R5GCT-ND/7359490,"","","","","","","","","2A","100µA @ 100V",DIODE SCHOTTKY 100V 2A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.997000",Active,Taiwan Semiconductor Corporation,SS210 R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1405",Active,"0.17","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SS210R5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","850mV @ 2A"
"",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/SK52B%20SERIES_O1705.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/SK56B-R5G/SK56BR5GCT-ND/7358679,"","","","","","","","","5A","500µA @ 60V",DIODE SCHOTTKY 60V 5A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.993000",Active,Taiwan Semiconductor Corporation,SK56B R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1406",Active,"0.23","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SK56BR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","750mV @ 5A"
"",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/cd/aa/ab/c0/7c/61/45/5e/DM00058656.pdf/files/DM00058656.pdf/jcr:content/translations/en.DM00058656.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/STPS160UY/497-13277-1-ND/3661738,"","","","","","","","","1A","4µA @ 60V",DIODE SCHOTTKY 60V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.990000",Active,STMicroelectronics,STPS160UY,"1",Surface Mount,-40°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1407",Active,"0.45","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"497-13277-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","670mV @ 1A"
"230pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/89933/vssb410s-m3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VSSB410S-M3-52T/VSSB410S-M3-52TGICT-ND/4810754,"","","","","","","","","1.9A (DC)","250µA @ 100V",DIODE SCHOTTKY 100V 1.9A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.987000",Active,Vishay Semiconductor Diodes Division,VSSB410S-M3/52T,"1",Surface Mount,-40°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1408",Active,"0.19","",TMBS®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,VSSB410S-M3/52TGICT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","770mV @ 4A"
"110pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds13002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B130B-13-F/B130B-FDICT-ND/815317,"","","","","","","","","1A","500µA @ 30V",DIODE SCHOTTKY 30V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.970000",Active,Diodes Incorporated,B130B-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1409",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B130B-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 1A"
"110pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds13002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B120B-13-F/B120B-FDICT-ND/806560,"","","","","","","","","1A","500µA @ 20V",DIODE SCHOTTKY 20V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.967000",Active,Diodes Incorporated,B120B-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1410",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B120B-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","20V","500mV @ 1A"
"100pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30077.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/B1100LB-13-F/B1100LB-FDICT-ND/815316,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.963000",Active,Diodes Incorporated,B1100LB-13-F,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"1411",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,B1100LB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","750mV @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/SS29-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SS23/SS23CT-ND/965730,"","","","","","","","","2A","400µA @ 30V",DIODE SCHOTTKY 30V 2A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.953000",Active,ON Semiconductor,SS23,"1",Surface Mount,-65°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"1412",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SS23CT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 2A"
