"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Package / Case","Packaging","Part Status","Price","RF Type","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1190,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/CC1190RGVR/296-36922-2-ND/2353334,"","","","","","","","",IC RF FRONT-END 16VQFN,"16-VQFN Exposed Pad","",footprints/Leadless - QFN/PCB - LEADLESS - QFN - TI VQFN-16 4X4MM RGV.PCBLIB,"","",TI VQFN-16 4X4MM RGV,"","","850MHz ~ 950MHz","2019-12-14 18:10:21.853000","0",Texas Instruments,CC1190RGVR,"1","16-VQFN Exposed Pad",TapeAndReel,Active,"1.46",ISM,-,DigiKey,"296-36922-2-ND","","","","","","","","","","","16-VQFN (4x4)",symbols/RF - Amplifier/SCH - RF - AMPLIFIER - TI CC1190.SCHLIB,TI CC1190,"",""
