"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Reverse Leakage @ Vr","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Impedance (Max) (Zzt)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Forward (Vf) (Max) @ If","Voltage - Zener (Nom) (Vz)"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5945BT3G/1SMB5945BT3GOSCT-ND/2120529,"","","","","","","","","1µA @ 51.7V",DIODE ZENER 68V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","120 Ohms","2020-09-02 01:19:14.440000",Active,ON Semiconductor,"1SMB5945BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1098",Active,"3W","0.09",-,DigiKey,"1SMB5945BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","68V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5938BT3G/1SMB5938BT3GOSCT-ND/917739,"","","","","","","","","1µA @ 27.4V",DIODE ZENER 36V 550MW SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","38 Ohms","2020-09-02 01:19:14.440000",Active,ON Semiconductor,"1SMB5938BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1099",Active,"550mW","0.09",-,DigiKey,"1SMB5938BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","36V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5917BT3G/1SMB5917BT3GOSCT-ND/917720,"","","","","","","","","5µA @ 1.5V",DIODE ZENER 4.7V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","5 Ohms","2020-09-02 01:19:14.437000",Active,ON Semiconductor,"1SMB5917BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1100",Active,"3W","0.10",-,DigiKey,"1SMB5917BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","4.7V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5928BT3G/1SMB5928BT3GOSCT-ND/917730,"","","","","","","","","1µA @ 9.9V",DIODE ZENER 13V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","7 Ohms","2020-09-02 01:19:14.433000",Active,ON Semiconductor,"1SMB5928BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1101",Active,"3W","0.10",-,DigiKey,"1SMB5928BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","13V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5913BT3G/1SMB5913BT3GOSCT-ND/917716,"","","","","","","","","100µA @ 1V",DIODE ZENER 3.3V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","10 Ohms","2020-09-02 01:19:14.433000",Active,ON Semiconductor,"1SMB5913BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1102",Active,"3W","0.10",-,DigiKey,"1SMB5913BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","3.3V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5941BT3G/1SMB5941BT3GOSCT-ND/917741,"","","","","","","","","1µA @ 35.8V",DIODE ZENER 47V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","67 Ohms","2020-09-02 01:19:14.430000",Active,ON Semiconductor,"1SMB5941BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1103",Active,"3W","0.10",-,DigiKey,"1SMB5941BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","47V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5932BT3G/1SMB5932BT3GOSCT-ND/917734,"","","","","","","","","1µA @ 15.2V",DIODE ZENER 20V 550MW SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","14 Ohms","2020-09-02 01:19:14.427000",Active,ON Semiconductor,"1SMB5932BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1104",Active,"550mW","0.10",-,DigiKey,"1SMB5932BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","20V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5923BT3G/1SMB5923BT3GOSCT-ND/917726,"","","","","","","","","5µA @ 6.5V",DIODE ZENER 8.2V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","3.5 Ohms","2020-09-02 01:19:14.420000",Active,ON Semiconductor,"1SMB5923BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1105",Active,"3W","0.10",-,DigiKey,"1SMB5923BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","8.2V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5929BT3G/1SMB5929BT3GOSCT-ND/917731,"","","","","","","","","1µA @ 11.4V",DIODE ZENER 15V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","9 Ohms","2020-09-02 01:19:14.417000",Active,ON Semiconductor,"1SMB5929BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1106",Active,"3W","0.10",-,DigiKey,"1SMB5929BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","15V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5930BT3G/1SMB5930BT3GOSCT-ND/917732,"","","","","","","","","1µA @ 12.2V",DIODE ZENER 16V 550MW SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","10 Ohms","2020-09-02 01:19:14.413000",Active,ON Semiconductor,"1SMB5930BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1107",Active,"550mW","0.10",-,DigiKey,"1SMB5930BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","16V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5953BT3G/1SMB5953BT3GOSCT-ND/1967023,"","","","","","","","","1µA @ 114V",DIODE ZENER 150V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","600 Ohms","2020-09-02 01:19:14.410000",Active,ON Semiconductor,"1SMB5953BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1108",Active,"3W","0.10",-,DigiKey,"1SMB5953BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","150V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5925BT3G/1SMB5925BT3GOSCT-ND/917728,"","","","","","","","","5µA @ 8V",DIODE ZENER 10V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","4.5 Ohms","2020-09-02 01:19:14.407000",Active,ON Semiconductor,"1SMB5925BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1109",Active,"3W","0.10",-,DigiKey,"1SMB5925BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","10V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SMB5913BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/1SMB5944BT3G/1SMB5944BT3GOSCT-ND/1967019,"","","","","","","","","1µA @ 47.1V",DIODE ZENER 62V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","100 Ohms","2020-09-02 01:19:14.403000",Active,ON Semiconductor,"1SMB5944BT3G","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1110",Active,"3W","0.10",-,DigiKey,"1SMB5944BT3GOSCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","62V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds32125.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/1SMB5920B-13/1SMB5920B-13DICT-ND/2652459,"","","","","","","","","5µA @ 4V",DIODE ZENER 6.2V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2 Ohms","2020-09-02 01:19:14.397000",Active,Diodes Incorporated,"1SMB5920B-13","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1111",Active,"3W","0.12",-,DigiKey,"1SMB5920B-13DICT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","6.2V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds32125.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/1SMB5921B-13/1SMB5921B13DICT-ND/2714067,"","","","","","","","","5µA @ 5.2V",DIODE ZENER 6.8V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2.5 Ohms","2020-09-02 01:19:14.397000",Active,Diodes Incorporated,"1SMB5921B-13","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1112",Active,"3W","0.12",-,DigiKey,"1SMB5921B13DICT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","6.8V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds32125.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/1SMB5923B-13/1SMB5923B13DICT-ND/2714069,"","","","","","","","","5µA @ 6.5V",DIODE ZENER 8.2V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","3.5 Ohms","2020-09-02 01:19:14.390000",Active,Diodes Incorporated,"1SMB5923B-13","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1113",Active,"3W","0.12",-,DigiKey,"1SMB5923B13DICT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","8.2V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds32125.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/1SMB5925B-13/1SMB5925B13DICT-ND/2714071,"","","","","","","","","5µA @ 8V",DIODE ZENER 10V 3W SMB,"",footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","4.5 Ohms","2020-09-02 01:19:14.387000",Active,Diodes Incorporated,"1SMB5925B-13","1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"1114",Active,"3W","0.12",-,DigiKey,"1SMB5925B13DICT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.5V @ 200mA","10V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5349B-G/641-1555-1-ND/5013760,"","","","","","","","","2µA @ 9.1V",DIODE ZENER 12V 5W SMC,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2.5 Ohms","2020-09-02 01:19:15.723000",Active,Comchip Technology,ACZRC5349B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1115",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-1555-1-ND","","","","","","","","","","",SMC (DO-214AB),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","12V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5353-R7G/1PGSMC5353R7GCT-ND/7623261,"","","","","","","","","1µA @ 12.2V",DIODE ZENER 16V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","3 Ohms","2020-09-02 01:19:15.720000",Active,Taiwan Semiconductor Corporation,"1PGSMC5353 R7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",CutTape,"1116",Active,"5W","0.80",-,DigiKey,"1PGSMC5353R7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","16V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5353HR7G/1PGSMC5353HR7GCT-ND/7623264,"","","","","","","","","1µA @ 12.2V",DIODE ZENER 16V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","3 Ohms","2020-09-02 01:19:15.717000",Active,Taiwan Semiconductor Corporation,"1PGSMC5353HR7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",CutTape,"1117",Active,"5W","0.80",-,DigiKey,"1PGSMC5353HR7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","16V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5358-R7G/1PGSMC5358R7GCT-ND/7623267,"","","","","","","","","500nA @ 16.7V",DIODE ZENER 22V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","4 Ohms","2020-09-02 01:19:15.713000",Active,Taiwan Semiconductor Corporation,"1PGSMC5358 R7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",CutTape,"1118",Active,"5W","0.80",-,DigiKey,"1PGSMC5358R7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","22V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5358HR7G/1PGSMC5358HR7GCT-ND/7623270,"","","","","","","","","500nA @ 16.7V",DIODE ZENER 22V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","4 Ohms","2020-09-02 01:19:15.710000",Active,Taiwan Semiconductor Corporation,"1PGSMC5358HR7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",CutTape,"1119",Active,"5W","0.80",-,DigiKey,"1PGSMC5358HR7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","22V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5340B-G/641-2062-1-ND/10131648,"","","","","","","","","1µA @ 3V",DIODE ZENER 6V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","1 Ohms","2020-09-02 01:19:15.703000",Active,Comchip Technology,ACZRC5340B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1120",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-2062-1-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","6V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5361B-G/641-1913-1-ND/7100808,"","","","","","","","","500nA @ 20.6V",ZENER DIODES 27V 5W SMC AEC-Q101,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","5 Ohms","2020-09-02 01:19:15.700000",Active,Comchip Technology,ACZRC5361B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1121",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-1913-1-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","27V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5366B-G/641-1558-1-ND/5013763,"","","","","","","","","500nA @ 29.7V",DIODE ZENER 39V 5W SMC,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","14 Ohms","2020-09-02 01:19:15.697000",Active,Comchip Technology,ACZRC5366B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1122",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-1558-1-ND","","","","","","","","","","",SMC (DO-214AB),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","39V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5341B-G/641-1989-1-ND/9598484,"","","","","","","","","1µA @ 3V",DIODE ZENER 6.2V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","1 Ohms","2020-09-02 01:19:15.693000",Active,Comchip Technology,ACZRC5341B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1123",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-1989-1-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","6.2V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5370B-G/641-1916-1-ND/7100811,"","","","","","","","","500nA @ 42.6V",ZENER DIODES 56V 5W SMC AEC-Q101,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","35 Ohms","2020-09-02 01:19:15.690000",Active,Comchip Technology,ACZRC5370B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1124",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-1916-1-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","56V"
=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/ACZRC53xxB-G%20Series%20RevD.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/ACZRC5368B-G/641-1914-1-ND/7100809,"","","","","","","","","500nA @ 35.8V",ZENER DIODES 47V 5W SMC AEC-Q101,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","25 Ohms","2020-09-02 01:19:15.683000",Active,Comchip Technology,ACZRC5368B-G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"1125",Active,"5W","0.26","Automotive, AEC-Q101",DigiKey,"641-1914-1-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1.2V @ 1A","47V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5352HR7G/1PGSMC5352HR7GCT-ND/7623258,"","","","","","","","","1µA @ 11.5V",DIODE ZENER 15V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","3 Ohms","2020-09-02 01:19:15.680000",Active,Taiwan Semiconductor Corporation,"1PGSMC5352HR7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",TapeAndReel,"1126",Active,"5W","0.39",-,DigiKey,"1PGSMC5352HR7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","15V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5349HR7G/1PGSMC5349HR7GCT-ND/7623252,"","","","","","","","","2µA @ 9.1V",DIODE ZENER 12V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","3 Ohms","2020-09-02 01:19:15.677000",Active,Taiwan Semiconductor Corporation,"1PGSMC5349HR7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",TapeAndReel,"1127",Active,"5W","0.39",-,DigiKey,"1PGSMC5349HR7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","12V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5349-R7G/1PGSMC5349R7GCT-ND/7623249,"","","","","","","","","2µA @ 9.1V",DIODE ZENER 12V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","3 Ohms","2020-09-02 01:19:15.673000",Active,Taiwan Semiconductor Corporation,"1PGSMC5349 R7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",TapeAndReel,"1128",Active,"5W","0.39",-,DigiKey,"1PGSMC5349R7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","12V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/1PGSMC5348%20SERIES_B1805.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/1PGSMC5352-R7G/1PGSMC5352R7GCT-ND/7623255,"","","","","","","","","1µA @ 11.5V",DIODE ZENER 15V 5W DO214AB,"",footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","3 Ohms","2020-09-02 01:19:15.667000",Active,Taiwan Semiconductor Corporation,"1PGSMC5352 R7G","1",Surface Mount,-55°C ~ 175°C (TJ),"DO-214AB, SMC",TapeAndReel,"1129",Active,"5W","0.39",-,DigiKey,"1PGSMC5352R7GCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","15V"
