"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Reverse Leakage @ Vr","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Impedance (Max) (Zzt)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Forward (Vf) (Max) @ If","Voltage - Zener (Nom) (Vz)"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31987.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DDZ2V4BSF-7/DDZ2V4BSF-7DICT-ND/3191477,"","","","","","","","","120µA @ 1V",DIODE ZENER 2.53V 500MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","100 Ohms","2020-09-02 01:19:31.387000",Active,Diodes Incorporated,DDZ2V4BSF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3143",Active,"500mW","0.04",-,DigiKey,DDZ2V4BSF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±4%,"","","900mV @ 10mA","2.53V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31987.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DDZ16BSF-7/DDZ16BSF-7DICT-ND/3193427,"","","","","","","","","70nA @ 14.5V",DIODE ZENER 15.65V 500MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","40 Ohms","2020-09-02 01:19:31.383000",Active,Diodes Incorporated,DDZ16BSF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3144",Active,"500mW","0.04",-,DigiKey,DDZ16BSF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±3%,"","","900mV @ 10mA","15.65V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31987.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DDZ15BSF-7/DDZ15BSF-7DICT-ND/2346776,"","","","","","","","","70nA @ 13.2V",DIODE ZENER 14.26V 500MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","40 Ohms","2020-09-02 01:19:31.380000",Active,Diodes Incorporated,DDZ15BSF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3145",Active,"500mW","0.04",-,DigiKey,DDZ15BSF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±3%,"","","900mV @ 10mA","14.26V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31987.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DDZ4V7BSF-7/DDZ4V7BSF-7DICT-ND/3193466,"","","","","","","","","10µA @ 1V",DIODE ZENER 4.68V 500MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","130 Ohms","2020-09-02 01:19:31.373000",Active,Diodes Incorporated,DDZ4V7BSF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3146",Active,"500mW","0.04",-,DigiKey,DDZ4V7BSF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±3%,"","","900mV @ 10mA","4.68V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31987.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DDZ18BSF-7/DDZ18BSF-7DICT-ND/2522267,"","","","","","","","","70nA @ 16V",DIODE ZENER 17.26V 500MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","45 Ohms","2020-09-02 01:19:31.370000",Active,Diodes Incorporated,DDZ18BSF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3147",Active,"500mW","0.04",-,DigiKey,DDZ18BSF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±3%,"","","900mV @ 10mA","17.26V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31987.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DDZ2V7BSF-7/DDZ2V7BSF-7DICT-ND/3191472,"","","","","","","","","120µA @ 1V",DIODE ZENER 2.8V 500MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","110 Ohms","2020-09-02 01:19:31.367000",Active,Diodes Incorporated,DDZ2V7BSF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3148",Active,"500mW","0.04",-,DigiKey,DDZ2V7BSF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±4%,"","","900mV @ 10mA","2.8V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MM3Z9V1B-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MM3Z43VB/MM3Z43VBCT-ND/1626887,"","","","","","","","","45nA @ 30.1V",DIODE ZENER 43V 200MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","141 Ohms","2020-09-02 01:19:31.363000",Active,ON Semiconductor,MM3Z43VB,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3149",Active,"200mW","0.04",-,DigiKey,MM3Z43VBCT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1V @ 10mA","43V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MM3Z9V1C-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MM3Z30VC/MM3Z30VCCT-ND/1626872,"","","","","","","","","45nA @ 21V",DIODE ZENER 30V 200MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","75 Ohms","2020-09-02 01:19:31.360000",Active,ON Semiconductor,MM3Z30VC,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3150",Active,"200mW","0.04",-,DigiKey,MM3Z30VCCT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","1V @ 10mA","30V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/D3ZxVxBF.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/D3Z3V0BF-7/D3Z3V0BF-7DICT-ND/3463870,"","","","","","","","","10µA @ 1V",DIODE ZENER 2.96V 400MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","95 Ohms","2020-09-02 01:19:31.353000",Active,Diodes Incorporated,D3Z3V0BF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",CutTape,"3151",Active,"400mW","0.22",-,DigiKey,D3Z3V0BF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±4%,"","","1.1V @ 100mA","2.96V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/D3ZxVxBF.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/D3Z20BF-7/D3Z20BF-7DITR-ND/3463890,"","","","","","","","","50nA @ 15V",DIODE ZENER 19.96V 400MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","20 Ohms","2020-09-02 01:19:31.350000",Active,Diodes Incorporated,D3Z20BF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",CutTape,"3152",Active,"400mW","0.22",-,DigiKey,D3Z20BF-7DITR-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","19.96V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/D3ZxVxBF.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/D3Z5V6BF-7/D3Z5V6BF-7DICT-ND/3463877,"","","","","","","","","1µA @ 2.5V",DIODE ZENER 5.61V 400MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","50 Ohms","2020-09-02 01:19:31.347000",Active,Diodes Incorporated,D3Z5V6BF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",CutTape,"3153",Active,"400mW","0.22",-,DigiKey,D3Z5V6BF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","5.61V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/D3ZxVxBF.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/D3Z4V7BF-7/D3Z4V7BF-7DICT-ND/3463875,"","","","","","","","","2µA @ 1V",DIODE ZENER 4.65V 400MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","90 Ohms","2020-09-02 01:19:31.343000",Active,Diodes Incorporated,D3Z4V7BF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",CutTape,"3154",Active,"400mW","0.22",-,DigiKey,D3Z4V7BF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","4.65V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PZUXB_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PZU3.3B2115/1727-3728-1-ND/1163181,"","","","","","","","","5µA @ 1V",DIODE ZENER 3.3V 310MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","95 Ohms","2020-09-02 01:19:31.340000",Active,Nexperia USA Inc.,"PZU3.3B2,115","1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3155",Active,"310mW","0.08",-,DigiKey,"1727-3728-1-ND","","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","3.3V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/D3ZxVxBF.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/D3Z6V2BF-7/D3Z6V2BF-7DICT-ND/3463878,"","","","","","","","","500nA @ 3V",DIODE ZENER 6.2V 400MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","50 Ohms","2020-09-02 01:19:31.330000",Active,Diodes Incorporated,D3Z6V2BF-7,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3156",Active,"400mW","0.04",-,DigiKey,D3Z6V2BF-7DICT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","6.2V"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MM3Z9V1B-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MM3Z5V6B/MM3Z5V6BCT-ND/1626901,"","","","","","","","","900nA @ 2V",DIODE ZENER 5.6V 200MW SOD323F,"",footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","37 Ohms","2020-09-02 01:19:31.327000",Active,ON Semiconductor,MM3Z5V6B,"1",Surface Mount,-65°C ~ 150°C,"SC-90, SOD-323F",TapeAndReel,"3157",Active,"200mW","0.04",-,DigiKey,MM3Z5V6BCT-ND,"","","","","","","","","","",SOD-323F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1V @ 10mA","5.6V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/EDZV16B/edzvt2r16b-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/EDZVT2R16B/EDZVT2R16BCT-ND/4571382,"","","","","","","","","100nA @ 12V",DIODE ZENER 16V 150MW EMD2,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","50 Ohms","2020-09-02 01:19:35.477000",Active,Rohm Semiconductor,EDZVT2R16B,"1",Surface Mount,-55°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3158",Active,"150mW","0.04",-,DigiKey,EDZVT2R16BCT-ND,"","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","","16V"
=Part Number,Datasheet,https://www.rohm.com/datasheet/EDZV10B/edzvt2r10b-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/EDZVT2R8.2B/EDZVT2R8.2BCT-ND/5319648,"","","","","","","","","500nA @ 5V",DIODE ZENER 8.2V 150MW EMD2,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","30 Ohms","2020-09-02 01:19:35.470000",Active,Rohm Semiconductor,EDZVT2R8.2B,"1",Surface Mount,-55°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3159",Active,"150mW","0.04",-,DigiKey,EDZVT2R8.2BCT-ND,"","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","","8.2V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30502.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BZT52C6V8T-7/BZT52C6V8T-7DICT-ND/765653,"","","","","","","","","2µA @ 4V",DIODE ZENER 6.8V 300MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","15 Ohms","2020-09-02 01:19:35.467000",Active,Diodes Incorporated,BZT52C6V8T-7,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3160",Active,"300mW","0.04",-,DigiKey,BZT52C6V8T-7DICT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","900mV @ 10mA","6.8V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30502.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BZT52C13T-7/BZT52C13TDICT-ND/765648,"","","","","","","","","100nA @ 8V",DIODE ZENER 13V 300MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","30 Ohms","2020-09-02 01:19:35.463000",Active,Diodes Incorporated,BZT52C13T-7,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3161",Active,"300mW","0.04",-,DigiKey,BZT52C13TDICT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","900mV @ 10mA","13V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BZT585B13T-7/BZT585B13T-7DICT-ND/4810959,"","","","","","","","","100nA @ 8V",DIODE ZENER 13V 350MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","10 Ohms","2020-09-02 01:19:35.460000",Active,Diodes Incorporated,BZT585B13T-7,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3162",Active,"350mW","0.04",-,DigiKey,BZT585B13T-7DICT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","13V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BZT585B11T-7/BZT585B11T-7DICT-ND/4810957,"","","","","","","","","100nA @ 8V",DIODE ZENER 11V 350MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","10 Ohms","2020-09-02 01:19:35.457000",Active,Diodes Incorporated,BZT585B11T-7,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3163",Active,"350mW","0.04",-,DigiKey,BZT585B11T-7DICT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","1.1V @ 100mA","11V"
=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/BZT52C5V1T-TP/BZT52C5V1T-TPMSCT-ND/1960756,"","","","","","","","","2µA @ 2V",DIODE ZENER 5.1V 100MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","60 Ohms","2020-09-02 01:19:35.453000",Active,Micro Commercial Co,BZT52C5V1T-TP,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3164",Active,"100mW","0.04",-,DigiKey,BZT52C5V1T-TPMSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","900mV @ 10mA","5.1V"
=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/BZT52C12T-TP/BZT52C12T-TPMSCT-ND/1960748,"","","","","","","","","100nA @ 8V",DIODE ZENER 12V 100MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","25 Ohms","2020-09-02 01:19:35.450000",Active,Micro Commercial Co,BZT52C12T-TP,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3165",Active,"100mW","0.03",-,DigiKey,BZT52C12T-TPMSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","12V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/BZX584B5V1%20SERIES_C1711.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/BZX584B6V2-RSG/BZX584B6V2RSGCT-ND/10314289,"","","","","","","","","3µA @ 4V",SOD-523F 150MW 2% ZENER DIODE,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","10 Ohms","2020-09-02 01:19:35.447000",Active,Taiwan Semiconductor Corporation,BZX584B6V2 RSG,"1",Surface Mount,"150°C (TJ)","SC-79, SOD-523",TapeAndReel,"3166",Active,"150mW","0.06",-,DigiKey,BZX584B6V2RSGCT-ND,"","","","","","","","","","",SOD-523F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","6.2V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/BZX584B5V1%20SERIES_C1711.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/BZX584B15-RSG/BZX584B15RSGCT-ND/10314290,"","","","","","","","","100nA @ 10.5V",SOD-523F 150MW 2% ZENER DIODE,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","30 Ohms","2020-09-02 01:19:35.443000",Active,Taiwan Semiconductor Corporation,BZX584B15 RSG,"1",Surface Mount,"150°C (TJ)","SC-79, SOD-523",TapeAndReel,"3167",Active,"150mW","0.06",-,DigiKey,BZX584B15RSGCT-ND,"","","","","","","","","","",SOD-523F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","","15V"
=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/BZX584B5V1%20SERIES_C1711.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/BZX584B20-RSG/BZX584B20RSGCT-ND/10314291,"","","","","","","","","100nA @ 14V",SOD-523F 150MW 2% ZENER DIODE,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","55 Ohms","2020-09-02 01:19:35.440000",Active,Taiwan Semiconductor Corporation,BZX584B20 RSG,"1",Surface Mount,"150°C (TJ)","SC-79, SOD-523",TapeAndReel,"3168",Active,"150mW","0.06",-,DigiKey,BZX584B20RSGCT-ND,"","","","","","","","","","",SOD-523F,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","","20V"
=Part Number,Datasheet,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BZX584C5V6-V-G-08/BZX584C5V6-V-G-08GICT-ND/8564948,"","","","","","","","","1µA @ 2V",DIODE ZENER 5.6V 200MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","40 Ohms","2020-09-02 01:19:35.437000",Active,Vishay Semiconductor Diodes Division,BZX584C5V6-V-G-08,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3169",Active,"200mW","0.06",-,DigiKey,BZX584C5V6-V-G-08GICT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","5.6V"
=Part Number,Datasheet,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BZX584C7V5-V-G-08/BZX584C7V5-V-G-08GICT-ND/8564950,"","","","","","","","","1µA @ 5V",DIODE ZENER 7.5V 200MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","15 Ohms","2020-09-02 01:19:35.433000",Active,Vishay Semiconductor Diodes Division,BZX584C7V5-V-G-08,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3170",Active,"200mW","0.06",-,DigiKey,BZX584C7V5-V-G-08GICT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","","7.5V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MM5Z2V4T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SZMM5Z7V5T1G/SZMM5Z7V5T1GOSCT-ND/9087876,"","","","","","","","","1µA @ 5V",DIODE ZENER 7.5V 500MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","15 Ohms","2020-09-02 01:19:35.430000",Active,ON Semiconductor,SZMM5Z7V5T1G,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3171",Active,"500mW","0.07","Automotive, AEC-Q101",DigiKey,SZMM5Z7V5T1GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","900mV @ 10mA","7.5V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MM5Z2V4T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SZMM5Z16VT1G/SZMM5Z16VT1GOSCT-ND/8539020,"","","","","","","","","50nA @ 11.2V",DIODE ZENER 16V 500MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","40 Ohms","2020-09-02 01:19:35.423000",Active,ON Semiconductor,SZMM5Z16VT1G,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3172",Active,"500mW","0.07","Automotive, AEC-Q101",DigiKey,SZMM5Z16VT1GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","900mV @ 10mA","16V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MM5Z2V4T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SZMM5Z15VT1G/SZMM5Z15VT1GOSCT-ND/8539019,"","","","","","","","","50nA @ 10.5V",DIODE ZENER 15V 500MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","30 Ohms","2020-09-02 01:19:35.420000",Active,ON Semiconductor,SZMM5Z15VT1G,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3173",Active,"500mW","0.09","Automotive, AEC-Q101",DigiKey,SZMM5Z15VT1GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","15V"
=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MM5Z2V4T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SZMM5Z2V4T1G/SZMM5Z2V4T1GOSCT-ND/9087870,"","","","","","","","","50µA @ 1V",DIODE ZENER 2.4V 500MW SOD523,"",footprints/Diodes/PCB - DIODES - SOD523F.PCBLIB,"","",SOD523F,"","","100 Ohms","2020-09-02 01:19:35.417000",Active,ON Semiconductor,SZMM5Z2V4T1G,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"3174",Active,"500mW","0.09","Automotive, AEC-Q101",DigiKey,SZMM5Z2V4T1GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±8.3%,"","","900mV @ 10mA","2.4V"
