"Applications","Circuit Type","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Pins","Number of Resistors","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power Per Element","Price","Resistance (Ohms)","Resistor Matching Ratio","Resistor-Ratio-Drift","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0747KL/YC164J-47KCT-ND/1005717,"","","","","","","","",RES ARRAY 4 RES 47K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.690000",Active,Yageo,YC164-JR-0747KL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"244",Active,"62.5mW","0.01","47k","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-47KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0747RL/YC164J-47CT-ND/1005645,"","","","","","","","",RES ARRAY 4 RES 47 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.683000",Active,Yageo,YC164-JR-0747RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"245",Active,"62.5mW","0.01","47","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-47CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-07680RL/YC164J-680CT-ND/1005675,"","","","","","","","",RES ARRAY 4 RES 680 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.680000",Active,Yageo,YC164-JR-07680RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"246",Active,"62.5mW","0.01","680","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-680CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-072K2L/YC164J-2.2KCT-ND/1005687,"","","","","","","","",RES ARRAY 4 RES 2.2K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.677000",Active,Yageo,YC164-JR-072K2L,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"247",Active,"62.5mW","0.01","2.2k","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-2.2KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-07470RL/YC164J-470CT-ND/1005671,"","","","","","","","",RES ARRAY 4 RES 470 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.670000",Active,Yageo,YC164-JR-07470RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"248",Active,"62.5mW","0.01","470","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-470CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0751RL/YC164J-51CT-ND/1005646,"","","","","","","","",RES ARRAY 4 RES 51 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.667000",Active,Yageo,YC164-JR-0751RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"249",Active,"62.5mW","0.01","51","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-51CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0715KL/YC164J-15KCT-ND/1005706,"","","","","","","","",RES ARRAY 4 RES 15K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.663000",Active,Yageo,YC164-JR-0715KL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"250",Active,"62.5mW","0.01","15k","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-15KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-071K5L/YC164J-1.5KCT-ND/1005683,"","","","","","","","",RES ARRAY 4 RES 1.5K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.660000",Active,Yageo,YC164-JR-071K5L,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"251",Active,"62.5mW","0.01","1.5k","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-1.5KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0720KL/YC164J-20KCT-ND/1005709,"","","","","","","","",RES ARRAY 4 RES 20K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.657000",Active,Yageo,YC164-JR-0720KL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"252",Active,"62.5mW","0.01","20k","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-20KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0722KL/YC164J-22KCT-ND/1005710,"","","","","","","","",RES ARRAY 4 RES 22K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.633000",Active,Yageo,YC164-JR-0722KL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"253",Active,"62.5mW","0.01","22k","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-22KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0768RL/YC164J-68CT-ND/1005651,"","","","","","","","",RES ARRAY 4 RES 68 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.630000",Active,Yageo,YC164-JR-0768RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"254",Active,"62.5mW","0.01","68","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-68CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0739RL/YC164J-39CT-ND/1005643,"","","","","","","","",RES ARRAY 4 RES 39 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.627000",Active,Yageo,YC164-JR-0739RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"255",Active,"62.5mW","0.01","39","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-39CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-07150RL/YC164J-150CT-ND/1005660,"","","","","","","","",RES ARRAY 4 RES 150 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.623000",Active,Yageo,YC164-JR-07150RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"256",Active,"62.5mW","0.01","150","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-150CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-07390RL/YC164J-390CT-ND/1005669,"","","","","","","","",RES ARRAY 4 RES 390 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.620000",Active,Yageo,YC164-JR-07390RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"257",Active,"62.5mW","0.01","390","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-390CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-0756RL/YC164J-56CT-ND/1005648,"","","","","","","","",RES ARRAY 4 RES 56 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.617000",Active,Yageo,YC164-JR-0756RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"258",Active,"62.5mW","0.01","56","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-56CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-07270RL/YC164J-270CT-ND/1005666,"","","","","","","","",RES ARRAY 4 RES 270 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.610000",Active,Yageo,YC164-JR-07270RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"259",Active,"62.5mW","0.01","270","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-270CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-07200RL/YC164J-200CT-ND/1005663,"","","","","","","","",RES ARRAY 4 RES 200 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.607000",Active,Yageo,YC164-JR-07200RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"260",Active,"62.5mW","0.01","200","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-200CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-JR-070RL/YC164J-0.0CT-ND/1005619,"","","","","","","","",RES ARRAY 4 RES ZERO OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.587000",Active,Yageo,YC164-JR-070RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"261",Active,"62.5mW","0.01","","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164J-0.0CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),"",Jumper,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY16-1001F4LF/CAY16-1001F4LFCT-ND/3437891,"","","","","","","","",RES ARRAY 4 RES 1K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.024 (0.60mm)","2020-09-02 01:23:23.583000",Active,Bourns Inc.,CAY16-1001F4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"262",Active,"62.5mW","0.02","1k","","",CAY16,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,CAY16-1001F4LFCT-ND,"","","","","","","","","","","1206",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY16-49R9F4LF/CAY16-49R9F4LFCT-ND/3437972,"","","","","","","","",RES ARRAY 4 RES 49.9 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.024 (0.60mm)","2020-09-02 01:23:23.580000",Active,Bourns Inc.,CAY16-49R9F4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"263",Active,"62.5mW","0.02","49.9","","",CAY16,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,CAY16-49R9F4LFCT-ND,"","","","","","","","","","","1206",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY16-1002F4LF/CAY16-1002F4LFCT-ND/3437894,"","","","","","","","",RES ARRAY 4 RES 10K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.024 (0.60mm)","2020-09-02 01:23:23.577000",Active,Bourns Inc.,CAY16-1002F4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"264",Active,"62.5mW","0.02","10k","","",CAY16,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,CAY16-1002F4LFCT-ND,"","","","","","","","","","","1206",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY16-22R0F4LF/CAY16-22R0F4LFCT-ND/3437953,"","","","","","","","",RES ARRAY 4 RES 22 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.024 (0.60mm)","2020-09-02 01:23:23.570000",Active,Bourns Inc.,CAY16-22R0F4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"265",Active,"62.5mW","0.02","22","","",CAY16,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,CAY16-22R0F4LFCT-ND,"","","","","","","","","","","1206",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY16-2201F4LF/CAY16-2201F4LFCT-ND/3437906,"","","","","","","","",RES ARRAY 4 RES 2.2K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.024 (0.60mm)","2020-09-02 01:23:23.567000",Active,Bourns Inc.,CAY16-2201F4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"266",Active,"62.5mW","0.02","2.2k","","",CAY16,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,CAY16-2201F4LFCT-ND,"","","","","","","","","","","1206",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY16-3301F4LF/CAY16-3301F4LFCT-ND/5774984,"","","","","","","","",RES ARRAY 4 RES 3.3K OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.024 (0.60mm)","2020-09-02 01:23:23.563000",Active,Bourns Inc.,CAY16-3301F4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"267",Active,"62.5mW","0.01","3.3k","","",CAY16,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,CAY16-3301F4LFCT-ND,"","","","","","","","","","","1206",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC164-FR-07100RL/YC164F-100CT-ND/2827946,"","","","","","","","",RES ARRAY 4 RES 100 OHM 1206,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 1206-8 CONVEX.PcbLib,"","",RESNET 1206-8 CONVEX,"","","0.028 (0.70mm)","2020-09-02 01:23:23.560000",Active,Yageo,YC164-FR-07100RL,"1",Surface Mount,"8","4",-55°C ~ 155°C,"1206 (3216 Metric), Convex, Long Side Terminals",TapeAndReel,"268",Active,"62.5mW","0.02","100","","",YC164,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,YC164F-100CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±1%,"",""
