"Applications","Circuit Type","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Pins","Number of Resistors","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power Per Element","Price","Resistance (Ohms)","Resistor Matching Ratio","Resistor-Ratio-Drift","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://www.seielect.com/catalog/sei-ravf.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RAVF104DGT39R0/RAVF104DGT39R0CT-ND/6594109,"","","","","","","","",RES ARRAY 4 RES 39 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.020 (0.50mm)","2020-09-02 01:23:27.907000",Active,Stackpole Electronics Inc,RAVF104DGT39R0,"1",Surface Mount,"8","4",-55°C ~ 155°C,"0804, Convex, Long Side Terminals",TapeAndReel,"438",Active,"62.5mW","0.01","39","","",RAVF,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,RAVF104DGT39R0CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±2%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CAY10.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY10-470J4LF/CAY10-470J4LFCT-ND/3592998,"","","","","","","","",RES ARRAY 4 RES 47 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.903000",Active,Bourns Inc.,CAY10-470J4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"439",Active,"62.5mW","0.01","47","","",CAY10,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,CAY10-470J4LFCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±250ppm/°C,±5%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CAY10.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY10-102J4LF/CAY10-102J4LFCT-ND/3592954,"","","","","","","","",RES ARRAY 4 RES 1K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.900000",Active,Bourns Inc.,CAY10-102J4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"440",Active,"62.5mW","0.01","1k","","",CAY10,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,CAY10-102J4LFCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±250ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V1R0JX/Y71R0CT-ND/524808,"","","","","","","","",RES ARRAY 4 RES 1 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.893000",Active,Panasonic Electronic Components,EXB-28V1R0JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"441",Active,"62.5mW","0.01","1","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y71R0CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V3R3JX/Y73R3CT-ND/524820,"","","","","","","","",RES ARRAY 4 RES 3.3 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.890000",Active,Panasonic Electronic Components,EXB-28V3R3JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"442",Active,"62.5mW","0.01","3.3","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y73R3CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CAY10.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY10-100J4LF/CAY10-100J4LFCT-ND/3593004,"","","","","","","","",RES ARRAY 4 RES 10 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.887000",Active,Bourns Inc.,CAY10-100J4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"443",Active,"62.5mW","0.05","10","","",CAY10,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,CAY10-100J4LFCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±250ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V681JX/Y7681CT-ND/256346,"","","","","","","","",RES ARRAY 4 RES 680 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.883000",Active,Panasonic Electronic Components,EXB-28V681JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"444",Active,"62.5mW","0.01","680","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7681CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V8R2JX/Y78R2CT-ND/524830,"","","","","","","","",RES ARRAY 4 RES 8.2 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.877000",Active,Panasonic Electronic Components,EXB-28V8R2JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"445",Active,"62.5mW","0.01","8.2","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y78R2CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDRAM, SDRAM",Isolated,=Part Number,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/YC124-JR-074R7L/YC124J-4.7CT-ND/1005497,"","","","","","","","",RES ARRAY 4 RES 4.7 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.022 (0.55mm)","2020-09-02 01:23:27.873000",Active,Yageo,YC124-JR-074R7L,"1",Surface Mount,"8","4",-55°C ~ 155°C,"0804, Convex, Long Side Terminals",TapeAndReel,"446",Active,"62.5mW","0.02","4.7","","",YC124,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,YC124J-4.7CT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±250ppm/°C,±5%,"",""
"DDR SDRAM, DRAM, MDDR",Isolated,=Part Number,Datasheet,https://www.ctscorp.com/wp-content/uploads/S4x.pdf,DigiKey Link,http://digikey.com/product-detail/en/cts-resistor-products/S41X083101JP/S41X083101JPCT-ND/9558035,"","","","","","","","",RES ARRAY 4 RES 100 OHM 0402,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.870000",Active,CTS Resistor Products,S41X083101JP,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"447",Active,"31mW","0.02","100","","",S4x,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,S41X083101JPCT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"DDR SDRAM, DRAM, MDDR",Isolated,=Part Number,Datasheet,https://www.ctscorp.com/wp-content/uploads/S4x.pdf,DigiKey Link,http://digikey.com/product-detail/en/cts-resistor-products/S41X083103JP/S41X083103JPCT-ND/9558036,"","","","","","","","",RES ARRAY 4 RES 10K OHM 0402,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.867000",Active,CTS Resistor Products,S41X083103JP,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"448",Active,"31mW","0.02","10k","","",S4x,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,S41X083103JPCT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CAY10.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY10-000J4LF/CAY10-000J4LFCT-ND/3592949,"","","","","","","","",RES ARRAY 4 RES ZERO OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.847000",Active,Bourns Inc.,CAY10-000J4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"449",Active,"62.5mW","0.01","","","",CAY10,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,CAY10-000J4LFCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),"",Jumper,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V134JX/Y7134CT-ND/417474,"","","","","","","","",RES ARRAY 4 RES 130K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.843000",Active,Panasonic Electronic Components,EXB-28V134JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"450",Active,"62.5mW","0.01","130k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7134CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V363JX/Y7363CT-ND/417467,"","","","","","","","",RES ARRAY 4 RES 36K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.837000",Active,Panasonic Electronic Components,EXB-28V363JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"451",Active,"62.5mW","0.01","36k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7363CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V163JX/Y7163CT-ND/417463,"","","","","","","","",RES ARRAY 4 RES 16K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.833000",Active,Panasonic Electronic Components,EXB-28V163JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"452",Active,"62.5mW","0.01","16k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7163CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V623JX/Y7623CT-ND/417470,"","","","","","","","",RES ARRAY 4 RES 62K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.830000",Active,Panasonic Electronic Components,EXB-28V623JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"453",Active,"62.5mW","0.01","62k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7623CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V911JX/Y7911CT-ND/417448,"","","","","","","","",RES ARRAY 4 RES 910 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.827000",Active,Panasonic Electronic Components,EXB-28V911JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"454",Active,"62.5mW","0.01","910","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7911CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V621JX/Y7621CT-ND/417446,"","","","","","","","",RES ARRAY 4 RES 620 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.823000",Active,Panasonic Electronic Components,EXB-28V621JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"455",Active,"62.5mW","0.01","620","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7621CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V204JX/Y7204CT-ND/417476,"","","","","","","","",RES ARRAY 4 RES 200K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.817000",Active,Panasonic Electronic Components,EXB-28V204JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"456",Active,"62.5mW","0.01","200k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7204CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
"",Isolated,=Part Number,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CAY10.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CAY10-221J4LF/CAY10-221J4LFCT-ND/4247643,"","","","","","","","",RES ARRAY 4 RES 220 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.813000",Active,Bourns Inc.,CAY10-221J4LF,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"457",Active,"62.5mW","0.05","220","","",CAY10,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,CAY10-221J4LFCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±250ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V470JX/Y7470CT-ND/256332,"","","","","","","","",RES ARRAY 4 RES 47 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.810000",Active,Panasonic Electronic Components,EXB-28V470JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"458",Active,"62.5mW","0.01","47","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7470CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V220JX/Y7220CT-ND/256328,"","","","","","","","",RES ARRAY 4 RES 22 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.807000",Active,Panasonic Electronic Components,EXB-28V220JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"459",Active,"62.5mW","0.01","22","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7220CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V330JX/Y7330CT-ND/256330,"","","","","","","","",RES ARRAY 4 RES 33 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.800000",Active,Panasonic Electronic Components,EXB-28V330JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"460",Active,"62.5mW","0.01","33","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7330CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V103JX/Y7103CT-ND/256360,"","","","","","","","",RES ARRAY 4 RES 10K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.797000",Active,Panasonic Electronic Components,EXB-28V103JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"461",Active,"62.5mW","0.01","10k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7103CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V472JX/Y7472CT-ND/256356,"","","","","","","","",RES ARRAY 4 RES 4.7K OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.793000",Active,Panasonic Electronic Components,EXB-28V472JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"462",Active,"62.5mW","0.01","4.7k","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7472CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
Automotive AEC-Q200,Isolated,=Part Number,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EXB-28V101JX/Y7101CT-ND/256336,"","","","","","","","",RES ARRAY 4 RES 100 OHM 0804,"",footprints/Resistor - Array/PCB - RESISTOR - ARRAY - RESNET 0804-8 CONVEX.PcbLib,"","",RESNET 0804-8 CONVEX,"","","0.018 (0.45mm)","2020-09-02 01:23:27.790000",Active,Panasonic Electronic Components,EXB-28V101JX,"1",Surface Mount,"8","4",-55°C ~ 125°C,"0804, Convex, Long Side Terminals",TapeAndReel,"463",Active,"62.5mW","0.01","100","","",EXB,"0.079 L x 0.039 W (2.00mm x 1.00mm)",DigiKey,Y7101CT-ND,"","","","","","","","","","","0804",symbols/Passives/SCH - PASSIVES - RESISTOR ARRAY (4 CIRCUIT).SCHLIB,RESISTOR ARRAY (4 CIRCUIT),±200ppm/°C,±5%,"",""
