"Battery Chemistry","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Fault Protection","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Function","Interface","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Cells","Operating Temperature","Package / Case","Packaging","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value"
Lithium-Ion,=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fbq27542-g1,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/BQ27542DRZR-G1/296-44346-1-ND/6110619,"","","","","","","","",IC BATT FUEL GAUGE LI-ION 12SON,"12-VFDFN Exposed Pad","",footprints/Leadless - SON/PCB - LEADLESS - SON - TI SON-12 DRZ.PCBLIB,"","",TI SON-12 DRZ,"","",Battery Monitor,"HDQ, I²C","2020-03-30 16:23:26.660000",Active,Texas Instruments,BQ27542DRZR-G1,"1",Surface Mount,"1",-40°C ~ 85°C (TA),"12-VFDFN Exposed Pad",TapeAndReel,Active,"1.28",Impedance Track™,DigiKey,"296-44346-1-ND","","","","","","","","","","","12-SON (2.5x4)",symbols/Battery Management/SCH - BATTERY MANAGEMENT - TI BQ27542DRZR-G1.SCHLIB,TI BQ27542DRZR-G1,"",""
