"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Connector Type","Contact Finish - Mating","Contact Finish - Post","Contact Finish Thickness - Mating","Contact Length - Post","Contact Type","Current Rating (Amps)","Description","Device Package","Fastening Type","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Ingress Protection","Insulation Color","Insulation Height","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Mated Stacking Heights","Material Flammability Rating","Minimum Order","Mounting Type","Number of Positions","Number of Positions Loaded","Number of Rows","Operating Temperature","Packaging","Part Status","Pitch - Mating","Price","Row Spacing - Mating","Series","Style","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Termination","Type","Value","Voltage Rating"
=Part Number,Datasheet,http://schmartboard.com/content/Brochures/920-0088-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/schmartboard-inc/920-0088-01/1988-1036-ND/9559319,"","","","","","","","",Header,Gold,Gold,"","0.413 (10.50mm)",Female Socket,"",CONN HDR 8/10P 0.1 GOLD PCB 6PC,"",Push-Pull,"",footprints/Connector - Misc/PCB - CONNECTOR - MISC - SCHMARTBOARD - 920-0088-01.PcbLib,"","",SCHMARTBOARD - 920-0088-01,"","","",Black,"0.335 (8.51mm)","2020-01-31 20:49:58.340000",Active,"Schmartboard, Inc.","920-0088-01","","","1",Through Hole,"6, 8, 10",All,"1","",Bulk,Active,"0.100 (2.54mm)","5.00","",-,Board to Board,DigiKey,"1988-1036-ND","","","","","","","","","","",symbols/Connectors/SCH - CONNECTORS - ARDUINO HEADERS.SCHLIB,ARDUINO HEADERS,Solder,"","",""
