"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Control Features","Current - Output","Current - Quiescent (Iq)","Current - Supply (Max)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Regulators","Operating Temperature","Output Configuration","Output Type","Package / Case","Packaging","Part Status","Price","Protection Features","PSRR","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage Dropout (Max)","Voltage - Input (Max)","Voltage - Output (Max)","Voltage - Output (Min/Fixed)"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps798-q1,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS79850QDGNRQ1/296-24323-2-ND/2043915,"","","","","","","","",Enable,"50mA","80µA","3.3mA",IC REG LIN 5V 50MA 8MSOP-PWRPAD,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width) Exposed Pad",footprints/Leaded - SOP/PCB - LEADED - SOP - TI MSOP-8 DGN.PCBLIB,"","",TI MSOP-8 DGN,"","","2019-12-09 14:28:54.827000","0",Texas Instruments,TPS79850QDGNRQ1,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width) Exposed Pad",TapeAndReel,Active,"0.92","Over Current, Over Temperature, Reverse Polarity","65dB (120Hz)","Automotive, AEC-Q100",DigiKey,"296-24323-2-ND","","","","","","","","","","","8-MSOP-PowerPad",symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS79850.SCHLIB,TI TPS79850,"","","0.55V @ 50mA","50V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps798-q1,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/TPS79801QDGNRQ1/296-24322-2-ND/2043914,"","","","","","","","",Enable,"50mA","80µA","3.3mA",IC REG LIN POS ADJ 50MA 8MSOP,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width) Exposed Pad",footprints/Leaded - SOP/PCB - LEADED - SOP - TI MSOP-8 DGN.PCBLIB,"","",TI MSOP-8 DGN,"","","2019-12-09 14:29:27.917000","0",Texas Instruments,TPS79801QDGNRQ1,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,"8-TSSOP, 8-MSOP (0.118, 3.00mm Width) Exposed Pad",TapeAndReel,Active,"0.92","Over Current, Over Temperature, Reverse Polarity","65dB (120Hz)","Automotive, AEC-Q100",DigiKey,"296-24322-2-ND","","","","","","","","","","","8-MSOP-PowerPad",symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS79801.SCHLIB,TI TPS79801,"","","0.55V @ 50mA","50V","28V","1.275V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76318DBVR/296-11016-1-ND/381506,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 1.8V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.343000",Active,Texas Instruments,TPS76318DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11016-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","","10V","","1.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76328DBVR/296-11019-1-ND/477335,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 2.8V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.337000",Active,Texas Instruments,TPS76328DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11019-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","","10V","","2.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76338DBVR/296-11022-1-ND/381505,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 3.8V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.333000",Active,Texas Instruments,TPS76338DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11022-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","","10V","","3.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76327DBVR/296-11018-1-ND/477334,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 2.7V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.330000",Active,Texas Instruments,TPS76327DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11018-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","","10V","","2.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76333DBVR/296-11021-1-ND/477333,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 3.3V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.327000",Active,Texas Instruments,TPS76333DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11021-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","0.5V @ 150mA","10V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76350DBVR/296-11023-1-ND/477325,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 5V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.313000",Active,Texas Instruments,TPS76350DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11023-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","0.3V @ 150mA","10V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76301DBVR/296-11014-1-ND/477331,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LIN POS ADJ 150MA SOT23-5,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-01-18 20:02:45.467000",Active,Texas Instruments,TPS76301DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11014-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS76301.SCHLIB,TI TPS76301,"","","","10V","6.5V","1.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76325DBVR/296-11017-1-ND/477332,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 2.5V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.297000",Active,Texas Instruments,TPS76325DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11017-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","0.6V @ 150mA","10V","","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76330DBVR/296-11020-1-ND/477336,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 3V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.280000",Active,Texas Instruments,TPS76330DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11020-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","","10V","","3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76316DBVR/296-11015-1-ND/477328,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LINEAR 1.6V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.257000",Active,Texas Instruments,TPS76316DBVR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.33","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)",-,DigiKey,"296-11015-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS763XX.SCHLIB,TI TPS763XX,"","","","10V","","1.6V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps763-q1,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS76301QDBVRG4Q1/296-24437-1-ND/2057495,"","","","","","","","",Enable,"150mA","100µA","140µA",IC REG LIN POS ADJ 150MA SOT23-5,"SC-74A, SOT-753",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-01-18 20:02:59.963000",Active,Texas Instruments,TPS76301QDBVRG4Q1,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,"SC-74A, SOT-753",TapeAndReel,Active,"0.39","Over Current, Over Temperature, Reverse Polarity","60dB (1kHz)","Automotive, AEC-Q100",DigiKey,"296-24437-1-ND","","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TPS76301.SCHLIB,TI TPS76301,"","","","10V","6.5V","1.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-2.7-NOPB/LP3985IM5-2.7-NOPBCT-ND/570222,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 2.7V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.890000",Active,Texas Instruments,LP3985IM5-2.7/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-2.7/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","2.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-3.2-NOPB/LP3985IM5-3.2-NOPBCT-ND/499330,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 3.2V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.887000",Active,Texas Instruments,LP3985IM5-3.2/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-3.2/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","3.2V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-2.9-NOPB/LP3985IM5-2.9-NOPBCT-ND/570223,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 2.9V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.883000",Active,Texas Instruments,LP3985IM5-2.9/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-2.9/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","2.9V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-2.8-NOPB/LP3985IM5-2.8-NOPBCT-ND/499329,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 2.8V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.880000",Active,Texas Instruments,LP3985IM5-2.8/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-2.8/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","2.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-2.5-NOPB/LP3985IM5-2.5-NOPBCT-ND/483167,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 2.5V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.877000",Active,Texas Instruments,LP3985IM5-2.5/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-2.5/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-3.0-NOPB/LP3985IM5-3.0-NOPBCT-ND/638745,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 3V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.870000",Active,Texas Instruments,LP3985IM5-3.0/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.19","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-3.0/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-5.0-NOPB/LP3985IM5-5.0-NOPBCT-ND/483170,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 5V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.853000",Active,Texas Instruments,LP3985IM5-5.0/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.19","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-5.0/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-4.7-NOPB/LP3985IM5-4.7-NOPBCT-ND/483169,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 4.7V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.850000",Active,Texas Instruments,LP3985IM5-4.7/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-4.7/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","4.7V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp3985,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/LP3985IM5-3.3-NOPB/LP3985IM5-3.3-NOPBCT-ND/562199,"","","","","","","","",Enable,"150mA","150µA","250µA",IC REG LINEAR 3.3V 150MA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - TI SOT-23-5 DBV.PCBLIB,"","",TI SOT-23-5 DBV,"","","2020-09-02 01:24:38.830000",Active,Texas Instruments,LP3985IM5-3.3/NOPB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"SC-74A, SOT-753",TapeAndReel,Active,"0.25","Over Current, Over Temperature, Short Circuit","50dB ~ 40dB (1kHz ~ 10kHz)",-,DigiKey,LP3985IM5-3.3/NOPBCT-ND,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LP3985.SCHLIB,TI LP3985,"","","0.1V @ 150mA","6V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm340,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM340MP-5.0-NOPB/LM340MP-5.0-NOPBTR-ND/270717,"","","","","","","","","","1.5A","8mA","",IC REG LINEAR 5V 1A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:40:16.660000","0",Texas Instruments,LM340MP-5.0/NOPB,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.56","Over Current, Short Circuit","70dB (120Hz)",-,DigiKey,LM340MP-5.0/NOPBTR-ND,"","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM340.SCHLIB,TI LM340,"","","2V @ 1A","35V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm340,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM340MPX-5.0-NOPB/LM340MPX-5.0-NOPBTR-ND/367021,"","","","","","","","","","1.5A","8mA","",IC REG LINEAR 5V 1A SOT223-4,"TO-261-4, TO-261AA",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2019-12-09 14:40:49.967000","0",Texas Instruments,LM340MPX-5.0/NOPB,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"0.53","Over Current, Short Circuit","70dB (120Hz)",-,DigiKey,LM340MPX-5.0/NOPBTR-ND,"","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM340.SCHLIB,TI LM340,"","","2V @ 1A","35V","","5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317l,DigiKey Link,//digikey.com/product-detail/en/texas-instruments/LM317LIPK/296-21742-2-ND/1628961,"","","","","","","","","","100mA","","",IC REG LIN POS ADJ 100MA SOT89-3,TO-243AA,footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-89 PK.PCBLIB,"","",TI SOT-89 PK,"","","2019-12-09 14:47:28.493000","0",Texas Instruments,LM317LIPK,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,TO-243AA,TapeAndReel,Active,"0.27","Over Current, Over Temperature, Short Circuit","80dB ~ 65dB (120Hz)",-,DigiKey,"296-21742-2-ND","","","","","","","","","","",SOT-89-3,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI LM317L.SCHLIB,TI LM317L,"","","","38V","32V","1.2V"
