"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Control Features","Current - Output","Current - Quiescent (Iq)","Current - Supply (Max)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Regulators","Operating Temperature","Output Configuration","Output Type","Package / Case","Packaging","Part Status","Price","Protection Features","PSRR","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage Dropout (Max)","Voltage - Input (Max)","Voltage - Output (Max)","Voltage - Output (Min/Fixed)"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-25DCQR/296-24533-1-ND/2071152,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 2.5V 1.5A SOT223-6,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223-6 DCQ.PCBLIB,"","",TI SOT-223-6 DCQ,"","","2020-09-02 01:30:17.627000",Active,Texas Instruments,TL1963A-25DCQR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,SOT-223-6,TapeAndReel,Active,"1.35","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-24533-1-ND","","","","","","","","","","",SOT-223-6,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCQ.SCHLIB,TI TL1963A DCQ,"","","0.55V @ 1.5A","20V","","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-15DCQR/296-24531-1-ND/2071150,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 1.5V 1.5A SOT223-6,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223-6 DCQ.PCBLIB,"","",TI SOT-223-6 DCQ,"","","2020-09-02 01:30:17.630000",Active,Texas Instruments,TL1963A-15DCQR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,SOT-223-6,TapeAndReel,Active,"1.35","Over Current, Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-24531-1-ND","","","","","","","","","","",SOT-223-6,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCQ.SCHLIB,TI TL1963A DCQ,"","","0.55V @ 1.5A","20V","","1.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-33DCQT/296-32342-1-ND/3505532,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 3.3V 1.5A SOT223-6,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223-6 DCQ.PCBLIB,"","",TI SOT-223-6 DCQ,"","","2020-09-02 01:30:17.633000",Active,Texas Instruments,TL1963A-33DCQT,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,SOT-223-6,TapeAndReel,Active,"1.97","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-32342-1-ND","","","","","","","","","","",SOT-223-6,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCQ.SCHLIB,TI TL1963A DCQ,"","","0.55V @ 1.5A","20V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963ADCQR/296-25119-1-ND/2138595,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LIN POS ADJ 1.5A SOT223-6,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223-6 DCQ.PCBLIB,"","",TI SOT-223-6 DCQ,"","","2020-09-02 01:30:17.643000",Active,Texas Instruments,TL1963ADCQR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,SOT-223-6,TapeAndReel,Active,"1.35","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-25119-1-ND","","","","","","","","","","",SOT-223-6,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCQ.SCHLIB,TI TL1963A DCQ,"","","0.55V @ 1.5A","20V","20V","1.21V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963ADCQT/296-32343-1-ND/3505533,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LIN POS ADJ 1.5A SOT223-6,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223-6 DCQ.PCBLIB,"","",TI SOT-223-6 DCQ,"","","2020-09-02 01:30:17.663000",Active,Texas Instruments,TL1963ADCQT,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Adjustable,SOT-223-6,TapeAndReel,Active,"1.97","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-32343-1-ND","","","","","","","","","","",SOT-223-6,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCQ.SCHLIB,TI TL1963A DCQ,"","","0.55V @ 1.5A","20V","20V","1.21V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-18DCYR/296-24895-1-ND/2118659,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 1.8V 1.5A SOT223-4,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2020-09-02 01:30:17.990000",Active,Texas Instruments,TL1963A-18DCYR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"1.26","Over Current, Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-24895-1-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCY.SCHLIB,TI TL1963A DCY,"","","0.55V @ 1.5A","20V","","1.8V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-33DCYR/296-24897-1-ND/2118661,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 3.3V 1.5A SOT223-4,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2020-09-02 01:30:18.013000",Active,Texas Instruments,TL1963A-33DCYR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"1.26","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-24897-1-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCY.SCHLIB,TI TL1963A DCY,"","","0.55V @ 1.5A","20V","","3.3V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-15DCYR/296-24894-1-ND/2118658,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 1.5V 1.5A SOT223-4,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2020-09-02 01:30:18.027000",Active,Texas Instruments,TL1963A-15DCYR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"1.26","Over Current, Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-24894-1-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCY.SCHLIB,TI TL1963A DCY,"","","0.55V @ 1.5A","20V","","1.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-25DCYR/296-24896-1-ND/2118660,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 2.5V 1.5A SOT223-4,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2020-09-02 01:30:18.033000",Active,Texas Instruments,TL1963A-25DCYR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"1.26","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-24896-1-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCY.SCHLIB,TI TL1963A DCY,"","","0.55V @ 1.5A","20V","","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TL1963A-25DCYT/296-32341-1-ND/3505531,"","","","","","","","",Enable,"1.5A","1mA","80mA",IC REG LINEAR 2.5V 1.5A SOT223-4,"",footprints/Leaded - SOT/PCB - LEADED - SOT - TI SOT-223 DCY.PCBLIB,"","",TI SOT-223 DCY,"","","2020-09-02 01:30:18.037000",Active,Texas Instruments,TL1963A-25DCYT,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,"TO-261-4, TO-261AA",TapeAndReel,Active,"1.83","Over Temperature, Reverse Polarity","63dB (120Hz)",-,DigiKey,"296-32341-1-ND","","","","","","","","","","",SOT-223-4,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - TI TL1963A DCY.SCHLIB,TI TL1963A DCY,"","","0.55V @ 1.5A","20V","","2.5V"
=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftl1963a,DigiKey Link,https://www.digikey.cn/en/products/detail/texas-instruments/LM1086CS-3-3-NOPB/13512773,"","","","","","","","",-,"1.5A","5mA","10mA",IC REG LIN 3.3V 1.5A DDPAK,"",footprints/Leaded - DPAK/PCB - LEADED - DPAK - TI TO263 KTT.PcbLib,"","",DPAK254P1524X483-4N,"","","2020-09-02 01:30:18.037000",Active,Texas Instruments,LM1086CS-3.3/NOPB,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Fixed,"TO-263-4, DPak (3 Leads + Tab), TO-263AA",TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","72dB (120Hz)",-,DigiKey,LM1086CS-3.3/NOPB-ND,"","","","","","","","","","",DDPAK/TO-263-3,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - LM1086.SCHLIB,TI LM1086 KTT,"","","1.5V @ 1.5A","27V",-,"3.3V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20201231/C426566_7F22DB93439D00F3FA27143E4F28C6AA.pdf,SZLCSC,https://item.szlcsc.com/943373.html,"","","","","","","","",-,"0.8A","10mA","10mA",IC REG LIN 3.3V 0.8A SOT223-4,"",footprints/Leaded - SOT/PCB - LEADED - SOT - SIKOR SOT-223-3L.PcbLib,"","",SOT230P692X180-4N,"","","2020-09-02 01:30:18.037000",Active,Slkor(萨科微),AMS1117-3.3,"1",Surface Mount,"1","10°C ~ 150°C",Positive,Fixed,SOT-223-3L,TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","70dB (120Hz)",-,SZLCSC,C426566,"","","","","","","","","","",SOT-223-3L,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - AMS1117.SCHLIB,SIKOR AMS1117,"","","1.4V @ 0.8A","18V",-,"3.3V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20190910/C427601_281B92F8E8C0B2DA0F41D94BDC929172.pdf,SZLCSC,https://item.szlcsc.com/236095.html,"","","","","","","","",-,"250mA","10mA","10mA",IC REG LIN 3.3V 250mA SOT23-3,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - MICRONE SOT-23-3 M3.PcbLib,"","",SOT95P285X150-3N,"","","2020-09-02 01:30:18.037000",Active,MICRONE(南京微盟),ME6216A33XG,"1",Surface Mount,"1",-25°C ~ 125°C,Positive,Fixed,SOT23-3,TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","65dB (120Hz)",-,SZLCSC,C236655,"","","","","","","","","","",SOT23-3,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - MICRONE ME6216.SCHLIB,MICRONE ME6216M3,"","","600mV @ 0.2A","6.5V",-,"3.3V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20190819/C412820_3A792B9FB35635849DA8254689BB7136.pdf,SZLCSC,https://item.szlcsc.com/526922.html,"","","","","","","","",-,"150mA","10mA","10mA",IC REG LIN 3.3V 150mA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - MICROCHIP SOT-23-5 OT.PCBLIB,"","",MICROCHIP SOT-23-5 OT,"","","2020-09-02 01:30:18.037000",Active,MICROCHIP(美国微芯),MIC5205-3.3YM5-TR,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,SOT-23-5,TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","75dB (120Hz)",-,SZLCSC,C37970,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - MICROCHIP MIC5205.SCHLIB,MICROCHIP MIC5205,"","","350mV @ 150mA","16V",-,"3.3V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20140319/1457707024880.pdf,SZLCSC,https://item.szlcsc.com/16332.html,"","","","","","","","",-,"300mA","10mA","10mA",IC REG LIN 3.3V 300mA SOT23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - RICHTEK SOT-23-5 B.PCBLIB,"","",SOT95P280X130-5N,"","","2020-09-02 01:30:18.037000",Active,RICHTEK(台湾立锜),RT9193-33GB,"1",Surface Mount,"1",-40°C ~ 125°C,Positive,Fixed,SOT-23-5,TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","70dB (100Hz)",-,SZLCSC,C15651,"","","","","","","","","","",SOT-23-5,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - RICHTEK RT9193.SCHLIB,RICHTEK RT9193 B,"","","300mV @ 300mA","5.5V",-,"3.3V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20210111/C9070_E2FF01A9F6B05C87D7EE5304EE03ECDB.pdf,SZLCSC,https://item.szlcsc.com/9591.html,"","","","","","","","",-,"500mA","6mA","10mA",IC REG LIN 3.3V 500mA TO-252-2L,"",footprints/Leaded - DPAK/PCB - LEADED - DPAK - CJ TO-252-2L.PcbLib,"","",TO228P970-3N,"","","2020-09-02 01:30:18.037000",Active,CJ(江苏长电/长晶),CJ78M05,"1",Surface Mount,"1",-25°C ~ 125°C,Positive,Fixed,TO-252-2L,TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","80dB (120Hz)",-,SZLCSC,C9070,"","","","","","","","","","",TO-252-2L,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - 78M05.SCHLIB,CJ CJ78M05,"","","2V @ 350mA","35V",-,"5.0V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20191028/C434504_3D28341F63624FE32207973852968EDD.pdf,SZLCSC,https://item.szlcsc.com/431647.html,"","","","","","","","",-,"1.5A","5mA","10mA",IC REG LIN 3.3V 1.5A DDPAK,"",footprints/Leaded - DPAK/PCB - LEADED - DPAK - TI TO263 KTT.PcbLib,"","",DPAK254P1524X483-4N,"","","2020-09-02 01:30:18.037000",Active,HGSEMI(华冠),LM1086S-3.3,"1",Surface Mount,"1","0°C ~ 125°C",Positive,Fixed,"TO-263-4, DPak (3 Leads + Tab), TO-263AA",TapeAndReel,Active,"1.83","Over Current, Over Temperature, Short Circuit","68dB (120Hz)",-,SZLCSC,C434504,"","","","","","","","","","",DDPAK/TO-263-3,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - LM1086.SCHLIB,HGSEMI LM1086S,"","","1.5V @ 1.5A","27V",-,"3.3V"
=Part Number,Datasheet,https://atta.szlcsc.com/upload/public/pdf/source/20200708/C697953_AED14C6CB82A3EBEE802AA89D4912A1B.pdf,SZLCSC,https://item.szlcsc.com/732496.html,"","","","","","","","",-,"250mA","10nA",-,IC REG LIN 4.8V 250mA SOT-23-5,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - AnaSem SOT-23-5.PCBLIB,"","",SOT95P280X130-5N,"","","2020-09-02 01:30:18.037000",Active,AnaSem(安纳森),VRH4801NTX,"1",Surface Mount,"1",-40°C ~ +85°C,Positive,Fixed,SOT-23-5,"",Active,"","Over Current, Over Temperature, Short Circuit","75dB (1kHz)",-,SZLCSC,C698019,"","","","","","","","","","",DDPAK/TO-263-3,symbols/Power - Linear VReg/SCH - POWER - LINEAR VREG - AnaSem VRH.SCHLIB,AnaSem VRH T,"","","90mV @ 100mA","6V",-,"4.8V"
