"Access Time","Clock Frequency","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Memory Format","Memory Interface","Memory Size","Memory Type","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Voltage - Supply","Write Cycle Time - Word, Page"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013938,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC65-SM/24LC65-SM-ND/152101,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.340000",Active,Microchip Technology,"24LC65/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,"","8-SOIC (0.209, 5.30mm Width)",Tube,"860",Active,"1.70",-,DigiKey,"24LC65/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 6.0V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589803,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24CM01-SHD-B/AT24CM01-SHD-B-ND/3913168,"","","","","","","","",IC EEPROM 1M I2C 1MHZ 8SOIC,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.357000",Active,Microchip Technology,AT24CM01-SHD-B,EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"861",Active,"1.42",-,DigiKey,AT24CM01-SHD-B-ND,"","","","","","","","","","","8-SOIC",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en546203,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC512-E-SM/24LC512-E-SM-ND/551937,"","","","","","","","",IC EEPROM 512K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.377000",Active,Microchip Technology,"24LC512-E/SM",EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"862",Active,"1.36",-,DigiKey,"24LC512-E/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en552532,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC1026-I-SM/24LC1026-I-SM-ND/2601404,"","","","","","","","",IC EEPROM 1M I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.397000",Active,Microchip Technology,"24LC1026-I/SM",EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"863",Active,"2.88",-,DigiKey,"24LC1026-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011849,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA256-I-SM/24AA256-I-SM-ND/442761,"","","","","","","","",IC EEPROM 256K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.400000",Active,Microchip Technology,"24AA256-I/SM",EEPROM,I²C,"256Kb (32K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"864",Active,"0.78",-,DigiKey,"24AA256-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011843,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA64-I-SM/24AA64-I-SM-ND/459095,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.403000",Active,Microchip Technology,"24AA64-I/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"865",Active,"0.40",-,DigiKey,"24AA64-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011843,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC64-I-SM/24LC64-I-SM-ND/318712,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.407000",Active,Microchip Technology,"24LC64-I/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"866",Active,"0.40",-,DigiKey,"24LC64-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589803,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24CM01-SHM-B/AT24CM01-SHM-B-ND/3913170,"","","","","","","","",IC EEPROM 1M I2C 1MHZ 8SOIC,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.410000",Active,Microchip Technology,AT24CM01-SHM-B,EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"867",Active,"1.42",-,DigiKey,AT24CM01-SHM-B-ND,"","","","","","","","","","","8-SOIC",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en546203,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA512-I-SM/24AA512-I-SM-ND/523016,"","","","","","","","",IC EEPROM 512K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.413000",Active,Microchip Technology,"24AA512-I/SM",EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"868",Active,"1.30",-,DigiKey,"24AA512-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011851,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC128-I-SM/24LC128-I-SM-ND/318676,"","","","","","","","",IC EEPROM 128K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.437000",Active,Microchip Technology,"24LC128-I/SM",EEPROM,I²C,"128Kb (16K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"869",Active,"0.56",-,DigiKey,"24LC128-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011853,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC32A-I-SM/24LC32A-I-SM-ND/318700,"","","","","","","","",IC EEPROM 32K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.440000",Active,Microchip Technology,"24LC32A-I/SM",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"870",Active,"0.36",-,DigiKey,"24LC32A-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590134,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C512C-SHD-B/AT24C512C-SHD-B-ND/3046492,"","","","","","","","",IC EEPROM 512K I2C 1MHZ 8SOIC,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.443000",Active,Microchip Technology,AT24C512C-SHD-B,EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"871",Active,"0.98",-,DigiKey,AT24C512C-SHD-B-ND,"","","","","","","","","","","8-SOIC",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590134,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C512C-SHM-B/AT24C512C-SHM-B-ND/8575720,"","","","","","","","",IC EEPROM 512K I2C 400KHZ 8SOIC,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.467000",Active,Microchip Technology,AT24C512C-SHM-B,EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"872",Active,"0.98",-,DigiKey,AT24C512C-SHM-B-ND,"","","","","","","","","","","8-SOIC",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 3.6V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011849,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC256-E-SM/24LC256-E-SM-ND/305065,"","","","","","","","",IC EEPROM 256K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.470000",Active,Microchip Technology,"24LC256-E/SM",EEPROM,I²C,"256Kb (32K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"873",Active,"0.84",-,DigiKey,"24LC256-E/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en552532,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA1026-I-SM/24AA1026-I-SM-ND/2601398,"","","","","","","","",IC EEPROM 1M I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.547000",Active,Microchip Technology,"24AA1026-I/SM",EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"874",Active,"2.88",-,DigiKey,"24AA1026-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011853,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC32AT-SM/24LC32AT-SMCT-ND/9923589,"","","","","","","","",IC EEPROM 32K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.477000",Active,Microchip Technology,"24LC32AT/SM",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,"","8-SOIC (0.209, 5.30mm Width)",TapeAndReel,"875",Active,"0.33",-,DigiKey,"24LC32AT/SMCT-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013938,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24C65-SM/24C65-SM-ND/152097,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.487000",Active,Microchip Technology,"24C65/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,"","8-SOIC (0.209, 5.30mm Width)",Tube,"876",Active,"1.70",-,DigiKey,"24C65/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","4.5V ~ 6V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013938,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24C65-I-SM/24C65-I-SM-ND/318632,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.507000",Active,Microchip Technology,"24C65-I/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"877",Active,"1.70",-,DigiKey,"24C65-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","4.5V ~ 6V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013938,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC65-I-SM/24LC65-I-SM-ND/218096,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.520000",Active,Microchip Technology,"24LC65-I/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"878",Active,"1.70",-,DigiKey,"24LC65-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 6.0V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011843,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC64T-I-SM/24LC64T-I-SMCT-ND/5147232,"","","","","","","","",IC EEPROM 64K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.540000",Active,Microchip Technology,"24LC64T-I/SM",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",TapeAndReel,"879",Active,"0.37",-,DigiKey,"24LC64T-I/SMCT-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en546203,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC512-I-SM/24LC512-I-SM-ND/523017,"","","","","","","","",IC EEPROM 512K I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.543000",Active,Microchip Technology,"24LC512-I/SM",EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"880",Active,"1.38",-,DigiKey,"24LC512-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en552532,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC1026-E-SM/24LC1026-E-SM-ND/2664888,"","","","","","","","",IC EEPROM 1M I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.553000",Active,Microchip Technology,"24LC1026-E/SM",EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"881",Active,"2.94",-,DigiKey,"24LC1026-E/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en022469,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC1025T-E-SM/24LC1025T-E-SMCT-ND/9168899,"","","","","","","","",IC EEPROM 1M I2C 400KHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.560000",Active,Microchip Technology,"24LC1025T-E/SM",EEPROM,I²C,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.209, 5.30mm Width)",TapeAndReel,"882",Active,"2.75",-,DigiKey,"24LC1025T-E/SMCT-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590134,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C512C-SHD-T/AT24C512C-SHD-TCT-ND/3178476,"","","","","","","","",IC EEPROM 512K I2C 1MHZ 8SOIC,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.563000",Active,Microchip Technology,AT24C512C-SHD-T,EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",TapeAndReel,"883",Active,"0.91",-,DigiKey,AT24C512C-SHD-TCT-ND,"","","","","","","","","","","8-SOIC",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"400ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011849,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24FC256-I-SM/24FC256-I-SM-ND/318639,"","","","","","","","",IC EEPROM 256K I2C 1MHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.587000",Active,Microchip Technology,"24FC256-I/SM",EEPROM,I²C,"256Kb (32K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)","","884",Active,"0",-,DigiKey,"24FC256-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"400ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en013941,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24FC515-I-SM/24FC515-I-SM-ND/442473,"","","","","","","","",IC EEPROM 512K I2C 1MHZ 8SOIJ,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - MICROCHIP SOIC-8 208MIL WIDE.PCBLIB,"","",MICROCHIP SOIC-8 208MIL WIDE,"","","2020-09-02 01:23:04.590000",Active,Microchip Technology,"24FC515-I/SM",EEPROM,I²C,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.209, 5.30mm Width)",Tube,"885",Active,"2.86",-,DigiKey,"24FC515-I/SM-ND","","","","","","","","","","","8-SOIJ",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
