"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Current - Saturation","DC Resistance (DCR)","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Self Resonant","Height - Seated (Max)","Inductance","Inductance Frequency - Test","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Material - Core","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Q @ Freq","Ratings","Series","Shielding","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0087.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15CNR16J00D/490-14716-1-ND/6606322,"","","","","","","","","480mA","","330mOhm Max",FIXED IND 160NH 480MA 330 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","900MHz","0.024 (0.60mm)","160nH","100MHz","2020-09-02 01:22:28.517000",Active,Murata Electronics,LQW15CNR16J00D,Ferrite,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"1",Active,"0.21","","",LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-14716-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"160nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN4N8D8ZD/490-15485-1-ND/6800150,"","","","","","","","","1.2A","","71mOhm Max",FIXED IND 4.8NH 1.2A 71 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","8GHz","0.024 (0.60mm)","4.8nH","100MHz","2020-09-02 01:22:28.513000",Active,Murata Electronics,LQW15AN4N8D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"2",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15485-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"4.8nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN5N3D8ZD/490-15511-1-ND/6800176,"","","","","","","","","1.77A","","40mOhm Max",FIXED IND 5.3NH 1.77A 40 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","8GHz","0.024 (0.60mm)","5.3nH","100MHz","2020-09-02 01:22:28.507000",Active,Murata Electronics,LQW15AN5N3D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"3",Active,"0.07","35 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15511-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"5.3nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN5N6D8ZD/490-15523-1-ND/6800188,"","","","","","","","","1.77A","","40mOhm Max",FIXED IND 5.6NH 1.77A 40 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","8GHz","0.024 (0.60mm)","5.6nH","100MHz","2020-09-02 01:22:28.503000",Active,Murata Electronics,LQW15AN5N6D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"4",Active,"0.07","35 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15523-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"5.6nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN5N9D8ZD/490-15535-1-ND/6800200,"","","","","","","","","1.77A","","40mOhm Max",FIXED IND 5.9NH 1.77A 40 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","8GHz","0.024 (0.60mm)","5.9nH","100MHz","2020-09-02 01:22:28.500000",Active,Murata Electronics,LQW15AN5N9D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"5",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15535-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"5.9nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN8N3J8ZD/490-15594-1-ND/6800259,"","","","","","","","","1.5A","","69mOhm Max",FIXED IND 8.3NH 1.5A 69 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6.5GHz","0.024 (0.60mm)","8.3nH","100MHz","2020-09-02 01:22:28.493000",Active,Murata Electronics,LQW15AN8N3J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"6",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15594-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"8.3nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN4N6D8ZD/490-15477-1-ND/6800142,"","","","","","","","","1.45A","","60mOhm Max",FIXED IND 4.6NH 1.45A 60 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","9.6GHz","0.024 (0.60mm)","4.6nH","100MHz","2020-09-02 01:22:28.490000",Active,Murata Electronics,LQW15AN4N6D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"7",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15477-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"4.6nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN8N5J8ZD/490-15598-1-ND/6800263,"","","","","","","","","1.5A","","69mOhm Max",FIXED IND 8.5NH 1.5A 69 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6.5GHz","0.024 (0.60mm)","8.5nH","100MHz","2020-09-02 01:22:28.487000",Active,Murata Electronics,LQW15AN8N5J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"8",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15598-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"8.5nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN4N9D8ZD/490-15489-1-ND/6800154,"","","","","","","","","1.2A","","71mOhm Max",FIXED IND 4.9NH 1.2A 71 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","8GHz","0.024 (0.60mm)","4.9nH","100MHz","2020-09-02 01:22:28.480000",Active,Murata Electronics,LQW15AN4N9D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"9",Active,"0.07","27 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15489-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"4.9nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN5N0D8ZD/490-15499-1-ND/6800164,"","","","","","","","","1.77A","","40mOhm Max",FIXED IND 5NH 1.77A 40 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","10GHz","0.024 (0.60mm)","5nH","100MHz","2020-09-02 01:22:28.473000",Active,Murata Electronics,LQW15AN5N0D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"10",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15499-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"5nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN9N6J8ZD/490-15620-1-ND/6800285,"","","","","","","","","1.4A","","81mOhm Max",FIXED IND 9.6NH 1.4A 81 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6GHz","0.024 (0.60mm)","9.6nH","100MHz","2020-09-02 01:22:28.470000",Active,Murata Electronics,LQW15AN9N6J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"11",Active,"0.07","33 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15620-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"9.6nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN6N5J8ZD/490-15556-1-ND/6800221,"","","","","","","","","1.38A","","65mOhm Max",FIXED IND 6.5NH 1.38A 65 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","7GHz","0.024 (0.60mm)","6.5nH","100MHz","2020-09-02 01:22:28.467000",Active,Murata Electronics,LQW15AN6N5J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"12",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15556-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"6.5nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN5N4D8ZD/490-15515-1-ND/6800180,"","","","","","","","","1.77A","","40mOhm Max",FIXED IND 5.4NH 1.77A 40 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","8GHz","0.024 (0.60mm)","5.4nH","100MHz","2020-09-02 01:22:28.463000",Active,Murata Electronics,LQW15AN5N4D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"13",Active,"0.07","35 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15515-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"5.4nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN8N9J8ZD/490-15606-1-ND/6800271,"","","","","","","","","1.42A","","70mOhm Max",FIXED IND 8.9NH 1.42A 70 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6.5GHz","0.024 (0.60mm)","8.9nH","100MHz","2020-09-02 01:22:28.457000",Active,Murata Electronics,LQW15AN8N9J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"14",Active,"0.07","31 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15606-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"8.9nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN6N7J8ZD/490-15560-1-ND/6800225,"","","","","","","","","1.28A","","78mOhm Max",FIXED IND 6.7NH 1.28A 78 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","7GHz","0.024 (0.60mm)","6.7nH","100MHz","2020-09-02 01:22:28.453000",Active,Murata Electronics,LQW15AN6N7J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"15",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15560-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"6.7nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN8N4J8ZD/490-15596-1-ND/6800261,"","","","","","","","","1.5A","","69mOhm Max",FIXED IND 8.4NH 1.5A 69 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6.5GHz","0.024 (0.60mm)","8.4nH","100MHz","2020-09-02 01:22:28.450000",Active,Murata Electronics,LQW15AN8N4J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"16",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15596-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"8.4nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN2N3D8ZD/490-15381-1-ND/6800046,"","","","","","","","","2.53A","","22mOhm Max",FIXED IND 2.3NH 2.53A 22 MOHM,"0402 (1005 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","15.5GHz","0.024 (0.60mm)","2.3nH","100MHz","2020-09-02 01:22:28.443000",Active,Murata Electronics,LQW15AN2N3D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"17",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15381-1-ND","","","","","","","","","","","0402 (1005 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"2.3nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN30NJ8ZD/490-15408-1-ND/6800073,"","","","","","","","","660mA","","309mOhm Max",FIXED IND 30NH 660MA 309 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","3.8GHz","0.024 (0.60mm)","30nH","100MHz","2020-09-02 01:22:28.440000",Active,Murata Electronics,LQW15AN30NJ8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"18",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15408-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"30nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN6N6J8ZD/490-15558-1-ND/6800223,"","","","","","","","","1.28A","","78mOhm Max",FIXED IND 6.6NH 1.28A 78 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","7GHz","0.024 (0.60mm)","6.6nH","100MHz","2020-09-02 01:22:28.437000",Active,Murata Electronics,LQW15AN6N6J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"19",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15558-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"6.6nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN3N8D8ZD/490-15441-1-ND/6800106,"","","","","","","","","1.95A","","30mOhm Max",FIXED IND 3.8NH 1.95A 30 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","10GHz","0.024 (0.60mm)","3.8nH","100MHz","2020-09-02 01:22:28.433000",Active,Murata Electronics,LQW15AN3N8D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"20",Active,"0.07","35 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15441-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"3.8nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN7N3J8ZD/490-15574-1-ND/6800239,"","","","","","","","","1.7A","","50mOhm Max",FIXED IND 7.3NH 1.7A 50 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","7GHz","0.024 (0.60mm)","7.3nH","100MHz","2020-09-02 01:22:28.430000",Active,Murata Electronics,LQW15AN7N3J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"21",Active,"0.07","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15574-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"7.3nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN8N8J8ZD/490-15604-1-ND/6800269,"","","","","","","","","1.42A","","70mOhm Max",FIXED IND 8.8NH 1.42A 70 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6.5GHz","0.024 (0.60mm)","8.8nH","100MHz","2020-09-02 01:22:28.427000",Active,Murata Electronics,LQW15AN8N8J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"22",Active,"0.07","31 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15604-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"8.8nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN9N1G8ZD/490-15609-1-ND/6800274,"","","","","","","","","1.4A","","80mOhm Max",FIXED IND 9.1NH 1.4A 80 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","6.5GHz","0.024 (0.60mm)","9.1nH","100MHz","2020-09-02 01:22:28.420000",Active,Murata Electronics,LQW15AN9N1G8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"23",Active,"0.08","32 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15609-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±2%,Wirewound,"9.1nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN7N6J8ZD/490-15580-1-ND/6800245,"","","","","","","","","1.7A","","50mOhm Max",FIXED IND 7.6NH 1.7A 50 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","7GHz","0.024 (0.60mm)","7.6nH","100MHz","2020-09-02 01:22:28.417000",Active,Murata Electronics,LQW15AN7N6J8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"24",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15580-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"7.6nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN2N4D8ZD/490-15385-1-ND/6800050,"","","","","","","","","2.53A","","22mOhm Max",FIXED IND 2.4NH 2.53A 22 MOHM,"0402 (1005 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","15.5GHz","0.024 (0.60mm)","2.4nH","100MHz","2020-09-02 01:22:28.410000",Active,Murata Electronics,LQW15AN2N4D8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"25",Active,"0.07","30 @ 250MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15385-1-ND","","","","","","","","","","","0402 (1005 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.5nH,Wirewound,"2.4nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW15AN51NJ8ZD/490-15492-1-ND/6800157,"","","","","","","","","415mA","","696mOhm Max",FIXED IND 51NH 415MA 696 MOHM,"0402 (1006 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0402_1005 RF WW.PCBLIB,"","",IND 0402_1005 RF WW,"","","2.9GHz","0.024 (0.60mm)","51nH","100MHz","2020-09-02 01:22:28.407000",Active,Murata Electronics,LQW15AN51NJ8ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0402 (1006 Metric)",TapeAndReel,"26",Active,"0.07","25 @ 200MHz",AEC-Q200,LQW15,Unshielded,"0.039 L x 0.024 W (1.00mm x 0.60mm)",DigiKey,"490-15492-1-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"51nH"
