"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Current - Saturation","DC Resistance (DCR)","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Self Resonant","Height - Seated (Max)","Inductance","Inductance Frequency - Test","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Material - Core","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Q @ Freq","Ratings","Series","Shielding","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS10NG0ZD/490-15794-1-ND/6800459,"","","","","","","","","700mA","","130mOhm Max",FIXED IND 10NH 700MA 130 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","4.8GHz","0.039 (1.00mm)","10nH","250MHz","2020-09-06 11:05:17.503000",Active,Murata Electronics,LQW18AS10NG0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"958",Active,"0.08","31 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15794-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±2%,Wirewound,"10nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR39J0ZD/490-15885-1-ND/6800550,"","","","","","","","","100mA","","4.35Ohm Max",FIXED IND 390NH 100MA 4.35 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","900MHz","0.039 (1.00mm)","390nH","100MHz","2020-09-06 11:05:17.507000",Active,Murata Electronics,LQW18ASR39J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"959",Active,"0.08","25 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15885-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"390nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR21J0ZD/490-15875-1-ND/6800540,"","","","","","","","","200mA","","2.06Ohm Max",FIXED IND 210NH 200MA 2.06 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","895MHz","0.039 (1.00mm)","210nH","100MHz","2020-09-06 11:05:17.510000",Active,Murata Electronics,LQW18ASR21J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"960",Active,"0.08","27 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15875-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"210nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR20J0ZD/490-15873-1-ND/6800538,"","","","","","","","","200mA","","1.98Ohm Max",FIXED IND 200NH 200MA 1.98 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","900MHz","0.039 (1.00mm)","200nH","100MHz","2020-09-06 11:05:17.517000",Active,Murata Electronics,LQW18ASR20J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"961",Active,"0.08","25 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15873-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"200nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR12J0ZD/490-15867-1-ND/6800532,"","","","","","","","","300mA","","650mOhm Max",FIXED IND 120NH 300MA 650 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","1.3GHz","0.039 (1.00mm)","120nH","150MHz","2020-09-06 11:05:17.520000",Active,Murata Electronics,LQW18ASR12J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"962",Active,"0.08","32 @ 150MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15867-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"120nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS9N5J0ZD/490-15861-1-ND/6800526,"","","","","","","","","700mA","","135mOhm Max",FIXED IND 9.5NH 700MA 135 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","5.4GHz","0.039 (1.00mm)","9.5nH","250MHz","2020-09-06 11:05:17.523000",Active,Murata Electronics,LQW18AS9N5J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"963",Active,"0.08","28 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15861-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"9.5nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS8N7J0ZD/490-15859-1-ND/6800524,"","","","","","","","","700mA","","109mOhm Max",FIXED IND 8.7NH 700MA 109 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","4.6GHz","0.039 (1.00mm)","8.7nH","250MHz","2020-09-06 11:05:17.527000",Active,Murata Electronics,LQW18AS8N7J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"964",Active,"0.08","28 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15859-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"8.7nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS72NJ0ZD/490-15851-1-ND/6800516,"","","","","","","","","400mA","","490mOhm Max",FIXED IND 72NH 400MA 490 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","1.7GHz","0.039 (1.00mm)","72nH","250MHz","2020-09-06 11:05:17.533000",Active,Murata Electronics,LQW18AS72NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"965",Active,"0.08","34 @ 150MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15851-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"72nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS6N8J0ZD/490-15849-1-ND/6800514,"","","","","","","","","700mA","","110mOhm Max",FIXED IND 6.8NH 700MA 110 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","5.8GHz","0.039 (1.00mm)","6.8nH","250MHz","2020-09-06 11:05:17.537000",Active,Murata Electronics,LQW18AS6N8J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"966",Active,"0.08","27 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15849-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"6.8nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS4N7J0ZD/490-15837-1-ND/6800502,"","","","","","","","","700mA","","116mOhm Max",FIXED IND 4.7NH 700MA 116 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","5.8GHz","0.039 (1.00mm)","4.7nH","250MHz","2020-09-06 11:05:17.540000",Active,Murata Electronics,LQW18AS4N7J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"967",Active,"0.08","20 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15837-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"4.7nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS4N3J0ZD/490-15835-1-ND/6800500,"","","","","","","","","700mA","","63mOhm Max",FIXED IND 4.3NH 700MA 63 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","5.9GHz","0.039 (1.00mm)","4.3nH","250MHz","2020-09-06 11:05:17.543000",Active,Murata Electronics,LQW18AS4N3J0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"968",Active,"0.08","22 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15835-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"4.3nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS30NJ0ZD/490-15817-1-ND/6800482,"","","","","","","","","600mA","","144mOhm Max",FIXED IND 30NH 600MA 144 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.25GHz","0.039 (1.00mm)","30nH","250MHz","2020-09-06 11:05:17.550000",Active,Murata Electronics,LQW18AS30NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"969",Active,"0.08","37 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15817-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"30nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS24NJ0ZD/490-15813-1-ND/6800478,"","","","","","","","","700mA","","135mOhm Max",FIXED IND 24NH 700MA 135 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.65GHz","0.039 (1.00mm)","24nH","250MHz","2020-09-06 11:05:17.553000",Active,Murata Electronics,LQW18AS24NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"970",Active,"0.08","36 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15813-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"24nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS23NJ0ZD/490-15811-1-ND/6800476,"","","","","","","","","700mA","","190mOhm Max",FIXED IND 23NH 700MA 190 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","2.85GHz","0.039 (1.00mm)","23nH","250MHz","2020-09-06 11:05:17.557000",Active,Murata Electronics,LQW18AS23NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"971",Active,"0.08","38 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15811-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"23nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS18NJ0ZD/490-15805-1-ND/6800470,"","","","","","","","","700mA","","170mOhm Max",FIXED IND 18NH 700MA 170 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","3.1GHz","0.039 (1.00mm)","18nH","250MHz","2020-09-06 11:05:17.560000",Active,Murata Electronics,LQW18AS18NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"972",Active,"0.08","35 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15805-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"18nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS16NJ0ZD/490-15803-1-ND/6800468,"","","","","","","","","700mA","","104mOhm Max",FIXED IND 16NH 700MA 104 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","3.3GHz","0.039 (1.00mm)","16nH","250MHz","2020-09-06 11:05:17.567000",Active,Murata Electronics,LQW18AS16NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"973",Active,"0.08","34 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15803-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"16nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS15NJ0ZD/490-15801-1-ND/6800466,"","","","","","","","","700mA","","170mOhm Max",FIXED IND 15NH 700MA 170 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","4GHz","0.039 (1.00mm)","15nH","250MHz","2020-09-06 11:05:17.570000",Active,Murata Electronics,LQW18AS15NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"974",Active,"0.08","35 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15801-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"15nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS12NJ0ZD/490-15799-1-ND/6800464,"","","","","","","","","700mA","","130mOhm Max",FIXED IND 12NH 700MA 130 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","4GHz","0.039 (1.00mm)","12nH","250MHz","2020-09-06 11:05:17.577000",Active,Murata Electronics,LQW18AS12NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"975",Active,"0.08","35 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15799-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"12nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS11NJ0ZD/490-15797-1-ND/6800462,"","","","","","","","","700mA","","86mOhm Max",FIXED IND 11NH 700MA 86 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","4GHz","0.039 (1.00mm)","11nH","250MHz","2020-09-06 11:05:17.580000",Active,Murata Electronics,LQW18AS11NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"976",Active,"0.08","30 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15797-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"11nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AS10NJ0ZD/490-15795-1-ND/6800460,"","","","","","","","","700mA","","130mOhm Max",FIXED IND 10NH 700MA 130 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","4.8GHz","0.039 (1.00mm)","10nH","250MHz","2020-09-06 11:05:17.583000",Active,Murata Electronics,LQW18AS10NJ0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"977",Active,"0.08","31 @ 250MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15795-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±5%,Wirewound,"10nH"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LB1608T4R7M  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LB1608T4R7M/587-2162-1-ND/2002860,"","","","","","","","","70mA","","550mOhm",FIXED IND 4.7UH 70MA 550 MOHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","45MHz","0.035 (0.90mm)","4.7µH","7.96MHz","2020-09-06 11:05:17.593000",Active,Taiyo Yuden,LB1608T4R7M,"0603 (1608 Metric)","1",Surface Mount,-40°C ~ 105°C,"0603 (1608 Metric)",TapeAndReel,"978",Active,"0.09","","",LB,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"587-2162-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"4.7µH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0102.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18AN4N7B80D/490-16896-1-ND/7595804,"","","","","","","","","1.5A","","54mOhm Max",FIXED IND 4.7NH 1.5A 54 MOHM SMD,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","10.4GHz","0.039 (1.00mm)","4.7nH","100MHz","2020-09-06 11:05:17.600000",Active,Murata Electronics,LQW18AN4N7B80D,"0603 (1608 Metric)","1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"979",Active,"0.09","25 @ 250MHz","",LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-16896-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±0.1nH,Wirewound,"4.7nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR39G0ZD/490-15884-1-ND/6800549,"","","","","","","","","100mA","","4.35Ohm Max",FIXED IND 390NH 100MA 4.35 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","900MHz","0.039 (1.00mm)","390nH","100MHz","2020-09-06 11:05:17.617000",Active,Murata Electronics,LQW18ASR39G0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"980",Active,"0.08","25 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15884-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±2%,Wirewound,"390nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR33G0ZD/490-15882-1-ND/6800547,"","","","","","","","","100mA","","3.89Ohm Max",FIXED IND 330NH 100MA 3.89 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","900MHz","0.039 (1.00mm)","330nH","100MHz","2020-09-06 11:05:17.620000",Active,Murata Electronics,LQW18ASR33G0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"981",Active,"0.08","25 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15882-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±2%,Wirewound,"330nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR21G0ZD/490-15874-1-ND/6800539,"","","","","","","","","200mA","","2.06Ohm Max",FIXED IND 210NH 200MA 2.06 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","895MHz","0.039 (1.00mm)","210nH","100MHz","2020-09-06 11:05:17.623000",Active,Murata Electronics,LQW18ASR21G0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"982",Active,"0.08","27 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15874-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±2%,Wirewound,"210nH"
=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9139.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/LQW18ASR20G0ZD/490-15872-1-ND/6800537,"","","","","","","","","200mA","","1.98Ohm Max",FIXED IND 200NH 200MA 1.98 OHM,"0603 (1608 Metric)","",footprints/Passives/PCB - PASSIVES - IND 0603_1608 RF WW.PCBLIB,"","",IND 0603_1608 RF WW,"","","900MHz","0.039 (1.00mm)","200nH","100MHz","2020-09-06 11:05:17.627000",Active,Murata Electronics,LQW18ASR20G0ZD,Non-Magnetic,"1",Surface Mount,-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"983",Active,"0.08","25 @ 100MHz",AEC-Q200,LQW18,Unshielded,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"490-15872-1-ND","","","","","","","","","","","0603 (1608 Metric)",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±2%,Wirewound,"200nH"
