"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Polarization","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"15uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwf.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWF1V150MCL1GB/493-9726-1-ND/3963058,"","","","","","","","",CAP ALUM 15UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","1.3 Ohms","2020-09-02 01:18:40.160000","",Active,"1000 Hrs @ 105°C",Nichicon,UWF1V150MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9057",Active,"","0.13","","115mA @ 100kHz","57.5mA @ 120Hz",UWF,"0.248 Dia (6.30mm)",DigiKey,"493-9726-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","15uF","35V"
General Purpose,"47uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwf.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWF1A470MCL1GB/493-9707-1-ND/3963039,"","","","","","","","",CAP ALUM 47UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","1.3 Ohms","2020-09-02 01:18:40.173000","",Active,"1000 Hrs @ 105°C",Nichicon,UWF1A470MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9058",Active,"","0.13","","115mA @ 100kHz","57.5mA @ 120Hz",UWF,"0.248 Dia (6.30mm)",DigiKey,"493-9707-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","10V"
General Purpose,"10uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWJ1H100MCL1GB/493-9797-1-ND/3963129,"","","","","","","","",CAP ALUM 10UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.227000","",Active,"2000 Hrs @ 85°C",Nichicon,UWJ1H100MCL1GB,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9059",Active,Polar,"0.10","","49.5mA @ 10kHz","33mA @ 120Hz",UWJ,"0.248 Dia (6.30mm)",DigiKey,"493-9797-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","50V"
General Purpose,"33uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVE350ADA330MF60G/565-2232-1-ND/757393,"","","","","","","","",CAP ALUM 33UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.224 (5.70mm)","","2020-09-02 01:18:40.230000","",Active,"1000 Hrs @ 105°C",United Chemi-Con,EMVE350ADA330MF60G,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9060",Active,Polar,"0.09","","","54mA @ 120Hz",Alchip™- MVE,"0.248 Dia (6.30mm)",DigiKey,"565-2232-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","35V"
General Purpose,"100uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_SKV.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/6.3SKV100M6.3X5.5/1189-3114-1-ND/6050416,"","","","","","","","",CAP ALUM 100UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.233000","",Active,"1000 Hrs @ 105°C",Rubycon,"6.3SKV100M6.3X5.5","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9061",Active,Polar,"0.12","","68.4mA @ 10kHz","57mA @ 120Hz",SKV,"0.248 Dia (6.30mm)",DigiKey,"1189-3114-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","6.3V"
Automotive,"220uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/6.3SEV220M6.3X5.5/1189-1848-1-ND/3724983,"","","","","","","","",CAP ALUM 220UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.237000","",Active,"2000 Hrs @ 85°C",Rubycon,"6.3SEV220M6.3X5.5","1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9062",Active,Polar,"0.12",AEC-Q200,"115.2mA @ 10kHz","96mA @ 120Hz",SEV,"0.248 Dia (6.30mm)",DigiKey,"1189-1848-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","6.3V"
High Temperature Reflow,"33uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWZ1C330MCL1GB/493-9994-1-ND/3973965,"","","","","","","","",CAP ALUM 33UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.224 (5.70mm)","","2020-09-02 01:18:40.260000","",Active,"1000 Hrs @ 105°C",Nichicon,UWZ1C330MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9063",Active,Polar,"0.09","","60mA @ 10kHz","40mA @ 120Hz",UWZ,"0.248 Dia (6.30mm)",DigiKey,"493-9994-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","16V"
General Purpose,"22uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_SKV.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/35SKV22M6.3X5.5/1189-3093-1-ND/6050395,"","","","","","","","",CAP ALUM 22UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.267000","",Active,"1000 Hrs @ 105°C",Rubycon,"35SKV22M6.3X5.5","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9064",Active,Polar,"0.12","","","46mA @ 120Hz",SKV,"0.248 Dia (6.30mm)",DigiKey,"1189-3093-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","35V"
Automotive,"100uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/10SEV100M6.3X5.5/1189-2934-1-ND/5866574,"","","","","","","","",CAP ALUM 100UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.270000","",Active,"2000 Hrs @ 85°C",Rubycon,"10SEV100M6.3X5.5","1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9065",Active,Polar,"0.12",AEC-Q200,"85.2mA @ 10kHz","71mA @ 120Hz",SEV,"0.248 Dia (6.30mm)",DigiKey,"1189-2934-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","10V"
General Purpose,"27uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UUD1V270MCL1GS/493-2285-1-ND/590260,"","","","","","","","",CAP ALUM 27UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","440 mOhms","2020-09-02 01:18:40.293000","",Active,"2000 Hrs @ 105°C",Nichicon,UUD1V270MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9066",Active,Polar,"0.13","","230mA @ 100kHz","115mA @ 120Hz",UUD,"0.248 Dia (6.30mm)",DigiKey,"493-2285-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","27uF","35V"
General Purpose,"22uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVE500ADA220MF60G/565-2249-1-ND/757410,"","","","","","","","",CAP ALUM 22UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.224 (5.70mm)","","2020-09-02 01:18:40.300000","",Active,"1000 Hrs @ 105°C",United Chemi-Con,EMVE500ADA220MF60G,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9067",Active,Polar,"0.09","","","47mA @ 120Hz",Alchip™- MVE,"0.248 Dia (6.30mm)",DigiKey,"565-2249-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","50V"
Automotive,"47uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/25SEV47M6.3X5.5/1189-2433-1-ND/4842337,"","","","","","","","",CAP ALUM 47UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.303000","",Active,"2000 Hrs @ 85°C",Rubycon,"25SEV47M6.3X5.5","1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9068",Active,Polar,"0.09",AEC-Q200,"90mA @ 10kHz","60mA @ 120Hz",SEV,"0.248 Dia (6.30mm)",DigiKey,"1189-2433-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","25V"
General Purpose,"100uF",=Value,Datasheet,http://www.illinoiscapacitor.com/pdf/seriesDocuments/SML%20series.pdf,DigiKey Link,http://digikey.com/product-detail/en/illinois-capacitor/107SML016M/1572-1307-1-ND/5974066,"","","","","","","","",CAP ALUM 100UF 20% 16V SMD,"Radial, Can - SMD","3.316Ohm @ 120Hz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.307000","",Active,"2000 Hrs @ 85°C",Illinois Capacitor,"107SML016M","1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9069",Active,Polar,"0.09","","154.5mA @ 100kHz","103mA @ 120Hz",SML,"0.248 Dia (6.30mm)",DigiKey,"1572-1307-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","16V"
General Purpose,"47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/EDK476M025A9GAA.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/EDK476M025A9GAA/399-6051-1-ND/2712582,"","","","","","","","",CAP ALUM 47UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.343000","",Active,"2000 Hrs @ 85°C",KEMET,EDK476M025A9GAA,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9070",Active,Polar,"0.08","","87.5mA @ 10kHz","70mA @ 120Hz",EDK,"0.248 Dia (6.30mm)",DigiKey,"399-6051-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","25V"
General Purpose,"220uF",=Value,Datasheet,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwt.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWT0J221MCL6GS/493-9877-1-ND/3963202,"","","","","","","","",CAP ALUM 220UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","","2020-09-02 01:18:40.347000","",Active,"1000 Hrs @ 105°C",Nichicon,UWT0J221MCL6GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9071",Active,Polar,"0.08","","136.5mA @ 10kHz","91mA @ 120Hz",UWT,"0.248 Dia (6.30mm)",DigiKey,"493-9877-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","6.3V"
General Purpose,"220uF",=Value,Datasheet,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWR0J221MCL1GB/493-16215-1-ND/6556106,"","","","","","","","",CAP ALUM 220UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.367000","",Active,"2000 Hrs @ 85°C",Nichicon,UWR0J221MCL1GB,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9072",Active,Polar,"0.08","","165mA @ 10kHz","110mA @ 120Hz",UWR,"0.248 Dia (6.30mm)",DigiKey,"493-16215-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","220uF","6.3V"
General Purpose,"33uF",=Value,Datasheet,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwt.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWT1V330MCL6GS/493-9890-1-ND/3963205,"","","","","","","","",CAP ALUM 33UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","","2020-09-02 01:18:40.387000","",Active,"1000 Hrs @ 105°C",Nichicon,UWT1V330MCL6GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9073",Active,Polar,"0.08","","78mA @ 10kHz","52mA @ 120Hz",UWT,"0.248 Dia (6.30mm)",DigiKey,"493-9890-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","35V"
General Purpose,"22uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWJ1E220MCL1GB/493-9792-1-ND/3963124,"","","","","","","","",CAP ALUM 22UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.403000","",Active,"2000 Hrs @ 85°C",Nichicon,UWJ1E220MCL1GB,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9074",Active,Polar,"0.08","","63mA @ 10kHz","42mA @ 120Hz",UWJ,"0.248 Dia (6.30mm)",DigiKey,"493-9792-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","25V"
General Purpose,"150uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWJ0J151MCL1GB/493-9778-1-ND/3963110,"","","","","","","","",CAP ALUM 150UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.407000","",Active,"2000 Hrs @ 85°C",Nichicon,UWJ0J151MCL1GB,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9075",Active,Polar,"0.08","","106.5mA @ 10kHz","71mA @ 120Hz",UWJ,"0.248 Dia (6.30mm)",DigiKey,"493-9778-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","150uF","6.3V"
General Purpose,"100uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWJ0J101MCL1GB/493-9777-1-ND/3963109,"","","","","","","","",CAP ALUM 100UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.217 (5.50mm)","","2020-09-02 01:18:40.430000","",Active,"2000 Hrs @ 85°C",Nichicon,UWJ0J101MCL1GB,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"9076",Active,Polar,"0.08","","105mA @ 10kHz","70mA @ 120Hz",UWJ,"0.248 Dia (6.30mm)",DigiKey,"493-9777-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","6.3V"
Automotive,"22uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMZA500ADA220MF61G/565-2566-1-ND/757727,"","","","","","","","",CAP ALUM 22UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","880 mOhms","2020-09-02 01:18:40.517000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,EMZA500ADA220MF61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9077",Active,Polar,"0.16",AEC-Q200,"165mA @ 100kHz","66mA @ 120Hz",Alchip™- MZA,"0.248 Dia (6.30mm)",DigiKey,"565-2566-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","50V"
Automotive,"100uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFP1C101AP+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FP1C101AP/PCE4533CT-ND/1701032,"","","","","","","","",CAP ALUM 100UF 20% 16V SMD,"Radial, Can - SMD","260mOhm @ 100kHz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","","2020-09-02 01:18:40.527000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FP1C101AP,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9078",Active,Polar,"0.14",AEC-Q200,"300mA @ 100kHz","195mA @ 120Hz",FP,"0.248 Dia (6.30mm)",DigiKey,PCE4533CT-ND,"","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","100uF","16V"
General Purpose,"47uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UUD1V470MCL1GS/493-2287-1-ND/590262,"","","","","","","","",CAP ALUM 47UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","440 mOhms","2020-09-02 01:18:40.533000","",Active,"2000 Hrs @ 105°C",Nichicon,UUD1V470MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9079",Active,Polar,"0.13","","230mA @ 100kHz","115mA @ 120Hz",UUD,"0.248 Dia (6.30mm)",DigiKey,"493-2287-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","35V"
General Purpose,"47uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UUD1C470MCL1GS/493-2259-1-ND/590234,"","","","","","","","",CAP ALUM 47UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","440 mOhms","2020-09-02 01:18:40.537000","",Active,"2000 Hrs @ 105°C",Nichicon,UUD1C470MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9080",Active,Polar,"0.13","","230mA @ 100kHz","115mA @ 120Hz",UUD,"0.248 Dia (6.30mm)",DigiKey,"493-2259-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","16V"
General Purpose,"47uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UUD1E470MCL1GS/493-2273-1-ND/590248,"","","","","","","","",CAP ALUM 47UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD 6.6MM H6.1MM.PCBLIB,"","",CAP ALSMD 6.6MM H6.1MM,"","","0.228 (5.80mm)","440 mOhms","2020-09-02 01:18:40.540000","",Active,"2000 Hrs @ 105°C",Nichicon,UUD1E470MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"9081",Active,Polar,"0.12","","230mA @ 100kHz","115mA @ 120Hz",UUD,"0.248 Dia (6.30mm)",DigiKey,"493-2273-1-ND","","","","","","","","","","","0.260 L x 0.260 W (6.60mm x 6.60mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","25V"
