"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Polarization","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"10uF",=Value,Datasheet,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWX1C100MCL1GB/493-2100-1-ND/590075,"","","","","","","","",CAP ALUM 10UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.780000","",Active,"2000 Hrs @ 85°C",Nichicon,UWX1C100MCL1GB,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7030",Active,Polar,"0.05","","34.5mA @ 10kHz","23mA @ 120Hz",UWX,"0.157 Dia (4.00mm)",DigiKey,"493-2100-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","16V"
Automotive,"10uF",=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1CA100SR/PCE3878CT-ND/766254,"","","","","","","","",CAP ALUM 10UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.777000","",Active,"2000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1CA100SR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7031",Active,Polar,"0.06",AEC-Q200,"47.6mA @ 10kHz","28mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE3878CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","16V"
Automotive,"22uF",=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-0JA220SR/PCE3857CT-ND/766233,"","","","","","","","",CAP ALUM 22UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.773000","",Active,"2000 Hrs @ 85°C",Panasonic Electronic Components,EEE-0JA220SR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7032",Active,Polar,"0.06",AEC-Q200,"49.3mA @ 10kHz","29mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE3857CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","6.3V"
Automotive,"10uF",=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1VA100WR/PCE3948CT-ND/766324,"","","","","","","","",CAP ALUM 10UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.770000","",Active,"1000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1VA100WR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7033",Active,Polar,"0.07",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE3948CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","35V"
Automotive,"2.2uF",=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1VA2R2NR/PCE4295CT-ND/946230,"","","","","","","","",CAP ALUM 2.2UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.767000","",Active,"2000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1VA2R2NR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7034",Active,Bi-Polar,"0.08",AEC-Q200,"20.4mA @ 10kHz","12mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4295CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","2.2uF","35V"
Automotive,"1uF",=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1HA010NR/PCE4301CT-ND/946236,"","","","","","","","",CAP ALUM 1UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.747000","",Active,"2000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1HA010NR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7035",Active,Bi-Polar,"0.08",AEC-Q200,"17mA @ 10kHz","10mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4301CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","1uF","50V"
Automotive,"10uF",=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1AA100NR/PCE4288CT-ND/946223,"","","","","","","","",CAP ALUM 10UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.733000","",Active,"2000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1AA100NR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7036",Active,Bi-Polar,"0.08",AEC-Q200,"42.5mA @ 10kHz","25mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4288CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","10V"
High Temperature Reflow,"1uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwz.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWZ1H010MCL1GB/493-9937-1-ND/3963234,"","","","","","","","",CAP ALUM 1UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.700000","",Active,"1000 Hrs @ 105°C",Nichicon,UWZ1H010MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7037",Active,Polar,"0.07","","9.45mA @ 10kHz","6.3mA @ 120Hz",UWZ,"0.157 Dia (4.00mm)",DigiKey,"493-9937-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","1uF","50V"
General Purpose,"47uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVA6R3ADA470MD55G/565-2056-1-ND/757217,"","","","","","","","",CAP ALUM 47UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","","2020-09-02 01:23:45.687000","",Active,"2000 Hrs @ 85°C",United Chemi-Con,EMVA6R3ADA470MD55G,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7038",Active,Polar,"0.07","","35.64mA @ 100kHz","33mA @ 120Hz",Alchip™- MVA,"0.157 Dia (4.00mm)",DigiKey,"565-2056-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","47uF","6.3V"
General Purpose,"4.7uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVE350ADA4R7MD55G/565-2229-1-ND/757390,"","","","","","","","",CAP ALUM 4.7UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","","2020-09-02 01:23:45.683000","",Active,"1000 Hrs @ 105°C",United Chemi-Con,EMVE350ADA4R7MD55G,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7039",Active,Polar,"0.07","","","16mA @ 120Hz",Alchip™- MVE,"0.157 Dia (4.00mm)",DigiKey,"565-2229-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","35V"
General Purpose,"22uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVA100ADA220MD55G/565-2072-1-ND/757233,"","","","","","","","",CAP ALUM 22UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","","2020-09-02 01:23:45.680000","",Active,"2000 Hrs @ 85°C",United Chemi-Con,EMVA100ADA220MD55G,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7040",Active,Polar,"0.07","","28.08mA @ 100kHz","26mA @ 120Hz",Alchip™- MVA,"0.157 Dia (4.00mm)",DigiKey,"565-2072-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","10V"
General Purpose,"33uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVA100ADA330MD55G/565-2073-1-ND/757234,"","","","","","","","",CAP ALUM 33UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","","2020-09-02 01:23:45.667000","",Active,"2000 Hrs @ 85°C",United Chemi-Con,EMVA100ADA330MD55G,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7041",Active,Polar,"0.07","","32.4mA @ 100kHz","30mA @ 120Hz",Alchip™- MVA,"0.157 Dia (4.00mm)",DigiKey,"565-2073-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","10V"
General Purpose,"4.7uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVA500ADA4R7MD55G/565-2128-1-ND/757289,"","","","","","","","",CAP ALUM 4.7UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","","2020-09-02 01:23:45.663000","",Active,"2000 Hrs @ 85°C",United Chemi-Con,EMVA500ADA4R7MD55G,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7042",Active,Polar,"0.07","","27mA @ 100kHz","18mA @ 120Hz",Alchip™- MVA,"0.157 Dia (4.00mm)",DigiKey,"565-2128-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","50V"
General Purpose,"3.3uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVE500ADA3R3MD55G/565-2246-1-ND/757407,"","","","","","","","",CAP ALUM 3.3UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","","2020-09-02 01:23:45.660000","",Active,"1000 Hrs @ 105°C",United Chemi-Con,EMVE500ADA3R3MD55G,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7043",Active,Polar,"0.07","","","15mA @ 120Hz",Alchip™- MVE,"0.157 Dia (4.00mm)",DigiKey,"565-2246-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","3.3uF","50V"
Automotive,"3.3uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1H3R3R/PCE4019CT-ND/817481,"","","","","","","","",CAP ALUM 3.3UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","5 Ohms","2020-09-02 01:23:45.657000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1H3R3R,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7044",Active,Polar,"0.07",AEC-Q200,"30mA @ 100kHz","22.5mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4019CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","3.3uF","50V"
Automotive,"4.7uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1HA4R7WAR/PCE4624CT-ND/1718047,"","","","","","","","",CAP ALUM 4.7UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.640000","",Active,"1000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1HA4R7WAR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7045",Active,Polar,"0.08",AEC-Q200,"30.6mA @ 10kHz","18mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4624CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","50V"
Automotive,"22uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1CA220WAR/PCE4581CT-ND/1718004,"","","","","","","","",CAP ALUM 22UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.637000","",Active,"1000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1CA220WAR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7046",Active,Polar,"0.08",AEC-Q200,"47.6mA @ 10kHz","28mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4581CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","16V"
Automotive,"10uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1EA100WAR/PCE4592CT-ND/1718015,"","","","","","","","",CAP ALUM 10UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.633000","",Active,"1000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1EA100WAR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7047",Active,Polar,"0.08",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4592CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","25V"
Automotive,"10uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-1VA100WAR/PCE4630CT-ND/1718053,"","","","","","","","",CAP ALUM 10UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.630000","",Active,"1000 Hrs @ 85°C",Panasonic Electronic Components,EEE-1VA100WAR,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7048",Active,Polar,"0.08",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",S,"0.157 Dia (4.00mm)",DigiKey,PCE4630CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","35V"
General Purpose,"4.7uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/AVE.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/AVE475M25B12T-F/338-1801-1-ND/2096331,"","","","","","","","",CAP ALUM 4.7UF 20% 25V SMD,"Radial, Can - SMD","49.38Ohm @ 120Hz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.209 (5.30mm)","","2020-09-02 01:23:45.617000","",Active,"2000 Hrs @ 85°C",Cornell Dubilier Electronics (CDE),AVE475M25B12T-F,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7049",Active,Polar,"0.08","","505.4mA @ 10kHz","19mA @ 120Hz",AVE,"0.157 Dia (4.00mm)",DigiKey,"338-1801-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","25V"
General Purpose,"1uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/AVE.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/AVE105M50B12T-F/338-1816-1-ND/2096346,"","","","","","","","",CAP ALUM 1UF 20% 50V SMD,"Radial, Can - SMD","165.78Ohm @ 120Hz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.209 (5.30mm)","","2020-09-02 01:23:45.600000","",Active,"2000 Hrs @ 85°C",Cornell Dubilier Electronics (CDE),AVE105M50B12T-F,"1",Surface Mount,-40°C ~ 85°C,"Radial, Can - SMD",TapeAndReel,"7050",Active,Polar,"0.08","","15mA @ 10kHz","10mA @ 120Hz",AVE,"0.157 Dia (4.00mm)",DigiKey,"338-1816-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","1uF","50V"
Automotive,"33uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HAA330WAR/PCE4692CT-ND/1718115,"","","","","","","","",CAP ALUM 33UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.597000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HAA330WAR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7051",Active,Polar,"0.08",AEC-Q200,"49.3mA @ 10kHz","29mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4692CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","10V"
Automotive,"10uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HAE100WAR/PCE4704CT-ND/1718127,"","","","","","","","",CAP ALUM 10UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.590000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HAE100WAR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7052",Active,Polar,"0.08",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4704CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","25V"
Automotive,"10uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HAV100WAR/PCE4724CT-ND/1718147,"","","","","","","","",CAP ALUM 10UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.587000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HAV100WAR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7053",Active,Polar,"0.08",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4724CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","35V"
