"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Max)","DC Resistance (DCR) (Max)","Description","Device Package","Features","Filter Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height (Max)","Impedance @ Frequency","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Lines","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603F330CT000/445-7792-1-ND/2747717,"","","","","","","","","150mA","1.3Ohm",FERRITE BEAD 33 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","33 Ohms @ 100MHz","2020-09-02 01:18:07.903000",Active,TDK Corporation,MMZ0603F330CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"1",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-7792-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","33 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BX102SN1D/490-14882-1-ND/6799547,"","","","","","","","","170mA","1.7Ohm",FERRITE BEAD 1 KOHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","1 kOhms @ 100MHz","2020-09-02 01:18:07.900000",Active,Murata Electronics,BLM03BX102SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2",Active,"0.03","",BLM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14882-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","1 kOhms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603-h_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603S471HT000/445-172342-1-ND/4916914,"","","","","","","","","310mA","650mOhm",FERRITE BEAD 470 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","470 Ohms @ 100MHz","2020-09-02 01:18:07.897000",Active,TDK Corporation,MMZ0603S471HT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"3",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-172342-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","470 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603-h_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603S121HT000/445-172340-1-ND/4916911,"","","","","","","","","480mA","220mOhm",FERRITE BEAD 120 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","120 Ohms @ 100MHz","2020-09-02 01:18:07.893000",Active,TDK Corporation,MMZ0603S121HT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"4",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-172340-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","120 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603Y471CT000/445-2149-1-ND/765080,"","","","","","","","","200mA","1.4Ohm",FERRITE BEAD 470 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","470 Ohms @ 100MHz","2020-09-02 01:18:07.890000",Active,TDK Corporation,MMZ0603Y471CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"5",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-2149-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","470 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603-h_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603S102HT000/445-15755-1-ND/4328051,"","","","","","","","","200mA","1.25Ohm",FERRITE BEAD 1 KOHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","1 kOhms @ 100MHz","2020-09-02 01:18:07.887000",Active,TDK Corporation,MMZ0603S102HT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"6",Active,"0.04","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-15755-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","1 kOhms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603D470CT000/445-15753-1-ND/4328049,"","","","","","","","","200mA","700mOhm",FERRITE BEAD 47 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","47 Ohms @ 100MHz","2020-09-02 01:18:07.883000",Active,TDK Corporation,MMZ0603D470CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"7",Active,"0.04","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-15753-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","47 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BX182SN1D/490-14883-1-ND/6799548,"","","","","","","","","140mA","2.5Ohm",FERRITE BEAD 1.8 KOHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","1.8 kOhms @ 100MHz","2020-09-02 01:18:07.880000",Active,Murata Electronics,BLM03BX182SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"8",Active,"0.03","",BLM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14883-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","1.8 kOhms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603Y750CT000/445-15757-1-ND/4328053,"","","","","","","","","300mA","350mOhm",FERRITE BEAD 75 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","75 Ohms @ 100MHz","2020-09-02 01:18:07.877000",Active,TDK Corporation,MMZ0603Y750CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"9",Active,"0.04","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-15757-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","75 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603S100CT000/445-2141-1-ND/765072,"","","","","","","","","1A","50mOhm",FERRITE BEAD 10 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","10 Ohms @ 100MHz","2020-09-02 01:18:07.873000",Active,TDK Corporation,MMZ0603S100CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"10",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-2141-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","10 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603Y601CT000/445-7790-1-ND/2747715,"","","","","","","","","200mA","1.5Ohm",FERRITE BEAD 600 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","600 Ohms @ 100MHz","2020-09-02 01:18:07.870000",Active,TDK Corporation,MMZ0603Y601CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"11",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-7790-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","600 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603F220CT000/445-7791-1-ND/2747716,"","","","","","","","","200mA","1Ohm",FERRITE BEAD 22 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","22 Ohms @ 100MHz","2020-09-02 01:18:07.867000",Active,TDK Corporation,MMZ0603F220CT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"12",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-7791-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","22 Ohms @ 100MHz"
=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_signal_mmz0603-h_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/MMZ0603S601HT000/445-172343-1-ND/4916915,"","","","","","","","","280mA","750mOhm",FERRITE BEAD 600 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","600 Ohms @ 100MHz","2020-09-02 01:18:07.863000",Active,TDK Corporation,MMZ0603S601HT000,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"13",Active,"0.03","",MMZ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"445-172343-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","600 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BC330SN1D/490-11920-1-ND/5403210,"","","","","","","","","150mA","850mOhm",FERRITE BEAD 33 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","33 Ohms @ 100MHz","2020-09-02 01:18:07.860000",Active,Murata Electronics,BLM03BC330SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"14",Active,"0.03","","EMIFIL®, BLM03","0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11920-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","33 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BD121SN1D/490-5172-1-ND/1948348,"","","","","","","","","250mA","500mOhm",FERRITE BEAD 120 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","120 Ohms @ 100MHz","2020-09-02 01:18:07.857000",Active,Murata Electronics,BLM03BD121SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"15",Active,"0.03","","EMIFIL®, BLM03","0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-5172-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","120 Ohms @ 100MHz"
=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BK0603LL800-T/587-2198-1-ND/2002896,"","","","","","","","","100mA","1.3Ohm",FERRITE BEAD 80 OHM 0201 1LN,"0201 (0603 Metric)","","",footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","80 Ohms @ 100MHz","2020-09-02 01:18:07.850000",Active,Taiyo Yuden,BK0603LL800-T,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"16",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-2198-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","80 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BD601SN1D/490-5544-1-ND/2342993,"","","","","","","","","200mA","1.7Ohm",FERRITE BEAD 600 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","600 Ohms @ 100MHz","2020-09-02 01:18:07.847000",Active,Murata Electronics,BLM03BD601SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"17",Active,"0.03","","EMIFIL®, BLM03","0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-5544-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","600 Ohms @ 100MHz"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BKP0603HS800-T  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BKP0603HS800-T/587-3287-1-ND/4157931,"","","","","","","","","1A","120mOhm",FERRITE BEAD 80 OHM 0201 1LN,"0201 (0603 Metric)","",Power Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","80 Ohms @ 100MHz","2020-09-02 01:18:07.843000",Active,Taiyo Yuden,BKP0603HS800-T,"1",Surface Mount,"1",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"18",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-3287-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","80 Ohms @ 100MHz"
=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BK0603LL560-T/587-3013-1-ND/2763384,"","","","","","","","","100mA","1Ohm",FERRITE BEAD 56 OHM 0201 1LN,"0201 (0603 Metric)","","",footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","56 Ohms @ 100MHz","2020-09-02 01:18:07.840000",Active,Taiyo Yuden,BK0603LL560-T,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"19",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-3013-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","56 Ohms @ 100MHz"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BKP0603HM330-T &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BKP0603HM330-T/587-5418-1-ND/7067094,"","","","","","","","","1A","70mOhm",FERRITE BEAD 33 OHM 0201 1LN,"0201 (0603 Metric)","",Power Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","33 Ohms @ 100MHz","2020-09-02 01:18:07.837000",Active,Taiyo Yuden,BKP0603HM330-T,"1",Surface Mount,"1",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"20",Active,"0.03","",BKP,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5418-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","33 Ohms @ 100MHz"
=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BK0603HM601-T/587-5407-1-ND/7067083,"","","","","","","","","100mA","1.2Ohm",FERRITE BEAD 600 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","600 Ohms @ 100MHz","2020-09-02 01:18:07.830000",Active,Taiyo Yuden,BK0603HM601-T,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"21",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5407-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","600 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BD241SN1D/490-5173-1-ND/1948349,"","","","","","","","","200mA","800mOhm",FERRITE BEAD 240 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","240 Ohms @ 100MHz","2020-09-02 01:18:07.827000",Active,Murata Electronics,BLM03BD241SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"22",Active,"0.03","","EMIFIL®, BLM03","0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-5173-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","240 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03BB470SN1D/490-5168-1-ND/1948344,"","","","","","","","","200mA","700mOhm",FERRITE BEAD 47 OHM 0201 1LN,"0201 (0603 Metric)","",Signal Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","47 Ohms @ 100MHz","2020-09-02 01:18:07.823000",Active,Murata Electronics,BLM03BB470SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"23",Active,"0.03","","EMIFIL®, BLM03","0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-5168-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","47 Ohms @ 100MHz"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BK0603TS601-T  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BK0603TS601-T/587-3277-1-ND/4157924,"","","","","","","","","270mA","750mOhm",FERRITE BEAD 600 OHM 0201 1LN,"0201 (0603 Metric)","","",footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","600 Ohms @ 100MHz","2020-09-02 01:18:07.820000",Active,Taiyo Yuden,BK0603TS601-T,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"24",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-3277-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","600 Ohms @ 100MHz"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BK0603HM600-T  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BK0603HM600-T/587-1824-1-ND/1465294,"","","","","","","","","200mA","250mOhm",FERRITE BEAD 60 OHM 0201 1LN,"0201 (0603 Metric)","","",footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","60 Ohms @ 100MHz","2020-09-02 01:18:07.817000",Active,Taiyo Yuden,BK0603HM600-T,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"25",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-1824-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","60 Ohms @ 100MHz"
=Value,Datasheet,https://www.murata.com/en-us/products/productdata/8796741140510/ENFA0020.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/BLM03AG121SN1D/490-2557-1-ND/610983,"","","","","","","","","200mA","500mOhm",FERRITE BEAD 120 OHM 0201 1LN,"0201 (0603 Metric)","","",footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","120 Ohms @ 100MHz","2020-09-02 01:18:07.813000",Active,Murata Electronics,BLM03AG121SN1D,"1",Surface Mount,"1",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"26",Active,"0.03","","EMIFIL®, BLM03","0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-2557-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","120 Ohms @ 100MHz"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BKP0603HS330-T  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BKP0603HS330-T/587-2197-1-ND/2002895,"","","","","","","","","1A","70mOhm",FERRITE BEAD 33 OHM 0201 1LN,"0201 (0603 Metric)","",Power Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","33 Ohms @ 100MHz","2020-09-02 01:18:07.810000",Active,Taiyo Yuden,BKP0603HS330-T,"1",Surface Mount,"1",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"27",Active,"0.03","",BK,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-2197-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","33 Ohms @ 100MHz"
=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BKP0603HM220-T &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/BKP0603HM220-T/587-5417-1-ND/7067093,"","","","","","","","","1A","70mOhm",FERRITE BEAD 22 OHM 0201 1LN,"0201 (0603 Metric)","",Power Line,footprints/Ferrite - Chip/PCB - FERRITE - CHIP - FER 0201_0603.PCBLIB,"","",FER 0201_0603,"","","0.013 (0.33mm)","22 Ohms @ 100MHz","2020-09-02 01:18:07.807000",Active,Taiyo Yuden,BKP0603HM220-T,"1",Surface Mount,"1",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"28",Active,"0.03","",BKP,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5417-1-ND","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - FERRITE CHIP.SCHLIB,FERRITE CHIP,"","22 Ohms @ 100MHz"
