"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Collector Cutoff (Max)","Current - Collector (Ic) (Max)","DC Current Gain (hFE) (Min) @ Ic, Vce","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Transition","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Package / Case","Packaging","Part Status","Power - Max","Price","Resistor - Base (R1)","Resistor - Emitter Base (R2)","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Transistor Type","Type","Value","Vce Saturation (Max) @ Ib, Ic","Voltage - Collector Emitter Breakdown (Max)"
=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/DTC143E-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/DTC143EET1G/DTC143EET1GOSCT-ND/5801799,"","","","","","","","","500nA","100mA","15 @ 5mA, 10V",TRANS PREBIAS NPN 0.2W SC75,"SC-75, SOT-416",footprints/Leaded - SOT/PCB - LEADED - SOT - ON SEMICONDUCTOR SC-75.PCBLIB,"","",ON SEMICONDUCTOR SC-75,"","","","2020-03-30 16:27:50.003000",Active,ON Semiconductor,DTC143EET1G,"1",Surface Mount,"SC-75, SOT-416",TapeAndReel,Active,"200mW","0.02","4.7 kOhms","4.7 kOhms",-,DigiKey,DTC143EET1GOSCT-ND,"","","","","","","","","","","SC-75, SOT-416",symbols/BJT/SCH - BJT - ON SEMI NPN SINGLE PREBIASED SC-75 DTC.SchLib,ON SEMI NPN SINGLE PREBIASED SC-75 DTC,NPN - Pre-Biased,"","","250mV @ 1mA, 10mA","50V"
