"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
Automotive,"1.5uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9M3X7T2E155K200KA/445-7949-1-ND/2781453,"","","","","","","","",CAP CER 1.5UF 250V X7T 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.123000","","",Active,TDK Corporation,CGA9M3X7T2E155K200KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.66",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-7949-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.079 (2.00mm)",±10%,"","1.5uF","250V"
"SMPS Filtering, Boardflex Sensitive","0.039uF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220SC393KAZ1A/478-8054-1-ND/3900670,"","","","","","","","",CAP CER 0.039UF 1.5KV X7R 2220,"2220 (5750 Metric)","","Soft Termination, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.103000","","",Active,AVX Corporation,"2220SC393KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.85","",FLEXITERM®,"0.220 L x 0.200 W (5.59mm x 5.08mm)",DigiKey,"478-8054-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.079 (2.00mm)",±10%,"","0.039uF","1500V (1.5kV)"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C102JBGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C102JBGACTU/399-5560-1-ND/2033922,"","","","","","","","",CAP CER 1000PF 630V C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.097000","","",Active,KEMET,C2220C102JBGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.08","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-5560-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","1000pF","630V"
General Purpose,"3300pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C332JDGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C332JDGACTU/399-7315-1-ND/3439480,"","","","","","","","",CAP CER 3300PF 1KV C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.093000","","",Active,KEMET,C2220C332JDGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.11","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7315-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","3300pF","1000V (1kV)"
"Automotive, Bypass, Decoupling","10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C103KDRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C103KDRACAUTO/399-16805-1-ND/8110171,"","","","","","","","",CAP CER 2220 10NF 1000V X7R 10%,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.077000","","",Active,KEMET,C2220C103KDRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.83",AEC-Q200,SMD Auto X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-16805-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.061 (1.55mm)",±10%,"","10000pF","1000V (1kV)"
General Purpose,"0.27uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C274J1GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C274J1GACTU/399-5397-1-ND/1874835,"","","","","","","","",CAP CER 0.27UF 100V C0G/NP0 2220,"2220 (5750 Metric)","",Low ESL,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.073000","","",Active,KEMET,C2220C274J1GACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.29","",SMD Comm C0G,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-5397-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.065 (1.65mm)",±5%,"","0.27uF","100V"
General Purpose,"4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C472JDGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C472JDGACTU/399-7317-1-ND/3439427,"","","","","","","","",CAP CER 4700PF 1KV C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.070000","","",Active,KEMET,C2220C472JDGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.34","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7317-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","4700pF","1000V (1kV)"
General Purpose,"150pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C151KHGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C151KHGAC7800/399-13243-1-ND/5879397,"","","","","","","","",CAP CER 150PF 3KV C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.050000","","",Active,KEMET,C2220C151KHGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.37","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-13243-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±10%,"","150pF","3000V (3kV)"
General Purpose,"750pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C751JZGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C751JZGACTU/399-4859-1-ND/1086697,"","","","","","","","",CAP CER 750PF 2.5KV C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.047000","","",Active,KEMET,C2220C751JZGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.49","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-4859-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","750pF","2500V (2.5kV)"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C102JZGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C102JZGACTU/399-4855-1-ND/1086693,"","","","","","","","",CAP CER 1000PF 2.5KV NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.027000","","",Active,KEMET,C2220C102JZGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.73","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-4855-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","1000pF","2500V (2.5kV)"
General Purpose,"4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C472KGRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C472KGRACTU/399-7318-1-ND/3439372,"","","","","","","","",CAP CER 4700PF 2KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18.023000","","",Active,KEMET,C2220C472KGRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.14","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7318-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","4700pF","2000V (2kV)"
General Purpose,"330pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C331KFGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C331KFGACTU/399-7314-1-ND/3439548,"","","","","","","","",CAP CER 330PF 1.5KV C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:18","","",Active,KEMET,C2220C331KFGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.01","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7314-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.061 (1.55mm)",±10%,"","330pF","1500V (1.5kV)"
"Automotive, Bypass, Decoupling","1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C102KHRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C102KHRACAUTO/399-16803-1-ND/8110169,"","","","","","","","",CAP CER 2220 1NF 3000V X7R 10%,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.983000","","",Active,KEMET,C2220C102KHRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.19",AEC-Q200,SMD Auto X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-16803-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","1000pF","3000V (3kV)"
"Automotive, Bypass, Decoupling","2200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C222KHRACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C222KHRACAUTO/399-16811-1-ND/8110177,"","","","","","","","",CAP CER 2220 2.2NF 3000V X7R 10%,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.963000","","",Active,KEMET,C2220C222KHRACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.20",AEC-Q200,SMD Auto X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-16811-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","2200pF","3000V (3kV)"
General Purpose,"4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C472JBGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C472JBGACTU/399-5562-1-ND/2033924,"","","","","","","","",CAP CER 4700PF 630V C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.960000","","",Active,KEMET,C2220C472JBGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.34","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-5562-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","4700pF","630V"
General Purpose,"330pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C331JFGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C331JFGAC7800/399-7313-1-ND/3439493,"","","","","","","","",CAP CER 330PF 1.5KV C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.947000","","",Active,KEMET,C2220C331JFGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.18","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7313-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.061 (1.55mm)",±5%,"","330pF","1500V (1.5kV)"
Boardflex Sensitive,"4700pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220X472JCGAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220X472JCGAC7800/399-16345-1-ND/7652873,"","","","","","","","",CAP CER 4700PF 500V NP0 2220 5%,"2220 (5750 Metric)","","Low ESL, Soft Termination, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.933000","","",Active,KEMET,C2220X472JCGAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.47","",SMD Comm C0G HV Flex,"0.232 L x 0.197 W (5.90mm x 5.00mm)",DigiKey,"399-16345-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","4700pF","500V"
Boardflex Sensitive,"0.47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220X474J5GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220X474J5GACTU/399-7460-1-ND/3317494,"","","","","","","","",CAP CER 0.47UF 50V C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, Soft Termination",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.913000","","",Active,KEMET,C2220X474J5GACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"3.11","",SMD Comm C0G Flex,"0.232 L x 0.197 W (5.90mm x 5.00mm)",DigiKey,"399-7460-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.073 (1.85mm)",±5%,"","0.47uF","50V"
General Purpose,"0.15uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750X7R2J154K160KA/445-4533-1-ND/2042329,"","","","","","","","",CAP CER 0.15UF 630V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.890000","","",Active,TDK Corporation,C5750X7R2J154K160KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.41","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-4533-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","0.15uF","630V"
General Purpose,"6800pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C682KGRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C682KGRACTU/399-7320-1-ND/3439413,"","","","","","","","",CAP CER 6800PF 2KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.887000","","",Active,KEMET,C2220C682KGRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.95","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7320-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","6800pF","2000V (2kV)"
General Purpose,"0.047uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C473KDRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C473KDRACTU/399-4856-1-ND/1086694,"","","","","","","","",CAP CER 0.047UF 1KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.883000","","",Active,KEMET,C2220C473KDRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.95","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-4856-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","0.047uF","1000V (1kV)"
General Purpose,"220pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C221KGRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C221KGRACTU/399-7129-1-ND/3439558,"","","","","","","","",CAP CER 220PF 2KV X7R 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.860000","","",Active,KEMET,C2220C221KGRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.67","",SMD Comm X7R HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7129-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","220pF","2000V (2kV)"
General Purpose,"6800pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C682JCGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C682JCGACTU/399-7319-1-ND/3439373,"","","","","","","","",CAP CER 6800PF 500V C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.857000","","",Active,KEMET,C2220C682JCGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.02","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7319-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","6800pF","500V"
General Purpose,"1000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220C102FCGACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220C102FCGACTU/399-7307-1-ND/3439460,"","","","","","","","",CAP CER 1000PF 500V C0G/NP0 2220,"2220 (5750 Metric)","","Low ESL, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.837000","","",Active,KEMET,C2220C102FCGACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.06","",SMD Comm C0G HV,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"399-7307-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.061 (1.55mm)",±1%,"","1000pF","500V"
Automotive,"0.68uF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GC355DD72E684KX01L/490-14011-1-ND/6155841,"","","","","","","","",CAP CER 0.68UF 250V X7T 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.833000","","",Active,Murata Electronics,GC355DD72E684KX01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.01",AEC-Q200,GC3,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"490-14011-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.079 (2.00mm)",±10%,"","0.68uF","250V"
Automotive,"0.33uF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GC355DD72W334KX01L/490-14015-1-ND/6155845,"","","","","","","","",CAP CER 0.33UF 450V X7T 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.830000","","",Active,Murata Electronics,GC355DD72W334KX01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.05",AEC-Q200,GC3,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"490-14015-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.079 (2.00mm)",±10%,"","0.33uF","450V"
General Purpose,"0.33uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GR355DD72W334KW01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GR355DD72W334KW01L/490-5746-1-ND/2712289,"","","","","","","","",CAP CER 0.33UF 450V X7T 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.827000","","",Active,Murata Electronics,GR355DD72W334KW01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.10","",GR3,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"490-5746-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.079 (2.00mm)",±10%,"","0.33uF","450V"
Boardflex Sensitive,"0.22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220X224KCRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220X224KCRAC7800/399-16346-1-ND/7652874,"","","","","","","","",CAP CER 0.22UF 500V X7R 2220 10%,"2220 (5750 Metric)","","Low ESL, Soft Termination, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.810000","","",Active,KEMET,C2220X224KCRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.14","",SMD Comm X7R HV Flex,"0.232 L x 0.197 W (5.90mm x 5.00mm)",DigiKey,"399-16346-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","0.22uF","500V"
Automotive,"0.33uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9M1X7T2J334K200KC/445-7953-1-ND/2781457,"","","","","","","","",CAP CER 0.33UF 630V X7T 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.807000","","",Active,TDK Corporation,CGA9M1X7T2J334K200KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.50",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-7953-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.079 (2.00mm)",±10%,"","0.33uF","630V"
"Automotive, Boardflex Sensitive","1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C2220X105KARACAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C2220X105KARACAUTO/399-16427-1-ND/7803619,"","","","","","","","",CAP CER 1UF 250V X7R 2220 AUTO F,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.787000","","",Active,KEMET,C2220X105KARACAUTO,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.43",AEC-Q200,SMD Auto X7R Flex,"0.232 L x 0.197 W (5.90mm x 5.00mm)",DigiKey,"399-16427-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","1uF","250V"
Automotive,"0.15uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9L4X7R2J154M160KA/445-13146-1-ND/3954812,"","","","","","","","",CAP CER 0.15UF 630V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.767000","","",Active,TDK Corporation,CGA9L4X7R2J154M160KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.40",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-13146-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±20%,"","0.15uF","630V"
General Purpose,"0.15uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750JB2J154K160KA/445-12004-1-ND/3953670,"","","","","","","","",CAP CER 0.15UF 630V JB 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:17.763000","","",Active,TDK Corporation,C5750JB2J154K160KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.37","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-12004-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.071 (1.80mm)",±10%,"","0.15uF","630V"
