"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
"RF, Microwave, High Frequency","0.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1HR60WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1HR60WB01D/490-17142-1-ND/7602141,"","","","","","","","",CAP CER 0.6PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.200000","","",Active,Murata Electronics,GJM0335C1HR60WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"1",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17142-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.6pF","50V"
"RF, Microwave, High Frequency","0.7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER70WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER70WB01D/490-12664-1-ND/5797633,"","","","","","","","",CAP CER 0.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.197000","","",Active,Murata Electronics,GJM0335C1ER70WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-12664-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.7pF","25V"
"RF, Microwave, High Frequency","2.1pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E2R1WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E2R1WB01D/490-14783-1-ND/6606389,"","","","","","","","",CAP CER 2.1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.193000","","",Active,Murata Electronics,GJM0335C1E2R1WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"3",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14783-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","2.1pF","25V"
"RF, Microwave, High Frequency","0.82pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1HR82WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1HR82WB01D/490-17148-1-ND/7602147,"","","","","","","","",CAP CER 0.82PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.190000","","",Active,Murata Electronics,GJM0335C1HR82WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"4",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17148-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.82pF","50V"
"RF, Microwave, High Frequency","0.47pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER47WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER47WB01D/490-17310-1-ND/7602309,"","","","","","","","",CAP CER 0.47PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.187000","","",Active,Murata Electronics,GJM0335C1ER47WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"5",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17310-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.47pF","25V"
"RF, Microwave, High Frequency","0.3pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER30WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER30WB01D/490-8073-1-ND/4380359,"","","","","","","","",CAP CER 0.3PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.183000","","",Active,Murata Electronics,GJM0335C1ER30WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"6",Active,"0.03","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-8073-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.3pF","25V"
"RF, Microwave, High Frequency","5.1pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L5R1CV4T/712-1197-1-ND/1786659,"","","","","","","","",CAP CER 5.1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.180000","","",Active,Johanson Technology Inc.,"250R05L5R1CV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"7",Active,"0.02","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1197-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.1pF","25V"
"RF, Microwave, High Frequency","5.6pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004009/732-13223-1-ND/9816434,"","","","","","","","",CAP CER 5.6PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.177000","","",Active,Würth Elektronik,"885392004009","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"8",Active,"0.04","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13223-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.6pF","25V"
"RF, Microwave, High Frequency","9pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004010/732-13224-1-ND/9816435,"","","","","","","","",CAP CER 9PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.173000","","",Active,Würth Elektronik,"885392004010","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"9",Active,"0.04","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13224-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.5pF,"","9pF","25V"
"RF, Microwave, High Frequency","6.2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E6R2CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E6R2CB01D/490-3075-1-ND/702341,"","","","","","","","",CAP CER 6.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.170000","","",Active,Murata Electronics,GJM0335C1E6R2CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"10",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3075-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","6.2pF","25V"
"RF, Microwave, High Frequency","1.1pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E1R1CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E1R1CB01D/490-3054-1-ND/702320,"","","","","","","","",CAP CER 1.1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.167000","","",Active,Murata Electronics,GJM0335C1E1R1CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"11",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3054-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","1.1pF","25V"
"RF, Microwave, High Frequency","0.6pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L0R6AV4T/712-1177-1-ND/1786639,"","","","","","","","",CAP CER 0.6PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.163000","","",Active,Johanson Technology Inc.,"250R05L0R6AV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"12",Active,"0.04","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1177-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.6pF","25V"
"RF, Microwave, High Frequency","10pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CBR02C100J3GAC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CBR02C100J3GAC/399-6146-1-ND/2732117,"","","","","","","","",CAP CER 10PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss, Ultra Low ESR",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.160000","","",Active,KEMET,CBR02C100J3GAC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"13",Active,"0.05","",CBR-SMD RF C0G,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"399-6146-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","10pF","25V"
"RF, Microwave, High Frequency","0.8pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L0R8AV4T/712-1602-1-ND/6612938,"","","","","","","","",CAP CER 0.8PF 25V NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.137000","","",Active,Johanson Technology Inc.,"250R05L0R8AV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"14",Active,"0.04","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1602-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.8pF","25V"
"RF, Microwave, High Frequency","5.7pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H5R7CB01D/490-17198-1-ND/7602197,"","","","","","","","",CAP CER 5.7PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.133000","","",Active,Murata Electronics,GJM0335C1H5R7CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"15",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17198-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.7pF","50V"
"RF, Microwave, High Frequency","9.3pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E9R3CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E9R3CB01D/490-17293-1-ND/7602292,"","","","","","","","",CAP CER 9.3PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.130000","","",Active,Murata Electronics,GJM0335C1E9R3CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"16",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17293-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","9.3pF","25V"
"RF, Microwave, High Frequency","8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E8R0CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E8R0CB01D/490-17280-1-ND/7602279,"","","","","","","","",CAP CER 8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.127000","","",Active,Murata Electronics,GJM0335C1E8R0CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"17",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17280-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","8pF","25V"
"RF, Microwave, High Frequency","7.4pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E7R4CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E7R4CB01D/490-17274-1-ND/7602273,"","","","","","","","",CAP CER 7.4PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.123000","","",Active,Murata Electronics,GJM0335C1E7R4CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"18",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17274-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","7.4pF","25V"
"RF, Microwave, High Frequency","5.4pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H5R4CB01D/490-17195-1-ND/7602194,"","","","","","","","",CAP CER 5.4PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.120000","","",Active,Murata Electronics,GJM0335C1H5R4CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"19",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17195-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.4pF","50V"
"RF, Microwave, High Frequency","8.7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E8R7CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E8R7CB01D/490-17287-1-ND/7602286,"","","","","","","","",CAP CER 8.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.117000","","",Active,Murata Electronics,GJM0335C1E8R7CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"20",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17287-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","8.7pF","25V"
"RF, Microwave, High Frequency","9.7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E9R7CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E9R7CB01D/490-17297-1-ND/7602296,"","","","","","","","",CAP CER 9.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.113000","","",Active,Murata Electronics,GJM0335C1E9R7CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"21",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17297-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","9.7pF","25V"
"RF, Microwave, High Frequency","15pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0336C1E150GB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0336C1E150GB01D/490-12597-1-ND/5797578,"","","","","","","","",CAP CER 15PF 25V C0H 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.110000","","",Active,Murata Electronics,GJM0336C1E150GB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"22",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-12597-1-ND","","","","","","","","","","",,capacitors\capacitor,C0H,"0.013 (0.33mm)",±2%,"","15pF","25V"
"RF, Microwave, High Frequency","15pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E150GB01D/490-10562-1-ND/5124912,"","","","","","","","",CAP CER 15PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.090000","","",Active,Murata Electronics,GJM0335C1E150GB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"23",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-10562-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±2%,"","15pF","25V"
"RF, Microwave, High Frequency","18pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E180GB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E180GB01D/490-14486-1-ND/6606947,"","","","","","","","",CAP CER 18PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.087000","","",Active,Murata Electronics,GJM0335C1E180GB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"24",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14486-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±2%,"","18pF","25V"
"RF, Microwave, High Frequency","2pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CBR02C209A5GAC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CBR02C209A5GAC/399-17305-1-ND/8602587,"","","","","","","","",CAP CER 2PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss, Ultra Low ESR",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.067000","","",Active,KEMET,CBR02C209A5GAC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"25",Active,"0.07","",CBR-SMD RF C0G,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"399-17305-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","2pF","50V"
"RF, Microwave, High Frequency","12pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L120JV4T/712-1209-1-ND/1786671,"","","","","","","","",CAP CER 12PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.063000","","",Active,Johanson Technology Inc.,"250R05L120JV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"26",Active,"0.02","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1209-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","12pF","25V"
"RF, Microwave, High Frequency","33pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L330JV4T/712-1227-1-ND/1786689,"","","","","","","","",CAP CER 33PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.060000","","",Active,Johanson Technology Inc.,"250R05L330JV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"27",Active,"0.02","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1227-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","33pF","25V"
"RF, Microwave, High Frequency","10pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L100JV4T/712-1205-1-ND/1786667,"","","","","","","","",CAP CER 10PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.057000","","",Active,Johanson Technology Inc.,"250R05L100JV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"28",Active,"0.02","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1205-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","10pF","25V"
"RF, Microwave, High Frequency","4.7pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004008/732-13222-1-ND/9816433,"","","","","","","","",CAP CER 4.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.037000","","",Active,Würth Elektronik,"885392004008","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"29",Active,"0.02","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13222-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","4.7pF","25V"
"RF, Microwave, High Frequency","1.2pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004003/732-13217-1-ND/9816428,"","","","","","","","",CAP CER 1.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.033000","","",Active,Würth Elektronik,"885392004003","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"30",Active,"0.03","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13217-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","1.2pF","25V"
"RF, Microwave, High Frequency","1pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004002/732-13216-1-ND/9816427,"","","","","","","","",CAP CER 1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:59.013000","","",Active,Würth Elektronik,"885392004002","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"31",Active,"0.03","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13216-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","1pF","25V"
