"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
"RF, Microwave, High Frequency","0.1pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CBR02C108B8GAC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CBR02C108B8GAC/399-8578-1-ND/3479334,"","","","","","","","",CAP CER 0.1PF 10V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss, Ultra Low ESR",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.810000","","",Active,KEMET,CBR02C108B8GAC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"108",Active,"0.04","",CBR-SMD RF C0G,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"399-8578-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","0.1pF","10V"
"RF, Microwave, High Frequency","18pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CBR02C180F3GAC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CBR02C180F3GAC/399-8608-1-ND/3479268,"","","","","","","","",CAP CER 18PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss, Ultra Low ESR",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.807000","","",Active,KEMET,CBR02C180F3GAC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"109",Active,"0.09","",CBR-SMD RF C0G,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"399-8608-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±1%,"","18pF","25V"
"RF, Microwave, High Frequency","15pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L150GV4T/712-1212-1-ND/1786674,"","","","","","","","",CAP CER 15PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.803000","","",Active,Johanson Technology Inc.,"250R05L150GV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"110",Active,"0.03","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1212-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±2%,"","15pF","25V"
"RF, Microwave, High Frequency","18pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L180GV4T/712-1216-1-ND/1786678,"","","","","","","","",CAP CER 18PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.800000","","",Active,Johanson Technology Inc.,"250R05L180GV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"111",Active,"0.04","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1216-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±2%,"","18pF","25V"
"RF, Microwave, High Frequency","22pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L220GV4T/712-1220-1-ND/1786682,"","","","","","","","",CAP CER 22PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.797000","","",Active,Johanson Technology Inc.,"250R05L220GV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"112",Active,"0.04","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1220-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±2%,"","22pF","25V"
"RF, Microwave, High Frequency","3.3pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L3R3BV4T/712-1192-1-ND/1786654,"","","","","","","","",CAP CER 3.3PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.797000","","",Active,Johanson Technology Inc.,"250R05L3R3BV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"113",Active,"0.04","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1192-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","3.3pF","25V"
"RF, Microwave, High Frequency","4.7pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L4R7BV4T/712-1472-1-ND/1916363,"","","","","","","","",CAP CER 4.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.790000","","",Active,Johanson Technology Inc.,"250R05L4R7BV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"114",Active,"0.04","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1472-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.7pF","25V"
"RF, Microwave, High Frequency","6.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E6R8BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E6R8BB01D/490-11183-1-ND/5333023,"","","","","","","","",CAP CER 6.8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.787000","","",Active,Murata Electronics,GJM0335C1E6R8BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"115",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11183-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","6.8pF","25V"
"RF, Microwave, High Frequency","1.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H1R8BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H1R8BB01D/490-17159-1-ND/7602158,"","","","","","","","",CAP CER 1.8PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.783000","","",Active,Murata Electronics,GJM0335C1H1R8BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"116",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17159-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","1.8pF","50V"
"RF, Microwave, High Frequency","2.2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H2R2BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H2R2BB01D/490-17163-1-ND/7602162,"","","","","","","","",CAP CER 2.2PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.780000","","",Active,Murata Electronics,GJM0335C1H2R2BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"117",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17163-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","2.2pF","50V"
"RF, Microwave, High Frequency","9pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CBR02C909B5GAC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CBR02C909B5GAC/399-11245-1-ND/4376872,"","","","","","","","",CAP CER 9PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss, Ultra Low ESR",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.777000","","",Active,KEMET,CBR02C909B5GAC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"118",Active,"0.05","",CBR-SMD RF C0G,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"399-11245-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","9pF","50V"
"RF, Microwave, High Frequency","3.1pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H3R1BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H3R1BB01D/490-17172-1-ND/7602171,"","","","","","","","",CAP CER 3.1PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.773000","","",Active,Murata Electronics,GJM0335C1H3R1BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"119",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17172-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","3.1pF","50V"
"RF, Microwave, High Frequency","1.3pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H1R3BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H1R3BB01D/490-17154-1-ND/7602153,"","","","","","","","",CAP CER 1.3PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.767000","","",Active,Murata Electronics,GJM0335C1H1R3BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"120",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17154-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","1.3pF","50V"
"RF, Microwave, High Frequency","0.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER60BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER60BB01D/490-6070-1-ND/3845270,"","","","","","","","",CAP CER 0.6PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.763000","","",Active,Murata Electronics,GJM0335C1ER60BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"121",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-6070-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","0.6pF","25V"
"RF, Microwave, High Frequency","1.4pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H1R4BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H1R4BB01D/490-17155-1-ND/7602154,"","","","","","","","",CAP CER 1.4PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.760000","","",Active,Murata Electronics,GJM0335C1H1R4BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"122",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17155-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","1.4pF","50V"
"RF, Microwave, High Frequency","4.6pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E4R6BB01D/490-17246-1-ND/7602245,"","","","","","","","",CAP CER 4.6PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.757000","","",Active,Murata Electronics,GJM0335C1E4R6BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"123",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17246-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.6pF","25V"
"RF, Microwave, High Frequency","4.4pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H4R4BB01D/490-17185-1-ND/7602184,"","","","","","","","",CAP CER 4.4PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.750000","","",Active,Murata Electronics,GJM0335C1H4R4BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"124",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17185-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.4pF","50V"
"RF, Microwave, High Frequency","3.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H3R6BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H3R6BB01D/490-17177-1-ND/7602176,"","","","","","","","",CAP CER 3.6PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.747000","","",Active,Murata Electronics,GJM0335C1H3R6BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"125",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17177-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","3.6pF","50V"
"RF, Microwave, High Frequency","4pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H4R0BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H4R0BB01D/490-17181-1-ND/7602180,"","","","","","","","",CAP CER 4PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.743000","","",Active,Murata Electronics,GJM0335C1H4R0BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"126",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17181-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4pF","50V"
"RF, Microwave, High Frequency","5pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H5R0BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H5R0BB01D/490-17191-1-ND/7602190,"","","","","","","","",CAP CER 5PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.740000","","",Active,Murata Electronics,GJM0335C1H5R0BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"127",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17191-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","5pF","50V"
"RF, Microwave, High Frequency","1.9pF",=Value,Datasheet,https://psearch.en.murata.com/capacitor/product/GJM0335C1E1R9BB01%23.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E1R9BB01D/490-17219-1-ND/7602218,"","","","","","","","",CAP CER 1.9PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.737000","","",Active,Murata Electronics,GJM0335C1E1R9BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"128",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17219-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","1.9pF","25V"
"RF, Microwave, High Frequency","3.4pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E3R4BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E3R4BB01D/490-17234-1-ND/7602233,"","","","","","","","",CAP CER 3.4PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.733000","","",Active,Murata Electronics,GJM0335C1E3R4BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"129",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17234-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","3.4pF","25V"
"RF, Microwave, High Frequency","2.8pF",=Value,Datasheet,https://psearch.en.murata.com/capacitor/product/GJM0335C1E2R8BB01%23.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E2R8BB01D/490-17228-1-ND/7602227,"","","","","","","","",CAP CER 2.8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.727000","","",Active,Murata Electronics,GJM0335C1E2R8BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"130",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17228-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","2.8pF","25V"
"RF, Microwave, High Frequency","4.9pF",=Value,Datasheet,https://psearch.en.murata.com/capacitor/product/GJM0335C1E4R9BB01%23.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E4R9BB01D/490-17249-1-ND/7602248,"","","","","","","","",CAP CER 4.9PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.723000","","",Active,Murata Electronics,GJM0335C1E4R9BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"131",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17249-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.9pF","25V"
"RF, Microwave, High Frequency","2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1H2R0BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H2R0BB01D/490-17161-1-ND/7602160,"","","","","","","","",CAP CER 2PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.720000","","",Active,Murata Electronics,GJM0335C1H2R0BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"132",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17161-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","2pF","50V"
"RF, Microwave, High Frequency","3.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E3R8BB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E3R8BB01D/490-17238-1-ND/7602237,"","","","","","","","",CAP CER 3.8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.717000","","",Active,Murata Electronics,GJM0335C1E3R8BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"133",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17238-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","3.8pF","25V"
"RF, Microwave, High Frequency","4.8pF",=Value,Datasheet,https://psearch.en.murata.com/capacitor/product/GJM0335C1E4R8BB01%23.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E4R8BB01D/490-17248-1-ND/7602247,"","","","","","","","",CAP CER 4.8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.713000","","",Active,Murata Electronics,GJM0335C1E4R8BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"134",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17248-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.8pF","25V"
"RF, Microwave, High Frequency","4.4pF",=Value,Datasheet,https://psearch.en.murata.com/capacitor/product/GJM0335C1E4R4BB01%23.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E4R4BB01D/490-17244-1-ND/7602243,"","","","","","","","",CAP CER 4.4PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.710000","","",Active,Murata Electronics,GJM0335C1E4R4BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"135",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17244-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.4pF","25V"
"RF, Microwave, High Frequency","4.8pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1H4R8BB01D/490-17189-1-ND/7602188,"","","","","","","","",CAP CER 4.8PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.703000","","",Active,Murata Electronics,GJM0335C1H4R8BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"136",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17189-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.8pF","50V"
"RF, Microwave, High Frequency","4.2pF",=Value,Datasheet,https://psearch.en.murata.com/capacitor/product/GJM0335C1E4R2BB01%23.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E4R2BB01D/490-17242-1-ND/7602241,"","","","","","","","",CAP CER 4.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201_RF-N,C0201_RF-L,C0201_RF-L",,,"","2020-09-02 01:16:58.700000","","",Active,Murata Electronics,GJM0335C1E4R2BB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"137",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17242-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","4.2pF","25V"
