"Absolute Pull Range (APR)","Base Resonator","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Supply (Max)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Frequency Stability","Function","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Output","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Spread Spectrum Bandwidth","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage - Supply"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-14.7456MHZ-LC-T/535-9563-1-ND/1237030,"","","","","","","","","7mA",XTAL OSC XO 14.7456MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","14.7456MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.663000",Active,Abracon LLC,ASE-14.7456MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"129",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9563-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"14.7456MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-60.000MHZ-LC-T/535-9578-1-ND/1237045,"","","","","","","","","19mA",XTAL OSC XO 60.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","60MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.657000",Active,Abracon LLC,ASE-60.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"130",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9578-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"60MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-50.000MHZ-LR-T/535-13431-1-ND/5980108,"","","","","","","","","19mA",XTAL OSC XO 50.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","50MHz",±25ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.653000",Active,Abracon LLC,ASE-50.000MHZ-LR-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"131",Active,"1.25","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13431-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"50MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-24.000MHZ-LR-T/535-13158-1-ND/5482470,"","","","","","","","","13mA",XTAL OSC XO 24.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","24MHz",±25ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.650000",Active,Abracon LLC,ASE-24.000MHZ-LR-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"132",Active,"1.25","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13158-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"24MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-27.000MHZ-LR-T/535-13430-1-ND/5980107,"","","","","","","","","13mA",XTAL OSC XO 27.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","27MHz",±25ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.647000",Active,Abracon LLC,ASE-27.000MHZ-LR-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"133",Active,"1.25","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13430-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"27MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-24.000MHZ-LC-T/535-9566-1-ND/1237033,"","","","","","","","","13mA",XTAL OSC XO 24.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","24MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.643000",Active,Abracon LLC,ASE-24.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"134",Active,"0.91","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9566-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"24MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-48.000MHZ-LC-T/535-9576-1-ND/1237043,"","","","","","","","","19mA",XTAL OSC XO 48.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","48MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.640000",Active,Abracon LLC,ASE-48.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"135",Active,"0.73","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9576-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"48MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-12.000MHZ-LC-T/535-9561-1-ND/1237028,"","","","","","","","","7mA",XTAL OSC XO 12.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","12MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.623000",Active,Abracon LLC,ASE-12.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"136",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9561-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"12MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-24.576MHZ-LC-T/535-9567-1-ND/1237034,"","","","","","","","","13mA",XTAL OSC XO 24.5760MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","24.576MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.603000",Active,Abracon LLC,ASE-24.576MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"137",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9567-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"24.576MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-32.000MHZ-ET/535-9990-1-ND/2001613,"","","","","","","","","13mA",XTAL OSC XO 32.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","32MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.600000",Active,Abracon LLC,ASE-32.000MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"138",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9990-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"32MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-50.000MHZ-LC-T/535-9577-1-ND/1237044,"","","","","","","","","19mA",XTAL OSC XO 50.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","50MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.597000",Active,Abracon LLC,ASE-50.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"139",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9577-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"50MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-8.000MHZ-LC-T/535-9558-1-ND/1237025,"","","","","","","","","7mA",XTAL OSC XO 8.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","8MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.593000",Active,Abracon LLC,ASE-8.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"140",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9558-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"8MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-1.8432MHZ-LC-T/535-9555-1-ND/1237022,"","","","","","","","","7mA",XTAL OSC XO 1.8432MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","1.8432MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.573000",Active,Abracon LLC,ASE-1.8432MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"141",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9555-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"1.8432MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-4.000MHZ-LC-T/535-9556-1-ND/1237023,"","","","","","","","","7mA",XTAL OSC XO 4.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","4MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.560000",Active,Abracon LLC,ASE-4.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"142",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9556-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"4MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-25.000MHZ-LC-T/535-9568-1-ND/1237035,"","","","","","","","","13mA",XTAL OSC XO 25.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","25MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.557000",Active,Abracon LLC,ASE-25.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"143",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9568-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"25MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-25.000MHZ-LR-T/535-13429-1-ND/5980106,"","","","","","","","","13mA",XTAL OSC XO 25.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","25MHz",±25ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.543000",Active,Abracon LLC,ASE-25.000MHZ-LR-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"144",Active,"1.25","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13429-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"25MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-20.000MHZ-LR-T/535-13428-1-ND/5980105,"","","","","","","","","7mA",XTAL OSC XO 20.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","20MHz",±25ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.523000",Active,Abracon LLC,ASE-20.000MHZ-LR-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"145",Active,"1.25","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13428-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"20MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-40.000MHZ-L-C-T/535-13489-2-ND/5980085,"","","","","","","","","13mA",XTAL OSC XO 40.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","40MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.510000",Active,Abracon LLC,ASE-40.000MHZ-L-C-T,"",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"146",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-13489-2-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"40MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-12.500MHZ-ET/535-9981-1-ND/2001604,"","","","","","","","","7mA",XTAL OSC XO 12.5000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","12.5MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.487000",Active,Abracon LLC,ASE-12.500MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"147",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9981-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"12.5MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-33.333MHZ-ET/535-9992-1-ND/2001615,"","","","","","","","","13mA",XTAL OSC XO 33.3330MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","33.333MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.467000",Active,Abracon LLC,ASE-33.333MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"148",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9992-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"33.333MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-25.000MHZ-ET/535-9987-1-ND/2001610,"","","","","","","","","13mA",XTAL OSC XO 25.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","25MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.463000",Active,Abracon LLC,ASE-25.000MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"149",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9987-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"25MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-27.000MHZ-ET/535-9988-1-ND/2001611,"","","","","","","","","13mA",XTAL OSC XO 27.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","27MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.460000",Active,Abracon LLC,ASE-27.000MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"150",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9988-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"27MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-22.000MHZ-ET/535-9984-1-ND/2001607,"","","","","","","","","13mA",XTAL OSC XO 22.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","22MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.453000",Active,Abracon LLC,ASE-22.000MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"151",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9984-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"22MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-30.000MHZ-ET/535-9989-1-ND/2001612,"","","","","","","","","13mA",XTAL OSC XO 30.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","30MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.450000",Active,Abracon LLC,ASE-30.000MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"152",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9989-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"30MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-60.000MHZ-ET/535-9997-1-ND/2001620,"","","","","","","","","19mA",XTAL OSC XO 60.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","60MHz",±100ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.437000",Active,Abracon LLC,ASE-60.000MHZ-ET,"1",Surface Mount,-20°C ~ 70°C,CMOS,"4-SMD, No Lead",TapeAndReel,"153",Active,"0.94","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9997-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"60MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-14.31818MHZ-LC-T/535-9562-1-ND/1237029,"","","","","","","","","7mA",XTAL OSC XO 14.31818MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","14.31818MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.417000",Active,Abracon LLC,ASE-14.31818MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"154",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9562-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"14.31818MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-29.4912MHZ-LC-T/535-9570-1-ND/1237037,"","","","","","","","","13mA",XTAL OSC XO 29.4912MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","29.4912MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.397000",Active,Abracon LLC,ASE-29.4912MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"155",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9570-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"29.4912MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-33.000MHZ-LC-T/535-9573-1-ND/1237040,"","","","","","","","","13mA",XTAL OSC XO 33.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","33MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.393000",Active,Abracon LLC,ASE-33.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"156",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9573-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"33MHz","3.3V"
"",Crystal,=Value,Datasheet,https://abracon.com/Oscillators/ASEseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ASE-27.000MHZ-LC-T/535-9569-1-ND/1237036,"","","","","","","","","13mA",XTAL OSC XO 27.0000MHZ CMOS SMD,"",footprints/Crystals/PCB - CRYSTALS - ABRACON ASE.PCBLIB,"","",ABRACON ASE,"","","27MHz",±50ppm,Enable/Disable,"0.047 (1.20mm)","2020-09-02 01:21:50.367000",Active,Abracon LLC,ASE-27.000MHZ-LC-T,"1",Surface Mount,-40°C ~ 85°C,CMOS,"4-SMD, No Lead",TapeAndReel,"157",Active,"0.96","",ASE,"0.126 L x 0.098 W (3.20mm x 2.50mm)","",DigiKey,"535-9569-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON XO ASE.SCHLIB,ABRACON XO ASE,XO (Standard),"27MHz","3.3V"
