"Approval Agency","Approvals","Breaking Capacity @ Rated Voltage","Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Fuse Type","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Melting I²t","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Response Time","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0214.22/486-1142-1-ND/1522974,"","","","","","","","","630mA",FUSE BOARD MNT 630MA 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.677000",Active,Schurter Inc.,"3413.0214.22","0.076","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1142-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0222.22/486-1150-1-ND/1522982,"","","","","","","","","4A",FUSE BRD MNT 4A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.687000",Active,Schurter Inc.,"3413.0222.22","2.74","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1150-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0331.22/486-1689-1-ND/2870101,"","","","","","","","","20A",FUSE BOARD MOUNT 20A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.697000",Active,Schurter Inc.,"3413.0331.22","110","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1689-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0332.22/486-1690-1-ND/2870103,"","","","","","","","","25A",FUSE BOARD MOUNT 25A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.707000",Active,Schurter Inc.,"3413.0332.22","220","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1690-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0328.22/486-1686-1-ND/2870095,"","","","","","","","","10A",FUSE BOARD MOUNT 10A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.710000",Active,Schurter Inc.,"3413.0328.22","21","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1686-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0327.22/486-1685-1-ND/2870094,"","","","","","","","","8A",FUSE BRD MNT 8A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.730000",Active,Schurter Inc.,"3413.0327.22","14","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1685-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0215.22/486-1143-1-ND/1522975,"","","","","","","","","800mA",FUSE BOARD MNT 800MA 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.747000",Active,Schurter Inc.,"3413.0215.22","0.18","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1143-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0216.22/486-1144-1-ND/1522976,"","","","","","","","","1A",FUSE BRD MNT 1A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.757000",Active,Schurter Inc.,"3413.0216.22","0.2","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1144-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0219.22/486-1147-1-ND/1522979,"","","","","","","","","2A",FUSE BRD MNT 2A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.770000",Active,Schurter Inc.,"3413.0219.22","0.79","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1147-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0115.22/486-1677-1-ND/2870078,"","","","","","","","","1A",FUSE BRD MNT 1A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.773000",Active,Schurter Inc.,"3413.0115.22","0.07","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1677-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H2A-TR/283-2980-1-ND/2138911,"","","","","","","","","2A",FUSE BOARD MOUNT 2A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.787000",Active,Eaton - Electronics Division,CC12H2A-TR,"1.1","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2980-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0113.22/486-1675-1-ND/2870075,"","","","","","","","","500mA",FUSE BOARD MNT 500MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.793000",Active,Schurter Inc.,"3413.0113.22","0.02","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1675-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0326.22/486-1684-1-ND/2870092,"","","","","","","","","7A",FUSE BRD MNT 7A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.813000",Active,Schurter Inc.,"3413.0326.22","8.7","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1684-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0328.11/486-4181-ND/8536711,"","","","","","","","","10A",UST 1206 FUSE 10A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.827000",Active,Schurter Inc.,"3413.0328.11","21","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Unknown,Active,"0.75",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4181-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0326.11/486-4175-ND/8536710,"","","","","","","","","7A",UST 1206 FUSE 7A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.843000",Active,Schurter Inc.,"3413.0326.11","8.7","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Unknown,Active,"0.75",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4175-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,"","",DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0330.11/486-4855-ND/9094733,"","","","","","","","","15A",UST 1206 FUSE 15A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.857000",Active,Schurter Inc.,"3413.0330.11","65","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Strip,Active,"0.75",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4855-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,"","",DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0123.11/486-4945-ND/9094747,"","","","","","","","","4A",USF 1206 FUSE 4A FF,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.870000",Active,Schurter Inc.,"3413.0123.11","0.3","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Strip,Active,"0.67",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4945-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0224.11/486-4172-ND/8536709,"","","","","","","","","6.3A",USI 1206 FUSE 6.3A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.890000",Active,Schurter Inc.,"3413.0224.11","4.84","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Unknown,Active,"0.67",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4172-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0332.11/486-4183-ND/8536712,"","","","","","","","","25A",UST 1206 FUSE 25A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.907000",Active,Schurter Inc.,"3413.0332.11","220","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Unknown,Active,"0.93",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4183-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H12A-TR/283-4492-1-ND/5042388,"","","","","","","","","12A",FUSE BOARD MOUNT 12A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.923000",Active,Eaton - Electronics Division,CC12H12A-TR,"45","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39","",CC12H,"0.063 L x 0.126 W x 0.024 H (1.60mm x 3.20mm x 0.60mm)",DigiKey,"283-4492-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0221.22/486-1149-1-ND/1522981,"","","","","","","","","3.15A",FUSE BOARD MNT 3.15A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.937000",Active,Schurter Inc.,"3413.0221.22","1.44","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1149-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0120.22/486-1681-1-ND/2870086,"","","","","","","","","2.5A",FUSE BOARD MNT 2.5A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.940000",Active,Schurter Inc.,"3413.0120.22","0.35","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1681-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0114.22/486-1676-1-ND/2870076,"","","","","","","","","750mA",FUSE BOARD MNT 750MA 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.953000",Active,Schurter Inc.,"3413.0114.22","0.05","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1676-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0121.22/486-1682-1-ND/2870088,"","","","","","","","","3A",FUSE BRD MNT 3A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.970000",Active,Schurter Inc.,"3413.0121.22","0.8","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1682-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H3.5A-TR/283-2983-1-ND/2138914,"","","","","","","","","3.5A",FUSE BOARD MOUNT 3.5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.987000",Active,Eaton - Electronics Division,CC12H3.5A-TR,"2.7","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2983-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H8A-TR/283-4490-1-ND/5042394,"","","","","","","","","8A",FUSE BOARD MOUNT 8A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:40.997000",Active,Eaton - Electronics Division,CC12H8A-TR,"12","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39","",CC12H,"0.063 L x 0.126 W x 0.024 H (1.60mm x 3.20mm x 0.60mm)",DigiKey,"283-4490-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H3A-TR/283-2982-1-ND/2138913,"","","","","","","","","3A",FUSE BOARD MOUNT 3A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.010000",Active,Eaton - Electronics Division,CC12H3A-TR,"2.2","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2982-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"100A","",=Part Number,"","",DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0331.11/486-4864-ND/9094735,"","","","","","","","","20A",UST 1206 FUSE 20A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.013000",Active,Schurter Inc.,"3413.0331.11","110","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Strip,Active,"0.93",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4864-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
