"Accuracy","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Output","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Function","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Sensing Method","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - Input"
±2%,=Part Number,Datasheet,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps25921a,DigiKey Link,http://digikey.com/product-detail/en/texas-instruments/TPS25921ADR/296-40731-1-ND/5178608,"","","","","","","","","1.7A",IC PWR MGR EFUSE 18V 8SOIC,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOIC/PCB - LEADED - SOIC - TI SOIC-8 D.PCBLIB,"","",TI SOIC-8 D,"","",Electronic Fuse,"2020-03-30 15:25:11.853000",Active,Texas Instruments,TPS25921ADR,"1",Surface Mount,-40°C ~ 125°C (TJ),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,Active,"0.59","",-,DigiKey,"296-40731-1-ND","","","","","","","","","","","8-SOIC",symbols/Sensor - Current/SCH - SENSOR - CURRENT - TI TPS25921AD.SCHLIB,TI TPS25921AD,"","","4.5V ~ 18V"
