"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"220uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCJ1C221MCL4GS/493-14061-1-ND/5180857,"","","","","","","","",CAP ALUM POLY 220UF 20% 16V SMD,"Radial, Can - SMD","18mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.093000","",Active,"2000 Hrs @ 105°C",Nichicon,PCJ1C221MCL4GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2560",Active,"0.84","","3.89A @ 100kHz","",PCJ,"0.315 Dia (8.00mm)",DigiKey,"493-14061-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF","16V"
General Purpose,"150uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCX1C151MCL6GS/493-4671-1-ND/2787119,"","","","","","","","",CAP ALUM POLY 150UF 20% 16V SMD,"Radial, Can - SMD","28mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.090000","",Active,"3000 Hrs @ 125°C",Nichicon,PCX1C151MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2561",Active,"0.84","","2A @ 100kHz","",PCX,"0.315 Dia (8.00mm)",DigiKey,"493-4671-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"150uF","16V"
General Purpose,"120uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCX1D121MCL6GS/493-4709-1-ND/2791326,"","","","","","","","",CAP ALUM POLY 120UF 20% 20V SMD,"Radial, Can - SMD","29mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.067000","",Active,"3000 Hrs @ 125°C",Nichicon,PCX1D121MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2562",Active,"0.87","","1.9A @ 100kHz","",PCX,"0.315 Dia (8.00mm)",DigiKey,"493-4709-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"120uF","20V"
General Purpose,"22uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCX1H220MCL6GS/493-4695-1-ND/2791257,"","","","","","","","",CAP ALUM POLY 22UF 20% 50V SMD,"Radial, Can - SMD","37mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.063000","",Active,"3000 Hrs @ 125°C",Nichicon,PCX1H220MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2563",Active,"1.06","","1.7A @ 100kHz","",PCX,"0.315 Dia (8.00mm)",DigiKey,"493-4695-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"22uF","50V"
General Purpose,"220uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCR1E221MCL6GS/493-13752-1-ND/4694661,"","","","","","","","",CAP ALUM POLY 220UF 20% 25V SMD,"Radial, Can - SMD","20mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.060000","",Active,"4000 Hrs @ 125°C",Nichicon,PCR1E221MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2564",Active,"1.10","","3.2A @ 100kHz","",PCR,"0.315 Dia (8.00mm)",DigiKey,"493-13752-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF","25V"
General Purpose,"82uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1V820MCL7GS/493-4547-1-ND/2786844,"","","","","","","","",CAP ALUM POLY 82UF 20% 35V SMD,"Radial, Can - SMD","24mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.053000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1V820MCL7GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2565",Active,"1.25","","3.6A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4547-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"82uF","35V"
General Purpose,"47uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1H470MCL7GS/493-4554-1-ND/2786851,"","","","","","","","",CAP ALUM POLY 47UF 20% 50V SMD,"Radial, Can - SMD","29mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.050000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1H470MCL7GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2566",Active,"1.22","","3.3A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4554-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"47uF","50V"
General Purpose,"220uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1D221MCL7GS/493-4534-1-ND/2786831,"","","","","","","","",CAP ALUM POLY 220UF 20% 20V SMD,"Radial, Can - SMD","22mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.047000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1D221MCL7GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2567",Active,"1.34","","3.7A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4534-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF","20V"
General Purpose,"10uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1K100MCL1GS/493-4566-1-ND/2786863,"","","","","","","","",CAP ALUM POLY 10UF 20% 80V SMD,"Radial, Can - SMD","43mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.040000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1K100MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2568",Active,"1.26","","1.6A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4566-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF","80V"
General Purpose,"82uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCX1E820MCL6GS/493-4712-1-ND/2791320,"","","","","","","","",CAP ALUM POLY 82UF 20% 25V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.037000","",Active,"3000 Hrs @ 125°C",Nichicon,PCX1E820MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2569",Active,"1.22","","1.9A @ 100kHz","",PCX,"0.315 Dia (8.00mm)",DigiKey,"493-4712-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"82uF","25V"
General Purpose,"330uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCR1D331MCL6GS/493-13743-1-ND/4694637,"","","","","","","","",CAP ALUM POLY 330UF 20% 20V SMD,"Radial, Can - SMD","19mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.033000","",Active,"4000 Hrs @ 125°C",Nichicon,PCR1D331MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2570",Active,"1.11","","3.3A @ 100kHz","",PCR,"0.315 Dia (8.00mm)",DigiKey,"493-13743-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"330uF","20V"
General Purpose,"470uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCR1C471MCL6GS/493-13734-1-ND/4694613,"","","","","","","","",CAP ALUM POLY 470UF 20% 16V SMD,"Radial, Can - SMD","17mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.030000","",Active,"4000 Hrs @ 125°C",Nichicon,PCR1C471MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2571",Active,"1.19","","3.4A @ 100kHz","",PCR,"0.315 Dia (8.00mm)",DigiKey,"493-13734-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"470uF","16V"
General Purpose,"270uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1C271MCL7GS/493-4526-1-ND/2786823,"","","","","","","","",CAP ALUM POLY 270UF 20% 16V SMD,"Radial, Can - SMD","21mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.027000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1C271MCL7GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2572",Active,"1.25","","3.8A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4526-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"270uF","16V"
General Purpose,"150uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1E151MCL7GS/493-4540-1-ND/2786837,"","","","","","","","",CAP ALUM POLY 150UF 20% 25V SMD,"Radial, Can - SMD","23mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.020000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1E151MCL7GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2573",Active,"1.27","","3.6A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4540-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"150uF","25V"
General Purpose,"39uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcx.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCX1V390MCL6GS/493-4697-1-ND/2791267,"","","","","","","","",CAP ALUM POLY 39UF 20% 35V SMD,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.017000","",Active,"3000 Hrs @ 125°C",Nichicon,PCX1V390MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2574",Active,"1.05","","1.8A @ 100kHz","",PCX,"0.315 Dia (8.00mm)",DigiKey,"493-4697-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"39uF","35V"
General Purpose,"56uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1V560MCL1GS/493-4385-1-ND/2618813,"","","","","","","","",CAP ALUM POLY 56UF 20% 35V SMD,"Radial, Can - SMD","31mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.007000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1V560MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2575",Active,"0.91","","1.9A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4385-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"56uF","35V"
General Purpose,"27uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCR1K270MCL1GS/493-13785-1-ND/4694736,"","","","","","","","",CAP ALUM POLY 27UF 20% 80V SMD,"Radial, Can - SMD","38mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:50.003000","",Active,"4000 Hrs @ 125°C",Nichicon,PCR1K270MCL1GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2576",Active,"0.97","","1.4A @ 100kHz","",PCR,"0.315 Dia (8.00mm)",DigiKey,"493-13785-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"27uF","80V"
General Purpose,"180uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCJ1C181MCL1GS/493-14060-1-ND/5180856,"","","","","","","","",CAP ALUM POLY 180UF 20% 16V SMD,"Radial, Can - SMD","18mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.990000","",Active,"2000 Hrs @ 105°C",Nichicon,PCJ1C181MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2577",Active,"0.68","","3.89A @ 100kHz","",PCJ,"0.315 Dia (8.00mm)",DigiKey,"493-14060-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"180uF","16V"
General Purpose,"22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/A767KN226M1KLAE045.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/A767KN226M1KLAE045/399-15649-1-ND/7392917,"","","","","","","","",CAP ALUM POLY 22UF 20% 80V SMD,"Radial, Can - SMD","45mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.983000","",Active,"2000 Hrs @ 105°C",KEMET,A767KN226M1KLAE045,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2578",Active,"0.76","","2.1A @ 100kHz","105mA @ 120Hz",A767,"0.315 Dia (8.00mm)",DigiKey,"399-15649-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"22uF","80V"
General Purpose,"120uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1E121MCL6GS/493-4378-1-ND/2618806,"","","","","","","","",CAP ALUM POLY 120UF 20% 25V SMD,"Radial, Can - SMD","29mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.973000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1E121MCL6GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2579",Active,"1.05","","1.9A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4378-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"120uF","25V"
General Purpose,"220uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE160ARA221MHA0G/565-3215-1-ND/1826755,"","","","","","","","",CAP ALUM POLY 220UF 20% 16V SMD,"Radial, Can - SMD","18mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.963000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE160ARA221MHA0G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2580",Active,"0.83","","3.89A @ 100kHz","",NPCAP™-PXE,"0.315 Dia (8.00mm)",DigiKey,"565-3215-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF","16V"
General Purpose,"82uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcr.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCR1H820MCL6GS/493-13770-1-ND/4694703,"","","","","","","","",CAP ALUM POLY 82UF 20% 50V SMD,"Radial, Can - SMD","26mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.950000","",Active,"4000 Hrs @ 125°C",Nichicon,PCR1H820MCL6GS,"1",Surface Mount,-55°C ~ 125°C,"Radial, Can - SMD",TapeAndReel,"2581",Active,"1.01","","2.9A @ 100kHz","",PCR,"0.315 Dia (8.00mm)",DigiKey,"493-13770-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"82uF","50V"
General Purpose,"27uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCV1J270MCL7GS/493-4561-1-ND/2786858,"","","","","","","","",CAP ALUM POLY 27UF 20% 63V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.947000","",Active,"3000 Hrs @ 105°C",Nichicon,PCV1J270MCL7GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2582",Active,"1.19","","3.2A @ 100kHz","",PCV,"0.315 Dia (8.00mm)",DigiKey,"493-4561-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"27uF","63V"
General Purpose,"82uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/A765KN826M1ELAE029.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/A765KN826M1ELAE029/399-16510-1-ND/7803386,"","","","","","","","",CAP ALUM POLY 82UF 20% 25V SMD,"Radial, Can - SMD","29mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.943000","",Active,"2000 Hrs @ 105°C",KEMET,A765KN826M1ELAE029,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2583",Active,"0.44","","2.7A @ 100kHz","135mA @ 120Hz",A765,"0.315 Dia (8.00mm)",DigiKey,"399-16510-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"82uF","25V"
General Purpose,"390uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCJ1A391MCL1GS/493-14055-1-ND/5180851,"","","","","","","","",CAP ALUM POLY 390UF 20% 10V SMD,"Radial, Can - SMD","17mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.930000","",Active,"2000 Hrs @ 105°C",Nichicon,PCJ1A391MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2584",Active,"0.71","","4A @ 100kHz","",PCJ,"0.315 Dia (8.00mm)",DigiKey,"493-14055-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"390uF","10V"
General Purpose,"47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/A767KN476M1VLAE031.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/A767KN476M1VLAE031/399-16577-1-ND/7933077,"","","","","","","","",CAP ALUM POLY 47UF 20% 35V SMD,"Radial, Can - SMD","31mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 8.3MM H10.0MM.PCBLIB,"","",CAP ALSMD POLY 8.3MM H10.0MM,"","","0.394 (10.00mm)","","2020-09-02 01:25:49.930000","",Active,"2000 Hrs @ 105°C",KEMET,A767KN476M1VLAE031,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"2585",Active,"0.47","","1.9A @ 100kHz","95mA @ 120Hz",A767,"0.315 Dia (8.00mm)",DigiKey,"399-16577-1-ND","","","","","","","","","","","0.327 L x 0.327 W (8.30mm x 8.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"47uF","35V"
