"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"56uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE100ARA560ME61G/565-3198-1-ND/1826738,"","","","","","","","",CAP ALUM POLY 56UF 20% 10V SMD,"Radial, Can - SMD","28mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.053000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE100ARA560ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1906",Active,"0.39","","2.31A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3198-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"56uF","10V"
General Purpose,"10uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/875105359001.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/875105359001/732-6416-1-ND/5147967,"","","","","","","","",CAP ALUM POLY 10UF 20% 16V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.047000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"875105359001","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1907",Active,"0.26","","2.2A @ 100kHz","110mA @ 120Hz",WCAP-PSLP,"0.197 Dia (5.00mm)",DigiKey,"732-6416-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF","16V"
General Purpose,"15uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/875105359002.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/875105359002/732-6417-1-ND/5147968,"","","","","","","","",CAP ALUM POLY 15UF 20% 16V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.043000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"875105359002","1000",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1908",Active,"0.27","","2.2A @ 100kHz","110mA @ 120Hz",WCAP-PSLP,"0.197 Dia (5.00mm)",DigiKey,"732-6417-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"15uF","16V"
General Purpose,"22uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/875105359003.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/875105359003/732-6418-1-ND/5147969,"","","","","","","","",CAP ALUM POLY 22UF 20% 16V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.040000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"875105359003","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1909",Active,"0.27","","2.2A @ 100kHz","110mA @ 120Hz",WCAP-PSLP,"0.197 Dia (5.00mm)",DigiKey,"732-6418-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"22uF","16V"
General Purpose,"39uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/875105359005.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/875105359005/732-6420-1-ND/5147971,"","","","","","","","",CAP ALUM POLY 39UF 20% 16V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.027000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"875105359005","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1910",Active,"0.29","","2.2A @ 100kHz","110mA @ 120Hz",WCAP-PSLP,"0.197 Dia (5.00mm)",DigiKey,"732-6420-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"39uF","16V"
General Purpose,"47uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE100ARA470ME61G/565-3197-1-ND/1826737,"","","","","","","","",CAP ALUM POLY 47UF 20% 10V SMD,"Radial, Can - SMD","28mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.023000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE100ARA470ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1911",Active,"0.39","","2.31A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3197-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"47uF","10V"
General Purpose,"68uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE100ARA680ME61G/565-3199-1-ND/1826739,"","","","","","","","",CAP ALUM POLY 68UF 20% 10V SMD,"Radial, Can - SMD","28mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.020000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE100ARA680ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1912",Active,"0.39","","2.31A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3199-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"68uF","10V"
General Purpose,"100uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE6R3ARA101ME61G/565-3187-1-ND/1826727,"","","","","","","","",CAP ALUM POLY 100UF 20% 6.3V SMD,"Radial, Can - SMD","24mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.013000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE6R3ARA101ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1913",Active,"0.39","","2.5A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3187-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"100uF","6.3V"
General Purpose,"120uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE6R3ARA121ME61G/565-3188-1-ND/1826728,"","","","","","","","",CAP ALUM POLY 120UF 20% 6.3V SMD,"Radial, Can - SMD","24mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:05.010000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE6R3ARA121ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1914",Active,"0.40","","2.5A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3188-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"120uF","6.3V"
General Purpose,"33uF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/875105359004.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/875105359004/732-6419-1-ND/5147970,"","","","","","","","",CAP ALUM POLY 33UF 20% 16V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:04.990000","",Active,"2000 Hrs @ 105°C",Würth Elektronik,"875105359004","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1915",Active,"0.28","","2.2A @ 100kHz","110mA @ 120Hz",WCAP-PSLP,"0.197 Dia (5.00mm)",DigiKey,"732-6419-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"33uF","16V"
General Purpose,"220uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/PXK_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXK4R0ARA221ME61G/565-3669-1-ND/3641465,"","","","","","","","",CAP ALUM POLY 220UF 20% 4V SMD,"Radial, Can - SMD","17mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:04.973000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXK4R0ARA221ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1916",Active,"0.29","","3.39A @ 100kHz","",NPCAP™-PXK,"0.197 Dia (5.00mm)",DigiKey,"565-3669-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"220uF","4V"
General Purpose,"150uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE4R0ARA151ME61G/565-3177-1-ND/1826717,"","","","","","","","",CAP ALUM POLY 150UF 20% 4V SMD,"Radial, Can - SMD","22mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:04.953000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE4R0ARA151ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1917",Active,"0.40","","2.61A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3177-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"150uF","4V"
General Purpose,"39uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/APXE160ARA390ME61G/565-3207-1-ND/1826747,"","","","","","","","",CAP ALUM POLY 39UF 20% 16V SMD,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H5.8MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H5.8MM,"","","0.228 (5.80mm)","","2020-09-02 01:22:04.950000","",Active,"2000 Hrs @ 105°C",United Chemi-Con,APXE160ARA390ME61G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1918",Active,"0.40","","2.07A @ 100kHz","",NPCAP™-PXE,"0.197 Dia (5.00mm)",DigiKey,"565-3207-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"39uF","16V"
General Purpose,"180uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/2R5SVPC180MY/P16525CT-ND/4204332,"","","","","","","","",CAP ALUM POLY 180UF 20% 2.5V SMD,"Radial, Can - SMD","24mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:07.043000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,"2R5SVPC180MY","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1919",Active,"0.29","","2.2A @ 100kHz","110mA @ 120Hz","OS-CON™, SVPC","0.197 Dia (5.00mm)",DigiKey,P16525CT-ND,"","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"180uF","2.5V"
General Purpose,"330uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+2R5SVPE330M+8+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/2R5SVPE330M/P123677CT-ND/9093041,"","","","","","","","",CAP ALUM POLY 330UF 20% 2.5V SMD,"Radial, Can - SMD","15mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:07.023000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,"2R5SVPE330M","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1920",Active,"0.30","","3.15A @ 100kHz","157.5mA @ 120Hz","OS-CON™, SVPE","0.197 Dia (5.00mm)",DigiKey,P123677CT-ND,"","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"330uF","2.5V"
General Purpose,"150uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE150M+8+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/6SVPE150M/P16614CT-ND/4204450,"","","","","","","","",CAP ALUM POLY 150UF 20% 6.3V SMD,"Radial, Can - SMD","12mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.990000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,"6SVPE150M","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1921",Active,"0.30","","3.52A @ 100kHz","176mA @ 120Hz","OS-CON™, SVPE","0.197 Dia (5.00mm)",DigiKey,P16614CT-ND,"","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"150uF","6.3V"
General Purpose,"100uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCF0J101MCL6GS/493-13987-1-ND/5180783,"","","","","","","","",CAP ALUM POLY 100UF 20% 6.3V SMD,"Radial, Can - SMD","25mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.980000","",Active,"2000 Hrs @ 105°C",Nichicon,PCF0J101MCL6GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1922",Active,"0.36","","2.2A @ 100kHz","",PCF,"0.197 Dia (5.00mm)",DigiKey,"493-13987-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"100uF","6.3V"
General Purpose,"27uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF27MX+8+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/25SVPF27MX/P16511CT-ND/4204318,"","","","","","","","",CAP ALUM POLY 27UF 20% 25V SMD,"Radial, Can - SMD","40mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.967000","",Active,"5000 Hrs @ 105°C",Panasonic Electronic Components,"25SVPF27MX","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1923",Active,"0.36","","2.45A @ 100kHz","122.5mA @ 120Hz","OS-CON™, SVPF","0.197 Dia (5.00mm)",DigiKey,P16511CT-ND,"","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"27uF","25V"
General Purpose,"150uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCF0G151MCL6GS/493-13981-1-ND/5180777,"","","","","","","","",CAP ALUM POLY 150UF 20% 4V SMD,"Radial, Can - SMD","30mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.953000","",Active,"2000 Hrs @ 105°C",Nichicon,PCF0G151MCL6GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1924",Active,"0.37","","2A @ 100kHz","",PCF,"0.197 Dia (5.00mm)",DigiKey,"493-13981-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"150uF","4V"
General Purpose,"39uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcs.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCS1C390MCL1GS/493-3980-1-ND/2327076,"","","","","","","","",CAP ALUM POLY 39UF 20% 16V SMD,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.940000","",Active,"5000 Hrs @ 105°C",Nichicon,PCS1C390MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1925",Active,"0.38","","2A @ 100kHz","",PCS,"0.197 Dia (5.00mm)",DigiKey,"493-3980-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"39uF","16V"
General Purpose,"10uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCF1D100MCL1GS/493-14017-1-ND/5180813,"","","","","","","","",CAP ALUM POLY 10UF 20% 20V SMD,"Radial, Can - SMD","120mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.933000","",Active,"2000 Hrs @ 105°C",Nichicon,PCF1D100MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1926",Active,"0.38","","900mA @ 100kHz","",PCF,"0.197 Dia (5.00mm)",DigiKey,"493-14017-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF","20V"
General Purpose,"33uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/PCF1A330MCL1GS/493-14000-1-ND/5180796,"","","","","","","","",CAP ALUM POLY 33UF 20% 10V SMD,"Radial, Can - SMD","35mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.930000","",Active,"2000 Hrs @ 105°C",Nichicon,PCF1A330MCL1GS,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1927",Active,"0.38","","1.5A @ 100kHz","",PCF,"0.197 Dia (5.00mm)",DigiKey,"493-14000-1-ND","","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"33uF","10V"
General Purpose,"10uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP10M+8+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/20SVP10M/P16490CT-ND/4204292,"","","","","","","","",CAP ALUM POLY 10UF 20% 20V SMD,"Radial, Can - SMD","120mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.927000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,"20SVP10M","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1928",Active,"0.39","","1.02A @ 100kHz","51mA @ 120Hz","OS-CON™, SVP","0.197 Dia (5.00mm)",DigiKey,P16490CT-ND,"","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"10uF","20V"
General Purpose,"47uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+6SVP47M+8+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/6SVP47M/P16603CT-ND/4204439,"","","","","","","","",CAP ALUM POLY 47UF 20% 6.3V SMD,"Radial, Can - SMD","70mOhm",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 5.3MM H6.0MM.PCBLIB,"","",CAP ALSMD POLY 5.3MM H6.0MM,"","","0.236 (6.00mm)","","2020-09-02 01:22:06.917000","",Active,"2000 Hrs @ 105°C",Panasonic Electronic Components,"6SVP47M","1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"1929",Active,"0.39","","1.1A @ 100kHz","55mA @ 120Hz","OS-CON™, SVP","0.197 Dia (5.00mm)",DigiKey,P16603CT-ND,"","","","","","","","","","","0.209 L x 0.209 W (5.30mm x 5.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,Polymer,"47uF","6.3V"
