"Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Configuration","Current - Test","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height (Max)","LastUpdated","Lens Color","Lens Size","Lens Style","Lens Transparency","Lifecycle Status","Manufacturer","Part Number","Millicandela Rating","Minimum Order","Mounting Type","Package / Case","Packaging","PartId","Part Status","Price","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Viewing Angle","Voltage - Forward (Vf) (Typ)","Wavelength - Dominant","Wavelength - Peak"
Red,=Value,Datasheet,http://americanbrightled.com/pdffiles/smt/BL-HUF33J-AV-TRB.pdf,DigiKey Link,http://digikey.com/product-detail/en/american-bright-optoelectronics-corporation/BL-HUF33J-AV-TRB/BL-HUF33J-AV-TRBCT-ND/9678350,"","","","","","","","","1206","20mA","1206 RED","1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","2.70mm","2020-09-02 01:21:09.343000",Colorless,"1.35mm Dia",Round with Domed Top,Clear,Active,American Bright Optoelectronics Corporation,BL-HUF33J-AV-TRB,"1070mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"181",Active,"0.08",-,"3.20mm L x 1.60mm W",DigiKey,BL-HUF33J-AV-TRBCT-ND,"","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"30°","2.2V","633nm","645nm"
Red,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Everlight%20PDFs/26-21-R6C-AR2T1LY-CA.pdf,DigiKey Link,http://digikey.com/product-detail/en/everlight-electronics-co-ltd/26-21-R6C-AR2T1LY-CA/1080-1596-1-ND/8535319,"","","","","","","","",Standard,"5mA",LED RED CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","2.00mm","2020-09-02 01:21:09.320000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Everlight Electronics Co Ltd,"26-21/R6C-AR2T1LY/CA","","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"182",Active,"0.09",-,"3.20mm L x 1.60mm W",DigiKey,"1080-1596-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"30°","2V","626nm","632nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZMDK55W-A2RT.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZMDK55W-A2RT/1497-1289-1-ND/5775269,"","","","","","","","",Standard,"20mA",LED RED CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.20mm","2020-09-02 01:21:09.300000",Colorless,"1.10mm Dia",Round with Flat Top,Clear,Active,SunLED,XZMDK55W-A2RT,"228mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"183",Active,"0.08",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1289-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"70°","1.95V","630nm","645nm"
Red,=Value,Datasheet,https://vcclite.com/wp-content/uploads/wpallimport/files/files/CMD11-21%20SMT%20LEDs%201206%20Package%20Size.pdf,DigiKey Link,http://digikey.com/product-detail/en/visual-communications-company-vcc/CMD11-21VRC-TR8/L62001CT-ND/254910,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.50mm","2020-09-02 01:21:09.280000","1.50mm","1.10mm Dia",Round with Flat Top,Clear,Active,Visual Communications Company - VCC,CMD11-21VRC/TR8,"6mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"184",Active,"0.12",-,"3.00mm L x 1.50mm W",DigiKey,L62001CT-ND,"","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"20°","2V","","640nm"
Red,=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Everlight%20PDFs/QTLP650(C,D)-2,3,4,7,B.pdf",DigiKey Link,http://digikey.com/product-detail/en/everlight-electronics-co-ltd/QTLP650D2TR/1080-1417-1-ND/2676151,"","","","","","","","",Standard,"20mA",LED RED DIFFUSED 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.30mm","2020-09-02 01:21:09.263000","1.30mm","2.00mm x 1.60mm",Rectangle with Flat Top,Diffused,Active,Everlight Electronics Co Ltd,QTLP650D2TR,"8mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"185",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"1080-1417-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","2V","630nm","635nm"
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APT3216SRCPRV.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APT3216SRCPRV/754-1142-1-ND/1747859,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","0.75mm","2020-09-02 01:21:09.260000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,APT3216SRCPRV,"30mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"186",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"754-1142-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","1.85V","640nm","655nm"
Red,=Value,Datasheet,http://optoelectronics.liteon.com/upload/download/DS22-2006-020/LTST-C21KRKT.pdf,DigiKey Link,http://digikey.com/product-detail/en/lite-on-inc/LTST-C21KRKT/160-2024-1-ND/3711415,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:09.240000",Colorless,"",Round with Flat Top,Clear,Active,Lite-On Inc.,LTST-C21KRKT,"100mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"187",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"160-2024-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"70°","2V","631nm","639nm"
Red,=Value,Datasheet,http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/CBI_SMD_new/Dialight_CBI_data_599-1206_Apr2018.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5990210007F/350-4360-1-ND/9385466,"","","","","","","","",Standard,"20mA",LED RED 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","0.80mm","2020-09-02 01:21:09.237000","0.80mm","2.00mm x 1.60mm",Rectangle with Flat Top,"",Active,Dialight,"5990210007F","29mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"188",Active,"0.07","599","3.20mm L x 1.60mm W",DigiKey,"350-4360-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","2.1V","633nm",""
Red,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C150KAKT.pdf,DigiKey Link,http://digikey.com/product-detail/en/lite-on-inc/LTST-C150KAKT/160-1402-1-ND/386755,"","","","","","","","",Standard,"20mA",LED RED CLEAR SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:09.223000",Colorless,"2.06mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Lite-On Inc.,LTST-C150KAKT,"55mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"189",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"160-1402-1-ND","","","","","","","","","","","",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2V","615nm","621nm"
Red,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/598_Series_1206_Pkg.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5988220107F/350-2048-1-ND/1291352,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","0.70mm","2020-09-02 01:21:09.217000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Dialight,"5988220107F","150mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"190",Active,"0.07","598","3.20mm L x 1.60mm W",DigiKey,"350-2048-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","2V","625nm",""
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/AP3216SURCK.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/AP3216SURCK/754-2162-1-ND/7708877,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:09.200000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,AP3216SURCK,"80mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"191",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"754-2162-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","1.95V","630nm","650nm"
Red,=Value,Datasheet,https://www.lumex.com/content/files/ProductAttachment/SML-LX1206IW-TR.pdf,DigiKey Link,http://digikey.com/product-detail/en/lumex-opto-components-inc/SML-LX1206IW-TR/67-1003-1-ND/270801,"","","","","","","","",Standard,"20mA",LED RED DIFFUSED 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:09.180000",White,"2.00mm x 1.60mm",Rectangle with Flat Top,Diffused,Active,Lumex Opto/Components Inc.,SML-LX1206IW-TR,"6mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"192",Active,"0.08",-,"3.20mm L x 1.60mm W",DigiKey,"67-1003-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"160°","2V","","635nm"
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTD3216EC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTD3216EC/754-1153-1-ND/1747870,"","","","","","","","",Standard,"20mA",LED RED CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.90mm","2020-09-02 01:21:09.167000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Kingbright,APTD3216EC,"50mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"193",Active,"0.09",-,"3.20mm L x 1.60mm W",DigiKey,"754-1153-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"35°","2V","617nm","627nm"
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTR3216SECK-J3-PRV.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTR3216SECK-J3-PRV/754-APTR3216SECK-J3-PRVCT-ND/10293112,"","","","","","","","","1206","20mA",LED SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.25mm","2020-09-02 01:21:09.143000",Colorless,"1.60mm x 1.40mm",Rectangle with Flat Top,Clear,Active,Kingbright,APTR3216SECK/J3-PRV,"350mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"194",Active,"0.20",Heli-R,"3.20mm L x 1.60mm W",DigiKey,"754-APTR3216SECK/J3-PRVCT-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","2.2V","625nm","640nm"
Red,=Value,Datasheet,https://docs.broadcom.com/docs/HSMC-C350-DS100,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMC-C350/516-4369-1-ND/10239796,"","","","","","","","",Standard,"20mA",LED RED CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.20mm","2020-09-02 01:21:09.120000","1.20mm","1.10mm Dia",Round with Domed Top,"",Active,Broadcom Limited,HSMC-C350,"","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"195",Active,"0.21",-,"3.20mm L x 1.60mm W",DigiKey,"516-4369-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"70°","2V","630nm","643nm"
Red,=Value,Datasheet,https://docs.broadcom.com/docs/HSMC-C380-DS100,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMC-C380/516-4364-1-ND/10239791,"","","","","","","","",Standard,"20mA",LED RED SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.95mm","2020-09-02 01:21:09.107000","1.95mm","1.40mm Dia",Round with Domed Top,"",Active,Broadcom Limited,HSMC-C380,"","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"196",Active,"0.23",-,"3.20mm L x 1.60mm W",DigiKey,"516-4364-1-ND","","","","","","","","","","","",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"15°","2V","630nm","643nm"
Red,=Value,Datasheet,"http://www.stanley-components.com/php/downloaddatafile.php?rp=0,VFR1105W-6C9-TR _e.pdf",DigiKey Link,http://digikey.com/product-detail/en/stanley-electric-co/VFR1105W-6C9-TR/404-1321-1-ND/9477326,"","","","","","","","",Standard,"20mA",LED RED CLEAR SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","2.05mm","2020-09-02 01:21:09.083000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Stanley Electric Co,VFR1105W-6C9-TR,"985mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"197",Active,"0.11",-,"3.20mm L x 1.60mm W",DigiKey,"404-1321-1-ND","","","","","","","","","","","3216 (1206)",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"40°","1.9V","629nm","635nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZMDK55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZMDK55W-3/1497-1172-1-ND/4745891,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.80mm","2020-09-02 01:21:09.070000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZMDK55W-3,"795mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"198",Active,"0.10",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1172-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"35°","1.95V","630nm","645nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZM2CRK55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZM2CRK55W-3/1497-1405-1-ND/8259082,"","","","","","","","",Standard,"20mA",LED RED CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.80mm","2020-09-02 01:21:09.057000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZM2CRK55W-3,"2490mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"199",Active,"0.15",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1405-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"35°","2.2V","625nm","640nm"
Red,=Value,Datasheet,https://www.bivar.com/Files/Datasheets/SM1206HC.pdf,DigiKey Link,http://digikey.com/product-detail/en/bivar-inc/SM1206HC/492-1698-1-ND/4172086,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:09.047000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Bivar Inc.,SM1206HC,"15mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"200",Active,"0.15",-,"3.20mm L x 1.60mm W",DigiKey,"492-1698-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","1.8V","643nm","660nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZM2ACR55W-1.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZM2ACR55W-1/1497-1148-1-ND/4745622,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","0.75mm","2020-09-02 01:21:09.043000",Colorless,"1.90mm x 1.60mm",Rectangle with Flat Top,Clear,Active,SunLED,XZM2ACR55W-1,"447mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"201",Active,"0.22",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1148-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2.2V","625nm","640nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZM2MR55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZM2MR55W-3/1497-1364-1-ND/6709143,"","","","","","","","",Standard,"20mA",LED RED CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","2.10mm","2020-09-02 01:21:09.030000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZM2MR55W-3,"1095mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"202",Active,"0.21",PX Series,"3.20mm L x 1.60mm W",DigiKey,"1497-1364-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"40°","2.1V","640nm","660nm"
Red,=Value,Datasheet,"//media.digikey.com/pdf/Data%20Sheets/Everlight%20PDFs/QTLP650(C,D)-2,3,4,7,B.pdf",DigiKey Link,http://digikey.com/product-detail/en/everlight-electronics-co-ltd/QTLP650C2TR/1080-1413-1-ND/2676147,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.30mm","2020-09-02 01:21:09.027000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Everlight Electronics Co Ltd,QTLP650C2TR,"10mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"203",Active,"0.10",-,"3.20mm L x 1.60mm W",DigiKey,"1080-1413-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","2V","630nm","635nm"
Red,=Value,Datasheet,http://www.stanley-components.com/php/downloaddatafile.php?rp=h1105w_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/stanley-electric-co/HBR1105W-TR/404-1033-1-ND/428869,"","","","","","","","",Standard,"20mA",LED RED CLEAR 3216 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","2.05mm","2020-09-02 01:21:09.013000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Stanley Electric Co,HBR1105W-TR,"50mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"204",Active,"0.11","1105W","3.20mm L x 1.60mm W",DigiKey,"404-1033-1-ND","","","","","","","","","","","3216 Type",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"50°","1.7V","647nm","660nm"
Red,=Value,Datasheet,https://www.lumex.com/content/files/ProductAttachment/SML-LX1206SIC-TR.pdf,DigiKey Link,http://digikey.com/product-detail/en/lumex-opto-components-inc/SML-LX1206SIC-TR/67-1695-1-ND/467580,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:09.003000",Colorless,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Lumex Opto/Components Inc.,SML-LX1206SIC-TR,"54mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"205",Active,"0.11",-,"3.20mm L x 1.60mm W",DigiKey,"67-1695-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2V","","632nm"
Red,=Value,Datasheet,https://vcclite.com/wp-content/uploads/wpallimport/files/files/CMD152122Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/visual-communications-company-vcc/CMD15-21VRC-TR8/L62201CT-ND/254919,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.30mm","2020-09-02 01:21:08.987000",Colorless,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Visual Communications Company - VCC,CMD15-21VRC/TR8,"6mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"206",Active,"0.12",-,"3.20mm L x 1.50mm W",DigiKey,L62201CT-ND,"","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"","2V","","640nm"
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APT3216EC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APT3216EC/754-1137-1-ND/1747854,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","0.75mm","2020-09-02 01:21:08.983000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,APT3216EC,"8mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"207",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"754-1137-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","617nm","627nm"
Red,=Value,Datasheet,https://www.bivar.com/Files/Datasheets/SM1206NHC-IL.pdf,DigiKey Link,http://digikey.com/product-detail/en/bivar-inc/SM1206NHC-IL/492-1944-1-ND/5030120,"","","","","","","","",Standard,"20mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.40mm","2020-09-02 01:21:08.970000",Colorless,"1.10mm Dia",Round with Flat Top,Clear,Active,Bivar Inc.,SM1206NHC-IL,"1250mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"208",Active,"0.14",-,"3.20mm L x 1.60mm W",DigiKey,"492-1944-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"30°","2.1V","625nm","630nm"
Red,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C150EKT.pdf,DigiKey Link,http://digikey.com/product-detail/en/lite-on-inc/LTST-C150EKT/160-1168-1-ND/269240,"","","","","","","","",Standard,"10mA",LED RED CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.10mm","2020-09-02 01:21:08.947000",Colorless,"2.06mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Lite-On Inc.,LTST-C150EKT,"6mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"209",Active,"0.06",-,"3.20mm L x 1.60mm W",DigiKey,"160-1168-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2V","621nm","630nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZM2ACR55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZM2ACR55W-3/1497-1149-1-ND/4745623,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","1.80mm","2020-09-02 01:21:08.927000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZM2ACR55W-3,"2690mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"210",Active,"0.22",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1149-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"35°","2.2V","625nm","640nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZMDK55W-1.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZMDK55W-1/1497-1171-1-ND/4745890,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 RED.PCBLIB,"","",LED 1206_3216 RED,"","","0.75mm","2020-09-02 01:21:08.923000",Colorless,"1.90mm x 1.60mm",Rectangle with Flat Top,Clear,Active,SunLED,XZMDK55W-1,"79mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"211",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1171-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","1.95V","630nm","645nm"
