"Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Configuration","Current - Test","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height (Max)","LastUpdated","Lens Color","Lens Size","Lens Style","Lens Transparency","Lifecycle Status","Manufacturer","Part Number","Millicandela Rating","Minimum Order","Mounting Type","Package / Case","Packaging","PartId","Part Status","Price","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Viewing Angle","Voltage - Forward (Vf) (Typ)","Wavelength - Dominant","Wavelength - Peak"
Red,=Value,Datasheet,http://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-S42BT%20Series_V1.0.pdf,DigiKey Link,http://digikey.com/product-detail/en/inolux/IN-S42BTR/1830-IN-S42BCT-ND/10384845,"","","","","","","","","0402","20mA",TOP VIEW / 0402 / 1.0X0.5X0.4,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.50mm","2020-09-02 01:20:51.240000","0.50mm","0.70mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Inolux,IN-S42BTR,"100mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"501",Active,"0.06",IN-S42BT,"1.00mm L x 0.50mm W",DigiKey,"1830-IN-S42BCT-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2.1V","622nm","625nm"
Red,=Value,Datasheet,https://everlightamericas.com/index.php?controller=attachment&id_attachment=2715,DigiKey Link,http://digikey.com/product-detail/en/everlight-electronics-co-ltd/EAST10052RA1/1080-1559-1-ND/8510387,"","","","","","","","",Standard,"5mA",LED RED CLEAR 2SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.25mm","2020-09-02 01:20:51.233000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Everlight Electronics Co Ltd,EAST10052RA1,"","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"502",Active,"0.08",-,"1.00mm L x 0.50mm W",DigiKey,"1080-1559-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2.05V","","632nm"
Red,=Value,Datasheet,"http://www.stanley-components.com/php/downloaddatafile.php?rp=0,FHR1105P-TR_e.pdf",DigiKey Link,http://digikey.com/product-detail/en/stanley-electric-co/FHR1105P-TR/404-1211-1-ND/6205319,"","","","","","","","",Standard,"5mA",LED RED CLEAR 1005 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.25mm","2020-09-02 01:20:51.213000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Stanley Electric Co,FHR1105P-TR,"32mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"503",Active,"0.06",-,"1.00mm L x 0.50mm W",DigiKey,"404-1211-1-ND","","","","","","","","","","","1005",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"","1.9V","623nm","632nm"
Red,=Value,Datasheet,http://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-S42AT%20Series_V1.1.pdf,DigiKey Link,http://digikey.com/product-detail/en/inolux/IN-S42ATR/1830-1057-1-ND/7604692,"","","","","","","","",Standard,"20mA",LED RED CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.55mm","2020-09-02 01:20:51.193000",Clear,"0.60mm x 0.45mm",Rectangle with Flat Top,Clear,Active,Inolux,IN-S42ATR,"90mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"504",Active,"0.06",IN-S42AT,"1.00mm L x 0.50mm W",DigiKey,"1830-1057-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2.1V","631nm","645nm"
Red,=Value,Datasheet,http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/NewDrawings/C18402A.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5988A20107F/350-4447-1-ND/10108982,"","","","","","","","","0402","5mA",SM LED 0402 RED 625NM,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.60mm","2020-09-02 01:20:51.190000","0.60mm","1.00mm x 0.50mm",Rectangle with Flat Top,"",Active,Dialight,"5988A20107F","47mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"505",Active,"0.09","598","1.00mm L x 0.50mm W",DigiKey,"350-4447-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"","1.8V","625nm",""
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APHHS1005LSECK-J3-PF.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APHHS1005LSECK-J3-PF/754-2123-1-ND/7319051,"","","","","","","","",Independent,"2mA",LED RED CLEAR 2SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.60mm","2020-09-02 01:20:51.173000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Kingbright,APHHS1005LSECK/J3-PF,"80mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"506",Active,"0.16",-,"1.00mm L x 0.50mm W",DigiKey,"754-2123-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","1.8V","625nm","640nm"
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APG1005SEC-E-T.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APG1005SEC-E-T/754-1812-1-ND/4764943,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.25mm","2020-09-02 01:20:51.143000",Colorless,"0.60mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Kingbright,APG1005SEC/E-T,"75mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"507",Active,"0.10",-,"1.00mm L x 0.50mm W",DigiKey,"754-1812-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","624nm","632nm"
Red,=Value,Datasheet,https://everlightamericas.com/index.php?controller=attachment&id_attachment=3575,DigiKey Link,http://digikey.com/product-detail/en/everlight-electronics-co-ltd/EAST10053RA0/1080-1556-1-ND/8510384,"","","","","","","","",Standard,"5mA",LED RED CLEAR 2SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.35mm","2020-09-02 01:20:51.123000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Everlight Electronics Co Ltd,EAST10053RA0,"","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"508",Active,"0.06",-,"1.00mm L x 0.50mm W",DigiKey,"1080-1556-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2.05V","","639nm"
Red,=Value,Datasheet,https://www.bivar.com/Files/Datasheets/SM0402RC.pdf,DigiKey Link,http://digikey.com/product-detail/en/bivar-inc/SM0402RC/492-2208-1-ND/6810871,"","","","","","","","","0402","20mA",LED RED CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.71mm","2020-09-02 01:20:51.100000",Colorless,"0.50mm x 1.00mm",Rectangle with Flat Top,Clear,Active,Bivar Inc.,SM0402RC,"90mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"509",Active,"0.15",-,"1.00mm L x 0.50mm W",DigiKey,"492-2208-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2.1V","631nm","645nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZMER68W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZMER68W-3/1497-1384-1-ND/8259061,"","","","","","","","",Standard,"20mA",LED RED CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.25mm","2020-09-02 01:20:51.080000",Colorless,"0.60mm x 0.50mm",Rectangle with Flat Top,Clear,Active,SunLED,XZMER68W-3,"74mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"510",Active,"0.10",-,"1.00mm L x 0.50mm W",DigiKey,"1497-1384-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","624nm","632nm"
Red,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/150040SS73220/732-13421-1-ND/9857999,"","","","","","","","","0402","20mA",WL-SMCC SMT MONO-COLOR CHIP LED,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.35mm","2020-09-02 01:20:51.057000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Würth Elektronik,"150040SS73220","90mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"511",Active,"0.27",WL-SMCC,"1.00mm L x 0.50mm W",DigiKey,"732-13421-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","630nm","645nm"
Red,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/150040RS73220/732-13422-1-ND/9858000,"","","","","","","","","0402","20mA",WL-SMCC SMT MONO-COLOR CHIP LED,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.35mm","2020-09-02 01:20:51.043000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Würth Elektronik,"150040RS73220","110mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"512",Active,"0.27",WL-SMCC,"1.00mm L x 0.50mm W",DigiKey,"732-13422-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","624nm","632nm"
Red,=Value,Datasheet,http://www.qt-brightek.com/datasheet/QBLP595 Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/qt-brightek-qtb/QBLP595-R/1516-1217-1-ND/6201914,"","","","","","","","",Standard,"20mA",LED RED CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.60mm","2020-09-02 01:20:51.033000",Colorless,"0.70mm x 0.50mm",Rectangle with Flat Top,Clear,Active,QT Brightek (QTB),QBLP595-R,"120mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"513",Active,"0.07",QBLP595,"1.00mm L x 0.50mm W",DigiKey,"1516-1217-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"140°","2V","620nm",""
Red,=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/150040RS73240.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/150040RS73240/732-11991-1-ND/8557201,"","","","","","","","",Standard,"20mA",LED RED CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.50mm","2020-09-02 01:20:51.010000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Würth Elektronik,"150040RS73240","100mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"514",Active,"0.15",WL-SMCC,"1.00mm L x 0.50mm W",DigiKey,"732-11991-1-ND","","","","","","","","","","","0402 (1005 Metric)",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","625nm","630nm"
Red,=Value,Datasheet,http://www.vishay.com/docs/82554/vlmo1500.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-opto-division/VLMS1500-GS08/VLMS1500-GS08CT-ND/3504675,"","","","","","","","",Standard,"20mA",LED RED 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.55mm","2020-09-02 01:20:50.990000","0.55mm","1.00mm x 0.50mm",Rectangle with Flat Top,"",Active,Vishay Semiconductor Opto Division,VLMS1500-GS08,"54mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"515",Active,"0.08",CHIPLED,"1.00mm L x 0.50mm W",DigiKey,VLMS1500-GS08CT-ND,"","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2V","631nm","639nm"
Red,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZMDK68W-2.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZMDK68W-2/1497-1174-1-ND/4745892,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.60mm","2020-09-02 01:20:50.980000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,SunLED,XZMDK68W-2,"69mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"516",Active,"0.07",-,"1.00mm L x 0.50mm W",DigiKey,"1497-1174-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","1.95V","630nm","645nm"
Red,=Value,Datasheet,https://docs.broadcom.com/docs/AV02-0602EN,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMS-C280/516-HSMS-C280CT-ND/10512014,"","","","","","","","",Standard,"20mA",LED RED DIFFUSED SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.40mm","2020-09-02 01:20:50.907000",White,"1.00mm x 0.50mm",Rectangle with Flat Top,Diffused,Active,Broadcom Limited,HSMS-C280,"10mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"517",Active,"0.09",-,"1.00mm L x 0.50mm W",DigiKey,"516-HSMS-C280CT-ND","","","","","","","","","","","",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","2.1V","626nm","630nm"
Red,=Value,Datasheet,http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/NewDrawings/C18402A.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5988A10107F/350-4446-1-ND/10108981,"","","","","","","","","0402","5mA",SM LED 0402 RED 635NM,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.60mm","2020-09-02 01:20:50.887000","0.60mm","1.00mm x 0.50mm",Rectangle with Flat Top,"",Active,Dialight,"5988A10107F","65mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"518",Active,"0.09","598","1.00mm L x 0.50mm W",DigiKey,"350-4446-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"","1.6V","635nm",""
Red,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Everlight%20PDFs/16-213SDRC-S530-A3-TR8.pdf,DigiKey Link,http://digikey.com/product-detail/en/everlight-electronics-co-ltd/16-213SDRC-S530-A3-TR8/1080-1570-1-ND/8535293,"","","","","","","","",Standard,"20mA",LED RED CLEAR 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.55mm","2020-09-02 01:20:50.863000",Colorless,"1.00mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Everlight Electronics Co Ltd,"16-213SDRC/S530-A3/TR8","43mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"519",Active,"0.09",-,"1.00mm L x 0.50mm W",DigiKey,"1080-1570-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","639nm","650nm"
Red,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APHHS1005SURCK.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APHHS1005SURCK/754-1104-1-ND/1747821,"","","","","","","","",Standard,"20mA",LED RED CLEAR CHIP SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.60mm","2020-09-02 01:20:50.840000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Kingbright,APHHS1005SURCK,"70mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"520",Active,"0.11",-,"1.00mm L x 0.50mm W",DigiKey,"754-1104-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","1.95V","630nm","645nm"
Red,=Value,Datasheet,https://www.lumex.com/spec/SML-LX0402SIC-TR.pdf,DigiKey Link,http://digikey.com/product-detail/en/lumex-opto-components-inc/SML-LX0402SIC-TR/67-1878-1-ND/680015,"","","","","","","","",Standard,"20mA",LED RED CLEAR SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.50mm","2020-09-02 01:20:50.813000",Colorless,"0.80mm x 0.50mm",Rectangle with Flat Top,Clear,Active,Lumex Opto/Components Inc.,SML-LX0402SIC-TR,"140mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"521",Active,"0.12",-,"1.00mm L x 0.50mm W",DigiKey,"67-1878-1-ND","","","","","","","","","","","",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"120°","2V","","636nm"
Red,=Value,Datasheet,https://docs.broadcom.com/docs/AV02-0602EN,DigiKey Link,http://digikey.com/product-detail/en/broadcom-limited/HSMC-C280/516-3060-1-ND/4240304,"","","","","","","","",Standard,"20mA",LED RED DIFFUSED 0402 SMD,"0402 (1005 Metric)","",footprints/LED/PCB - LED - LED 0402_1005 RED.PCBLIB,"","",LED 0402_1005 RED,"","","0.40mm","2020-09-02 01:20:50.790000",White,"1.00mm x 0.50mm",Rectangle with Flat Top,Diffused,Active,Broadcom Limited,HSMC-C280,"90mcd","1",Surface Mount,"0402 (1005 Metric)",TapeAndReel,"522",Active,"0.13",-,"1.00mm L x 0.50mm W",DigiKey,"516-3060-1-ND","","","","","","","","","","","0402",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Red,"130°","1.9V","626nm","637nm"
Green,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZVG55W-A2.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZVG55W-A2/1497-1403-1-ND/8259080,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","1.10mm","2020-09-02 01:20:47.363000",Colorless,"1.60mm Dia",Round with Flat Top,Clear,Active,SunLED,XZVG55W-A2,"98mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"523",Active,"0.10",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1403-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"70°","2.1V","570nm","574nm"
Green,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZVG55W-1.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZVG55W-1/1497-1217-1-ND/4745909,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","1.75mm","2020-09-02 01:20:47.360000",Colorless,"1.90mm x 1.60mm",Rectangle with Flat Top,Clear,Active,SunLED,XZVG55W-1,"49mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"524",Active,"0.08",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1217-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2.1V","570nm","574nm"
Green,=Value,Datasheet,https://www.sunledusa.com/products/spec/XZDG55W-3.pdf,DigiKey Link,http://digikey.com/product-detail/en/sunled/XZDG55W-3/1497-1127-1-ND/4745593,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","1.80mm","2020-09-02 01:20:47.340000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,SunLED,XZDG55W-3,"2290mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"525",Active,"0.18",-,"3.20mm L x 1.60mm W",DigiKey,"1497-1127-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"35°","3.3V","525nm","515nm"
Green,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APT3216SGC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APT3216SGC/754-1141-1-ND/1747858,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","0.75mm","2020-09-02 01:20:47.337000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,APT3216SGC,"12mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"526",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"754-1141-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2.2V","568nm","565nm"
Green,=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/598_Series_1206_Pkg.pdf,DigiKey Link,http://digikey.com/product-detail/en/dialight/5988270107F/350-2053-1-ND/1291357,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","0.70mm","2020-09-02 01:20:47.333000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Dialight,"5988270107F","20mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"527",Active,"0.07","598","3.20mm L x 1.60mm W",DigiKey,"350-2053-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"140°","2V","566nm",""
Green,=Value,Datasheet,http://optoelectronics.liteon.com/upload/download/DS22-2005-090/LTST-C21KGKT.pdf,DigiKey Link,http://digikey.com/product-detail/en/lite-on-inc/LTST-C21KGKT/160-2023-1-ND/3711404,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","1.10mm","2020-09-02 01:20:47.313000",Colorless,"",Round with Flat Top,Clear,Active,Lite-On Inc.,LTST-C21KGKT,"104mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"528",Active,"0.07",-,"3.20mm L x 1.60mm W",DigiKey,"160-2023-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"70°","2.1V","572nm","574nm"
Green,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APT3216CGCK.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APT3216CGCK/754-1136-1-ND/1747853,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR CHIP SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","0.75mm","2020-09-02 01:20:47.310000",Colorless,"2.00mm x 1.60mm",Rectangle with Flat Top,Clear,Active,Kingbright,APT3216CGCK,"50mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"529",Active,"0.08",-,"3.20mm L x 1.60mm W",DigiKey,"754-1136-1-ND","","","","","","","","","","",Chip LED,symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"120°","2.1V","570nm","574nm"
Green,=Value,Datasheet,https://www.lumex.com/content/files/ProductAttachment/SML-LX1206SUGC-TR.pdf,DigiKey Link,http://digikey.com/product-detail/en/lumex-opto-components-inc/SML-LX1206SUGC-TR/67-1698-1-ND/467582,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 1206 SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","1.10mm","2020-09-02 01:20:47.293000",Colorless,"2.00mm x 1.50mm",Rectangle with Flat Top,Clear,Active,Lumex Opto/Components Inc.,SML-LX1206SUGC-TR,"45mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"530",Active,"0.09",-,"3.20mm L x 1.60mm W",DigiKey,"67-1698-1-ND","","","","","","","","","","","1206",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"140°","2.2V","","574nm"
Green,=Value,Datasheet,http://www.kingbrightusa.com/images/catalog/SPEC/APTD3216SGC.pdf,DigiKey Link,http://digikey.com/product-detail/en/kingbright/APTD3216SGC/754-1157-1-ND/1747874,"","","","","","","","",Standard,"20mA",LED GREEN CLEAR 2SMD,"1206 (3216 Metric)","",footprints/LED/PCB - LED - LED 1206_3216 GREEN.PCBLIB,"","",LED 1206_3216 GREEN,"","","1.90mm","2020-09-02 01:20:47.270000",Colorless,"1.60mm Dia",Round with Domed Top,Clear,Active,Kingbright,APTD3216SGC,"50mcd","1",Surface Mount,"1206 (3216 Metric)",TapeAndReel,"531",Active,"0.09",-,"3.20mm L x 1.60mm W",DigiKey,"754-1157-1-ND","","","","","","","","","","","2-SMD",symbols/Diodes/SCH - DIODES - LED.SCHLIB,LED,"",Green,"35°","2.2V","568nm","565nm"
