"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
"Bypass, Decoupling","0.33uF",=Value,Datasheet,https://www.johansondielectrics.com/downloads/x2y-filter-and-decoupling-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-dielectrics-inc/101X41W334MV4E/709-1343-1-ND/2327220,"","","","","","","","",CAP CER 0.33UF 100V X7R 1210,"1210 (3225 Metric)","",Low ESL (X2Y),,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.697000","","",Active,Johanson Dielectrics Inc.,"101X41W334MV4E","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24747",Active,"0.39","",X2Y®,"0.125 L x 0.098 W (3.18mm x 2.49mm)",DigiKey,"709-1343-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.070 (1.78mm)",±20%,"","0.33uF","100V"
General Purpose,"10uF",=Value,Datasheet,http://datasheets.avx.com/Y5V.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210YG106ZAT2A/478-1634-1-ND/564666,"","","","","","","","",CAP CER 10UF 16V Y5V 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.693000","","",Active,AVX Corporation,"1210YG106ZAT2A","1","Surface Mount, MLCC",-30°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24748",Active,"0.38","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-1634-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.070 (1.78mm)","-20%, +80%","","10uF","16V"
General Purpose,"100pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210AC101KAT1A/478-11980-1-ND/8573616,"","","","","","","","",CAP CER 100PF 1KV X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.690000","","",Active,AVX Corporation,"1210AC101KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24749",Active,"0.38","",-,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"478-11980-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","100pF","1000V (1kV)"
General Purpose,"1000pF",=Value,Datasheet,http://www.vishay.com/docs/45197/vjhvarcguard.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1210Y102KXGAT5Z/720-1045-1-ND/1560047,"","","","","","","","",CAP CER 1000PF 1KV X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.687000","","",Active,Vishay Vitramon,VJ1210Y102KXGAT5Z,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24750",Active,"0.42","",VJ HVArc Guard™,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"720-1045-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","1000pF","1000V (1kV)"
General Purpose,"10000pF",=Value,Datasheet,http://www.vishay.com/docs/45197/vjhvarcguard.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1210Y103KXEAT5Z/720-1046-1-ND/1560048,"","","","","","","","",CAP CER 10000PF 500V X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.683000","","",Active,Vishay Vitramon,VJ1210Y103KXEAT5Z,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24751",Active,"0.44","",VJ HVArc Guard™,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"720-1046-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","10000pF","500V"
General Purpose,"10000pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225C0G2E103J160AA/445-2350-1-ND/789859,"","","","","","","","",CAP CER 10000PF 250V C0G 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.677000","","",Active,TDK Corporation,C3225C0G2E103J160AA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24752",Active,"0.45","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-2350-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","10000pF","250V"
General Purpose,"470pF",=Value,Datasheet,http://www.vishay.com/docs/45197/vjhvarcguard.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1210A471JXGAT5Z/720-1041-1-ND/1560043,"","","","","","","","",CAP CER 470PF 1KV C0G/NP0 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.673000","","",Active,Vishay Vitramon,VJ1210A471JXGAT5Z,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24753",Active,"0.46","",VJ HVArc Guard™,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"720-1041-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.067 (1.70mm)",±5%,"","470pF","1000V (1kV)"
General Purpose,"2.2uF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/6c8d48ef-fc2b-4752-ae2c-ce6c208de0c4/High-Capacitance-Chip.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-novacap/1210BB225K101YX085T/1763-1140-1-ND/7304272,"","","","","","","","",CAP CER 2.2UF 100V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.653000","","",Active,Knowles Novacap,"1210BB225K101YX085T","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24754",Active,"2.44","",-,"0.125 L x 0.100 W (3.18mm x 2.54mm)",DigiKey,"1763-1140-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","2.2uF","100V"
General Purpose,"10000pF",=Value,Datasheet,http://datasheets.avx.com/TipAndRing.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210PC103KAT1A/478-5562-1-ND/2048354,"","","","","","","","",CAP CER 10000PF 250V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.637000","","",Active,AVX Corporation,"1210PC103KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",CutTape,"24755",Active,"0.68","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-5562-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.070 (1.78mm)",±10%,"","10000pF","250V"
General Purpose,"0.068uF",=Value,Datasheet,http://datasheets.avx.com/TipAndRing.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210PC683KAT1A/478-5566-1-ND/2048358,"","","","","","","","",CAP CER 0.068UF 250V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.633000","","",Active,AVX Corporation,"1210PC683KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24756",Active,"0.15","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-5566-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.070 (1.78mm)",±10%,"","0.068uF","250V"
General Purpose,"4700pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/ee672d19-93c0-41e4-b735-72624af1da39/160-and-200-Degree-C-Ranges.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-novacap/1210D472J500KHT/1763-1063-1-ND/7304452,"","","","","","","","",CAP CER 4700PF 50V C0G/NP0 1210,"1210 (3225 Metric)","",High Temperature,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.630000","","",Active,Knowles Novacap,"1210D472J500KHT","1","Surface Mount, MLCC",-55°C ~ 200°C,"1210 (3225 Metric)",TapeAndReel,"24757",Active,"1.72","",-,"0.125 L x 0.100 W (3.18mm x 2.54mm)",DigiKey,"1763-1063-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.065 (1.65mm)",±5%,"","4700pF","50V"
General Purpose,"10000pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/ee672d19-93c0-41e4-b735-72624af1da39/160-and-200-Degree-C-Ranges.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-novacap/1210D103J250KHT/1763-1060-1-ND/7304476,"","","","","","","","",CAP CER 10000PF 25V C0G/NP0 1210,"1210 (3225 Metric)","",High Temperature,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.610000","","",Active,Knowles Novacap,"1210D103J250KHT","1","Surface Mount, MLCC",-55°C ~ 200°C,"1210 (3225 Metric)",TapeAndReel,"24758",Active,"2.29","",-,"0.125 L x 0.100 W (3.18mm x 2.54mm)",DigiKey,"1763-1060-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.065 (1.65mm)",±5%,"","10000pF","25V"
General Purpose,"1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1210C105Z5VACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1210C105Z5VACTU/399-9400-1-ND/3522918,"","","","","","","","",CAP CER 1UF 50V Y5V 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.607000","","",Active,KEMET,C1210C105Z5VACTU,"1","Surface Mount, MLCC",-30°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24759",Active,"0.12","",SMD Comm Y5V,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"399-9400-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.067 (1.70mm)","-20%, +80%","","1uF","50V"
General Purpose,"0.033uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1210C333KDRACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1210C333KDRACTU/399-6749-1-ND/3083923,"","","","","","","","",CAP CER 0.033UF 1KV X7R 1210,"1210 (3225 Metric)","","Low ESL, High Voltage",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.603000","","",Active,KEMET,C1210C333KDRACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24760",Active,"0.13","",SMD Comm X7R HV,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"399-6749-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","0.033uF","1000V (1kV)"
General Purpose,"1uF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL32B105KBHNNNE.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL32B105KBHNNNE/1276-1811-1-ND/3889897,"","","","","","","","",CAP CER 1UF 50V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.600000","","",Active,Samsung Electro-Mechanics,CL32B105KBHNNNE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24761",Active,"0.07","",CL,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1276-1811-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","1uF","50V"
General Purpose,"0.1uF",=Value,Datasheet,http://www.passivecomponent.com/wp-content/uploads/2018/10/MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/walsin-technology-corporation/1210B104K251CT/1292-1617-1-ND/9355621,"","","","","","","","",CAP CER 0.1UF 250V X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.597000","","",Active,Walsin Technology Corporation,"1210B104K251CT","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24762",Active,"0.07","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1292-1617-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","0.1uF","250V"
Automotive,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA6L3C0G2E223J160AA/445-15587-1-ND/4278760,"","","","","","","","",CAP CER 0.022UF 250V C0G 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.590000","","",Active,TDK Corporation,CGA6L3C0G2E223J160AA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24763",Active,"0.50",AEC-Q200,CGA,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-15587-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","0.022uF","250V"
General Purpose,"2200pF",=Value,Datasheet,http://www.vishay.com/docs/45197/vjhvarcguard.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1210Y222KXGAT5Z/720-1051-1-ND/1560053,"","","","","","","","",CAP CER 2200PF 1KV X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.587000","","",Active,Vishay Vitramon,VJ1210Y222KXGAT5Z,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24764",Active,"0.58","",VJ HVArc Guard™,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"720-1051-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","2200pF","1000V (1kV)"
General Purpose,"2.2uF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/6c8d48ef-fc2b-4752-ae2c-ce6c208de0c4/High-Capacitance-Chip.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-novacap/1210BB225K101NGX085T/1763-1136-1-ND/7304029,"","","","","","","","",CAP CER 2.2UF 100V X7R 1210,"1210 (3225 Metric)","",Gold Flash Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.567000","","",Active,Knowles Novacap,"1210BB225K101NGX085T","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24765",Active,"2.81","",-,"0.125 L x 0.100 W (3.18mm x 2.54mm)",DigiKey,"1763-1136-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","2.2uF","100V"
General Purpose,"4.7uF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/6c8d48ef-fc2b-4752-ae2c-ce6c208de0c4/High-Capacitance-Chip.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-novacap/1210BB475K500YX110T/1763-1142-1-ND/7304260,"","","","","","","","",CAP CER 4.7UF 50V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.543000","","",Active,Knowles Novacap,"1210BB475K500YX110T","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24766",Active,"5.07","",-,"0.125 L x 0.100 W (3.18mm x 2.54mm)",DigiKey,"1763-1142-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.065 (1.65mm)",±10%,"","4.7uF","50V"
"Automotive, Boardflex Sensitive","1uF",=Value,Datasheet,http://datasheets.avx.com/AutoMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12105C105K4Z2A/478-12862-1-ND/9949423,"","","","","","","","",CAP CER 1UF 50V X7R 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.540000","","",Active,AVX Corporation,"12105C105K4Z2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24767",Active,"0.20",AEC-Q200,FLEXITERM®,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-12862-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.070 (1.78mm)",±10%,"","1uF","50V"
General Purpose,"220pF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/885342009005.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885342009005/732-12148-1-ND/9346168,"","","","","","","","",CAP CER 220PF 2000V C0G/NP0 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.537000","","",Active,Würth Elektronik,"885342009005","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24768",Active,"0.54","",WCAP-CSMH,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"732-12148-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","220pF","2000V (2kV)"
General Purpose,"4.7uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210YD475KAT2A/478-1628-1-ND/564660,"","","","","","","","",CAP CER 4.7UF 16V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.530000","","",Active,AVX Corporation,"1210YD475KAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24769",Active,"0.30","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-1628-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.070 (1.78mm)",±10%,"","4.7uF","16V"
General Purpose,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225NP02E223J160AA/445-172550-1-ND/4990091,"","","","","","","","",CAP CER 0.022UF 250V NP0 1210,"1210 (3225 Metric)","",High Temperature,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.527000","","",Active,TDK Corporation,C3225NP02E223J160AA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1210 (3225 Metric)",TapeAndReel,"24770",Active,"0.35","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-172550-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","0.022uF","250V"
General Purpose,"1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1210C105M5UACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1210C105M5UAC7800/399-13219-1-ND/5879373,"","","","","","","","",CAP CER 1UF 50V Z5U 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.510000","","",Active,KEMET,C1210C105M5UAC7800,"1","Surface Mount, MLCC","10°C ~ 85°C","1210 (3225 Metric)",TapeAndReel,"24771",Active,"0.32","",SMD Comm Z5U,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"399-13219-1-ND","","","","","","","","","","",,capacitors\capacitor,Z5U,"0.067 (1.70mm)",±20%,"","1uF","50V"
Boardflex Sensitive,"0.1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225X7T2J104M160AE/445-6833-1-ND/2616464,"","","","","","","","",CAP CER 0.1UF 630V X7T 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.507000","","",Active,TDK Corporation,C3225X7T2J104M160AE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24772",Active,"0.21","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-6833-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.071 (1.80mm)",±20%,"","0.1uF","630V"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210GC102KAT1A/478-2960-1-ND/808159,"","","","","","","","",CAP CER 1000PF 2KV X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.500000","","",Active,AVX Corporation,"1210GC102KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24773",Active,"0.23","",-,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"478-2960-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","1000pF","2000V (2kV)"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210GC102MAT1A/478-5184-1-ND/1913274,"","","","","","","","",CAP CER 1000PF 2KV X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.497000","","",Active,AVX Corporation,"1210GC102MAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24774",Active,"0.30","",-,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"478-5184-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±20%,"","1000pF","2000V (2kV)"
"SMPS Filtering, Boardflex Sensitive","1000pF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210GC102KAZ1A/478-4602-1-ND/1645913,"","","","","","","","",CAP CER 1000PF 2KV X7R 1210,"1210 (3225 Metric)","","Soft Termination, High Voltage",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.493000","","",Active,AVX Corporation,"1210GC102KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24775",Active,"0.30","",FLEXITERM®,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"478-4602-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","1000pF","2000V (2kV)"
Automotive,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA6L2C0G2A223J160AA/445-5797-1-ND/2443837,"","","","","","","","",CAP CER 0.022UF 100V C0G 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.490000","","",Active,TDK Corporation,CGA6L2C0G2A223J160AA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24776",Active,"0.30",AEC-Q200,CGA,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-5797-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.071 (1.80mm)",±5%,"","0.022uF","100V"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210AC102KAT1A/478-11981-1-ND/8573617,"","","","","","","","",CAP CER 1000PF 1KV X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.487000","","",Active,AVX Corporation,"1210AC102KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24777",Active,"0.32","",-,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"478-11981-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.071 (1.80mm)",±10%,"","1000pF","1000V (1kV)"
Boardflex Sensitive,"0.1uF",=Value,Datasheet,http://www.vishay.com/docs/45198/vjomd.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1210Y104KBBAT4X/720-1082-1-ND/1560510,"","","","","","","","",CAP CER 0.1UF 100V X7R 1210,"1210 (3225 Metric)","","Soft Termination, High Voltage",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.483000","","",Active,Vishay Vitramon,VJ1210Y104KBBAT4X,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24778",Active,"0.33","",VJ OMD,"0.132 L x 0.098 W (3.35mm x 2.50mm)",DigiKey,"720-1082-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","0.1uF","100V"
General Purpose,"1000pF",=Value,Datasheet,http://www.vishay.com/docs/45197/vjhvarcguard.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1210Y102KXEAT5Z/720-1044-1-ND/1560046,"","","","","","","","",CAP CER 1000PF 500V X7R 1210,"1210 (3225 Metric)","",High Voltage,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:35.480000","","",Active,Vishay Vitramon,VJ1210Y102KXEAT5Z,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24779",Active,"0.38","",VJ HVArc Guard™,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"720-1044-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.067 (1.70mm)",±10%,"","1000pF","500V"
