"Adjustment Type","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Turns","Packaging","PartId","Part Status","Power (Watts)","Price","Resistance","Resistive Material","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Termination Style","Tolerance","Type","Value"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-681E/TC33X-1-681E-ND/6163995,"","","","","","","","",TRIMMER 680 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.387000",Active,Bourns Inc.,TC33X-1-681E,"",Surface Mount,"1","","33","","0.1W, 1/10W","0","680 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-681E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","680"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-474E/TC33X-1-474E-ND/6163994,"","","","","","","","",TRIMMER 470K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.390000",Active,Bourns Inc.,TC33X-1-474E,"",Surface Mount,"1","","34","","0.1W, 1/10W","0","470 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-474E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","470k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-471E/TC33X-1-471E-ND/6163991,"","","","","","","","",TRIMMER 470 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.393000",Active,Bourns Inc.,TC33X-1-471E,"",Surface Mount,"1","","35","","0.1W, 1/10W","0","470 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-471E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","470"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-334E/TC33X-1-334E-ND/6163990,"","","","","","","","",TRIMMER 330K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.400000",Active,Bourns Inc.,TC33X-1-334E,"",Surface Mount,"1","","36","","0.1W, 1/10W","0","330 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-334E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","330k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-333E/TC33X-1-333E-ND/6163989,"","","","","","","","",TRIMMER 33K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.403000",Active,Bourns Inc.,TC33X-1-333E,"",Surface Mount,"1","","37","","0.1W, 1/10W","0","33 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-333E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","33k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-332E/TC33X-1-332E-ND/6163988,"","","","","","","","",TRIMMER 3.3K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.407000",Active,Bourns Inc.,TC33X-1-332E,"",Surface Mount,"1","","38","","0.1W, 1/10W","0","3.3 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-332E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","3.3k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-331E/TC33X-1-331E-ND/6163987,"","","","","","","","",TRIMMER 330 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.410000",Active,Bourns Inc.,TC33X-1-331E,"",Surface Mount,"1","","39","","0.1W, 1/10W","0","330 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-331E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","330"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-225E/TC33X-1-225E-ND/6163986,"","","","","","","","",TRIMMER 2.2M OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.417000",Active,Bourns Inc.,TC33X-1-225E,"",Surface Mount,"1","","40","","0.1W, 1/10W","0","2.2 MOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-225E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","2.2M"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-224E/TC33X-1-224E-ND/6163985,"","","","","","","","",TRIMMER 220K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.420000",Active,Bourns Inc.,TC33X-1-224E,"",Surface Mount,"1","","41","","0.1W, 1/10W","0","220 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-224E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","220k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-223E/TC33X-1-223E-ND/6163984,"","","","","","","","",TRIMMER 22K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.423000",Active,Bourns Inc.,TC33X-1-223E,"",Surface Mount,"1","","42","","0.1W, 1/10W","0","22 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-223E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","22k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-221E/TC33X-1-221E-ND/6163982,"","","","","","","","",TRIMMER 220 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.427000",Active,Bourns Inc.,TC33X-1-221E,"",Surface Mount,"1","","43","","0.1W, 1/10W","0","220 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-221E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","220"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-205E/TC33X-1-205E-ND/6163981,"","","","","","","","",TRIMMER 2M OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.430000",Active,Bourns Inc.,TC33X-1-205E,"",Surface Mount,"1","","44","","0.1W, 1/10W","0","2 MOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-205E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","2M"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-155E/TC33X-1-155E-ND/6163980,"","","","","","","","",TRIMMER 1.5M OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.450000",Active,Bourns Inc.,TC33X-1-155E,"",Surface Mount,"1","","45","","0.1W, 1/10W","0","1.5 MOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-155E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","1.5M"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-154E/TC33X-1-154E-ND/6163979,"","","","","","","","",TRIMMER 150K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.453000",Active,Bourns Inc.,TC33X-1-154E,"",Surface Mount,"1","","46","","0.1W, 1/10W","0","150 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-154E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","150k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-152E/TC33X-1-152E-ND/6163978,"","","","","","","","",TRIMMER 1.5K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.457000",Active,Bourns Inc.,TC33X-1-152E,"",Surface Mount,"1","","47","","0.1W, 1/10W","0","1.5 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-152E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","1.5k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-105E/TC33X-1-105ECT-ND/9998912,"","","","","","","","",TRIMMER 1M OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.463000",Active,Bourns Inc.,TC33X-1-105E,"5000",Surface Mount,"1",TapeAndReel,"48","","0.1W, 1/10W","0.13","1 MOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-105ECT-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","1M"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-473E/TC33X-1-473E-ND/6163993,"","","","","","","","",TRIMMER 47K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.483000",Active,Bourns Inc.,TC33X-1-473E,"5000",Surface Mount,"1",TapeAndReel,"49","","0.1W, 1/10W","0.13","47 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-473E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","47k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-472E/TC33X-1-472E-ND/6163992,"","","","","","","","",TRIMMER 4.7K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.487000",Active,Bourns Inc.,TC33X-1-472E,"5000",Surface Mount,"1",TapeAndReel,"50","","0.1W, 1/10W","0.13","4.7 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-472E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","4.7k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-222E/TC33X-1-222E-ND/6163983,"","","","","","","","",TRIMMER 2.2K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.503000",Active,Bourns Inc.,TC33X-1-222E,"5000",Surface Mount,"1",TapeAndReel,"51","","0.1W, 1/10W","0.13","2.2 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-222E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","2.2k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-474E/TC33X-2-474E-ND/4700831,"","","","","","","","",TRIMMER 470K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.507000",Active,Bourns Inc.,TC33X-2-474E,"5000",Surface Mount,"1",TapeAndReel,"52","","0.1W, 1/10W","0.13","470 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-474E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","470k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-333E/TC33X-2-333E-ND/4700830,"","","","","","","","",TRIMMER 33K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.510000",Active,Bourns Inc.,TC33X-2-333E,"5000",Surface Mount,"1",TapeAndReel,"53","","0.1W, 1/10W","0.13","33 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-333E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","33k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-153E/TC33X-2-153E-ND/4700829,"","","","","","","","",TRIMMER 15K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.513000",Active,Bourns Inc.,TC33X-2-153E,"5000",Surface Mount,"1",TapeAndReel,"54","","0.1W, 1/10W","0.13","15 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-153E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","15k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-504G/TC33X-2-504G-ND/2566903,"","","","","","","","",TRIMMER 500K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.520000",Active,Bourns Inc.,TC33X-2-504G,"9000",Surface Mount,"1",TapeAndReel,"55","","0.1W, 1/10W","0.13","500 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-504G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","500k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-503G/TC33X-2-503G-ND/2566901,"","","","","","","","",TRIMMER 50K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.523000",Active,Bourns Inc.,TC33X-2-503G,"9000",Surface Mount,"1",TapeAndReel,"56","","0.1W, 1/10W","0.13","50 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-503G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","50k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-501G/TC33X-2-501G-ND/2566899,"","","","","","","","",TRIMMER 500 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.527000",Active,Bourns Inc.,TC33X-2-501G,"9000",Surface Mount,"1",TapeAndReel,"57","","0.1W, 1/10W","0.13","500 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-501G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","500"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-304G/TC33X-2-304G-ND/2566897,"","","","","","","","",TRIMMER 300K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.530000",Active,Bourns Inc.,TC33X-2-304G,"9000",Surface Mount,"1",TapeAndReel,"58","","0.1W, 1/10W","0.13","300 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-304G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","300k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-303G/TC33X-2-303G-ND/2566896,"","","","","","","","",TRIMMER 30K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.537000",Active,Bourns Inc.,TC33X-2-303G,"9000",Surface Mount,"1",TapeAndReel,"59","","0.1W, 1/10W","0.13","30 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-303G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","30k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-302G/TC33X-2-302G-ND/2566894,"","","","","","","","",TRIMMER 3K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.540000",Active,Bourns Inc.,TC33X-2-302G,"9000",Surface Mount,"1",TapeAndReel,"60","","0.1W, 1/10W","0.13","3 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-302G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","3k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-301G/TC33X-2-301G-ND/2566892,"","","","","","","","",TRIMMER 300 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.560000",Active,Bourns Inc.,TC33X-2-301G,"9000",Surface Mount,"1",TapeAndReel,"61","","0.1W, 1/10W","0.13","300 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-301G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","300"
