"Adjustment Type","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Number of Turns","Packaging","PartId","Part Status","Power (Watts)","Price","Resistance","Resistive Material","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Termination Style","Tolerance","Type","Value"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-301E/TC33X-2-301E-ND/2566891,"","","","","","","","",TRIMMER 300 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.563000",Active,Bourns Inc.,TC33X-2-301E,"5000",Surface Mount,"1",TapeAndReel,"62","","0.1W, 1/10W","0.13","300 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-301E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","300"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-204G/TC33X-2-204G-ND/2566890,"","","","","","","","",TRIMMER 200K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.570000",Active,Bourns Inc.,TC33X-2-204G,"9000",Surface Mount,"1",TapeAndReel,"63","","0.1W, 1/10W","0.13","200 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-204G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","200k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-203G/TC33X-2-203G-ND/2566888,"","","","","","","","",TRIMMER 20K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.573000",Active,Bourns Inc.,TC33X-2-203G,"9000",Surface Mount,"1",TapeAndReel,"64","","0.1W, 1/10W","0.13","20 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-203G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","20k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-202G/TC33X-2-202G-ND/2566886,"","","","","","","","",TRIMMER 2K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.577000",Active,Bourns Inc.,TC33X-2-202G,"9000",Surface Mount,"1",TapeAndReel,"65","","0.1W, 1/10W","0.13","2 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-202G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","2k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-201G/TC33X-2-201G-ND/2566885,"","","","","","","","",TRIMMER 200 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.580000",Active,Bourns Inc.,TC33X-2-201G,"9000",Surface Mount,"1",TapeAndReel,"66","","0.1W, 1/10W","0.13","200 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-201G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","200"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-104G/TC33X-2-104G-ND/2566881,"","","","","","","","",TRIMMER 100K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.583000",Active,Bourns Inc.,TC33X-2-104G,"9000",Surface Mount,"1",TapeAndReel,"67","","0.1W, 1/10W","0.13","100 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-104G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","100k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-103G/TC33X-2-103G-ND/2566880,"","","","","","","","",TRIMMER 10K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.590000",Active,Bourns Inc.,TC33X-2-103G,"9000",Surface Mount,"1",TapeAndReel,"68","","0.1W, 1/10W","0.13","10 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-103G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","10k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-2-101G/TC33X-2-101G-ND/2566878,"","","","","","","","",TRIMMER 100 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.593000",Active,Bourns Inc.,TC33X-2-101G,"9000",Surface Mount,"1",TapeAndReel,"69","","0.1W, 1/10W","0.13","100 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-2-101G-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","100"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-204E/TC33X-1-204E-ND/2566873,"","","","","","","","",TRIMMER 200K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.597000",Active,Bourns Inc.,TC33X-1-204E,"5000",Surface Mount,"1",TapeAndReel,"70","","0.1W, 1/10W","0.13","200 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-204E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","200k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-202E/TC33X-1-202E-ND/2566871,"","","","","","","","",TRIMMER 2K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.600000",Active,Bourns Inc.,TC33X-1-202E,"5000",Surface Mount,"1",TapeAndReel,"71","","0.1W, 1/10W","0.13","2 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-202E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","2k"
Top Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-1-201E/TC33X-1-201E-ND/2566870,"","","","","","","","",TRIMMER 200 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.607000",Active,Bourns Inc.,TC33X-1-201E,"5000",Surface Mount,"1",TapeAndReel,"72","","0.1W, 1/10W","0.13","200 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-1-201E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","200"
Bottom Adjustment,=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/TC33.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33B-1-472E/TC33B-1-472E-ND/6124948,"","","","","","","","",TRIMMER 47K OHM 0.1W J LEAD,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.610000",Active,Bourns Inc.,TC33B-1-472E,"",Surface Mount,"1","","73","","0.1W, 1/10W","0","47 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33B-1-472E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","47k"
Top Adjustment,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-J-474E/TC33X-J-474E-ND/6164010,"","","","","","","","",TRIMMER 470K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.620000",Active,Bourns Inc.,TC33X-J-474E,"",Surface Mount,"1","","74","","0.1W, 1/10W","0","470 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-J-474E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","470k"
Top Adjustment,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-J-473E/TC33X-J-473E-ND/6164009,"","","","","","","","",TRIMMER 47K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.623000",Active,Bourns Inc.,TC33X-J-473E,"",Surface Mount,"1","","75","","0.1W, 1/10W","0","47 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-J-473E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","47k"
Top Adjustment,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-J-472E/TC33X-J-472E-ND/6164008,"","","","","","","","",TRIMMER 4.7K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.630000",Active,Bourns Inc.,TC33X-J-472E,"",Surface Mount,"1","","76","","0.1W, 1/10W","0","4.7 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-J-472E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","4.7k"
Top Adjustment,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-J-471E/TC33X-J-471E-ND/6164007,"","","","","","","","",TRIMMER 470 OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.633000",Active,Bourns Inc.,TC33X-J-471E,"",Surface Mount,"1","","77","","0.1W, 1/10W","0","470 Ohms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-J-471E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","470"
Top Adjustment,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-J-304E/TC33X-J-304E-ND/6164006,"","","","","","","","",TRIMMER 300K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.637000",Active,Bourns Inc.,TC33X-J-304E,"",Surface Mount,"1","","78","","0.1W, 1/10W","0","300 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-J-304E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","300k"
Top Adjustment,=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/TC33X-J-303E/TC33X-J-303E-ND/6164005,"","","","","","","","",TRIMMER 30K OHM 0.1W J LEAD TOP,"",footprints/Potentiometer/PCB - POTENTIOMETER - POT BOURNS TRIMPOT TC33.PCBLIB,"","",POT BOURNS TRIMPOT TC33,"","","2020-08-30 21:01:56.640000",Active,Bourns Inc.,TC33X-J-303E,"",Surface Mount,"1","","79","","0.1W, 1/10W","0","30 kOhms",Cermet,Trimpot® TC33 - Open Frame,Rectangular - 0.150 x 0.142 Face x 0.047 H (3.80mm x 3.60mm x 1.20mm),DigiKey,TC33X-J-303E-ND,"","","","","","","","","","",symbols/Passives/SCH - PASSIVES - POTENTIOMETER.SCHLIB,POTENTIOMETER,±250ppm/°C,J Lead,±25%,"","30k"
