Part Type,Part Number,Schematic Part,Part Value,Current - Reverse Leakage @ Vr,Impedance (Max) (Zzt),Voltage - Forward (Vf) (Max) @ If,Voltage - Zener (Nom) (Vz),Tolerance,Allegro PCB Footprint,Package / Case,Pspice Model,Power - Max,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE ZENER,MMBZ5235BW-7,diodes\Diode_ZENER,,3µA @ 5V,5 Ohms,900mV @ 10mA,6.8V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 6.8V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5234BW-7,diodes\Diode_ZENER,,5µA @ 4V,7 Ohms,900mV @ 10mA,6.2V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 6.2V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C24W-7-F,diodes\Diode_ZENER,,100nA @ 16.8V,70 Ohms,900mV @ 10mA,24V,5.79%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 24V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C22W-7-F,diodes\Diode_ZENER,,100nA @ 15.4V,55 Ohms,900mV @ 10mA,22V,±6%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 22V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5244BW-TP,diodes\Diode_ZENER,,100nA @ 10V,15 Ohms,900mV @ 10mA,14V,±5%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/MMBZ5221BW-MMBZ5259BW(SOT-323).pdf,DIODE ZENER 14V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZX84C24W-TP,diodes\Diode_ZENER,,100nA @ 16.8V,70 Ohms,1.2V @ 100mA,24V,±6%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/BZX84C2V4W~BZX84C39W(SOT-323).PDF,DIODE ZENER 24V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZX84C6V2W-TP,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,1.2V @ 100mA,6.2V,±6%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/BZX84C2V4W~BZX84C39W(SOT-323).PDF,DIODE ZENER 6.2V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZX84C9V1W-TP,diodes\Diode_ZENER,,500nA @ 6V,15 Ohms,1.2V @ 100mA,9.1V,±6%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/BZX84C2V4W~BZX84C39W(SOT-323).PDF,DIODE ZENER 9.1V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,MMBZ5227BW-TP,diodes\Diode_ZENER,,15µA @ 1V,24 Ohms,900mV @ 10mA,3.6V,±5%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/MMBZ5221BW-MMBZ5259BW(SOT-323).pdf,DIODE ZENER 3.6V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,MMBZ5231BW-TP,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,900mV @ 10mA,5.1V,±5%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/MMBZ5221BW-MMBZ5259BW(SOT-323).pdf,DIODE ZENER 5.1V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,MMBZ5238BW-TP,diodes\Diode_ZENER,,3µA @ 6.5V,8 Ohms,900mV @ 10mA,8.7V,±5%,,"SC-70, SOT-323",,200mW,,https://www.mccsemi.com/pdf/Products/MMBZ5221BW-MMBZ5259BW(SOT-323).pdf,DIODE ZENER 8.7V 200MW SOT323,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZX84C6V2W-7,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,900mV @ 10mA,6.2V,±6%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 6.2V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C39W-7,diodes\Diode_ZENER,,100nA @ 27.3V,130 Ohms,900mV @ 10mA,39V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 39V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C27W-7-F,diodes\Diode_ZENER,,100nA @ 18.9V,80 Ohms,900mV @ 10mA,27V,±7%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 27V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C3V6W-7-F,diodes\Diode_ZENER,,5µA @ 1V,90 Ohms,900mV @ 10mA,3.6V,±6%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 3.6V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C3V9W-7-F,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,900mV @ 10mA,3.9V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 3.9V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C4V3W-7-F,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,900mV @ 10mA,4.3V,±7%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 4.3V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5255BW-7-F,diodes\Diode_ZENER,,100nA @ 21V,44 Ohms,900mV @ 10mA,28V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 28V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,CMSZ5231B TR PBFREE,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,900mV @ 10mA,5.1V,±5%,,"SC-70, SOT-323",,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 5.1V 500MW SOT323,Surface Mount,,2,-65°C ~ 175°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMSZ5234B TR PBFREE,diodes\Diode_ZENER,,5µA @ 4V,7 Ohms,900mV @ 10mA,6.2V,±5%,,"SC-70, SOT-323",,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 6.2V 500MW SOT323,Surface Mount,,2,-65°C ~ 175°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMSZ5235B TR PBFREE,diodes\Diode_ZENER,,3µA @ 5V,5 Ohms,900mV @ 10mA,6.8V,±5%,,"SC-70, SOT-323",,275mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 6.8V 500MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMSZ5236B TR PBFREE,diodes\Diode_ZENER,,3µA @ 6V,6 Ohms,900mV @ 10mA,7.5V,±5%,,"SC-70, SOT-323",,275mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 7.5V 500MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMSZ5240B TR PBFREE,diodes\Diode_ZENER,,3µA @ 8V,17 Ohms,900mV @ 10mA,10V,±5%,,"SC-70, SOT-323",,275mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 10V 500MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMSZ5250B TR PBFREE,diodes\Diode_ZENER,,100nA @ 15V,25 Ohms,900mV @ 10mA,20V,±5%,,"SC-70, SOT-323",,275mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 20V 500MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMSZ5258B TR PBFREE,diodes\Diode_ZENER,,100nA @ 27V,70 Ohms,900mV @ 10mA,36V,±5%,,"SC-70, SOT-323",,275mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 36V 500MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,BZX84W-C5V6F,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,900mV @ 10mA,5.6V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C5V6/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C12F,diodes\Diode_ZENER,,100nA @ 8V,25 Ohms,900mV @ 10mA,12V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C12/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C6V2F,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,900mV @ 10mA,6.2V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C6V2/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C3V3F,diodes\Diode_ZENER,,5µA @ 1V,95 Ohms,900mV @ 10mA,3.3V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C3V3/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C15F,diodes\Diode_ZENER,,50nA @ 10.5V,30 Ohms,900mV @ 10mA,15V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C15/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C9V1F,diodes\Diode_ZENER,,500nA @ 6V,15 Ohms,900mV @ 10mA,9.1V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C9V1/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84C12W-7-F,diodes\Diode_ZENER,,100nA @ 8V,25 Ohms,900mV @ 10mA,12V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 12V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C5V6W-7-F,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,900mV @ 10mA,5.6V,±7%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 5.6V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5252BW-7-F,diodes\Diode_ZENER,,100nA @ 18V,33 Ohms,900mV @ 10mA,24V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 24V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5250BW-7-F,diodes\Diode_ZENER,,100nA @ 15V,25 Ohms,900mV @ 10mA,20V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 20V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C18W-7-F,diodes\Diode_ZENER,,100nA @ 12.6V,45 Ohms,900mV @ 10mA,18V,±6%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 18V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5248BW-7-F,diodes\Diode_ZENER,,100nA @ 14V,21 Ohms,900mV @ 10mA,18V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 18V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5256BW-7-F,diodes\Diode_ZENER,,100nA @ 23V,49 Ohms,900mV @ 10mA,30V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 30V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZX84C16W-7-F,diodes\Diode_ZENER,,100nA @ 11.2V,40 Ohms,900mV @ 10mA,16V,±5.56%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 16V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,SZMM3Z8V2ST1G,diodes\Diode_ZENER,,700nA @ 5V,15 Ohms,900mV @ 10A,8.2V,±2%,,"SC-70, SOT-323",,300mW,,https://www.onsemi.com/pub/Collateral/MM3Z2V4ST1-D.PDF,DIODE ZENER REG 0.2W SOD-323,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZX84C3V0W-7-F,diodes\Diode_ZENER,,20µA @ 1V,95 Ohms,900mV @ 10mA,3V,±7%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DIODE ZENER 3V 200MW SOT323,Surface Mount,,2,-65°C ~ 125°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5254BW-7-F,diodes\Diode_ZENER,,100nA @ 21V,41 Ohms,900mV @ 10mA,27V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 27V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MMBZ5223BW-7-F,diodes\Diode_ZENER,,75µA @ 1V,30 Ohms,900mV @ 10mA,2.7V,±5%,,"SC-70, SOT-323",,200mW,,https://www.diodes.com/assets/Datasheets/ds31037.pdf,DIODE ZENER 2.7V 200MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,CMSZ5254B TR PBFREE,diodes\Diode_ZENER,,100nA @ 21V,41 Ohms,900mV @ 10mA,27V,±5%,,"SC-70, SOT-323",,275mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSZ5221B-61B.PDF,DIODE ZENER 27V 500MW SOT323,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,BZX84W-C11F,diodes\Diode_ZENER,,100nA @ 8V,20 Ohms,900mV @ 10mA,11V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C11/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C13F,diodes\Diode_ZENER,,100nA @ 8V,30 Ohms,900mV @ 10mA,13V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C13/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C20F,diodes\Diode_ZENER,,50nA @ 14V,55 Ohms,900mV @ 10mA,20V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C20/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C24F,diodes\Diode_ZENER,,50nA @ 16.8V,70 Ohms,900mV @ 10mA,24V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C24/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C27F,diodes\Diode_ZENER,,50nA @ 18.9V,80 Ohms,900mV @ 10mA,27V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C27/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C2V4F,diodes\Diode_ZENER,,50µA @ 1V,100 Ohms,900mV @ 10mA,2.4V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C2V4/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C2V7F,diodes\Diode_ZENER,,20µA @ 1V,100 Ohms,900mV @ 10mA,2.7V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C2V7/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C33F,diodes\Diode_ZENER,,50nA @ 23.1V,80 Ohms,900mV @ 10mA,33V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C33/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C36F,diodes\Diode_ZENER,,50nA @ 25.2V,90 Ohms,900mV @ 10mA,36V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C36/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C39F,diodes\Diode_ZENER,,50nA @ 27.3V,130 Ohms,900mV @ 10mA,39V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C39/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C3V0F,diodes\Diode_ZENER,,10µA @ 1V,95 Ohms,900mV @ 10mA,3V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C3V0/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C3V6F,diodes\Diode_ZENER,,5µA @ 1V,90 Ohms,900mV @ 10mA,3.6V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C3V6/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C3V9F,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,900mV @ 10mA,3.9V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C3V9/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C43F,diodes\Diode_ZENER,,50nA @ 30.1V,150 Ohms,900mV @ 10mA,43V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C43/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C47F,diodes\Diode_ZENER,,50nA @ 32.9V,170 Ohms,900mV @ 10mA,47V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C47/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C4V7F,diodes\Diode_ZENER,,3µA @ 2V,80 Ohms,900mV @ 10mA,4.7V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C4V7/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C51F,diodes\Diode_ZENER,,50nA @ 35.7V,180 Ohms,900mV @ 10mA,51V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C51/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C56F,diodes\Diode_ZENER,,50nA @ 39.2V,200 Ohms,900mV @ 10mA,56V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C56/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C5V1F,diodes\Diode_ZENER,,2µA @ 2V,60 Ohms,900mV @ 10mA,5.1V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C5V1/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C68F,diodes\Diode_ZENER,,50nA @ 47.6V,240 Ohms,900mV @ 10mA,68V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C68/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C6V8F,diodes\Diode_ZENER,,2µA @ 4V,15 Ohms,900mV @ 10mA,6.8V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C6V8/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-C8V2F,diodes\Diode_ZENER,,700nA @ 5V,15 Ohms,900mV @ 10mA,8.2V,±5%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-C8V2/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B18F,diodes\Diode_ZENER,,50nA @ 12.6V,45 Ohms,900mV @ 10mA,18V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B18/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B47F,diodes\Diode_ZENER,,50nA @ 32.9V,170 Ohms,900mV @ 10mA,47V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B47/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B5V1F,diodes\Diode_ZENER,,2µA @ 2V,60 Ohms,900mV @ 10mA,5.1V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B5V1/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B6V8F,diodes\Diode_ZENER,,2µA @ 4V,15 Ohms,900mV @ 10mA,6.8V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B6V8/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B16F,diodes\Diode_ZENER,,50nA @ 11.2V,40 Ohms,900mV @ 10mA,16V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B16/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B20F,diodes\Diode_ZENER,,50nA @ 14V,55 Ohms,900mV @ 10mA,20V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B20/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B22F,diodes\Diode_ZENER,,50nA @ 15.4V,55 Ohms,900mV @ 10mA,22V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B22/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B4V7F,diodes\Diode_ZENER,,3µA @ 2V,80 Ohms,900mV @ 10mA,4.7V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B4V7/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B3V0F,diodes\Diode_ZENER,,10µA @ 1V,95 Ohms,900mV @ 10mA,3V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B3V0/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,BZX84W-B2V4F,diodes\Diode_ZENER,,50µA @ 1V,100 Ohms,900mV @ 10mA,2.4V,±2%,,"SC-70, SOT-323",,275mW,,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,BZX84W-B2V4/SOT323/SC-70,Surface Mount,,2,150°C (TJ),,Nexperia USA Inc.,,,
