Part Type,Applications,Type,Part Number,Schematic Part,Part Value,Capacitance @ Frequency,Current - Peak Pulse (10/1000us),Power Line Protection,Power - Peak Pulse,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ),Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE TVS,General Purpose,Zener,SMCJ120A,diodes\Diode_TVS_UNI,,,7.8A,No,1500W (1.5kW),133V,193V,120V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 120V 193V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ78A,diodes\Diode_TVS_UNI,,,11.9A,No,1500W (1.5kW),86.7V,126V,78V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 78V 126V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ9.0A,diodes\Diode_TVS_UNI,,,97.4A,No,1500W (1.5kW),10V,15.4V,9V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 9V 15.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ6.0A,diodes\Diode_TVS_UNI,,,145.7A,No,1500W (1.5kW),6.67V,10.3V,6V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 6V 10.3V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ75A,diodes\Diode_TVS_UNI,,,12.4A,No,1500W (1.5kW),83.3V,121V,75V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 75V 121V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ18A,diodes\Diode_TVS_UNI,,,51.4A,No,1500W (1.5kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 18V 29.2V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ17A,diodes\Diode_TVS_UNI,,,54.4A,No,1500W (1.5kW),18.9V,27.6V,17V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 17V 27.6V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ16A,diodes\Diode_TVS_UNI,,,57.7A,No,1500W (1.5kW),17.8V,26V,16V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 16V 26V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ10A,diodes\Diode_TVS_UNI,,,88.3A,No,1500W (1.5kW),11.1V,17V,10V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 10V 17V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ20A,diodes\Diode_TVS_UNI,,,46.3A,No,1500W (1.5kW),22.2V,32.4V,20V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 20V 32.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ6.5A,diodes\Diode_TVS_UNI,,,134A,No,1500W (1.5kW),7.22V,11.2V,6.5V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 6.5V 11.2V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ51A,diodes\Diode_TVS_UNI,,,18.2A,No,1500W (1.5kW),56.7V,82.4V,51V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 51V 82.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ45A,diodes\Diode_TVS_UNI,,,20.6A,No,1500W (1.5kW),50V,72.7V,45V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 45V 72.7V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ48A,diodes\Diode_TVS_UNI,,,19.4A,No,1500W (1.5kW),53.3V,77.4V,48V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 48V 77.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ15A,diodes\Diode_TVS_UNI,,,61.5A,No,1500W (1.5kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 15V 24.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ54A,diodes\Diode_TVS_UNI,,,17.3A,No,1500W (1.5kW),60V,87.1V,54V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 54V 87.1V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ60A,diodes\Diode_TVS_UNI,,,15.5A,No,1500W (1.5kW),66.7V,96.8V,60V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 60V 96.8V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC43A,diodes\Diode_TVS_UNI,,,25.6A,No,1500W (1.5kW),40.9V,59.3V,36.8V,,"DO-214AB, SMC",,,,https://www.bourns.com/data/global/pdfs/1.5SMC.pdf,TVS DIODE 36.8V 59.3V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,Telecom,Zener,8.0SMDJ18A,diodes\Diode_TVS_UNI,,,274A,No,8000W (8kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_8_0smdj_datasheet.pdf.pdf,TVS DIODE 8KW 16V 5%UNI DO-214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,Zener,8.0SMDJ36A,diodes\Diode_TVS_UNI,,,137.8A,No,8000W (8kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_8_0smdj_datasheet.pdf.pdf,TVS DIODE 8KW 36V 5%UNI DO-214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,Zener,8.0SMDJ24A,diodes\Diode_TVS_UNI,,,205.7A,No,8000W (8kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_8_0smdj_datasheet.pdf.pdf,TVS DIODE 8KW 24V 5%UNI DO-214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Telecom,Zener,8.0SMDJ12A,diodes\Diode_TVS_UNI,,,402.1A,No,8000W (8kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_8_0smdj_datasheet.pdf.pdf,TVS DIODE 8KW 12V 5%UNI DO-214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,3SMC43A TR13 PBFREE,diodes\Diode_TVS_UNI,,,43.2A,No,3000W (3kW),47.8V,69.4V,43V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 43V 69.4V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC75A TR13 PBFREE,diodes\Diode_TVS_UNI,,,24.8A,No,3000W (3kW),83.3V,121V,75V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 75V 121V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC78A TR13 PBFREE,diodes\Diode_TVS_UNI,,,22.8A,No,3000W (3kW),86.7V,126V,78V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 78V 126V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC33A TR13 PBFREE,diodes\Diode_TVS_UNI,,,56.2A,No,3000W (3kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 33V 53.3V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC64A TR13 PBFREE,diodes\Diode_TVS_UNI,,,29.2A,No,3000W (3kW),71.1V,103V,64V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 64V 103V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC70A TR13 PBFREE,diodes\Diode_TVS_UNI,,,26.6A,No,3000W (3kW),77.8V,113V,70V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 70V 113V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC60A TR13 PBFREE,diodes\Diode_TVS_UNI,,,31A,No,3000W (3kW),66.7V,96.8V,60V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 60V 96.8V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC36A TR13 PBFREE,diodes\Diode_TVS_UNI,,,51.6A,No,3000W (3kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 36V 58.1V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC24A TR13 PBFREE,diodes\Diode_TVS_UNI,,,77.2A,No,3000W (3kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC54A TR13 PBFREE,diodes\Diode_TVS_UNI,,,34.4A,No,3000W (3kW),60V,87.1V,54V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 54V 87.1V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC9.0A TR13 PBFREE,diodes\Diode_TVS_UNI,,,194.8A,No,3000W (3kW),10V,15.4V,9V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 9V 15.4V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,General Purpose,Zener,3SMC16A TR13 PBFREE,diodes\Diode_TVS_UNI,,,115.4A,No,3000W (3kW),17.8V,26V,16V,,"DO-214AB, SMC",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=3SMC5.0A_THRU_3SMC170A_R1.PDF,TVS DIODE 16V 26V SMC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Central Semiconductor Corp,,,
DIODE TVS,Automotive,Zener,5KASMC28AHM3_A/H,diodes\Diode_TVS_UNI,,,,No,5000W (5kW),31.1V,45.4V,28V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/89432/5kasmc.pdf,TVS DIODE 28V 45.4V DO214AB,Surface Mount,,2,-65°C ~ 185°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,STIEC45-24AS,diodes\Diode_TVS_UNI,,,500A (8/20µs),No,,26.7V,42V,24V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/a1/ce/06/7d/48/9b/4c/d1/CD00258714.pdf/files/CD00258714.pdf/jcr:content/translations/en.CD00258714.pdf,TVS DIODE 24V 42V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,5.0SMCJ26ATR,diodes\Diode_TVS_UNI,,,119A,No,5000W (5kW),28.9V,42.1V,26V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/5.0SMCJ%20SERIES%20N0240%20REV.C.pdf,TVS DIODE 26V 42.1V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,5.0SMCJ30ATR,diodes\Diode_TVS_UNI,,,103A,No,5000W (5kW),33.3V,48.4V,30V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/5.0SMCJ%20SERIES%20N0240%20REV.C.pdf,TVS DIODE 30V 48.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,5.0SMCJ24ATR,diodes\Diode_TVS_UNI,,,129A,No,5000W (5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/5.0SMCJ%20SERIES%20N0240%20REV.C.pdf,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,5.0SMCJ13ATR,diodes\Diode_TVS_UNI,,,233A,No,5000W (5kW),14.4V,21.5V,13V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/5.0SMCJ%20SERIES%20N0240%20REV.C.pdf,TVS DIODE 13V 21.5V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,5.0SMCJ12ATR,diodes\Diode_TVS_UNI,,,252A,No,5000W (5kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,http://www.smc-diodes.com/propdf/5.0SMCJ%20SERIES%20N0240%20REV.C.pdf,TVS DIODE 12V 19.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ90A,diodes\Diode_TVS_UNI,,,34.3A,No,5000W (5kW),100V,146V,90V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 90V 146V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ54A,diodes\Diode_TVS_UNI,,,57.5A,No,5000W (5kW),60V,87.1V,54V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 54V 87.1V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ43A,diodes\Diode_TVS_UNI,,,72.1A,No,5000W (5kW),47.8V,69.4V,43V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 43V 69.4V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ100A,diodes\Diode_TVS_UNI,,,30.9A,No,5000W (5kW),111V,162V,100V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 100V 162V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ85A,diodes\Diode_TVS_UNI,,,36.5A,No,5000W (5kW),94.4V,137V,85V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 85V 137V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,ATV50C400J-HF,diodes\Diode_TVS_UNI,,,77.5A,No,5000W (5kW),44.4V,64.5V,40V,,"DO-214AB, SMC",,,,http://www.comchiptech.com/admin/files/product/ATV50C-HF%20Series%20RevC.pdf,TVS DIODE 40V 64.5V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,ATV50C480J-HF,diodes\Diode_TVS_UNI,,,64.6A,No,5000W (5kW),53.3V,77.4V,48V,,"DO-214AB, SMC",,,,http://www.comchiptech.com/admin/files/product/ATV50C-G%20Series%20RevC.pdf,TVS DIODE 48V 77.4V DO214AB,Surface Mount,,2,-55°C ~ 155°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,ATV50C351J-HF,diodes\Diode_TVS_UNI,,,8.8A,No,5000W (5kW),391V,567V,350V,,"DO-214AB, SMC",,,,http://www.comchiptech.com/admin/files/product/ATV50C-G%20Series%20RevC.pdf,TVS DIODE 350V 567V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ160A,diodes\Diode_TVS_UNI,,,19.3A,No,5000W (5kW),178V,259V,160V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 160V 259V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ170A,diodes\Diode_TVS_UNI,,,18.2A,No,5000W (5kW),189V,275V,170V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 170V 275V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ130A,diodes\Diode_TVS_UNI,,,24A,No,5000W (5kW),144V,209V,130V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 130V 209V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,5.0SMDJ24A-Q,diodes\Diode_TVS_UNI,,,129A,No,5000W (5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,DIO TVS VWM 24V 5KW UNIDIR SMC A,Surface Mount,,2,150°C (TJ),,Bourns Inc.,,,
DIODE TVS,Automotive,Zener,5.0SMDJ26A-Q,diodes\Diode_TVS_UNI,,,119A,No,5000W (5kW),28.9V,42.1V,26V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,DIO TVS VWM 26V 5KW UNIDIR SMC A,Surface Mount,,2,150°C (TJ),,Bourns Inc.,,,
DIODE TVS,Automotive,Zener,5.0SMDJ33A-Q,diodes\Diode_TVS_UNI,,,93.9A,No,5000W (5kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,DIO TVS VWM 33V 5KW UNIDIR SMC A,Surface Mount,,2,150°C (TJ),,Bourns Inc.,,,
DIODE TVS,Automotive,Zener,5.0SMDJ28A-Q,diodes\Diode_TVS_UNI,,,110A,No,5000W (5kW),31.1V,45.4V,28V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,DIO TVS VWM 28V 5KW UNIDIR SMC A,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,Automotive,Zener,SM30T35AY,diodes\Diode_TVS_UNI,,,62A,No,3000W (3kW),33.3V,48.4V,30V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/90/0c/ab/be/9d/d1/49/bd/DM00035136.pdf/files/DM00035136.pdf/jcr:content/translations/en.DM00035136.pdf,TVS DIODE 30V 48.4V SMC,Surface Mount,,2,-55°C ~ 175°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SMC5K18AHM3_A/H,diodes\Diode_TVS_UNI,,,171.2A,No,5000W (5kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/87742/smc5k10a.pdf,TVS DIODE 18V 29.2V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,Automotive,Zener,SMC5K16AHM3_A/H,diodes\Diode_TVS_UNI,,,192.3A,No,5000W (5kW),17.8V,26V,16V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/87742/smc5k10a.pdf,TVS DIODE 16V 26V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,Automotive,Zener,SMC5K20AHM3_A/H,diodes\Diode_TVS_UNI,,,154.3A,No,5000W (5kW),22.2V,32.4V,20V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/87742/smc5k10a.pdf,TVS DIODE 20V 32.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,Automotive,Zener,SMC5K13AHM3_A/H,diodes\Diode_TVS_UNI,,,233A,No,5000W (5kW),14.4V,21.5V,13V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/87742/smc5k10a.pdf,TVS DIODE 13VWM 21.5VC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,Automotive,Zener,SMC5K18AHM3_A/I,diodes\Diode_TVS_UNI,,,171.2A,No,5000W (5kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/87742/smc5k10a.pdf,TVS DIODE 18V 29.2V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,Automotive,Zener,SMC5K20AHM3_A/I,diodes\Diode_TVS_UNI,,,154.3A,No,5000W (5kW),22.2V,32.4V,20V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/87742/smc5k10a.pdf,TVS DIODE 20V 32.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
