Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,Features,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Capacitor,Automotive,KVF250L156M55NHT00,capacitors\2220_5750Metric,15uF,±20%,High Temperature,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,CAP CER 15UF 25V X8L 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,United Chemi-Con,,,
Capacitor,Automotive,KVF500L475M55NHT00,capacitors\2220_5750Metric,4.7uF,±20%,High Temperature,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,CAP CER 4.7UF 50V X8L 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,United Chemi-Con,,,
Capacitor,"Automotive, Boardflex Sensitive",22205C106K4Z2A,capacitors\2220_5750Metric,10uF,±10%,Soft Termination,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/AutoMLCC.pdf,CAP CER 10UF 50V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,KTS500B106M55N0T00,capacitors\2220_5750Metric,10uF,±20%,,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-ntsntf-e-2019.pdf,CAP CER 10UF 50V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
Capacitor,Automotive,CGA9P3X7R1H226M250KB,capacitors\2220_5750Metric,22uF,±20%,Low ESL,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,CAP 2220 X7R 50V 22UF 20% 2.50MM,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,High Reliability,M3253508E1Z184JZMBTR,capacitors\2220_5750Metric,0.18uF,±5%,Low ESL,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C2220K184J3EML7189.pdf,CAP CER 0.18UF 25V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.69mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,High Reliability,M3253508E1B104JZMBTR,capacitors\2220_5750Metric,0.1uF,±5%,Low ESL,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C2220K104J1EML7189.pdf,CAP CER 0.1UF 100V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.69mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Downhole,C2220H362JGGACTU,capacitors\2220_5750Metric,3600pF,±5%,"Low ESL, High Voltage, High Temperature",2000V (2kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C2220H362JGGACTU.pdf,CAP CER 3600PF 2KV C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 200°C,,KEMET,,,
Capacitor,High Reliability,M3253508E2Z335KZMB,capacitors\2220_5750Metric,3.3uF,±10%,,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/M3253508E2Z335KZMB.pdf,CAP CER 3.3UF 25V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.69mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA9P1X7T2J474M250KE,capacitors\2220_5750Metric,0.47uF,±20%,Soft Termination,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 0.47UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,22201C106KAZ2A,capacitors\2220_5750Metric,10uF,±10%,Soft Termination,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://datasheets.avx.com/FlexitermMLCC.pdf,CAP CER 10UF 100V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"Automotive, Boardflex Sensitive",C2220X333JDGACAUTO,capacitors\2220_5750Metric,0.033uF,±5%,"Low ESL, Soft Termination, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X333JDGACAUTO.pdf,CAP CER 2220 33NF 1000V C0G 5%,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Downhole,C2220H123JDGACTU,capacitors\2220_5750Metric,0.012uF,±5%,"Low ESL, High Voltage, High Temperature",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C2220H123JDGACTU.pdf,CAP CER 0.012UF 1KV C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 200°C,,KEMET,,,
Capacitor,"Bypass, Decoupling",C2220C156K5RAC7800,capacitors\2220_5750Metric,15uF,±10%,,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C156K5RAC7800.pdf,CAP CER 15UF 50V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Bypass, Decoupling",C2220C106K5RACAUTO,capacitors\2220_5750Metric,10uF,±10%,,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C106K5RACAUTO.pdf,CAP CER 10UF 50V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Bypass, Decoupling",C2220C106K5RACTU,capacitors\2220_5750Metric,10uF,±10%,,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C106K5RACTU.pdf,CAP CER 10UF 50V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C2220X226K3RACTU,capacitors\2220_5750Metric,22uF,±10%,Soft Termination,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X226K3RACTU.pdf,CAP CER 22UF 25V X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",C2220X226K3RACAUTO,capacitors\2220_5750Metric,22uF,±10%,Soft Termination,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C2220X226K3RACAUTO.pdf,CAP CER 22UF 25V X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C2220X156K5RACTU,capacitors\2220_5750Metric,15uF,±10%,Soft Termination,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X156K5RACTU.pdf,CAP CER 15UF 50V X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,HV2220Y562KXHATHV,capacitors\2220_5750Metric,5600pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.vishay.com/docs/45228/hvseries.pdf,CAP CER 5600PF 3KV X7R 2220,"Surface Mount, MLCC",0.220 L x 0.200 W (5.59mm x 5.08mm),2,-55°C ~ 125°C,,Vishay Vitramon,,,
Capacitor,General Purpose,HV2220Y682KXHATHV,capacitors\2220_5750Metric,6800pF,±10%,High Voltage,3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.vishay.com/docs/45228/hvseries.pdf,CAP CER 6800PF 3KV X7R 2220,"Surface Mount, MLCC",0.220 L x 0.200 W (5.59mm x 5.08mm),2,-55°C ~ 125°C,,Vishay Vitramon,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA9P3X7T2E225M250KE,capacitors\2220_5750Metric,2.2uF,±20%,Soft Termination,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 2.2UF 250V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C2220C333JDGAC7800,capacitors\2220_5750Metric,0.033uF,±5%,"Low ESL, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C333JDGAC7800.pdf,CAP CER 2220 33NF 1000V C0G 5%,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,C2220C562JFGACTU,capacitors\2220_5750Metric,5600pF,±5%,"Low ESL, High Voltage",1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C562JFGACTU.pdf,CAP CER 5600PF 1.5KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C2220X153KHRACTU,capacitors\2220_5750Metric,0.015uF,±10%,"Low ESL, Soft Termination, High Voltage",3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X153KHRACTU.pdf,CAP CER 0.015UF 3KV X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,C2220C102KHGAC7800,capacitors\2220_5750Metric,1000pF,±10%,"Low ESL, High Voltage",3000V (3kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C102KHGAC7800.pdf,CAP CER 1000PF 3KV C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,CGA9P4X7T2W105M250KA,capacitors\2220_5750Metric,1uF,±20%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,CAP CER 1UF 450V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,GR355XD72J224KW05L,capacitors\2220_5750Metric,0.22uF,±10%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GR355XD72J224KW05-01.pdf,CAP CER 0.22UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,GR355XD72J274KW05L,capacitors\2220_5750Metric,0.27uF,±10%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 0.27UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,Automotive,GC355XD72J274KX05L,capacitors\2220_5750Metric,0.27uF,±10%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/GC355XD72J274KX05.pdf,CAP CER 0.27UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,"Automotive, Boardflex Sensitive",C2220X106K5RACAUTO,capacitors\2220_5750Metric,10uF,±10%,Soft Termination,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X106K5RACAUTO.pdf,CAP CER 10UF 50V X7R 2220 AUTO F,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,CGA9P1X7T2J474M250KC,capacitors\2220_5750Metric,0.47uF,±20%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.47UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750X7T2J474M250KC,capacitors\2220_5750Metric,0.47uF,±20%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.47UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750X7T2W105M250KA,capacitors\2220_5750Metric,1uF,±20%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 1UF 450V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750X6S2W225K250KA,capacitors\2220_5750Metric,2.2uF,±10%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 2.2UF 450V X6S 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 105°C,,TDK Corporation,,,
Capacitor,Automotive,CGA9P3X7T2E225M250KA,capacitors\2220_5750Metric,2.2uF,±20%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,CAP CER 2.2UF 250V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA9P3X7T2E225K250KA,capacitors\2220_5750Metric,2.2uF,±10%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,CAP CER 2.2UF 250V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,C5750C0G2J683J230KE,capacitors\2220_5750Metric,0.068uF,±5%,Soft Termination,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,CAP CER 0.068UF 630V C0GNP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA9N1C0G2J683J230KE,capacitors\2220_5750Metric,0.068uF,±5%,Soft Termination,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER .068UF 630V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,C5750C0G2E154J230KE,capacitors\2220_5750Metric,0.15uF,±5%,Soft Termination,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,CAP CER 0.15UF 250V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,C5750C0G2A154J230KE,capacitors\2220_5750Metric,0.15uF,±5%,Soft Termination,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,CAP CER 0.15UF 100V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA9N2C0G2A154J230KE,capacitors\2220_5750Metric,0.15uF,±5%,Soft Termination,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 0.15UF 100V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA9N4C0G2E154J230KE,capacitors\2220_5750Metric,0.15uF,±5%,Soft Termination,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 0.15UF 250V C0G/NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,C2220X562JFGACTU,capacitors\2220_5750Metric,5600pF,±5%,"Low ESL, Soft Termination, High Voltage",1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X562JFGACTU.pdf,CAP CER 5600PF 1.5KV NP0 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,KTS101B685M55F0T00,capacitors\2220_5750Metric,6.8uF,±20%,,100V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/NTS_NTF_Series_E1002W.pdf,CAP CER 6.8UF 100V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
Capacitor,Automotive,KVF500L335M55NLT00,capacitors\2220_5750Metric,3.3uF,±20%,High Temperature,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,CAP CER 3.3UF 50V X8L 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 150°C,,United Chemi-Con,,,
Capacitor,General Purpose,C5750X5R1E226M250KA,capacitors\2220_5750Metric,22uF,±20%,Low ESL,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 22UF 25V X5R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 85°C,,TDK Corporation,,,
Capacitor,General Purpose,C5750JB1E226M250KA,capacitors\2220_5750Metric,22uF,±20%,Low ESL,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 22UF 25V JB 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-25°C ~ 85°C,,TDK Corporation,,,
Capacitor,"Automotive, Boardflex Sensitive",C2220X104KDRACAUTO,capacitors\2220_5750Metric,0.1uF,±10%,"Soft Termination, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X104KDRACAUTO.pdf,CAP CER 2220 0.1UF 1000V X7R 10%,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C2220X563KFRACTU,capacitors\2220_5750Metric,0.056uF,±10%,"Low ESL, Soft Termination, High Voltage",1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X563KFRACTU.pdf,CAP CER 0.056UF 1.5KV X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C2220X104KDRACTU,capacitors\2220_5750Metric,0.1uF,±10%,"Low ESL, Soft Termination, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X104KDRACTU.pdf,CAP CER 0.1UF 1KV X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,GC355XD72J224KX05L,capacitors\2220_5750Metric,0.22uF,±10%,,630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,CAP CER 0.22UF 630V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,Boardflex Sensitive,C2220X823KFRACTU,capacitors\2220_5750Metric,0.082uF,±10%,"Low ESL, Soft Termination, High Voltage",1500V (1.5kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X823KFRACTU.pdf,CAP CER 0.082UF 1.5KV X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C2220X124KDRAC7800,capacitors\2220_5750Metric,0.12uF,±10%,"Low ESL, Soft Termination, High Voltage",1000V (1kV),"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X124KDRAC7800.pdf,CAP CER 0.12UF 1KV X7R 2220 FLEX,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA9P3X7T2E225K250KE,capacitors\2220_5750Metric,2.2uF,±10%,Soft Termination,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 2.2UF 250V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Boardflex Sensitive,C2220X106K5RACTU,capacitors\2220_5750Metric,10uF,±10%,Soft Termination,50V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X106K5RACTU.pdf,CAP CER 10UF 50V X7R 2220,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,C2220C474KCRAC7800,capacitors\2220_5750Metric,0.47uF,±10%,"Low ESL, High Voltage",500V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C474KCRAC7800.pdf,CAP CER 0.47UF 500V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,GC355XD72E105KX05L,capacitors\2220_5750Metric,1uF,±10%,,250V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,CAP CER 1UF 250V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,GR355XD72W564KW05L,capacitors\2220_5750Metric,0.56uF,±10%,,450V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 0.56UF 450V X7T 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,"Automotive, Boardflex Sensitive",C2220X334KBRACAUTO,capacitors\2220_5750Metric,0.33uF,±10%,"Soft Termination, High Voltage",630V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220X334KBRACAUTO.pdf,CAP CER 2220 330NF 630V X7R 10%,"Surface Mount, MLCC",0.232 L x 0.197 W (5.90mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Bypass, Decoupling",C2220C226K3RACAUTO,capacitors\2220_5750Metric,22uF,±10%,,25V,"C2220N,C2220L,C2220M",2220 (5750 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C2220C226K3RACAUTO.pdf,CAP CER 22UF 25V X7R 2220,"Surface Mount, MLCC",0.224 L x 0.197 W (5.70mm x 5.00mm),2,-55°C ~ 125°C,,KEMET,,,
