Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp.,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,Automotive,25PEV220M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,2.3A @ 100kHz,115mA @ 120Hz,10000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PEV.pdf,CAP ALUM POLY HYB 220UF 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Rubycon,,,
,Automotive,EEH-ZA1K220V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,45mOhm,,1.55A @ 100kHz,155mA @ 100Hz,10000 Hrs @ 105°C,,80V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY 22UF 20% 80V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1H680V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.8A @ 100kHz,270mA @ 100Hz,10000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY 68UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1E221V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,2.3A @ 100kHz,345mA @ 100Hz,10000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1V151P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,700mA @ 100kHz,105mA @ 100Hz,2000 Hrs @ 145°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,Automotive,HHXC630ARA330MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.1A @ 100kHz,,4000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
,Automotive,35PEV150M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,2.3A @ 100kHz,115mA @ 120Hz,10000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PEV.pdf,CAP ALUM POLY HYB 150UF 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Rubycon,,,
,Automotive,EEH-ZA1V151V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,2.3A @ 100kHz,345mA @ 100Hz,10000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZK1E271P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,27mOhm,,2A @ 100kHz,,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,CAP ALUM POLY 270UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZK1V181P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,27mOhm,,2A @ 100kHz,,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,CAP ALUM POLY 180UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1E221P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,2.3A @ 100kHz,345mA @ 100Hz,10000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY HYB 220UF 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1J330P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.7A @ 100kHz,170mA @ 100Hz,10000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY HYB 33UF 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1V151P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,2.3A @ 100kHz,345mA @ 100Hz,10000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY HYB 150UF 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1H680P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.8A @ 100kHz,270mA @ 100Hz,10000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,CAP ALUM POLY HYB 68UF 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,HHXC250ARA151MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,1.6A @ 100kHz,,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 150UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
,"Automotive, Bypass, Decoupling",HZA336M063F24VT-F,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.7A @ 100kHz,170mA @ 120Hz,10000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.cde.com/resources/catalogs/HZA-V.pdf,CAP ALUM POLY HYB 33UF 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Cornell Dubilier Electronics (CDE),,,
,General Purpose,GYA1E221MCQ1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,1.6A @ 100kHz,,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://nichicon-us.com/english/products/pdfs/e-gya.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,Automotive,63PFV33M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.1A @ 100kHz,55mA @ 120Hz,4000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PFV.pdf,CAP POLY HYB 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Rubycon,,,
,Automotive,EEH-ZK1E271V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",270uF,±20%,27mOhm,,2A @ 100kHz,,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,CAP ALUM POLY 270UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,"Automotive, Bypass, Decoupling",HZA226M080F24VT-F,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,45mOhm,,1.55A @ 100kHz,155mA @ 220Hz,10000 Hrs @ 105°C,,80V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.cde.com/resources/catalogs/HZA-V.pdf,CAP ALUM POLY HYB 22UF 80V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Cornell Dubilier Electronics (CDE),,,
,Automotive,HHXC630ARA470MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,40mOhm,,1.1A @ 100kHz,,4000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 47UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
,Automotive,HHXC500ARA470MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,30mOhm,,1.25A @ 100kHz,,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 47UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
,Automotive,HHXC500ARA680MHA0G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.25A @ 100kHz,,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 68UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,United Chemi-Con,,,
,Automotive,50PEV68M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.8A @ 100kHz,90mA @ 120Hz,10000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PEV.pdf,CAP ALUM POLY HYB 68UF 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Rubycon,,,
,Automotive,EEH-ZC1E221V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,1.6A @ 100kHz,240mA @ 100Hz,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZC1K220V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,45mOhm,,1.05A @ 100kHz,105mA @ 100Hz,4000 Hrs @ 125°C,,80V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,CAP ALUM POLY 22UF 20% 80V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZC1J330V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.1A @ 100kHz,110mA @ 100Hz,4000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZC1V151P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,1.6A @ 100kHz,240mA @ 100Hz,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,CAP ALUM POLY HYB 150UF 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZC1H680P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.25A @ 100kHz,187.5mA @ 100Hz,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,CAP ALUM POLY HYB 68UF 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1J330P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,600mA @ 100kHz,60mA @ 100Hz,2000 Hrs @ 145°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZK1V181V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,27mOhm,,2A @ 100kHz,,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,CAP ALUM POLY 180UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1H680V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,600mA @ 100kHz,90mA @ 100Hz,2000 Hrs @ 145°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 68UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,General Purpose,GYA1H680MCQ1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.25A @ 100kHz,,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://nichicon-us.com/english/products/pdfs/e-gya.pdf,CAP ALUM POLY 68UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,Automotive,EEH-ZE1E221P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,700mA @ 100kHz,105mA @ 100Hz,2000 Hrs @ 145°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1H680P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,600mA @ 100kHz,90mA @ 100Hz,2000 Hrs @ 145°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 68UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1E221V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,700mA @ 100kHz,105mA @ 100Hz,2000 Hrs @ 145°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1J330V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,600mA @ 100kHz,60mA @ 100Hz,2000 Hrs @ 145°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZE1V151V,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,700mA @ 100kHz,105mA @ 100Hz,2000 Hrs @ 145°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1236.pdf,CAP ALUM POLY 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 145°C,,Panasonic Electronic Components,,,
,General Purpose,GYA1V151MCQ1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,1.6A @ 100kHz,,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://nichicon-us.com/english/products/pdfs/e-gya.pdf,CAP ALUM POLY 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,General Purpose,GYA1J330MCQ1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.1A @ 100kHz,,4000 Hrs @ 125°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://nichicon-us.com/english/products/pdfs/e-gya.pdf,CAP ALUM POLY 33UF 20% 63V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Nichicon,,,
,Automotive,EEH-ZA1J470P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,40mOhm,,1.7A @ 100kHz,255mA @ 100Hz,10000 Hrs @ 105°C,,63V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://na.industrial.panasonic.com/file-download/43,HYBRID SMD 63V47UF 105DEGC 10000,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1V101P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,27mOhm,,2.3A @ 100kHz,345mA @ 100Hz,10000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://na.industrial.panasonic.com/file-download/43,HYBRID SMD 35V100UF 105DEGC 1000,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZA1H470P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,30mOhm,,1.8A @ 100kHz,270mA @ 100Hz,10000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://na.industrial.panasonic.com/file-download/43,HYBRID SMD 50V47UF 105DEGC 10000,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,50PFV68M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.25A @ 100kHz,62.5mA @ 120Hz,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PFV.pdf,CAP POLY HYB 68UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Rubycon,,,
,Automotive,35PFV150M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,1.6A @ 100kHz,80mA @ 120Hz,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PFV.pdf,CAP POLY HYB 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Rubycon,,,
,Automotive,25PFV220M8X10.5,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,27mOhm,,1.6A @ 100kHz,80mA @ 120Hz,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,http://www.rubycon.co.jp/en/catalog/e_pdfs/pzcap/e_PFV.pdf,CAP POLY HYB 220UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Rubycon,,,
,Automotive,EEH-ZC1E151P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,1.6A @ 100kHz,240mA @ 100Hz,4000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://na.industrial.panasonic.com/file-download/51,HYBRID SMD 25V150UF 125DEGC 4000,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZC1V101P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,27mOhm,,1.6A @ 100kHz,240mA @ 100Hz,4000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://na.industrial.panasonic.com/file-download/51,HYBRID SMD 35V100UF 125DEGC 4000,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEH-ZC1H470P,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,30mOhm,,1.25A @ 100kHz,187.5mA @ 100Hz,4000 Hrs @ 125°C,,50V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,https://na.industrial.panasonic.com/file-download/51,HYBRID SMD 50V47UF 125DEGC 4000H,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,General Purpose,GYB1V151MCQ1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,2.3A @ 100kHz,345mA @ 120Hz,10000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.5MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Nichicon%20PDFs/GYB_Series_DS.pdf,CAP ALUM POLY 150UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
