Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,Features,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Capacitor,Automotive,GRT32ER60J107ME13L,capacitors\1210_3225Metric,100uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRT32ER60J107ME13-01.pdf,CAP CER 100UF 6.3V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Murata Electronics,,,
Capacitor,"Automotive, Bypass, Decoupling",C1210C474KARACAUTO,capacitors\1210_3225Metric,0.47uF,±10%,,250V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C474KARACAUTO.pdf,CAP CER 0.47UF 250V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Bypass, Decoupling",C1210C106K3RACAUTO,capacitors\1210_3225Metric,10uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/C1210C106K3RACAUTO.pdf,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,GRM32EC81C476KE15L,capacitors\1210_3225Metric,47uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf,CAP CER 47UF 16V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32EC81C476ME15L,capacitors\1210_3225Metric,47uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476ME15-01.pdf,CAP CER 47UF 16V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Murata Electronics,,,
Capacitor,"Bypass, Decoupling",C1210C226K4RAC7800,capacitors\1210_3225Metric,22uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C226K4RACTU.pdf,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,CL32B106KAJNNNE,capacitors\1210_3225Metric,10uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.samsungsem.com/kr/support/product-search/mlcc/CL32B106KAJNNNE.jsp,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Samsung Electro-Mechanics,,,
Capacitor,General Purpose,CL32A226MOJNNNE,capacitors\1210_3225Metric,22uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.samsungsem.com/kr/support/product-search/mlcc/CL32A226MOJNNNE.jsp,CAP CER 22UF 16V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Samsung Electro-Mechanics,,,
Capacitor,General Purpose,CL32B225KBJNNNE,capacitors\1210_3225Metric,2.2uF,±10%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.samsungsem.com/kr/support/product-search/mlcc/CL32B225KBJNNNE.jsp,CAP CER 2.2UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Samsung Electro-Mechanics,,,
Capacitor,SMPS Filtering,UMK325B7475KM-P,capacitors\1210_3225Metric,4.7uF,±10%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=UMK325B7475KM-P &u=M,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,"Automotive, SMPS Filtering",HMK325B7225KM-P,capacitors\1210_3225Metric,2.2uF,±10%,,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HMK325B7225KM-P &u=M,CAP CER 2.2UF 100V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R (2R1),-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,"Automotive, SMPS Filtering",UMK325B7475KMHP,capacitors\1210_3225Metric,4.7uF,±10%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=UMK325B7475KMHP &u=M,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,General Purpose,UMK325B7475KM-T,capacitors\1210_3225Metric,4.7uF,±10%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,General Purpose,C3225X5R1E106M250AA,capacitors\1210_3225Metric,10uF,±20%,Low ESL,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 10UF 25V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225JB1E106K250AA,capacitors\1210_3225Metric,10uF,±10%,Low ESL,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 10UF 25V JB 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,JB,-25°C ~ 85°C,,TDK Corporation,,,
Capacitor,General Purpose,EMK325BJ226KM-T,capacitors\1210_3225Metric,22uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=EMK325BJ226KM-T  &u=M,CAP CER 22UF 16V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,General Purpose,JMK325BJ226MM-T,capacitors\1210_3225Metric,22uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,CAP CER 22UF 6.3V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,General Purpose,JMK325ABJ107MM-P,capacitors\1210_3225Metric,100uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=JMK325ABJ107MM-P  &u=M,CAP CER 100UF 6.3V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,General Purpose,12103D475MAT2A,capacitors\1210_3225Metric,4.7uF,±20%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/cx5r.pdf,CAP CER 4.7UF 25V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,AVX Corporation,,,
Capacitor,Automotive,12103C106K4T4A,capacitors\1210_3225Metric,10uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/AutoMLCC.pdf,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA6P3X8R1E475K250AE,capacitors\1210_3225Metric,4.7uF,±10%,Soft Termination,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 4.7UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225X7S1A476M250AC,capacitors\1210_3225Metric,47uF,±20%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,COMMERCIAL GRADE GENERAL PURPOSE,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7S,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,12105D106KAT2A,capacitors\1210_3225Metric,10uF,±10%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/cx5r.pdf,CAP CER 10UF 50V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,AVX Corporation,,,
Capacitor,General Purpose,C3225C0G3A153J250AC,capacitors\1210_3225Metric,0.015uF,±5%,High Voltage,1000V (1kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,CAP CER 0.015UF 1KV NP0 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P3X8R1E475M250AB,capacitors\1210_3225Metric,4.7uF,±20%,High Temperature,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 4.7UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225C0G3A103J250AC,capacitors\1210_3225Metric,10000pF,±5%,High Voltage,1000V (1kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,CAP CER 10000PF 1KV NP0 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,LD105C225KAB2A,capacitors\1210_3225Metric,2.2uF,±10%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/LD-Series.pdf,CAP CER 2.2UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,Automotive,CGA6P3X8R2A684M250AB,capacitors\1210_3225Metric,0.68uF,±20%,High Temperature,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 0.68UF 100V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P2X8R1E335K250AE,capacitors\1210_3225Metric,3.3uF,±10%,"Soft Termination, High Temperature",25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 3.3UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,"Automotive, SMPS Filtering, Boardflex Sensitive",HMJ325KC7475MMHPE,capacitors\1210_3225Metric,4.7uF,±20%,Soft Termination,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog//mlcc11_hq_e.pdf,CAP CER 4.7UF 100V X7S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7S,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,SMPS Filtering,JMK325ABJ157MM-P,capacitors\1210_3225Metric,150uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=JMK325ABJ157MM-P &u=M,CAP CER 150UF 6.3V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,Automotive,CGA6P3X8R1E475K250AB,capacitors\1210_3225Metric,4.7uF,±10%,High Temperature,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 4.7UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,C1210C333KFRACTU,capacitors\1210_3225Metric,0.033uF,±10%,"Low ESL, High Voltage",1500V (1.5kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C333KFRACTU.pdf,CAP CER 0.033UF 1.5KV X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,GRM32EC81C476KE15K,capacitors\1210_3225Metric,47uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf,CAP CER 47UF 16V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Murata Electronics,,,
Capacitor,"Automotive, Boardflex Sensitive",C1210X104KBRACAUTO,capacitors\1210_3225Metric,0.1uF,±10%,"Soft Termination, High Voltage",630V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X104KBRACAUTO.pdf,CAP CER 0.1UF 630V X7T 1210 AUTO,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,GRM32EC70J107ME15L,capacitors\1210_3225Metric,100uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC70J107ME15-01.pdf,CAP CER 100UF 6.3V X7S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7S,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,C1210C682KGRAC7800,capacitors\1210_3225Metric,6800pF,±10%,"Low ESL, High Voltage",2000V (2kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C682KGRAC7800.pdf,CAP CER 6800PF 2KV X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,CL32A226MPJNNNE,capacitors\1210_3225Metric,22uF,±20%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.samsungsem.com/kr/support/product-search/mlcc/CL32A226MPJNNNE.jsp,CAP CER 22UF 10V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Samsung Electro-Mechanics,,,
Capacitor,General Purpose,CL32B105KCJNNNE,capacitors\1210_3225Metric,1uF,±10%,,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.samsungsem.com/kr/support/product-search/mlcc/CL32B105KCJNNNE.jsp,CAP CER 1UF 100V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Samsung Electro-Mechanics,,,
Capacitor,Automotive,CGA6N2NP02A683J230AA,capacitors\1210_3225Metric,0.068uF,±5%,High Temperature,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 0.068UF 100V NP0 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225X7R1E226M250AB,capacitors\1210_3225Metric,22uF,±20%,Low ESL,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C2012X7S1E106K125AC?ref_disty=digikey,CAP CER 22UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P3X8R2A684K250AB,capacitors\1210_3225Metric,0.68uF,±10%,High Temperature,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 0.68UF 100V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,GRM32EC80E227ME05L,capacitors\1210_3225Metric,220uF,±20%,,2.5V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC80E227ME05-01.pdf,CAP CER 220UF 2.5V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Murata Electronics,,,
Capacitor,General Purpose,C3225C0G2E473J250AA,capacitors\1210_3225Metric,0.047uF,±5%,,250V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.047UF 250V C0G 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"Automotive, SMPS Filtering",CGA6P1C0G3A153J250AC,capacitors\1210_3225Metric,0.015uF,±5%,High Voltage,1000V (1kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_highvoltage_en.pdf?ref_disty=digikey,CAP CER 0.015UF 1KV NP0 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,1210YG226ZAT2A,capacitors\1210_3225Metric,22uF,"-20%, +80%",,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/Y5V.pdf,CAP CER 22UF 16V Y5V 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,Y5V (F),-30°C ~ 85°C,,AVX Corporation,,,
Capacitor,General Purpose,12106D226KAT2A,capacitors\1210_3225Metric,22uF,±10%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/cx5r.pdf,CAP CER 22UF 6.3V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,AVX Corporation,,,
Capacitor,Boardflex Sensitive,C3225X8R1E475K250AE,capacitors\1210_3225Metric,4.7uF,±10%,Soft Termination,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,CAP CER 4.7UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225X7S1H685K250AB,capacitors\1210_3225Metric,6.8uF,±10%,Low ESL,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 6.8UF 50V X7S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7S,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225CH2J333J250AA,capacitors\1210_3225Metric,0.033uF,±5%,,630V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,CAP CER 0.033UF 630V CH 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,CH,-25°C ~ 85°C,,TDK Corporation,,,
Capacitor,General Purpose,885012109007,capacitors\1210_3225Metric,47uF,±20%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://katalog.we-online.de/pbs/datasheet/885012109007.pdf,CAP CER 47UF 10V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Würth Elektronik,,,
