Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,Features,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Capacitor,Automotive,GCM32ER71C226KE19L,capacitors\1210_3225Metric,22uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32ER71C226KEA8L,capacitors\1210_3225Metric,22uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32ER71C226MEA8L,capacitors\1210_3225Metric,22uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32EC81E226KE15L,capacitors\1210_3225Metric,22uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 22UF 25V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32ER60E337ME05L,capacitors\1210_3225Metric,330uF,±20%,,2.5V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER60E337ME05-01.pdf,CAP CER 330UF 2.5V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Murata Electronics,,,
Capacitor,Boardflex Sensitive,C1210X106K3RACTU,capacitors\1210_3225Metric,10uF,±10%,Soft Termination,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X106K3RACTU.pdf,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,GCM32ER70J476ME19L,capacitors\1210_3225Metric,47uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,CAP CER 47UF 6.3V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,Boardflex Sensitive,C1210X475K5RACTU,capacitors\1210_3225Metric,4.7uF,±10%,Soft Termination,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/C1210X475K5RACTU.pdf,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",C1210X475K5RACAUTO,capacitors\1210_3225Metric,4.7uF,±10%,Soft Termination,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C1210X475K5RACAUTO.pdf,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,C1210C103JDGAC7800,capacitors\1210_3225Metric,10000pF,±5%,"Low ESL, High Voltage",1000V (1kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C103JDGAC7800.pdf,CAP CER 1210 10NF 1000V C0G 5%,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,KEMET,,,
Capacitor,Boardflex Sensitive,C1210X106M3RACTU,capacitors\1210_3225Metric,10uF,±20%,Soft Termination,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X106M3RACTU.pdf,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,Automotive,C1210C103JDGACAUTO,capacitors\1210_3225Metric,10000pF,±5%,"Low ESL, High Voltage",1000V (1kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C103JDGACAUTO.pdf,CAP CER 1210 10NF 1000V C0G 5%,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",C1210X106K3RACAUTO,capacitors\1210_3225Metric,10uF,±10%,Soft Termination,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X106K3RACAUTO.pdf,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,GRM32ER60G337ME05L,capacitors\1210_3225Metric,330uF,±20%,,4V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER60G337ME05-01.pdf,CAP CER 330UF 4V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32ER70J476ME20L,capacitors\1210_3225Metric,47uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 47UF 6.3V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,GRM32ER70J476KE20L,capacitors\1210_3225Metric,47uF,±10%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 47UF 6.3V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,General Purpose,CC1210MKX7R7BB226,capacitors\1210_3225Metric,22uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X5R_4V-to-50V_25.pdf,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Yageo,,,
Capacitor,"Automotive, Boardflex Sensitive",C1210X474KARACAUTO,capacitors\1210_3225Metric,0.47uF,±10%,Soft Termination,250V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X474KARACAUTO.pdf,CAP CER 0.47UF 250V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,LD106D107MAB2A,capacitors\1210_3225Metric,100uF,±20%,,6.3V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/LD-Series.pdf,CAP CER 100UF 6.3V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,AVX Corporation,,,
Capacitor,General Purpose,LD103C106KAB2A,capacitors\1210_3225Metric,10uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/LD-Series.pdf,CAP CER 10UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,LD10YC226KAB2A,capacitors\1210_3225Metric,22uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/LD-Series.pdf,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,General Purpose,LD101C225KAB2A,capacitors\1210_3225Metric,2.2uF,±10%,,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/LD-Series.pdf,CAP CER 2.2UF 100V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,SMPS Filtering,LMK325BJ226KM-P,capacitors\1210_3225Metric,22uF,±10%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK325BJ226KM-P &u=M,CAP CER 22UF 10V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,General Purpose,EMK325B7226MM-PR,capacitors\1210_3225Metric,22uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=EMK325B7226MM-PR &u=M,CAP CER 22UF 16V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,General Purpose,C3225X7R1E685M250AB,capacitors\1210_3225Metric,6.8uF,±20%,Low ESL,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 6.8UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P3X7R1E685K250AB,capacitors\1210_3225Metric,6.8uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,CAP CER 6.8UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P3X7R1E685M250AB,capacitors\1210_3225Metric,6.8uF,±20%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,CAP CER 6.8UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"Automotive, SMPS Filtering",TMF325B7475KMHP,capacitors\1210_3225Metric,4.7uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMF325B7475KMHP&u=M,"CAP, MLCC, 1210/3225, 25V, X7R,",Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,General Purpose,CC1210ZKY5V7BB226,capacitors\1210_3225Metric,22uF,"-20%, +80%",,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.yageo.com/documents/recent/UPY-GPHC_Y5V_6.3V-to-50V_8.pdf,CAP CER 22UF 16V Y5V 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,Y5V (F),-30°C ~ 85°C,,Yageo,,,
Capacitor,General Purpose,C3225JB1C156M250AA,capacitors\1210_3225Metric,15uF,±20%,Low ESL,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,CAP CER 15UF 16V JB 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,JB,-25°C ~ 85°C,,TDK Corporation,,,
Capacitor,General Purpose,1210YD106KAT2A,capacitors\1210_3225Metric,10uF,±10%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/cx5r.pdf,CAP CER 10UF 16V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,AVX Corporation,,,
Capacitor,General Purpose,LMK325ABJ107MM-T,capacitors\1210_3225Metric,100uF,±20%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,CAP CER 100UF 10V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,"Automotive, Boardflex Sensitive",GMJ325KB7106KMHT,capacitors\1210_3225Metric,10uF,±10%,Soft Termination,35V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog//mlcc11_hq_e.pdf,CAP CER 10UF 35V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,"Automotive, Boardflex Sensitive",CGA6P3X8R2A684K250AE,capacitors\1210_3225Metric,0.68uF,±10%,Soft Termination,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 0.68UF 100V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,Automotive,CNA6P1X7R1H106K250AE,capacitors\1210_3225Metric,10uF,±10%,Soft Termination,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_cna_en.pdf?ref_disty=digikey,CAP CER 10UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,TMK325ABJ476MM-T,capacitors\1210_3225Metric,47uF,±20%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK325ABJ476MM-T  &u=M,CAP CER 47UF 25V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,"Automotive, Boardflex Sensitive",CNA6P1X7R2A475K250AE,capacitors\1210_3225Metric,4.7uF,±10%,Soft Termination,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_cna_en.pdf?ref_disty=digikey,CAP CER 4.7UF 100V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P3X7R1E226M250AB,capacitors\1210_3225Metric,22uF,±20%,Low ESL,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,CAP CER 22UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,"Automotive, SMPS Filtering",CGA6P1C0G3A103J250AC,capacitors\1210_3225Metric,10000pF,±5%,High Voltage,1000V (1kV),"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_highvoltage_en.pdf?ref_disty=digikey,CAP CER 10000PF 1KV NP0 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,TDK Corporation,,,
Capacitor,General Purpose,1210ZC476KAT2A,capacitors\1210_3225Metric,47uF,±10%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/X7RDielectric.pdf,CAP CER 47UF 10V X7R 1210,Surface Mount/MLCC,0.130 L x 0.098 W (3.30mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
Capacitor,Automotive,CGA6P1X8R1E106K250AE,capacitors\1210_3225Metric,10uF,±10%,"Soft Termination, High Temperature",25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,CAP CER 10UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,SMPS Filtering,AMK325AC6337MM-P,capacitors\1210_3225Metric,330uF,±20%,,4V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=AMK325AC6337MM-P &u=M,CAP CER 330UF 4V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Taiyo Yuden,,,
Capacitor,General Purpose,C1210C106J8NACTU,capacitors\1210_3225Metric,10uF,±5%,High Temperature,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/specsheet/C1210C106J8NACTU.pdf,CAP CER 10UF 10V X8L 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8L,-55°C ~ 150°C,,KEMET,,,
Capacitor,"Bypass, Decoupling",C1210C226K3RAC7800,capacitors\1210_3225Metric,22uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C226K3RAC7800.pdf,CAP CER 22UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",C1210X106K8NACAUTO,capacitors\1210_3225Metric,10uF,±10%,"Soft Termination, High Temperature",10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X106K8NACAUTO.pdf,CAP CER 10UF 10V X8L 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X8L,-55°C ~ 150°C,,KEMET,,,
Capacitor,General Purpose,C1210C476M8PACTU,capacitors\1210_3225Metric,47uF,±20%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C476M8PACTU.pdf,CAP CER 47UF 10V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,KEMET,,,
Capacitor,General Purpose,C1210C106K8NACTU,capacitors\1210_3225Metric,10uF,±10%,High Temperature,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://www.kemet.com/Lists/ProductCatalog/Attachments/71/KEM_C1008_X8L_150C_SMD.pdf,CAP CER 10UF 10V X8L 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8L,-55°C ~ 150°C,,KEMET,,,
Capacitor,General Purpose,GRM32EC81A476KE19L,capacitors\1210_3225Metric,47uF,±10%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 47UF 10V X6S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X6S,-55°C ~ 105°C,,Murata Electronics,,,
Capacitor,General Purpose,C1210C332JCGACTU,capacitors\1210_3225Metric,3300pF,±5%,"Low ESL, High Voltage",500V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C332JCGACTU.pdf,CAP CER 3300PF 500V C0G/NP0 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,"C0G, NP0",-55°C ~ 125°C,,KEMET,,,
Capacitor,"Bypass, Decoupling",C1210C475M5RACTU,capacitors\1210_3225Metric,4.7uF,±20%,,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C475M5RACTU.pdf,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,C1210C226Z4VAC7800,capacitors\1210_3225Metric,22uF,"-20%, +80%",,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C226Z4VAC7800.pdf,CAP CER 22UF 16V Y5V 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,Y5V (F),-30°C ~ 85°C,,KEMET,,,
Capacitor,General Purpose,C1210C226M4PACTU,capacitors\1210_3225Metric,22uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C226M4PACTU.pdf,CAP CER 22UF 16V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,KEMET,,,
Capacitor,General Purpose,C1210C107M8PACTU,capacitors\1210_3225Metric,100uF,±20%,,10V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210C107M8PACTU.pdf,CAP CER 100UF 10V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,KEMET,,,
Capacitor,"Automotive, Boardflex Sensitive",C1210X475M5RACAUTO,capacitors\1210_3225Metric,4.7uF,±20%,Soft Termination,50V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/C1210X475M5RACAUTO.pdf,CAP CER 4.7UF 50V X7R 1210,Surface Mount/MLCC,0.130 L x 0.102 W (3.30mm x 2.60mm),2,X7R,-55°C ~ 125°C,,KEMET,,,
Capacitor,General Purpose,GRM32ER71E226KE15L,capacitors\1210_3225Metric,22uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,CAP CER 22UF 25V X7R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7R,-55°C ~ 125°C,,Murata Electronics,,,
Capacitor,"Automotive, SMPS Filtering, Boardflex Sensitive",HMJ325KC7475KMHPE,capacitors\1210_3225Metric,4.7uF,±10%,Soft Termination,100V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog//mlcc11_hq_e.pdf,CAP CER 4.7UF 100V X7S 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X7S,-55°C ~ 125°C,,Taiyo Yuden,,,
Capacitor,General Purpose,C3225X8R1E106K250AC,capacitors\1210_3225Metric,10uF,±10%,High Temperature,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,CAP CER 10UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,C3225X8R1C106K250AB,capacitors\1210_3225Metric,10uF,±10%,High Temperature,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,CAP CER 10UF 16V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,Automotive,CGA6P3X8R1C106K250AB,capacitors\1210_3225Metric,10uF,±10%,High Temperature,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 10UF 16V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,EMK325ABJ107MM-T,capacitors\1210_3225Metric,100uF,±20%,,16V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,CAP CER 100UF 16V X5R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X5R,-55°C ~ 85°C,,Taiyo Yuden,,,
Capacitor,Automotive,CGA6P1X8R1E106K250AC,capacitors\1210_3225Metric,10uF,±10%,High Temperature,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,CAP CER 10UF 25V X8R 1210,Surface Mount/MLCC,0.126 L x 0.098 W (3.20mm x 2.50mm),2,X8R,-55°C ~ 150°C,,TDK Corporation,,,
Capacitor,General Purpose,12103C226KAT2A,capacitors\1210_3225Metric,22uF,±10%,,25V,"C1210N,C1210L,C1210M",1210 (3225 Metric),C,,,http://datasheets.avx.com/X7RDielectric.pdf,CAP CER 22UF 25V X7R 1210,Surface Mount/MLCC,0.130 L x 0.098 W (3.30mm x 2.50mm),2,X7R,-55°C ~ 125°C,,AVX Corporation,,,
