Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Features,Lifetime @ Temp,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,,TPSB106M016R0500,capacitors\Capacitor_p,10uF,±20%,500mOhm,General Purpose,,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 10UF 20% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,293D476X96R3B2TE3,capacitors\Capacitor_p,47uF,±10%,1.9Ohm,General Purpose,,6.3V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://www.vishay.com/docs/40002/293d.pdf,CAP TANT 47UF 10% 6.3V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TAJA476M004RNJ,capacitors\Capacitor_p,47uF,±20%,2.6Ohm,General Purpose,,4V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 47UF 20% 4V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TPSA475K010T1400,capacitors\Capacitor_p,4.7uF,±10%,1.4Ohm @ 100kHz,General Purpose,,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TPS_AUTO.pdf,CAP TANT 4.7UF 10% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F930G107MBA,capacitors\Capacitor_p,100uF,±20%,900mOhm @ 100kHz,General Purpose,2000 Hrs @ 125°C,4V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 100UF 20% 4V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A106K004AT,capacitors\Capacitor_p,10uF,±10%,6Ohm,General Purpose,2000 Hrs @ 125°C,4V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A106K004AT.pdf,CAP TANT 10UF 10% 4V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TPSB226K010R0700,capacitors\Capacitor_p,22uF,±10%,700mOhm,General Purpose,,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 22UF 10% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJB476M010TNJ,capacitors\Capacitor_p,47uF,±20%,1Ohm @ 100kHz,Automotive,2000 Hrs @ 125°C,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ_AUTO.pdf,CAP TANT 47UF 20% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJA685K006RNJ,capacitors\Capacitor_p,6.8uF,±10%,5Ohm @ 100kHz,General Purpose,,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 6.8UF 10% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A155M010AT,capacitors\Capacitor_p,1.5uF,±20%,8Ohm,General Purpose,2000 Hrs @ 125°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A155M010AT.pdf,CAP TANT 1.5UF 20% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,F931C226MBA,capacitors\Capacitor_p,22uF,±20%,1.9Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 22UF 20% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F931D106MBA,capacitors\Capacitor_p,10uF,±20%,2.1Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,20V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 10UF 20% 20V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F931C225KAA,capacitors\Capacitor_p,2.2uF,±10%,5Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 2.2UF 10% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F931C155MAA,capacitors\Capacitor_p,1.5uF,±20%,,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 1.5UF 20% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJB225K025RNJ,capacitors\Capacitor_p,2.2uF,±10%,4.5Ohm,General Purpose,,25V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 2.2UF 10% 25V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TPSB226M016R0600,capacitors\Capacitor_p,22uF,±20%,600mOhm,General Purpose,,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 22UF 20% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F931D155MAA,capacitors\Capacitor_p,1.5uF,±20%,6.3Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 1.5UF 20% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TPSA156K010T1000,capacitors\Capacitor_p,15uF,±10%,1Ohm @ 100kHz,General Purpose,,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TPS_AUTO.pdf,CAP TANT 15UF 10% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F931A336MBA,capacitors\Capacitor_p,33uF,±20%,1.4Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 33UF 20% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJB106M025RNJ,capacitors\Capacitor_p,10uF,±20%,2.5Ohm,General Purpose,,25V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 10UF 20% 25V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F931V474KAA,capacitors\Capacitor_p,0.47uF,±10%,10Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 0.47UF 10% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TPSB105K035R2000,capacitors\Capacitor_p,1uF,±10%,2Ohm,General Purpose,,35V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 1UF 10% 35V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A685M010AT,capacitors\Capacitor_p,6.8uF,±20%,4Ohm,General Purpose,2000 Hrs @ 125°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A685M010AT.pdf,CAP TANT 6.8UF 20% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491B226M010AT,capacitors\Capacitor_p,22uF,±20%,2.4Ohm,General Purpose,2000 Hrs @ 125°C,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491B226M010AT.pdf,CAP TANT 22UF 20% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491A684K035AT,capacitors\Capacitor_p,0.68uF,±10%,8Ohm,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A684K035AT.pdf,CAP TANT 0.68UF 10% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491B106M020AT,capacitors\Capacitor_p,10uF,±20%,2.1Ohm,General Purpose,2000 Hrs @ 125°C,20V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491B106M020AT.pdf,CAP TANT 10UF 20% 20V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491A156M006AT,capacitors\Capacitor_p,15uF,±20%,3.5Ohm,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A156M006AT.pdf,CAP TANT 15UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,F931V474MAA,capacitors\Capacitor_p,0.47uF,±20%,10Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 0.47UF 20% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491B156M016AT,capacitors\Capacitor_p,15uF,±20%,2.5Ohm,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491B156M016AT.pdf,CAP TANT 15UF 20% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491A684K020AT,capacitors\Capacitor_p,0.68uF,±10%,12Ohm,General Purpose,2000 Hrs @ 125°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A684K020AT.pdf,CAP TANT 0.68UF 10% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TAJB226M010RNJ,capacitors\Capacitor_p,22uF,±20%,2.4Ohm,General Purpose,,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 22UF 20% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJT106M016RNJ,capacitors\Capacitor_p,10uF,±20%,2.2Ohm,General Purpose,,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ_LOW_PROFILE.pdf,CAP TANT 10UF 20% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A685K006AT,capacitors\Capacitor_p,6.8uF,±10%,6Ohm,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A685K006AT.pdf,CAP TANT 6.8UF 10% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491B476M006AT,capacitors\Capacitor_p,47uF,±20%,2Ohm,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491B476M006AT.pdf,CAP TANT 47UF 20% 6.3V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,KEMET,,,
,,F930J475MAA,capacitors\Capacitor_p,4.7uF,±20%,,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 4.7UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491B334K050AT,capacitors\Capacitor_p,0.33uF,±10%,10Ohm,General Purpose,2000 Hrs @ 125°C,50V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491B334K050AT.pdf,CAP TANT 0.33UF 10% 50V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,KEMET,,,
,,TPSA226K010T0900,capacitors\Capacitor_p,22uF,±10%,900mOhm @ 100kHz,General Purpose,,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TPS_AUTO.pdf,CAP TANT 22UF 10% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491B225K035AT,capacitors\Capacitor_p,2.2uF,±10%,4Ohm,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491B225K035AT.pdf,CAP TANT 2.2UF 10% 35V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,KEMET,,,
,,F931C156MBA,capacitors\Capacitor_p,15uF,±20%,2Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 15UF 20% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJA474K025RNJ,capacitors\Capacitor_p,0.47uF,±10%,14Ohm,General Purpose,,25V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 0.47UF 10% 25V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,293D225X9035B2TE3,capacitors\Capacitor_p,2.2uF,±10%,3.8Ohm,General Purpose,,35V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://www.vishay.com/docs/40002/293d.pdf,CAP TANT 2.2UF 10% 35V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T491A224M035AT,capacitors\Capacitor_p,0.22uF,±20%,18Ohm,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A224M035AT.pdf,CAP TANT 0.22UF 20% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TPSB106M020R1000,capacitors\Capacitor_p,10uF,±20%,1Ohm,General Purpose,,20V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 10UF 20% 20V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A685K010AT,capacitors\Capacitor_p,6.8uF,±10%,4Ohm,General Purpose,2000 Hrs @ 125°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A685K010AT.pdf,CAP TANT 6.8UF 10% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TPST106K016R0800,capacitors\Capacitor_p,10uF,±10%,800mOhm,General Purpose,,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 10UF 10% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F930J336KAA,capacitors\Capacitor_p,33uF,±10%,2.5Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 33UF 10% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TPSB476K010R0500,capacitors\Capacitor_p,47uF,±10%,500mOhm,General Purpose,,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 47UF 10% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F930J335MAA,capacitors\Capacitor_p,3.3uF,±20%,,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 3.3UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJB106M020RNJ,capacitors\Capacitor_p,10uF,±20%,2.1Ohm,General Purpose,,20V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 10UF 20% 20V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F930J685KAA,capacitors\Capacitor_p,6.8uF,±10%,3.5Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 6.8UF 10% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TPSB476K010T0350,capacitors\Capacitor_p,47uF,±10%,350mOhm @ 100kHz,General Purpose,,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://datasheets.avx.com/TPS_AUTO.pdf,CAP TANT 47UF 10% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A684K025AT,capacitors\Capacitor_p,0.68uF,±10%,10Ohm,General Purpose,2000 Hrs @ 125°C,25V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A684K025AT.pdf,CAP TANT 0.68UF 10% 25V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TAJB106M010RNJ,capacitors\Capacitor_p,10uF,±20%,2.5Ohm,General Purpose,,10V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 10UF 20% 10V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A336K004AT,capacitors\Capacitor_p,33uF,±10%,3Ohm,General Purpose,2000 Hrs @ 125°C,4V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A336K004AT.pdf,CAP TANT 33UF 10% 4V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TAJB475M020RNJ,capacitors\Capacitor_p,4.7uF,±20%,3Ohm,General Purpose,,20V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 4.7UF 20% 20V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F930J226KAA,capacitors\Capacitor_p,22uF,±10%,2.5Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F93.pdf,CAP TANT 22UF 10% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJB225K016RNJ,capacitors\Capacitor_p,2.2uF,±10%,5.5Ohm,General Purpose,,16V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 2.2UF 10% 16V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T491A225M020AT,capacitors\Capacitor_p,2.2uF,±20%,7Ohm,General Purpose,2000 Hrs @ 125°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A225M020AT.pdf,CAP TANT 2.2UF 20% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,T491A155K020AT,capacitors\Capacitor_p,1.5uF,±10%,6.5Ohm,General Purpose,2000 Hrs @ 125°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T491A155K020AT.pdf,CAP TANT 1.5UF 10% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TAJB105M035RNJ,capacitors\Capacitor_p,1uF,±20%,6.5Ohm,General Purpose,,35V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 1UF 20% 35V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJA156K006RNJ,capacitors\Capacitor_p,15uF,±10%,3.5Ohm,General Purpose,,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 15UF 10% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,293D475X9025B2TE3,capacitors\Capacitor_p,4.7uF,±10%,2.8Ohm,General Purpose,,25V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M",1411 (3528 Metric),C,,,http://www.vishay.com/docs/40002/293d.pdf,CAP TANT 4.7UF 10% 25V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TAJA156M006RNJ,capacitors\Capacitor_p,15uF,±20%,3.5Ohm,General Purpose,,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 15UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,TAJB475M025RNJ,capacitors\Capacitor_p,4.7uF,±20%,1.5Ohm,General Purpose,,25V,"C_TAN_1411-N,C_TAN_1411-L,C_TAN_1411-M","1411 (3528 Metric), 1210",C,,,http://datasheets.avx.com/TAJ.pdf,CAP TANT 4.7UF 20% 25V 1411,Surface Mount,0.138 L x 0.110 W (3.50mm x 2.80mm),,,-55°C ~ 125°C,,AVX Corporation,,,
