Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Features,Lifetime @ Temp,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,,T494X107K016AT,capacitors\Capacitor_p,100uF,±10%,150mOhm,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494X107K016AT.pdf,CAP TANT 100UF 10% 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,KEMET,,,
,,F910J107MAAAJ6,capacitors\Capacitor_p,100uF,±20%,1Ohm @ 100kHz,Automotive,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/F91-AJ6.pdf,CAP TANT 100UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T494X336K025AT,capacitors\Capacitor_p,33uF,±10%,300mOhm,General Purpose,2000 Hrs @ 125°C,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494X336K025AT.pdf,CAP TANT 33UF 10% 25V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,KEMET,,,
,,F971A475MAAHT3,capacitors\Capacitor_p,4.7uF,±20%,4Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 4.7UF 20% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,T494A335K016AT,capacitors\Capacitor_p,3.3uF,±10%,4Ohm,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A335K016AT.pdf,CAP TANT 3.3UF 10% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,T494D337K006AT,capacitors\Capacitor_p,330uF,±10%,150mOhm,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494D337K006AT.pdf,CAP TANT 330UF 10% 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,KEMET,,,
,,F971C105MAAHT3,capacitors\Capacitor_p,1uF,±20%,7.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 1UF 20% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,TPSE106M050R0300,capacitors\Capacitor_p,10uF,±20%,300mOhm,General Purpose,,50V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 10UF 20% 50V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F970J336MAAHT3,capacitors\Capacitor_p,33uF,±20%,2.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 33UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,F750G108KDC,capacitors\Capacitor_p,1000uF,±10%,120mOhm,General Purpose,,4V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://datasheets.avx.com/F72-F75.pdf,CAP TANT 1000UF 10% 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F971C225MAAHT3,capacitors\Capacitor_p,2.2uF,±20%,5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 2.2UF 20% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,F751A337KDC,capacitors\Capacitor_p,330uF,±10%,150mOhm,General Purpose,,10V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://datasheets.avx.com/F72-F75.pdf,CAP TANT 330UF 10% 10V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,F970J226MAAHT3,capacitors\Capacitor_p,22uF,±20%,2.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 22UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,F971A226MAAHT3,capacitors\Capacitor_p,22uF,±20%,3Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 22UF 20% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,T496X106M035ATE1K0,capacitors\Capacitor_p,10uF,±20%,1Ohm,Fail Safe with Built-in Fuse,2000 Hrs @ 85°C,35V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T496X106M035ATE1K0.pdf,CAP TANT 10UF 20% 35V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,KEMET,,,
,,TR3E107K010C0100,capacitors\Capacitor_p,100uF,±10%,100mOhm,General Purpose,,10V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 100UF 10% 10V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F970J335MAAHT3,capacitors\Capacitor_p,3.3uF,±20%,4.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 3.3UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,TR3E226K035C0300,capacitors\Capacitor_p,22uF,±10%,300mOhm,General Purpose,,35V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 22UF 35V 10% 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TR3A335K016C3500,capacitors\Capacitor_p,3.3uF,±10%,3.5Ohm,General Purpose,,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 3.3UF 10% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,293D685X9050E2TE3,capacitors\Capacitor_p,6.8uF,±10%,900mOhm,General Purpose,,50V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40002/293d.pdf,CAP TANT 6.8UF 10% 50V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F970J685MAAHT3,capacitors\Capacitor_p,6.8uF,±20%,3.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 6.8UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,T494A335M016AT,capacitors\Capacitor_p,3.3uF,±20%,4Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A335M016AT.pdf,CAP TANT 3.3UF 20% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,593D106X0050E2TE3,capacitors\Capacitor_p,10uF,±20%,550mOhm,General Purpose,,50V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40005/593d.pdf,CAP TANT 10UF 20% 50V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TPSE336K025R0300,capacitors\Capacitor_p,33uF,±10%,300mOhm,General Purpose,,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 33UF 10% 25V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,T494A475M004AT,capacitors\Capacitor_p,4.7uF,±20%,3.5Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,4V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A475M004AT.pdf,CAP TANT 4.7UF 20% 4V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TR3E107K016C0100,capacitors\Capacitor_p,100uF,±10%,100mOhm,General Purpose,,16V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 100UF 10% 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T494A224M035AT,capacitors\Capacitor_p,0.22uF,±20%,6Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A224M035AT.pdf,CAP TANT 0.22UF 20% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TR3E226M035C0275,capacitors\Capacitor_p,22uF,±20%,275mOhm,General Purpose,,35V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 22UF 20% 35V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T494A334M035AT,capacitors\Capacitor_p,0.33uF,±20%,6Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A334M035AT.pdf,CAP TANT 0.33UF 20% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,592D107X9016D2T20H,capacitors\Capacitor_p,100uF,±10%,150mOhm,General Purpose,,16V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40004/592d.pdf,CAP TANT 100UF 10% 16V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,593D685X9050E2TE3,capacitors\Capacitor_p,6.8uF,±10%,550mOhm,General Purpose,,50V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40005/593d.pdf,CAP TANT 6.8UF 10% 50V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TR3E336K025C0200,capacitors\Capacitor_p,33uF,±10%,200mOhm,General Purpose,,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 33UF 25V 10% 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T494A335M006AT,capacitors\Capacitor_p,3.3uF,±20%,6Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A335M006AT.pdf,CAP TANT 3.3UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,TR3E476K025C0200,capacitors\Capacitor_p,47uF,±10%,200mOhm,General Purpose,,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 47UF 10% 25V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TR3E337K010C0100,capacitors\Capacitor_p,330uF,±10%,100mOhm,General Purpose,,10V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 330UF 10% 10V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F971E684MAAHT3,capacitors\Capacitor_p,0.68uF,±20%,7.6Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,25V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 0.68UF 20% 25V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,TR3E476K025C0150,capacitors\Capacitor_p,47uF,±10%,150mOhm,General Purpose,,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40080/tr3.pdf,CAP TANT 47UF 10% 25V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F971D475MAAHT3,capacitors\Capacitor_p,4.7uF,±20%,4Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 4.7UF 20% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,595D336X9025D2T,capacitors\Capacitor_p,33uF,±10%,270mOhm,General Purpose,,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40007/595d.pdf,CAP TANT 33UF 10% 25V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F970J475MAAHT3,capacitors\Capacitor_p,4.7uF,±20%,4Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 4.7UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,595D106X9035D2T,capacitors\Capacitor_p,10uF,±10%,430mOhm,General Purpose,,35V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40007/595d.pdf,CAP TANT 10UF 10% 35V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F971D684MAAHT3,capacitors\Capacitor_p,0.68uF,±20%,7.6Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 0.68UF 20% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,595D107X9016D2T,capacitors\Capacitor_p,100uF,±10%,140mOhm,General Purpose,,16V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40007/595d.pdf,CAP TANT 100UF 10% 16V 2917,Surface Mount,0.293 L x 0.170 W (7.44mm x 4.32mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F971D105MAAHT3,capacitors\Capacitor_p,1uF,±20%,7.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,20V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 1UF 20% 20V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,595D476X9020D2T,capacitors\Capacitor_p,47uF,±10%,190mOhm,General Purpose,,20V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40007/595d.pdf,CAP TANT 47UF 10% 20V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,595D156X9035D2T,capacitors\Capacitor_p,15uF,±10%,410mOhm,General Purpose,,35V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40007/595d.pdf,CAP TANT 15UF 10% 35V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F971V684MAAHT3,capacitors\Capacitor_p,0.68uF,±20%,7.6Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 0.68UF 20% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,F971A335MAAHT3,capacitors\Capacitor_p,3.3uF,±20%,4.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 3.3UF 20% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,T494A474M035AT,capacitors\Capacitor_p,0.47uF,±20%,4Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,35V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A474M035AT.pdf,CAP TANT 0.47UF 20% 35V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,591D337X9010D2T20H,capacitors\Capacitor_p,330uF,±10%,60mOhm,General Purpose,,10V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40012/591d.pdf,CAP TANT 330UF 10% 10V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,F971C335MAAHT3,capacitors\Capacitor_p,3.3uF,±20%,4.5Ohm,"Automotive, High Reliability",2000 Hrs @ 135°C,16V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/AVX-F97-HT3.pdf,CAP TANT 3.3UF 20% 16V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 135°C,,AVX Corporation,,,
,,594D476X0020D2T,capacitors\Capacitor_p,47uF,±20%,95mOhm,General Purpose,,20V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40006/594d.pdf,CAP TANT 47UF 20% 20V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T494A474M025ATAUTO,capacitors\Capacitor_p,0.47uF,±20%,9Ohm @ 100kHz,Automotive,2000 Hrs @ 125°C,25V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A474M025ATAUTO.pdf,CAP TANT 0.47UF 20% 25V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,594D336X0025D2T,capacitors\Capacitor_p,33uF,±20%,130mOhm,General Purpose,,25V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40006/594d.pdf,CAP TANT 33UF 20% 25V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T494A155M025AT,capacitors\Capacitor_p,1.5uF,±20%,3Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,25V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A155M025AT.pdf,CAP TANT 1.5UF 20% 25V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,T494A156M006AT,capacitors\Capacitor_p,15uF,±20%,2Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,6.3V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A156M006AT.pdf,CAP TANT 15UF 20% 6.3V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,594D157X9010D2T,capacitors\Capacitor_p,150uF,±10%,75mOhm,General Purpose,,10V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40006/594d.pdf,CAP TANT 150UF 10% 10V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,594D476X9020D2T,capacitors\Capacitor_p,47uF,±10%,95mOhm,General Purpose,,20V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40006/594d.pdf,CAP TANT 47UF 10% 20V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TAJS156K010RNJ,capacitors\Capacitor_p,15uF,±10%,2Ohm @ 100kHz,General Purpose,,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TAJ_LOW_PROFILE.pdf,CAP TANT 15UF 10% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
,,594D157X0010D2T,capacitors\Capacitor_p,150uF,±20%,75mOhm,General Purpose,,10V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40006/594d.pdf,CAP TANT 150UF 20% 10V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,T494A225M025AT,capacitors\Capacitor_p,2.2uF,±20%,3Ohm @ 100kHz,General Purpose,2000 Hrs @ 125°C,25V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T494A225M025AT.pdf,CAP TANT 2.2UF 20% 25V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,KEMET,,,
,,595D685X9050D2T,capacitors\Capacitor_p,6.8uF,±10%,820mOhm,General Purpose,,50V,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,http://www.vishay.com/docs/40007/595d.pdf,CAP TANT 6.8UF 10% 50V 2917,Surface Mount,0.295 L x 0.169 W (7.50mm x 4.30mm),,,-55°C ~ 125°C,,Vishay Sprague,,,
,,TPSS106K010R0900,capacitors\Capacitor_p,10uF,±10%,900mOhm @ 100kHz,General Purpose,2000 Hrs @ 125°C,10V,"C_TAN_1206-N,C_TAN_1206-L,C_TAN_1206-M",1206 (3216 Metric),C,,,http://datasheets.avx.com/TPS.pdf,CAP TANT 10UF 10% 10V 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),,,-55°C ~ 125°C,,AVX Corporation,,,
