Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Features,Lifetime @ Temp,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,,T540D477K2R5BH87057610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±10%,40mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T540D477K2R5BH87057610.pdf,CAP TANT POLY 470UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D337K2R5BH87057610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±10%,40mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T540D337K2R5BH87057610.pdf,CAP TANT POLY 330UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X687M006AT8610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,15mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 680UF 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X477M006AT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 470UF 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108M004AT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1000UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X687M004AT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 680UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X158M003AT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1500UF 3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X337K016CT8610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±10%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 330UF 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107M030DT8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,70mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X686M030DT8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 68UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X476M030DT8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 47UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X337K016CH8620,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±10%,25mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 330UF 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107K030CT8620,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±10%,35mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X686K030CT8620,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±10%,35mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 68UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107K030BT8720,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±10%,35mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X686K030BT8720,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±10%,35mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 68UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107K030CH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±10%,70mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X686K030CH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±10%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 68UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X476K030CH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±10%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 47UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107K030DH8610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±10%,70mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X686K030DH8610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±10%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 68UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X476K030DH8610,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±10%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 47UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X477K006CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 470UF 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108K004CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1000UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X687K004CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 680UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X158K003CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1500UF 3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108K003CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1000UF 3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X158K2R5CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1500UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108K2R5CT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1000UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X477K006DT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 470UF 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108K004DT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1000UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X687K004DT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 680UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D336K0DT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±10%,,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 33UF 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D226K0DT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±10%,,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 22UF 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D156K0DT8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",15uF,±10%,,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 15UF 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D476K020DT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±10%,100mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 47UF 20V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D336K020DT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±10%,100mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 33UF 20V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D226K020DT8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±10%,100mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 22UF 20V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X476M035BH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,60mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 47UF 35V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X336M035BH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,60mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 33UF 35V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D156K035CH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",15uF,±10%,100mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 15UF 35V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X337M016BH8710,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 330UF 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X337M016AH8720,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,25mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 330UF 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X337M016DH8510,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,50mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 330UF 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X337K016BH8520,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±10%,25mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 330UF 16V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X477M006DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X477M006DH8605.pdf,CAP TANT POLY 470UF 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108M004DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X108M004DH8605.pdf,CAP TANT POLY 1000UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X687M004DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X687M004DH8605.pdf,CAP TANT POLY 680UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X158M003DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X158M003DH8605.pdf,CAP TANT POLY 1500UF 3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108M003DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X108M003DH8605.pdf,CAP TANT POLY 1000UF 3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X158M2R5DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X158M2R5DH8605.pdf,CAP TANT POLY 1500UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108M2R5DH8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T541X108M2R5DH8605.pdf,CAP TANT POLY 1000UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107K030AT8620,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±10%,35mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X686K030AT8620,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±10%,35mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 68UF 30V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X107K020AT8620,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±10%,30mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 100UF 20V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X477K006BT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 470UF 6.3V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T541X108K004BT8605,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±10%,12mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://content.kemet.com/datasheets/KEM_T2077_T540-541.pdf,CAP TANT POLY 1000UF 4V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D477M2R5BH8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,40mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T540D477M2R5BH8705.pdf,CAP TANT POLY 470UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
,,T540D337M2R5BH8705,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,40mOhm @ 100kHz,High Reliability,2000 Hrs @ 125°C,,"C_TAN_2917-N,C_TAN_2917-L,C_TAN_2917-M",2917 (7343 Metric),C,,,https://api.kemet.com/component-edge/download/datasheet/T540D337M2R5BH8705.pdf,CAP TANT POLY 330UF 2.5V 2917,Surface Mount,0.287 L x 0.169 W (7.30mm x 4.30mm),2,,,,KEMET,,,
