Part Type,Part Number,Schematic Part,Part Value,Current - Continuous Drain (Id) @ 25°C,Drain to Source Voltage (Vdss),"Drive Voltage (Max Rds On,  Min Rds On)",Vgs(th) (Max) @ Id,Vgs (Max),"Rds On (Max) @ Id, Vgs",Gate Charge (Qg) (Max) @ Vgs,Input Capacitance (Ciss) (Max) @ Vds,FET Feature,FET Type,Technology,Allegro PCB Footprint,Package / Case,Pspice Model,Power Dissipation (Max),Technology,Availability,Data Sheet,Description,Mounting Type,Size,Number of FET,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
N CHANNEL,IPT60R150G7XTMA1,,,17A (Tc),650V,10V,4V @ 260µA,±20V,"150mOhm @ 5.3A, 10V",23nC @ 10V,902pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,106W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT60R150G7-DS-v02_00-EN.pdf?fileId=5546d46259d9a4bf015a13d5af7b0e28,MOSFET N-CH 650V 17A HSOF-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT65R195G7XTMA1,,,14A (Tc),650V,10V,4V @ 240µA,±20V,"195mOhm @ 4.8A, 10V",20nC @ 10V,996pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,97W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT65R195G7-DS-v02_01-EN.pdf?fileId=5546d46253f6505701541902292a4f21,MOSFET N-CH 650V 14A HSOF-8-2,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,AUIRFSA8409-7P,,,523A (Tc),40V,10V,3.9V @ 250µA,±20V,"0.69mOhm @ 100A, 10V",460nC @ 10V,13975pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/auirfsa8409-7P.pdf?fileId=5546d462533600a4015355b9bf8114fb,MOSFET NCH 40V 523A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB017N10N5ATMA1,,,180A (Tc),100V,"6V, 10V",3.8V @ 279µA,±20V,"1.7mOhm @ 100A, 10V",210nC @ 10V,15600pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB017N10N5-DS-v02_01-EN.pdf?fileId=5546d4624a75e5f1014ac4a981111eed,MOSFET N-CH 100V 180A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB180N04S400ATMA1,,,180A (Tc),40V,10V,4V @ 230µA,±20V,"0.98mOhm @ 100A, 10V",286nC @ 10V,22880pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,300W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB180N04S4_00-DS-v01_00-en.pdf?folderId=db3a304412b407950112b42b75b74520&fileId=db3a304328c6bd5c01291c3debd55d57&ack=t,MOSFET N-CH 40V 180A TO263-7-3,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB180N08S402ATMA1,,,180A (Tc),80V,10V,4V @ 220µA,±20V,"2.2mOhm @ 100A, 10V",167nC @ 10V,11550pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,277W (Tc),,,https://www.infineon.com/dgdl/IPB180N08S4-02-Data-Sheet-10-Infineon.pdf?fileId=5546d4614755559a01475d701b54019c,MOSFET N-CH TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB011N04LGATMA1,,,180A (Tc),40V,"4.5V, 10V",2V @ 200µA,±20V,"1.1mOhm @ 100A, 10V",346nC @ 10V,29000pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,250W (Tc),,,https://www.infineon.com/dgdl/IPB011N04L_rev1.0.pdf?folderId=db3a3043156fd5730115c7d50620107c&fileId=db3a30431689f4420116c451f4e20825,MOSFET N-CH 40V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB030N08N3GATMA1,,,160A (Tc),80V,"6V, 10V",3.5V @ 155µA,±20V,"3mOhm @ 100A, 10V",117nC @ 10V,8110pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,214W (Tc),,,https://www.infineon.com/dgdl/IPB030N08N3_Rev2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431add1d95011ae88a47a856b1,MOSFET N-CH 80V 160A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB015N08N5ATMA1,,,180A (Tc),80V,"6V, 10V",3.8V @ 279µA,±20V,"1.5mOhm @ 100A, 10V",222nC @ 10V,16900pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB015N08N5-DS-v02_01-EN.pdf?fileId=5546d4624a75e5f1014aca3499a41e96,MOSFET N-CH 80V 120A TO263-3,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB025N10N3GATMA1,,,180A (Tc),100V,"6V, 10V",3.5V @ 275µA,±20V,"2.5mOhm @ 100A, 10V",206nC @ 10V,14800pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,300W (Tc),,,https://www.infineon.com/dgdl/IPB025N10N3+G_Rev2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431ce5fb52011d1ab1d9d51349,MOSFET N-CH 100V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS3004TRL7PP,,,240A (Tc),40V,10V,4V @ 250µA,±20V,"1.25mOhm @ 195A, 10V",240nC @ 10V,9130pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,380W (Tc),,,https://www.infineon.com/dgdl/irfs3004-7ppbf.pdf?fileId=5546d462533600a40153563631632147,MOSFET N-CH 40V 240A D2PAK7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRL40SC228,,,557A (Tc),40V,"4.5V, 10V",2.4V @ 250µA,±20V,"0.65mOhm @ 100A, 10V",307nC @ 4.5V,19680pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,416W (Tc),,,https://www.infineon.com/dgdl/Infineon-IRL40SC228-DS-v01_00-EN.pdf?fileId=5546d462566bd0c701567ece08d03664,MOSFET N-CH 40V 557A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB014N06NATMA1,,,"34A (Ta), 180A (Tc)",60V,"6V, 10V",2.8V @ 143µA,±20V,"1.4mOhm @ 100A, 10V",106nC @ 10V,7800pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,"3W (Ta), 214W (Tc)",,,https://www.infineon.com/dgdl/IPB014N06N_Rev2+0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a3043353fdc160135534e951e4873,MOSFET N-CH 60V 34A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB036N12N3GATMA1,,,180A (Tc),120V,10V,4V @ 270µA,±20V,"3.6mOhm @ 100A, 10V",211nC @ 10V,13800pF @ 60V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,300W (Tc),,,https://www.infineon.com/dgdl/IPB036N12N3+G_Rev2.2.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304323b87bc20123c7030ed51f56,MOSFET N-CH 120V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB065N15N3GATMA1,,,130A (Tc),150V,"8V, 10V",4V @ 270µA,±20V,"6.5mOhm @ 100A, 10V",93nC @ 10V,7300pF @ 75V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,300W (Tc),,,https://www.infineon.com/dgdl/IPB065N15N3+G_Rev2.1.pdf?folderId=db3a304326623792012669f6bee2224b&fileId=db3a30432662379201266a0379d1225c,MOSFET N-CH 150V 130A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB010N06NATMA1,,,"45A (Ta), 180A (Tc)",60V,"6V, 10V",4V @ 280µA,±20V,"1mOhm @ 100A, 10V",208nC @ 10V,15000pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,300W (Tc),,,https://www.infineon.com/dgdl/IPB010N06N_Rev2+0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a3043353fdc1601355341f17a485f,MOSFET N-CH 60V 45A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB019N08N3GATMA1,,,180A (Tc),80V,"6V, 10V",3.5V @ 270µA,±20V,"1.9mOhm @ 100A, 10V",206nC @ 10V,14200pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,300W (Tc),,,https://www.infineon.com/dgdl/IPB019N08N3_Rev2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431add1d95011ae87fdf90569f,MOSFET N-CH 80V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB180N10S402ATMA1,,,180A (Tc),100V,10V,3.5V @ 275µA,±20V,"2.5mOhm @ 100A, 10V",200nC @ 10V,14600pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,300W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB180N10S4_02-DS-v01_00-en.pdf?fileId=db3a30433d1d0bbe013d2129cf8a2f88,MOSFET N-CH TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS3006TRL7PP,,,240A (Tc),60V,10V,4V @ 250µA,±20V,"2.1mOhm @ 168A, 10V",300nC @ 10V,8850pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,375W (Tc),,,https://www.infineon.com/dgdl/irfs3006-7ppbf.pdf?fileId=5546d462533600a4015356364189214d,MOSFET N-CH 60V 240A D2PAK7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS3107TRL7PP,,,240A (Tc),75V,10V,4V @ 250µA,±20V,"2.6mOhm @ 160A, 10V",240nC @ 10V,9200pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,370W (Tc),,,https://www.infineon.com/dgdl/irfs3107-7ppbf.pdf?fileId=5546d462533600a401535636518c2152,MOSFET N-CH 75V 240A D2PAK7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRLS3036TRL7PP,,,240A (Tc),60V,"4.5V, 10V",2.5V @ 250µA,±16V,"1.9mOhm @ 180A, 10V",160nC @ 4.5V,11270pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,380W (Tc),,,https://www.infineon.com/dgdl/irls3036-7ppbf.pdf?fileId=5546d462533600a401535671c05a270b,MOSFET N-CH 60V 240A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRF3805STRL-7PP,,,160A (Tc),55V,10V,4V @ 250µA,±20V,"2.6mOhm @ 140A, 10V",200nC @ 10V,7820pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,300W (Tc),,,https://www.infineon.com/dgdl/irf3805s-7ppbf.pdf?fileId=5546d462533600a4015355dfeb691966,MOSFET N-CH 55V 160A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS7530TRL7PP,,,240A (Tc),60V,"6V, 10V",3.7V @ 250µA,±20V,"1.4mOhm @ 100A, 10V",354nC @ 10V,12960pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/irfs7530-7ppbf.pdf?fileId=5546d462533600a40153563a9d1e21d8,MOSFET N CH 60V 240A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS7430TRL7PP,,,240A (Tc),40V,"6V, 10V",3.9V @ 250µA,±20V,"0.75mOhm @ 100A, 10V",460nC @ 10V,13975pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/irfs7430-7ppbf.pdf?fileId=5546d462533600a40153563a69b721ca,MOSFET N-CH 40V 240A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB017N06N3GATMA1,,,180A (Tc),60V,10V,4V @ 196µA,±20V,"1.7mOhm @ 100A, 10V",275nC @ 10V,23000pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,250W (Tc),,,https://www.infineon.com/dgdl/IPB017N06N3_Rev2.0.pdf?folderId=db3a30431441fb5d01148ca9f1be0e77&fileId=db3a30431ddc9372011e264a7ab746ea,MOSFET N-CH 60V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRLS3034TRL7PP,,,240A (Tc),40V,"4.5V, 10V",2.5V @ 250µA,±20V,"1.4mOhm @ 200A, 10V",180nC @ 4.5V,10990pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,380W (Tc),,,https://www.infineon.com/dgdl/irls3034-7ppbf.pdf?fileId=5546d462533600a401535671af462705,MOSFET N-CH 40V 240A D2PAK7,Surface Mount,,1,,,Infineon Technologies,,,
N CHANNEL,IRFS7434TRL7PP,,,240A (Tc),40V,"6V, 10V",3.9V @ 250µA,±20V,"1mOhm @ 100A, 10V",315nC @ 10V,10250pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,245W (Tc),,,https://www.infineon.com/dgdl/irfs7434-7ppbf.pdf?fileId=5546d462533600a40153563a7c0721ce,MOSFET N-CH 40V 240A D2PAK-7,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB180N04S401ATMA1,,,180A (Tc),40V,10V,4V @ 140µA,±20V,"1.3mOhm @ 100A, 10V",176nC @ 10V,14000pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,188W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB180N04S4_01-DS-v01_00-en.pdf?folderId=db3a304412b407950112b42b75b74520&fileId=db3a304328c6bd5c01291c432c5d5d67&ack=t,MOSFET N-CH 40V 180A TO263-7-3,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,AUIRFS8407-7P,,,240A (Tc),40V,10V,3.9V @ 150µA,±20V,"1.3mOhm @ 100A, 10V",225nC @ 10V,7437pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,231W (Tc),,,https://www.infineon.com/dgdl/auirfs8407-7p.pdf?fileId=5546d462533600a4015355b71d0614e5,MOSFET N-CH 40V 240A AUTO,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,AUIRLS8409-7P,,,240A (Tc),40V,"4.5V, 10V",2.4V @ 250µA,±16V,"0.75mOhm @ 100A, 10V",266nC @ 4.5V,16488pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/auirls8409-7p.pdf?fileId=5546d462533600a4015355bef40e1593,MOSFET NCH 40V 240A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRL40SC209,,,478A (Tc),40V,"4.5V, 10V",2.4V @ 250µA,±20V,"0.8mOhm @ 100A, 10V",267nC @ 4.5V,15270pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,375W (Tc),,,https://www.infineon.com/dgdl/Infineon-IRL40SC209-DS-v02_00-EN.pdf?fileId=5546d462557e6e890155a1413329602d,MOSFET N-CH 40V 478A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB180N04S4H0ATMA1,,,180A (Tc),40V,10V,4V @ 180µA,±20V,"1.1mOhm @ 100A, 10V",225nC @ 10V,17940pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,250W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB180N04S4_H0-DS-v01_00-en.pdf?folderId=db3a304412b407950112b42b75b74520&fileId=db3a304328c6bd5c01291c4975375d77&ack=t,MOSFET N-CH 40V 180A TO263-7-3,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB160N04S4H1ATMA1,,,160A (Tc),40V,10V,4V @ 110µA,±20V,"1.6mOhm @ 100A, 10V",137nC @ 10V,10920pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,167W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB160N04S4_H1-DS-v01_00-en.pdf?fileId=db3a304328c6bd5c01291c39839f5d47&ack=t,MOSFET N-CH 40V 160A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,AUIRFS8409-7P,,,240A (Tc),40V,10V,3.9V @ 250µA,±20V,"0.75mOhm @ 100A, 10V",460nC @ 10V,13975pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/auirfs8409-7p.pdf?fileId=5546d462533600a4015355b745e314f0,MOSFET N-CH 40V 240A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB017N10N5LFATMA1,,,180A (Tc),100V,10V,4.1V @ 270µA,±20V,"1.7mOhm @ 100A, 10V",195nC @ 10V,840pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,313W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPB017N10N5LF-DS-v02_01-EN.pdf?fileId=5546d46259d9a4bf015a5b379cf73c7f,MOSFET N-CH 100V D2PAK-7,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRLS4030TRL7PP,,,190A (Tc),100V,"4.5V, 10V",2.5V @ 250µA,±16V,"3.9mOhm @ 110A, 10V",140nC @ 4.5V,11490pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,370W (Tc),,,https://www.infineon.com/dgdl/irls4030-7ppbf.pdf?fileId=5546d462533600a401535671d8902713,MOSFET N-CH 100V 190A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB009N03LGATMA1,,,180A (Tc),30V,"4.5V, 10V",2.2V @ 250µA,±20V,"0.95mOhm @ 100A, 10V",227nC @ 10V,25000pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,250W (Tc),,,https://www.infineon.com/dgdl/IPB009N03L_rev1.0.pdf?folderId=db3a3043156fd5730115c7d50620107c&fileId=db3a30431689f4420116d426b6770ca3,MOSFET N-CH 30V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS4010TRL7PP,,,190A (Tc),100V,10V,4V @ 250µA,±20V,"4mOhm @ 110A, 10V",230nC @ 10V,9830pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,380W (Tc),,,https://www.infineon.com/dgdl/irfs4010-7ppbf.pdf?fileId=5546d462533600a401535636c33c2185,MOSFET N-CH 100V 190A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRF2804STRL7PP,,,160A (Tc),40V,10V,4V @ 250µA,±20V,"1.6mOhm @ 160A, 10V",260nC @ 10V,6930pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,330W (Tc),,,//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/IRF2804S-7P.pdf,MOSFET N-CH 40V 160A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB016N06L3GATMA1,,,180A (Tc),60V,"4.5V, 10V",2.2V @ 196µA,±20V,"1.6mOhm @ 100A, 10V",166nC @ 4.5V,28000pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,250W (Tc),,,https://www.infineon.com/dgdl/IPB016N06L3_Rev2.1.pdf?folderId=db3a30431441fb5d01148ca9f1be0e77&fileId=db3a30431ddc9372011e261543e54693,MOSFET N-CH 60V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS4115TRL7PP,,,105A (Tc),150V,10V,5V @ 250µA,±20V,"11.8mOhm @ 63A, 10V",110nC @ 10V,5320pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,380W (Tc),,,https://www.infineon.com/dgdl/irfs4115-7ppbf.pdf?fileId=5546d462533600a401535636dd31218d,MOSFET N-CH 150V 105A D2PAK-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS7730TRL7PP,,,240A (Tc),75V,"6V, 10V",3.7V @ 250µA,±20V,"2mOhm @ 100A, 10V",428nC @ 10V,13970pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,375W (Tc),,,https://www.infineon.com/dgdl/irfs7730-7ppbf.pdf?fileId=5546d462533600a40153563ab68221e0,MOSFET N-CH 75V 240A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRFS7734TRL7PP,,,197A (Tc),75V,"6V, 10V",3.7V @ 150µA,±20V,"3.05mOhm @ 100A, 10V",270nC @ 10V,10130pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,294W (Tc),,,https://www.infineon.com/dgdl/irfs7734-7ppbf.pdf?fileId=5546d462533600a40153563ac71b21e6,MOSFET N-CH 75V 183A D2PAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB011N04NGATMA1,,,180A (Tc),40V,10V,4V @ 200µA,±20V,"1.1mOhm @ 100A, 10V",250nC @ 10V,20000pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,250W (Tc),,,https://www.infineon.com/dgdl/IPB011N04N_rev1.0.pdf?folderId=db3a3043163797a6011643468e7505a4&fileId=db3a3043163797a601164373e07005f8,MOSFET N-CH 40V 180A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB039N10N3GATMA1,,,160A (Tc),100V,"6V, 10V",3.5V @ 160µA,±20V,"3.9mOhm @ 100A, 10V",117nC @ 10V,8410pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab), TO-263CB",,214W (Tc),,,https://www.infineon.com/dgdl/IPB039N10N3+G_Rev2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431ce5fb52011d1ed1fd3915e0,MOSFET N-CH 100V 160A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPB020N04NGATMA1,,,140A (Tc),40V,10V,4V @ 95µA,±20V,"2mOhm @ 100A, 10V",120nC @ 10V,9700pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-263-7, D²Pak (6 Leads + Tab)",,167W (Tc),,,https://www.infineon.com/dgdl/IPB020N04N_rev1.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431936bc4b0119382c70a859ed,MOSFET N-CH 40V 140A TO263-7,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,DMN3016LFDE-13,,,10A (Ta),30V,"4.5V, 10V",2V @ 250µA,±20V,"12mOhm @ 11A, 10V",25.1nC @ 10V,1415pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,6-UDFN Exposed Pad,,730mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN3016LFDE.pdf,MOSFET N-CH 30V U-DFN2020-6,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN1019UFDE-7,,,11A (Ta),12V,"1.2V, 4.5V",800mV @ 250µA,±8V,"10mOhm @ 9.7A, 4.5V",50.6nC @ 8V,2425pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,6-UDFN Exposed Pad,,690mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN1019UFDE.pdf,MOSFET N CH 12V 11A U-DFN2020-6E,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN30H4D0LFDE-7,,,550mA (Ta),300V,"2.7V, 10V",2.8V @ 250µA,±20V,"4Ohm @ 300mA, 10V",7.6nC @ 10V,187.3pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,6-UDFN Exposed Pad,,630mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN30H4D0LFDE.pdf,MOSFET N-CH 300V .55A 6UDFN,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN4020LFDE-7,,,8A (Ta),40V,"4.5V, 10V",2.4V @ 250µA,±20V,"20mOhm @ 8A, 10V",19.1nC @ 10V,1060pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,6-UDFN Exposed Pad,,660mW (Ta),,,https://www.diodes.com/assets/Datasheets/DMN4020LFDE.pdf,MOSFET N-CH 40V 6-UDFN,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
