Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Resistor,RL1206FR-7W0R1L,resistors\1206_3216Metric,100m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.5W, 1/2W",,http://www.yageo.com/documents/recent/PYu-RL_Group_521_RoHS_L_2.pdf,RES 0.1 OHM 1% 1/2W 1206,Surface Mount,0.122 L x 0.063 W (3.10mm x 1.60mm),2,±600ppm/°C,-55°C ~ 125°C,,Yageo,,,
Resistor,KRL1632E-M-R039-F-T5,resistors\1206_3216Metric,39m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.039 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R012-F-T5,resistors\1206_3216Metric,12m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.012 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R120-F-T5,resistors\1206_3216Metric,120m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.12 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R007-G-T5,resistors\1206_3216Metric,7m,±2%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.007 OHM 2% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±100ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R015-F-T5,resistors\1206_3216Metric,15m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.015 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R056-F-T5,resistors\1206_3216Metric,56m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.056 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R270-F-T5,resistors\1206_3216Metric,270m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.27 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R470-F-T5,resistors\1206_3216Metric,470m,±1%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.47 OHM 1% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±50ppm/°C,-55°C ~ 155°C,,Susumu,,,
Resistor,KRL1632E-M-R005-G-T5,resistors\1206_3216Metric,5m,±2%,,"R1206N,R1206L,R1206M",1206 (3216 Metric),R,"0.75W, 3/4W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,RES 0.005 OHM 2% 3/4W 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),2,±100ppm/°C,-55°C ~ 155°C,,Susumu,,,
