Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Number of Resistors,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,EXB-38V1R0JV,,1,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAY16-1501F4LF,,1.5k,±1%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 1.5K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-38V2R0JV,,2,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 2 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,742X083103JP,,10k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 10K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,ACASA200222002P100,,20k,±0.5%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28754/acasprof.pdf,RES ARRAY 4 RES 20K OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±50ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
,ACASA1001S1001P1AT,,1k,±0.1%,,,1206 (3216 Metric) Convex Long Side Terminals,,125mW,,http://www.vishay.com/docs/28770/acasat.pdf,RES ARRAY 4 RES 1K OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±25ppm/°C,-55°C ~ 155°C,,Vishay Beyschlag,,,
,ACASA2002S2002P1AT,,20k,±0.1%,,,1206 (3216 Metric) Convex Long Side Terminals,,125mW,,http://www.vishay.com/docs/28770/acasat.pdf,RES ARRAY 4 RES 20K OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±25ppm/°C,-55°C ~ 155°C,,Vishay Beyschlag,,,
,ACASA1002U1002P1AT,,10k,±0.1%,,,1206 (3216 Metric) Convex Long Side Terminals,,125mW,,http://www.vishay.com/docs/28770/acasat.pdf,ACAS 0612 10K U 10K AT P1,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±10ppm/°C,-55°C ~ 155°C,,Vishay Beyschlag,,,
,ACASA1003U1003P1AT,,100k,±0.1%,,,1206 (3216 Metric) Convex Long Side Terminals,,125mW,,http://www.vishay.com/docs/28770/acasat.pdf,ACAS 0612 100K U 100K AT P1,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±10ppm/°C,-55°C ~ 155°C,,Vishay Beyschlag,,,
,CAY16-332J4LF,,3.3k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 3.3K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-38V472JV,,4.7k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 4.7K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V101JV,,100,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 100 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V105JV,,1M,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1M OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V104JV,,100k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 100K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V220JV,,22,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 22 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V221JV,,220,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 220 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V151JV,,150,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 150 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V330JV,,33,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 33 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V560JV,,56,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 56 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V102JV,,1k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V100JV,,10,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 10 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38VR000V,,,Jumper,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES ZERO OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V331JV,,330,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 330 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V471JV,,470,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 470 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V681JV,,680,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 680 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V333JV,,33k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 33K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V222JV,,2.2k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 2.2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V390JV,,39,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 39 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V332JV,,3.3k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 3.3K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V152JV,,1.5k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1.5K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V121JV,,120,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 120 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V682JV,,6.8k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 6.8K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V153JV,,15k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 15K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V470JV,,47,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 47 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V561JV,,560,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 560 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAY16-1003F4LF,,100k,±1%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 100K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-38V182JV,,1.8k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1.8K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V272JV,,2.7k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 2.7K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V473JV,,47k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 47K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V271JV,,270,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 270 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V391JV,,390,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 390 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V223JV,,22k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 22K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,YC164-JR-07100KL,,100k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 100K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-074K7L,,4.7k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 4.7K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07330RL,,330,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 330 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0722RL,,22,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 22 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0775RL,,75,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 75 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07100RL,,100,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 100 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07220RL,,220,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 220 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-071KL,,1k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 1K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-073K3L,,3.3k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 3.3K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-072KL,,2k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0747KL,,47k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 47K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0747RL,,47,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 47 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07680RL,,680,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 680 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-072K2L,,2.2k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 2.2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07470RL,,470,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 470 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0751RL,,51,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 51 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0715KL,,15k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 15K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-071K5L,,1.5k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 1.5K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0720KL,,20k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 20K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0722KL,,22k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 22K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0768RL,,68,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 68 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0739RL,,39,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 39 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07150RL,,150,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 150 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07390RL,,390,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 390 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0756RL,,56,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 56 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07270RL,,270,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 270 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07200RL,,200,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 200 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-070RL,,,Jumper,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES ZERO OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,,-55°C ~ 155°C,,Yageo,,,
,CAY16-1001F4LF,,1k,±1%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 1K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
