Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Number of Resistors,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,EXB-V8V153JV,,15k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 15K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-V8V271JV,,270,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 270 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-V8V391JV,,390,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 390 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-V8V824JV,,820k,±5%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 820K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAT16-2202F4LF,,22k,±1%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 22K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-4750F4LF,,475,±1%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 475 OHM 1206,Surface Mount,0.126 L x 0.061 W (3.20mm x 1.55mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-2001F4LF,,2k,±1%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-3301F4LF,,3.3k,±1%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 3.3K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-1000F4LF,,100,±1%,,,1206 (3216 Metric) Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 100 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-N8VR000X,,,Jumper,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES ZERO OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V361JX,,360,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 360 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V622JX,,6.2k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 6.2K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V153JX,,15k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 15K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V684JX,,680k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 680K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V1R0JX,,1,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V8R2JX,,8.2,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 8.2 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V513JX,,51k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 51K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V303JX,,30k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 30K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V333JX,,33k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 33K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V160JX,,16,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 16 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V334JX,,330k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 330K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V272JX,,2.7k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 2.7K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V4R7JX,,4.7,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 4.7 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V161JX,,160,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 160 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V105JX,,1M,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1M OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V151JX,,150,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 150 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V821JX,,820,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 820 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V911JX,,910,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 910 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V752JX,,7.5k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 7.5K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V910JX,,91,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 91 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V273JX,,27k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 27K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V913JX,,91k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 91K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V204JX,,200k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 200K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V132JX,,1.3k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1.3K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V392JX,,3.9k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 3.9K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAT10-470J4LF,,47,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CAT10.pdf,RES ARRAY 4 RES 47 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±250ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT10-101J4LF,,100,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CAT10.pdf,RES ARRAY 4 RES 100 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±250ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT10-102J4LF,,1k,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CAT10.pdf,RES ARRAY 4 RES 1K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±250ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,741C083150JP,,15,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 15 OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,741C083333JP,,33k,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 33K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,CAT10-103J4LF,,10k,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CAT10.pdf,RES ARRAY 4 RES 10K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±250ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,741C083222JP,,2.2k,±5%,,,0804 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 4 RES 2.2K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,EXB-N8V133JX,,13k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 13K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-N8V362JX,,3.6k,±5%,,,0804 Concave Long Side Terminals,,31mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 3.6K OHM 0804,Surface Mount,0.079 L x 0.039 W (2.00mm x 1.00mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
