Part Type,Part Number,Schematic Part,Part Value,Type,Absolute Pull Range (APR),Base Resonator,Current - Supply (Max),Frequency,Frequency Stability,Function,Output,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Oscillator,ASEMB-33.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,33MHz,XO (Standard),,MEMS,16mA,33MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 33.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-27.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,27MHz,XO (Standard),,MEMS,16mA,27MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 27.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-26.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,26MHz,XO (Standard),,MEMS,16mA,26MHz,±50ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 26.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-26.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,26MHz,XO (Standard),,MEMS,16mA,26MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 26.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-25.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 25.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-24.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,24MHz,XO (Standard),,MEMS,16mA,24MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 24.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-12.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,12MHz,XO (Standard),,MEMS,16mA,12MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 12.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-50.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 50.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-12.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,12MHz,XO (Standard),,MEMS,16mA,12MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 12.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-25.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 25.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-50.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 50.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-100.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,100MHz,XO (Standard),,MEMS,16mA,100MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 100.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-16.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,16MHz,XO (Standard),,MEMS,16mA,16MHz,±10ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 16.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-32.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,32MHz,XO (Standard),,MEMS,16mA,32MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 32.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-33.333MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,33.333MHz,XO (Standard),,MEMS,16mA,33.333MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 33.3330MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-14.7456MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,14.7456MHz,XO (Standard),,MEMS,16mA,14.7456MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 14.7456MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-30.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,30MHz,XO (Standard),,MEMS,16mA,30MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 30.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-18.432MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,18.432MHz,XO (Standard),,MEMS,16mA,18.432MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 18.4320MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-10.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,10MHz,XO (Standard),,MEMS,16mA,10MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 10.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-4.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,4MHz,XO (Standard),,MEMS,16mA,4MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 4.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-29.4912MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,29.4912MHz,XO (Standard),,MEMS,16mA,29.4912MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 29.4912MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-19.200MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,19.2MHz,XO (Standard),,MEMS,16mA,19.2MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 19.2000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-27.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,27MHz,XO (Standard),,MEMS,16mA,27MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 27.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-60.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,60MHz,XO (Standard),,MEMS,16mA,60MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 60.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-33.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,33MHz,XO (Standard),,MEMS,16mA,33MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 33.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-48.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,48MHz,XO (Standard),,MEMS,16mA,48MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 48.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-14.31818MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,14.31818MHz,XO (Standard),,MEMS,16mA,14.31818MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 14.31818MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-3.6864MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,3.6864MHz,XO (Standard),,MEMS,16mA,3.6864MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 3.6864MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-30.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,30MHz,XO (Standard),,MEMS,16mA,30MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 30.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-150.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,150MHz,XO (Standard),,MEMS,16mA,150MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 150.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-80.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,80MHz,XO (Standard),,MEMS,16mA,80MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 80.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-133.333MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,133.333MHz,XO (Standard),,MEMS,16mA,133.333MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 133.3330MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-75.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,75MHz,XO (Standard),,MEMS,16mA,75MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 75.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASTX-11-C-16.369MHZ-I15-T,oscillators\TCXO_Crystal_4P_1G3C,16.369MHz,TCXO,,Crystal,1.5mA,16.369MHz,±1.5ppm,,Clipped Sine Wave,2.5V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASTX11_ASVTX11.pdf,XTAL OSC TCXO 16.3690MHZ SNWV,Surface Mount,0.039 (1.00mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASTX-11-C-16.386MHZ-I15-T,oscillators\TCXO_Crystal_4P_1G3C,16.386MHz,TCXO,,Crystal,1.5mA,16.386MHz,±1.5ppm,,Clipped Sine Wave,2.5V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASTX11_ASVTX11.pdf,XTAL OSC TCXO 16.3860MHZ SNWV,Surface Mount,0.039 (1.00mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASVTX-09-14.400MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,14.4MHz,VCTCXO,,Crystal,2mA,14.4MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/astx09-asvtx09.pdf,XTAL OSC VCTCXO 14.4000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-16.000MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,16MHz,VCTCXO,,Crystal,2mA,16MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 16.0000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-12.800MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,12.8MHz,VCTCXO,,Crystal,2mA,12.8MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 12.8000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-20.000MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,20MHz,VCTCXO,,Crystal,2mA,20MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 20.0000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-13.00MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,13MHz,VCTCXO,,Crystal,2mA,13MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 13.0000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-16.800MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,16.8MHz,VCTCXO,,Crystal,2mA,16.8MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 16.8000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-19.200MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,19.2MHz,VCTCXO,,Crystal,2mA,19.2MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 19.2000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-09-26.000MHZ-T,oscillators\VCTCXO_Crystal_4P_1V3C,26MHz,VCTCXO,,Crystal,2mA,26MHz,±2.5ppm,,Clipped Sine Wave,3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-09.pdf,XTAL OSC VCTCXO 26.0000MHZ SNWV,Surface Mount,0.063 (1.60mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-11-121-19.200MHZ-T,oscillators\VCTCXO_Crystal_4P_1Vc3C,19.2MHz,VCTCXO,,Crystal,1.8mA,19.2MHz,±2ppm,,Clipped Sine Wave,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASVTX-11-121.pdf,XTAL OSC VCTCXO 19.2000MHZ SNWV,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASVTX-11-A-38.400MHZ-T,oscillators\VCTCXO_Crystal_4P_1Vc3C,38.4MHz,VCTCXO,,Crystal,2.5mA,38.4MHz,±2.5ppm,,Clipped Sine Wave,3V,CRYSTAL_SC320X250X100-4N,"6-SMD, No Lead",,,,https://abracon.com/Oscillators/ASTX11_ASVTX11.pdf,XTAL OSC VCTCXO 38.4000MHZ SNWV,Surface Mount,0.039 (1.00mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-11-A-26.000MHZ-T,oscillators\VCTCXO_Crystal_4P_1Vc3C,26MHz,VCTCXO,,Crystal,2mA,26MHz,±2.5ppm,,Clipped Sine Wave,3V,CRYSTAL_SC320X250X100-4N,"6-SMD, No Lead",,,,https://abracon.com/Oscillators/ASTX11_ASVTX11.pdf,XTAL OSC VCTCXO 26.0000MHZ SNWV,Surface Mount,0.039 (1.00mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,ASVTX-11-A-20.000MHZ-T,oscillators\VCTCXO_Crystal_4P_1Vc3C,20MHz,VCTCXO,,Crystal,2mA,20MHz,±2.5ppm,,Clipped Sine Wave,3V,CRYSTAL_SC320X250X100-4N,"6-SMD, No Lead",,,,https://abracon.com/Oscillators/ASTX11_ASVTX11.pdf,XTAL OSC VCTCXO 20.0000MHZ SNWV,Surface Mount,0.039 (1.00mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-30°C ~ 75°C,,Abracon LLC,,,
Oscillator,FT5HNBPK12.288-T1,oscillators\TCXO_Crystal_3P_3C,12.288MHz,TCXO,,Crystal,6mA,12.288MHz,±2.5ppm,,HCMOS,3.3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Fox%20Electronics%20PDFs/FOX924.pdf,XTAL OSC TCXO 12.2880MHZ HCMOS,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 85°C,,Fox Electronics,,,
Oscillator,FT5HNBPK10.0-T1,oscillators\TCXO_Crystal_3P_3C,10MHz,TCXO,,Crystal,6mA,10MHz,±2.5ppm,,HCMOS,3.3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Fox%20Electronics%20PDFs/FOX924.pdf,XTAL OSC TCXO 10.0000MHZ HCMOS,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 85°C,,Fox Electronics,,,
Oscillator,FT5HNBPK25.0-T1,oscillators\TCXO_Crystal_3P_3C,25MHz,TCXO,,Crystal,6mA,25MHz,±2.5ppm,,HCMOS,3.3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Fox%20Electronics%20PDFs/FOX924.pdf,XTAL OSC TCXO 25.0000MHZ HCMOS,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 85°C,,Fox Electronics,,,
Oscillator,FT5HNBPK12.0-T1,oscillators\TCXO_Crystal_3P_3C,12MHz,TCXO,,Crystal,6mA,12MHz,±2.5ppm,,HCMOS,3.3V,"Crystal_ABM3B_SC500X320X110-4N,Crystal_ECS_SC500X320X110-4N","4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Fox%20Electronics%20PDFs/FOX924.pdf,XTAL OSC TCXO 12.0000MHZ HCMOS,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-30°C ~ 85°C,,Fox Electronics,,,
